model,zero_offset_rmse_2d_um,uncorrected_offset_rmse_2d_um,fd_noiseless_corrected_rmse_2d_um,gtpsa_noisy_corrected_rmse_2d_um,gtpsa_noisy_reduction_percent_vs_uncorrected,gtpsa_noisy_excess_percent_vs_zero,gtpsa_noisy_change_percent_vs_fd_noiseless,fd_noiseless_p99_2d_um,gtpsa_noisy_p99_2d_um,fd_noiseless_worst_target_rmse_2d_um,gtpsa_noisy_worst_target_rmse_2d_um
physics_gls,33.92278740794494,100.97026612475896,34.18122269952183,34.18071972943177,66.14773730793377,0.7603512010526225,-0.0014714806854110307,86.81188765797324,86.77937740739767,60.670813253062434,60.67441428311373
shared_target_local_ridge,33.07848173570432,99.7960473121992,33.4774449424783,33.47745302069098,66.45412927431782,1.2061354211309272,2.413031428005752e-05,83.02559265262404,83.02585318463923,60.015768901653416,60.01603962984188
shared_joint_ridge,33.093764096376724,99.61822787305091,33.45814120657354,33.45789082457071,66.41388675654021,1.100288039564079,-0.0007483440316868872,83.39620691687959,83.36010752542329,59.851057908133754,59.85003614333585
shared_joint_random_feature,33.09190129382134,99.11944235536374,33.44362075022283,33.41608996014349,66.28704806435464,0.9796616502741662,-0.08232000441864562,84.48567834198275,84.38187844887797,59.58488836184287,59.714071292200444
