sextupole,sextupole_index,sextupole_s_m,scaling,observation_count,sigma_1,sigma_2,condition_number,effective_rank,response_x_norm,response_y_norm,response_x_y_cosine,parameter_rotation_x_mode1,parameter_rotation_y_mode1,parameter_rotation_x_mode2,parameter_rotation_y_mode2,relative_reconstruction_error,parameter_rotation_orthogonality_error,mode_weight_orthogonality_error
SEX_13W,116,83.93282577919487,raw,1191,2242.6266766419931,1671.1397724944773,1.3419743300672382,2,2048.8789008445633,1903.7273438371324,0.27712181343368542,0.79262534002945895,0.60970900464334998,-0.60970900464335009,0.79262534002945895,4.9215511485749374e-16,2.7324155790020225e-16,1.7346679639373691e-15
SEX_13W,116,83.93282577919487,observable_rms,1191,35.348241545918476,23.468355037940981,1.5062087431680422,2,23.664690013239511,35.217102594516888,0.095844716414521136,-0.11508149475991436,-0.9933560537711662,0.9933560537711662,-0.11508149475991436,5.4849717034282658e-16,3.1404631888021773e-16,3.4891667574018031e-16
SEX_14E,742,676.2942266369729,raw,1191,3642.0342221163251,3300.4863089075179,1.103484117563833,2,3372.8042789016854,3575.1663522939634,0.079172845782091814,-0.45113729080895926,-0.89245456177978744,0.89245456177978744,-0.45113729080895926,3.0333548589954035e-16,1.6168312257044686e-16,2.2971826326221923e-16
SEX_14E,742,676.2942266369729,observable_rms,1191,52.473815701734686,35.929657030782742,1.4604596881283263,2,36.080196070722621,52.370421424192337,0.066390680995945112,0.086092144776958368,0.99628717878315753,-0.99628717878315753,0.086092144776958326,2.3565334935143035e-16,5.8085620260921992e-17,5.0346445237540365e-16
SEX_14W,124,92.13391777919487,raw,1191,3520.3157379736535,2874.7114617777534,1.2245805482671472,2,3510.0027844663268,2887.2944665447653,-0.053510336930462518,0.99118060866838142,-0.13251792708828566,0.13251792708828564,0.99118060866838165,3.951277631185365e-16,8.4802325818161125e-16,1.3515355177552952e-15
SEX_14W,124,92.13391777919487,observable_rms,1191,44.568690117034357,36.421249338695119,1.2237002004673994,2,36.590065776376626,44.43019951136916,-0.054953163311245161,-0.13667097986401155,0.99061649656313056,0.99061649656313022,0.13667097986401161,2.2732369473593906e-16,7.9839683788897035e-16,5.0267485386043072e-16
SEX_15E,734,666.1709846369729,raw,1191,2304.7967228027183,1675.4113569377969,1.3756602002598748,2,2000.7848445758809,2028.7807062651621,0.30825924751613637,-0.69100185522879964,-0.72285298371823647,0.72285298371823636,-0.69100185522879987,5.4762549644992369e-16,3.9291416147924362e-16,1.0207487937359978e-15
SEX_15E,734,666.1709846369729,observable_rms,1191,28.616979414927826,23.827188422017187,1.2010220806616319,2,24.696739105135297,27.870010701569413,0.13643459498117025,-0.40984396292024605,-0.9121556479339632,0.9121556479339632,-0.40984396292024605,4.7413908614398046e-16,3.1449104711465093e-16,2.611090194369167e-16
SEX_15W,132,102.25810977919487,raw,1191,2221.7103333070631,1788.4907794570909,1.2422263278212031,2,2061.0276494925447,1971.5123893482516,-0.20911144154008957,-0.7771032612303661,0.6293731177808034,0.62937311778080363,0.77710326123036599,3.842975746667674e-16,5.446378738628857e-16,6.5681679907165959e-16
SEX_15W,132,102.25810977919487,observable_rms,1191,27.332879316595918,24.013657795929195,1.1382222378978599,2,24.551613348187921,26.850704543394542,-0.093140900494185386,0.3915276227384249,-0.92016635486894305,-0.92016635486894272,-0.39152762273842501,1.9728576468061043e-16,5.4707103492883039e-16,2.5133742693021536e-16
SEX_16E,726,657.9649426369728,raw,1191,3040.1877767570586,2200.615964724378,1.3815167323562678,2,3040.0230161537911,2200.8435663167988,-0.0099219808983098123,-0.99988615577895645,0.015088919165434412,-0.015088919165434412,-0.99988615577895623,3.8435034935623572e-16,7.021825972901365e-16,1.4217982404014041e-15
SEX_16E,726,657.9649426369728,observable_rms,1191,34.713266700986836,33.261644266365764,1.0436425338145101,2,34.528638400817954,33.45326582774338,-0.028687102825118646,-0.93297469609270911,0.35994196261441441,-0.35994196261441441,-0.93297469609270922,3.6310779191478152e-16,6.5287953165938702e-16,7.573255161675981e-16
SEX_16W,140,110.46430177919487,raw,1191,4979.6114801715203,2199.9253710553744,2.2635365479614618,2,4978.6596870390485,2202.0785300078128,0.039660752593611438,0.99976250421399915,0.021793007313204982,0.021793007313204982,-0.99976250421399904,3.2662114535877543e-16,1.1107974675978915e-16,8.9772233192053265e-16
SEX_16W,140,110.46430177919487,observable_rms,1191,53.713729787851314,33.389547165795086,1.6086989596216124,2,53.713650372469374,33.389674920898507,-0.0021668841497725897,0.99999759041329439,-0.0021952602589897612,-0.0021952602589897612,-0.99999759041329439,2.1351553398728582e-16,5.5511156027050985e-16,6.6728929494060437e-16
SEX_17E,718,649.7574006369726,raw,1191,1321.3360384382784,1093.5849297590621,1.2082610161145821,2,1310.8166247007548,1106.1720939709232,-0.082937656960333297,0.97450345755100076,-0.22437248320849093,0.2243724832084909,0.97450345755100076,3.1774900144234975e-16,4.0217020528454134e-16,6.0238631761259321e-16
SEX_17E,718,649.7574006369726,observable_rms,1191,23.786796553743411,17.489174590526918,1.3600868600527107,2,17.529063195251215,23.757416981734373,-0.045633162069002184,0.073305172950485109,-0.99730955656641507,-0.9973095565664154,-0.073305172950485054,2.4657040539071473e-16,6.7417658219947847e-16,9.9378915041460111e-16
SEX_17W,150,118.66539277919487,raw,1191,1909.7204477642279,1407.7139056136309,1.3566111978781437,2,1414.4833604290932,1904.7119078054843,0.065825443243711215,-0.10710621521179933,-0.99424758418766279,0.99424758418766279,-0.1071062152117994,2.3945092060567533e-16,1.8435525530473038e-16,9.3529752210993657e-16
SEX_17W,150,118.66539277919487,observable_rms,1191,31.377086627549488,24.877913804303041,1.2612426779178851,2,24.911932261762605,31.350084393386066,0.031789438763083225,-0.06806409764352471,-0.99768095031025461,0.99768095031025428,-0.068064097643524724,1.521388032209468e-16,6.6836232365127372e-16,9.5679081796751108e-16
SEX_18E,710,641.5571586369726,raw,1191,2615.3914551654138,1986.2025218832102,1.3167798481524635,2,2603.3009073133985,2002.023303477938,0.081109251684514133,-0.98904344466902838,-0.14762474236123982,0.14762474236123982,-0.98904344466902849,1.7470005182918887e-16,2.2445159118886559e-16,1.2468402668783907e-15
SEX_18E,710,641.5571586369726,observable_rms,1191,33.001094565290082,30.555521197597432,1.080037036576059,2,32.530406527491564,31.056155095571285,0.061360889982918304,-0.8952956177979341,-0.44547250953545431,-0.44547250953545431,0.89529561779793421,3.0022338318550327e-16,1.4150628575275931e-16,5.4389598220420729e-16
SEX_18W,158,126.86413477919487,raw,1191,4455.5415172048533,1439.9820349720269,3.0941646555273912,2,4455.3400907109135,1440.6051328113363,0.027830180929310888,0.99994951899933437,0.010047858129959113,-0.010047858129959111,0.99994951899933426,1.2221145585080219e-16,2.2204498996760907e-16,7.0278356144556099e-16
SEX_18W,158,126.86413477919487,observable_rms,1191,43.894350710382987,25.353017999499524,1.7313264523872256,2,43.893621031085594,25.35428127059583,0.0081487704428465715,0.99997505415391885,0.0070633610886128052,0.0070633610886128044,-0.99997505415391852,2.129006714853207e-16,1.1957487371682895e-15,5.7429565815554812e-16
SEX_19E,704,634.8968586369726,raw,1191,3096.4415287557745,1747.9565042771683,1.771463718450045,2,1826.4325273577863,3050.8107618889953,0.23766392321784752,-0.20721749964150848,-0.97829489819906612,0.97829489819906623,-0.20721749964150843,3.7169456022549204e-16,3.7264967304329926e-16,5.7429565815554812e-16
