sextupole,sextupole_index,sextupole_s_m,nominal_kn2_m3,nominal_k2l_m2,observation_scope,observation_name,observable,value,d_k2,d_x,d_y,d2_k2_k2,d2_k2_x,d2_k2_y,d2_x_x,d2_x_y,d2_y_y
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_32w,alpha_2,-0.8401163805165799,0.06265961487632021,2.9683465273199796,0.0028478525798739367,0.003867024377746051,-7.561585559449276,-0.007665570906737004,15.437600857799952,0.0012779261749770925,-15.131207795329413
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_32w,c11,0.0020352328684467595,0.0003633596267595385,0.02037199806880379,-1.148591660794449,0.00012247137147758803,-0.046909273616821796,2.7704820682439397,0.13696589675423165,-45.08913557787398,0.09827951202544692
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_32w,c12,0.0035773640102489267,0.0006295621009590114,-0.07428780659714425,59.385106665441185,0.00023579878589909025,0.18795873821820847,-144.84885114908857,0.9425670443153163,563.0864795785452,-0.22569761052699677
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_32w,c21,4.2030377115711315e-5,-2.432795803383949e-5,-0.001080538256616765,-0.08503138448940957,-8.212469484009361e-6,0.0024465522671724077,0.21004470968933328,-0.011148458597660784,1.84876178384856,-0.009738813857161287
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_32w,c22,0.00024476853026303067,0.00025089570948830876,0.017236607054331266,-2.9625714504613088,8.891678014920319e-5,-0.03987922909785835,7.236880334838548,0.17529167134084708,-28.268256101424218,0.007321411931867396
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_33w,orbit_x,0.01189050985198076,-2.3088546742811354e-5,-0.002206513488151848,8.843322158110551e-7,-8.565968794815483e-8,0.005753410452472153,-2.2891769661442905e-6,0.27478990976865153,0.00033388859540485016,-0.27658036581783785
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_33w,orbit_y,-3.0854534109533205e-5,-3.69139191400549e-7,-1.604880306987067e-5,-0.011980849946130995,2.1555913384063565e-9,4.190469350739556e-5,0.03136088750550601,-0.0004004528528612622,1.4982445886447333,0.0004223200311780446
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_33w,phi_1,3.3210503915427747,-0.009559347054912265,-0.45712594934729295,0.03045704797145599,0.0010169150073009018,1.2416086263413197,-0.07392285971379403,2.4019856266944783,0.46280863029453356,6.788370219165046
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_33w,phi_2,3.072011602812427,0.0010455334942727264,0.05165022854107676,-0.0030112240870879903,-0.00014580504445533497,-0.14167920953089586,0.007386377390916788,-0.7418152619067371,-0.0199927179988587,0.31091691549913114
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_33w,beta_1,16.021577020165658,-0.7295218858442124,-34.84751669996144,-0.26209706974297914,0.17431818301344804,99.29282565239804,0.6590552233783259,396.47048233945986,2.8193958575018767,527.7141164856521
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_33w,beta_2,31.50368228059575,-1.3345272688928473,-63.13182284573942,-0.0900363902606538,-0.017704888253828627,163.88533555473904,0.23621928628379424,-205.2371270717597,-0.7233396249635015,333.0028495585465
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_33w,alpha_1,-1.7067723205465049,0.1296258257705527,6.1905346681339255,0.0017833307398202377,-0.025468320516510157,-17.374469186587877,-0.004966450656864192,-57.435590275308144,-0.25655324219544734,-94.6578071871932
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_33w,alpha_2,2.221266594776684,-0.039633250309313,-1.8641966708083118,-0.006946528552710295,0.0054886695766441,5.12257797310213,0.017644620478624043,4.55474562217319,-0.04570152439116218,13.936188213995875
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_33w,c11,0.0008977640750403564,0.00036427304734287,0.00988946739839661,4.324810665321732,0.00013042666706885938,-0.020827734155087856,-10.538599202305074,0.3125214994069627,39.78281683621591,-0.021400157027143527
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_33w,c12,-0.01456168056372374,0.0013685911368248348,-0.025643146809668522,49.95840117596302,0.0005217795702169357,0.07717004083996491,-121.69084166372348,2.026636646771314,572.8252300237663,-0.3332813686384869
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_33w,c21,0.0001469334238551678,6.804199768033782e-5,0.0029848967917196108,0.1624664708957554,2.421064767514737e-5,-0.006679114374148567,-0.3948322846237045,0.05460088426636813,0.7512846600052053,-0.0025157457672462056
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_33w,c22,-0.001754288602966951,0.0005476547145505338,0.01972218108121767,3.7620068768924875,0.00019520786031843086,-0.04321787659042013,-9.167779532974969,0.4597547033351282,27.5218535674569,0.04280826234184506
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_34w,orbit_x,0.015397589805000462,-2.0054125322137374e-5,-0.0019164136265507113,-1.3382183235522166e-6,-8.075091303019984e-8,0.004996377699084549,3.5291444938239095e-6,0.23859062887075924,0.0005533829379612179,-0.24002072813183273
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_34w,orbit_y,-2.8392931654414e-5,-3.1103615456071075e-7,-1.3744848452187757e-5,-0.00995669366126524,1.79491019422932e-9,3.5888693295581974e-5,0.026062840765618104,-0.00028196251419086623,1.2451485288082167,0.0002996692669762842
