sextupole,observable_family,observation_count,norm_k2_x,norm_k2_y,cosine_x_y,singular_max,singular_min,condition_number
SEX_32W,coupling,396,4.302275564991643,1242.1458274417594,-0.9954117893512302,1242.1532098521595,0.4116551792664066,3017.4604193387013
SEX_32W,orbit,198,0.23519565778476953,0.1889175210589492,0.001297826886673106,0.23519601796145753,0.18891707265078686,1.2449696295909543
SEX_32W,phase,198,7.584502560356159,1.7253939612382188,0.5228384890329898,7.64001228169926,1.4600944301691274,5.232546692760339
SEX_32W,tune,3,0.4787299180299547,0.0015986507811727596,0.9307689760493816,0.47873223046764957,0.0005844764807304045,819.0786905050325
SEX_33E,alpha,198,888.1184868354326,2875.711843125729,0.450530451938389,2905.6321991945774,784.7130522401925,3.702795806568531
SEX_33E,beta,198,2942.633038996333,6390.9243529644455,0.3497170390074678,6491.224048381181,2714.2243166740373,2.391557694220135
SEX_33E,coupling,396,5.57108288707207,2508.826992433313,0.8108568091822524,2508.831059368472,3.2604408579773514,769.4760213883626
SEX_33E,orbit,198,0.194717866450435,0.27839109890578073,0.0026377093411535843,0.2783920264544673,0.19471654031322758,1.429729729208605
SEX_33E,phase,198,10.478778280725836,1.1432903117198239,0.2243179595522311,10.481952006319895,1.1138173686427375,9.410835475741296
SEX_33E,tune,3,0.9885557737592505,0.0030050144333279463,-0.9943020762822157,0.9885602891745305,0.00032033055375031857,3086.0630608001984
SEX_33W,alpha,198,491.9873947378676,569.2039568754868,-0.12431465635816197,580.3329588619943,478.8093545056825,1.2120334605014633
SEX_33W,beta,198,2653.6666889985067,1202.3279961070618,-0.10388516169273497,2657.35007613096,1194.1650134759018,2.225278789902
SEX_33W,coupling,396,1.819919158171368,782.9994150186321,0.9897282426623986,783.001486801133,0.2601777809916153,3009.486374343267
SEX_33W,orbit,198,0.1763305834035919,0.2752810098827142,-0.0019723673118445593,0.2752813824391747,0.17633000178039734,1.5611715514074125
SEX_33W,phase,198,13.568358589271044,1.6440506272746924,-0.5130179168879849,13.594832604258462,1.408468577668207,9.65220866110156
SEX_33W,tune,3,0.6781479555523433,0.0020725181068726914,0.22332641922099664,0.6781481135047411,0.0020201735289436186,335.6880504514658
SEX_34E,alpha,198,1084.2930472946068,1139.512620665839,0.18025612072552652,1211.6586564727706,1003.0272804180116,1.2080016965917537
SEX_34E,beta,198,7061.790254678732,2721.6690015181125,0.04176715760681115,7062.864349941034,2718.8804551197404,2.5977105159741134
SEX_34E,coupling,396,3.1657010438709636,1323.1792191234783,0.718608032474524,1323.1811747060026,2.2014738153616147,601.0433399084769
SEX_34E,orbit,198,0.42926024655202044,0.29873374210161213,-0.0008209827179541547,0.4292603824146954,0.29873354687601356,1.4369339731130222
SEX_34E,phase,198,27.334829916924022,0.3211483299422848,0.27688762833528374,27.33497456953307,0.3085905377187277,88.58008016580273
SEX_34E,tune,3,1.1901467204171388,0.0033941026394603245,0.523974735693769,1.1901480491646301,0.0028908687316877364,411.6921796271954
SEX_34W,alpha,198,497.23066588906454,2132.1632037100208,-0.7285036712527801,2163.4853517259226,335.69241162531773,6.4448443777772715
SEX_34W,beta,198,2410.570336836577,4531.639658012871,-0.20751853247794685,4569.1187173639455,2338.752121441235,1.9536566853216866
SEX_34W,coupling,396,13.455353247617872,1769.159727976617,-0.8977309437734794,1769.2009648160245,5.927539064722433,298.4714137685519
SEX_34W,orbit,198,0.4164467114911113,0.2698355269203381,0.0014704599669379092,0.41644703729998384,0.26983502408731763,1.5433394486448249
SEX_34W,phase,198,9.313169752867832,2.151600608619587,-0.27552085391002906,9.332990219946188,2.0639306139338265,4.52194960282973
SEX_34W,tune,3,0.5977196410056554,0.0030456030984390946,0.6532695796612052,0.5977229523871662,0.0023058906592119473,259.21565274540893
SEX_35E,alpha,198,242.72621548547943,1378.9579395826197,0.2570295592586946,1380.4104359332712,234.3246533943103,5.891016655470659
SEX_35E,beta,198,2012.7921891446606,3022.3024028564932,0.0014514550866393274,3022.3049402811585,2012.7883790766457,1.5015512667395379
SEX_35E,coupling,396,7.971563378275331,1433.4577551867385,0.3829564945197315,1433.4610059246734,7.363845538933143,194.66201434371067
SEX_35E,orbit,198,0.10053938996573986,0.19165656732433636,0.010450526854612839,0.1916605405091596,0.10053181558575265,1.906466519006364
SEX_35E,phase,198,11.275824148297287,0.3567430504265468,0.48427831311619424,11.277148581617823,0.312082834303708,36.135113316239945
SEX_35E,tune,3,0.8468047931546095,0.0022820709080957147,-0.9313333298320553,0.8468074603509781,0.0008310542566347226,1018.9556862148166
SEX_35W,alpha,198,213.90169725898724,940.4510964692931,-0.19774813728964477,941.451444509367,209.45495594947724,4.494768052833542
SEX_35W,beta,198,1720.2574127814446,2078.7581405512733,0.017652566844924975,2079.460261827392,1719.4086171176564,1.2094043504989005
SEX_35W,coupling,396,4.7743726079865665,964.7201502749172,-0.4620468027511337,964.7226724835697,4.234167736133512,227.8423370550075
SEX_35W,orbit,198,0.08932582388409338,0.1698996819777187,-0.009451156205399986,0.1699025805920788,0.08932031043863534,1.9021718549534703
SEX_35W,phase,198,12.634346875198956,1.0183218927570359,-0.3658602592800734,12.639869828132193,0.9473073249961335,13.342945308887783
SEX_35W,tune,3,0.643350898726275,0.0011549848006527565,0.9359878638435505,0.6433518069961974,0.00040659134650676223,1582.3057045447904
SEX_36E,alpha,198,446.48209953724165,517.6758617812897,-0.2548174209356904,549.3945713655196,406.81711865687413,1.350470632060351
SEX_36E,beta,198,2181.8015756662803,1127.487863703463,-0.13243861377753197,2188.7025318895776,1114.03241661929,1.9646668258824518
SEX_36E,coupling,396,5.78481554362017,860.0227304963051,0.43789868829784595,860.0264612908535,5.200667334701198,165.36848176240176
SEX_36E,orbit,198,0.02132485443996417,0.019632833102418375,-0.005706200223127612,0.021326783030172193,0.019630738093536722,1.0863974104567102
SEX_36E,phase,198,10.99490660050957,0.21384608738199187,0.3887355970372014,10.995220957387424,0.19702132180511944,55.807264191756744
SEX_36E,tune,3,0.5318743021699038,0.0010371601238350766,-0.9504883739966803,0.5318752157487253,0.00032230744878143506,1650.2107467873122
SEX_36W,alpha,198,422.0595959846999,446.32169685013565,0.33830082158889,503.25013612001686,352.2451704951212,1.4286927920477681
SEX_36W,beta,198,1989.9405638675992,972.2882148830369,0.1613468846145495,1997.9618624873142,955.6967178830135,2.090581483750459
SEX_36W,coupling,396,3.9327306515083262,836.2230606833795,-0.6277931077371343,836.2267054878138,3.0611465259639097,273.1743477142109
SEX_36W,orbit,198,0.003345848854070942,0.0029834388675200984,0.040393866111072645,0.0033561167884892944,0.0029718836000990597,1.1292894473987565
SEX_36W,phase,198,11.141296537123182,0.6922666020964179,0.6796083326628942,11.15124614956774,0.5073764758458524,21.978248264225073
SEX_36W,tune,3,0.49322217677365376,0.0017234363404449412,0.8934207021865407,0.49322458019512405,0.0007741999125577102,637.0765124031943
SEX_37E,alpha,198,518.6173337224274,426.1067768217842,-0.4414824235348996,576.338833729475,344.04138243263407,1.6752020633515696
SEX_37E,beta,198,1822.3426171142078,900.0560616797551,-0.33589881054220827,1853.7813047228865,833.3837066904076,2.224403104885208
SEX_37E,coupling,396,6.593706591573823,740.8616702021811,0.9734253935164586,740.8894731670855,1.5099309850601632,490.6777067943703
SEX_37E,orbit,198,0.05309375602584082,0.14191292259978275,-0.021194400688113364,0.14191810964578302,0.053079889641096105,2.6736700208944217
SEX_37E,phase,198,9.50263122913782,0.14101226767610844,-0.5599679615501192,9.502959342887692,0.11682664098604079,81.34239983860503
SEX_37E,tune,3,0.7424246027603569,0.0020135406804351595,-0.027846479305618486,0.7424246048776562,0.0020127598469885147,368.85901017375204
SEX_37W,alpha,198,544.308714204953,661.981996084945,0.44551233241883736,736.7253108266938,437.86750951328736,1.6825302056450877
SEX_37W,beta,198,1981.4274769451565,1400.9938555752733,0.3353206569505669,2072.9737506342253,1261.5936187752343,1.6431390582386471
SEX_37W,coupling,396,6.136367553975272,984.868629939336,-0.9540886676377828,984.8860315553164,1.8379588031987864,535.8586002260873
SEX_37W,orbit,198,0.061464639837674195,0.15968983973420714,0.018299942735086217,0.15969448962505675,0.061452557701892355,2.5986630271719213
SEX_37W,phase,198,8.831829569912518,1.0053431341609476,0.5068966434400808,8.846661917123928,0.8651596924816151,10.225467036898419
SEX_37W,tune,3,0.822764043100381,0.002007897113799002,0.3602142693416558,0.8227643610084887,0.0018731054424099135,439.2514924039357
SEX_38E,alpha,198,303.65559856977524,915.5244212280838,0.39205464849571786,924.004023902521,276.7819579014064,3.3383824253156855
SEX_38E,beta,198,1902.249807245113,1933.8584390777653,0.07147065865250561,1987.2087900553067,1846.4463209861487,1.0762342600861419
SEX_38E,coupling,396,4.696530821196932,949.9991160566555,0.9266733048150853,950.0090851045385,1.7652560774427073,538.1706921982665
SEX_38E,orbit,198,0.32481709247157753,0.19640725349605584,-0.0011743995177214716,0.32481722157329734,0.19640703998827733,1.6537962264116615
SEX_38E,phase,198,12.281427015554625,0.1614197537548379,0.06333390458797745,12.281431271359567,0.16109563050740341,76.23689874565005
SEX_38E,tune,3,0.47311067424113595,0.0012016513399136504,-0.9956026482720688,0.47311218688128853,0.00011256664554121137,4202.951812293982
SEX_38W,alpha,198,840.3512565756497,937.6673084887416,0.20177286873311331,986.767692975473,782.1123550594614,1.2616699974013994
SEX_38W,beta,198,4303.742481626399,2032.7371927565334,0.039577219091525485,4304.70965227857,2030.6882214045522,2.1198279513834777
SEX_38W,coupling,396,3.498815005640865,984.2925277694305,-0.8070978942667798,984.2965785733802,2.0657535952957016,476.48305239061364
SEX_38W,orbit,198,0.32811976770257456,0.21876546648847678,0.00098736276395601,0.32811989569393674,0.2187652745179463,1.4998719354200778
SEX_38W,phase,198,18.300095975577985,1.5961225454408516,0.07281052050084222,18.30046779457906,1.5918537605586767,11.496324755457644
SEX_38W,tune,3,0.7986676291629831,0.0017912956483800955,0.8652474058298372,0.7986691330638707,0.0008980556360389114,889.3314634565309
SEX_39E,alpha,198,326.19408659610156,828.0819207256736,0.49805727069608957,845.8353094185384,276.9203475800059,3.054435388407728
SEX_39E,beta,198,1524.330558496942,1780.9113831669688,0.25020282995032084,1883.7017243697032,1395.3124452494114,1.3500214455788018
SEX_39E,coupling,396,1.0805735919925765,772.5296946586157,0.9373409588148077,772.530358644165,0.37648604137891356,2051.9495379289597
SEX_39E,orbit,198,0.10364873084816828,0.1645640708089008,0.0008147564646390655,0.16456410672441568,0.10364867382474349,1.5877106831359205
SEX_39E,phase,198,6.942815335167273,0.30200453185646325,0.12841690761719465,6.94292385553532,0.29949933511488724,23.181767174448087
SEX_39E,tune,3,0.4987428440906356,0.0014518223946334843,-0.8067827632347102,0.49874421950709474,0.0008578042553290888,581.4196145666776
SEX_39W,alpha,198,471.8422010420479,1817.8940856284726,-0.5308522695938395,1835.9201669542308,395.9433164203362,4.636825754637073
SEX_39W,beta,198,1652.6211669166273,3962.8934055607615,-0.38212032258899054,4021.2599184105634,1505.0413727743548,2.6718600505964
SEX_39W,coupling,396,4.661510728475431,1448.7392564995073,-0.9167347167530314,1448.7455591072967,1.8622491518335573,777.9547423505991
SEX_39W,orbit,198,0.11066691241332713,0.17004858717928611,-0.0002803993517829377,0.17004859209078155,0.11066690486642007,1.5365803561239726
SEX_39W,phase,198,6.885922404979445,1.6272920414001162,-0.43176773456564016,6.9233535221715945,1.459857103430418,4.742487128296928
SEX_39W,tune,3,0.5672730478017243,0.0023530403245699805,0.9938902449511436,0.5672778685193776,0.0002597097194135751,2184.2766216077384
SEX_40E,alpha,198,380.9266858205121,1406.2433791542317,0.6363814591059757,1427.8949067954168,289.3816105647,4.934297324591632
SEX_40E,beta,198,2193.7621388635685,3006.301417163787,0.139382967820535,3037.9558233120397,2149.7127594999106,1.4131915112318363
SEX_40E,coupling,396,9.63541954269276,1182.334147442075,0.9112709031664686,1182.3667509958389,3.9678277288767245,297.98842888034403
SEX_40E,orbit,198,0.19661018868664448,0.11978560160396494,-0.002808415504582385,0.19661064637865647,0.11978485036760136,1.6413648785742814
SEX_40E,phase,198,12.60214339764263,0.8814546535926551,0.7512169069672886,12.619564685663565,0.581005736151485,21.72020670441932
SEX_40E,tune,3,0.54123956571002,0.0022265158783067725,-0.5176823873180654,0.5412407930467386,0.001904942273365163,284.1245116003506
SEX_40W,alpha,198,503.6329576306644,1134.5970993867393,-0.43752612877696145,1159.5709819492683,443.1160928806607,2.6168559449308066
SEX_40W,beta,198,4151.929703194389,2510.4506722826295,-0.06846476012204813,4157.510079761208,2501.1982678140707,1.6622073240897752
SEX_40W,coupling,396,4.655021957059152,1012.6961100084075,-0.9487789987599454,1012.7057408293199,1.4706960663841389,688.5894128480016
SEX_40W,orbit,198,0.1946095162207662,0.12217574568912842,0.0022865225930171124,0.19460984715843221,0.1221752185483901,1.5928749665493975
SEX_40W,phase,198,19.33130825255924,0.8418213603092085,-0.646944802061141,19.3389867388488,0.6416649225009188,30.1387625545654
SEX_40W,tune,3,0.6929794280446335,0.0015683257593975908,0.22720203106435988,0.6929795196558632,0.0015273101466013832,453.7254736360537
SEX_41E,alpha,198,266.83663329625347,886.7103944896623,-0.24580619804477485,889.3564400715461,257.8802727394213,3.448718394098368
SEX_41E,beta,198,1509.6830485803373,1894.211086159065,-0.15393051076698747,1929.3265542065851,1464.5400620440776,1.3173600396521752
