target,location,coordinate,qx_power,qy_power,qk_power,total_order,coefficient
SEX_23E,entry,x,0,0,0,0,3.389824832706122e-14
SEX_23E,entry,x,0,0,1,1,5.240378336626025e-30
SEX_23E,entry,x,0,1,0,1,7.967402494811115e-20
SEX_23E,entry,x,1,0,0,1,0.000999999999999705
SEX_23E,entry,x,0,0,2,2,1.7200397101802015e-45
SEX_23E,entry,x,0,1,1,2,-9.767019018228635e-33
SEX_23E,entry,x,0,2,0,2,7.698692668165973e-7
SEX_23E,entry,x,1,0,1,2,3.0935230234284254e-19
SEX_23E,entry,x,1,1,0,2,2.3363094845986863e-20
SEX_23E,entry,x,2,0,0,2,-1.281959498893648e-5
SEX_23E,entry,x,0,0,3,3,6.646354210118713e-61
SEX_23E,entry,x,0,1,2,3,1.2491797287898967e-46
SEX_23E,entry,x,0,2,1,3,-4.794637192345239e-9
SEX_23E,entry,x,0,3,0,3,2.53207237608054e-23
SEX_23E,entry,x,1,0,2,3,1.523116593059618e-34
SEX_23E,entry,x,1,1,1,3,-1.6544716762890347e-22
SEX_23E,entry,x,1,2,0,3,1.5914948919758876e-8
SEX_23E,entry,x,2,0,1,3,4.565455591681368e-9
SEX_23E,entry,x,2,1,0,3,-3.808179124431283e-22
SEX_23E,entry,x,3,0,0,3,1.695997231189287e-7
SEX_23E,entry,x,0,0,4,4,2.775559681353404e-76
SEX_23E,entry,x,0,1,3,4,-1.3514403030116802e-60
SEX_23E,entry,x,0,2,2,4,7.919177155749606e-23
SEX_23E,entry,x,0,3,1,4,-5.925674928672243e-25
SEX_23E,entry,x,0,4,0,4,-3.2089172610512183e-12
SEX_23E,entry,x,1,0,3,4,7.847269329585404e-50
SEX_23E,entry,x,1,1,2,4,6.513305120641169e-36
SEX_23E,entry,x,1,2,1,4,-7.548155111555195e-10
SEX_23E,entry,x,1,3,0,4,-1.0865796617796593e-24
SEX_23E,entry,x,2,0,2,4,4.495795882556301e-24
SEX_23E,entry,x,2,1,1,4,4.8852587613727376e-24
SEX_23E,entry,x,2,2,0,4,-8.354077034917686e-10
SEX_23E,entry,x,3,0,1,4,2.8578485345730222e-11
SEX_23E,entry,x,3,1,0,4,-6.467459993870818e-25
SEX_23E,entry,x,4,0,0,4,-7.115222131164937e-10
SEX_23E,entry,px,0,0,0,0,-3.529717012689401e-15
SEX_23E,entry,px,0,0,1,1,6.930951351476403e-30
SEX_23E,entry,px,0,1,0,1,3.777064606958769e-20
SEX_23E,entry,px,1,0,0,1,-9.981842166064501e-5
SEX_23E,entry,px,0,0,2,2,2.274982617588262e-45
