target,location,coordinate,qx_power,qy_power,qk_power,total_order,coefficient
SEX_30W,entry,x,0,0,0,0,8.927688612043925e-14
SEX_30W,entry,x,0,0,1,1,4.226744200132073e-28
SEX_30W,entry,x,0,1,0,1,3.397743872873532e-19
SEX_30W,entry,x,1,0,0,1,0.0009999999999993707
SEX_30W,entry,x,0,0,2,2,4.01507491816253e-42
SEX_30W,entry,x,0,1,1,2,-1.2484090393778756e-32
SEX_30W,entry,x,0,2,0,2,7.397515568412454e-6
SEX_30W,entry,x,1,0,1,2,9.456482749107072e-18
SEX_30W,entry,x,1,1,0,2,-5.14463051690416e-20
SEX_30W,entry,x,2,0,0,2,2.283755967847985e-6
SEX_30W,entry,x,0,0,3,3,4.765140472384187e-56
SEX_30W,entry,x,0,1,2,3,-3.988589446265617e-46
SEX_30W,entry,x,0,2,1,3,-5.470040087566537e-8
SEX_30W,entry,x,0,3,0,3,8.286561000969624e-22
SEX_30W,entry,x,1,0,2,3,1.347430794919735e-31
SEX_30W,entry,x,1,1,1,3,-3.645108489135079e-22
SEX_30W,entry,x,1,2,0,3,3.7230272410017133e-7
SEX_30W,entry,x,2,0,1,3,5.2892436360657664e-8
SEX_30W,entry,x,2,1,0,3,7.055966804815219e-22
SEX_30W,entry,x,3,0,0,3,-2.455168735655234e-9
SEX_30W,entry,x,0,0,4,4,6.33342246611602e-70
SEX_30W,entry,x,0,1,3,4,-7.574926724275233e-60
SEX_30W,entry,x,0,2,2,4,-4.728710092836344e-23
SEX_30W,entry,x,0,3,1,4,-6.256620778957388e-24
SEX_30W,entry,x,0,4,0,4,1.5656437617060608e-9
SEX_30W,entry,x,1,0,3,4,2.1321946462615032e-45
SEX_30W,entry,x,1,1,2,4,-1.1831087857997692e-35
SEX_30W,entry,x,1,2,1,4,-8.622847670428039e-11
SEX_30W,entry,x,1,3,0,4,-1.605205681996323e-23
SEX_30W,entry,x,2,0,2,4,1.5072945010272533e-21
SEX_30W,entry,x,2,1,1,4,1.2491185872315116e-25
SEX_30W,entry,x,2,2,0,4,2.545371980819713e-9
SEX_30W,entry,x,3,0,1,4,3.9070460609448206e-10
SEX_30W,entry,x,3,1,0,4,1.0532462166389446e-23
SEX_30W,entry,x,4,0,0,4,-1.540428753620158e-10
SEX_30W,entry,px,0,0,0,0,-7.014638778505723e-15
SEX_30W,entry,px,0,0,1,1,1.2304336798364199e-29
SEX_30W,entry,px,0,1,0,1,1.1965150133063657e-19
SEX_30W,entry,px,1,0,0,1,-8.820111794885692e-5
SEX_30W,entry,px,0,0,2,2,1.1687483428061101e-43
SEX_30W,entry,px,0,1,1,2,7.055659326199261e-34
SEX_30W,entry,px,0,2,0,2,-7.172677134300769e-7
SEX_30W,entry,px,1,0,1,2,2.752751599707514e-19
SEX_30W,entry,px,1,1,0,2,3.778861877904228e-21
SEX_30W,entry,px,2,0,0,2,-9.353844623078313e-8
SEX_30W,entry,px,0,0,3,3,1.3870691704549042e-57
SEX_30W,entry,px,0,1,2,3,1.864664986482193e-47
SEX_30W,entry,px,0,2,1,3,-1.5936441579270033e-9
SEX_30W,entry,px,0,3,0,3,-8.723295491776119e-23
SEX_30W,entry,px,1,0,2,3,3.922192877143484e-33
SEX_30W,entry,px,1,1,1,3,2.946866701953427e-23
SEX_30W,entry,px,1,2,0,3,-2.951196286263724e-8
SEX_30W,entry,px,2,0,1,3,1.5396290811233332e-9
SEX_30W,entry,px,2,1,0,3,-5.455171494873561e-23
SEX_30W,entry,px,3,0,0,3,-2.3549059805226197e-10
SEX_30W,entry,px,0,0,4,4,1.8435662305874375e-71
SEX_30W,entry,px,0,1,3,4,-7.549260121432305e-63
SEX_30W,entry,px,0,2,2,4,-1.3636998571234484e-24
SEX_30W,entry,px,0,3,1,4,6.181443343419887e-25
SEX_30W,entry,px,0,4,0,4,-2.214323746697606e-10
SEX_30W,entry,px,1,0,3,4,6.206493892082168e-47
SEX_30W,entry,px,1,1,2,4,4.713859719862609e-37
SEX_30W,entry,px,1,2,1,4,1.3622528732211572e-10
SEX_30W,entry,px,1,3,0,4,1.9119317623429405e-24
SEX_30W,entry,px,2,0,2,4,4.387485717811749e-23
SEX_30W,entry,px,2,1,1,4,-7.526690586331298e-25
SEX_30W,entry,px,2,2,0,4,-1.3091697247346312e-10
SEX_30W,entry,px,3,0,1,4,-2.867313409164255e-11
SEX_30W,entry,px,3,1,0,4,-7.410988508550714e-25
SEX_30W,entry,px,4,0,0,4,1.3607296154473388e-11
SEX_30W,entry,y,0,0,0,0,5.812895023343071e-29
SEX_30W,entry,y,0,0,1,1,6.4660687976945694e-43
SEX_30W,entry,y,0,1,0,1,0.0009999999999998827
SEX_30W,entry,y,1,0,0,1,6.559352890342041e-19
SEX_30W,entry,y,0,0,2,2,1.6391659782769935e-56
SEX_30W,entry,y,0,1,1,2,-4.256401462970395e-18
SEX_30W,entry,y,0,2,0,2,3.650226102651222e-21
SEX_30W,entry,y,1,0,1,2,1.2286108257021438e-32
SEX_30W,entry,y,1,1,0,2,3.777164579723613e-7
SEX_30W,entry,y,2,0,0,2,1.8299148363649615e-21
SEX_30W,entry,y,0,0,3,3,-9.350894869796498e-71
SEX_30W,entry,y,0,1,2,3,-1.8358497526570324e-33
SEX_30W,entry,y,0,2,1,3,-6.265316490189475e-23
SEX_30W,entry,y,0,3,0,3,2.88766744628153e-8
SEX_30W,entry,y,1,0,2,3,2.842113825100129e-46
SEX_30W,entry,y,1,1,1,3,-4.761387770677486e-8
SEX_30W,entry,y,1,2,0,3,2.0652278207378843e-22
SEX_30W,entry,y,2,0,1,3,1.4212081565414204e-22
SEX_30W,entry,y,2,1,0,3,-1.9532150053358166e-8
SEX_30W,entry,y,3,0,0,3,-1.5065001937819946e-23
SEX_30W,entry,y,0,0,4,4,-1.5849422135632535e-84
SEX_30W,entry,y,0,1,3,4,-9.671910512048415e-47
SEX_30W,entry,y,0,2,2,4,-4.891783874947219e-37
SEX_30W,entry,y,0,3,1,4,-6.686811555159263e-10
SEX_30W,entry,y,0,4,0,4,-4.788044934218681e-24
SEX_30W,entry,y,1,0,3,4,-5.621747304160586e-60
SEX_30W,entry,y,1,1,2,4,-4.10762450054904e-23
SEX_30W,entry,y,1,2,1,4,5.381308239340636e-24
SEX_30W,entry,y,1,3,0,4,-2.48169700081968e-9
SEX_30W,entry,y,2,0,2,4,-1.404368955235892e-37
SEX_30W,entry,y,2,1,1,4,6.028568557494826e-10
SEX_30W,entry,y,2,2,0,4,4.877913954555e-24
SEX_30W,entry,y,3,0,1,4,-5.989737052623981e-25
SEX_30W,entry,y,3,1,0,4,-1.3861072659479398e-10
SEX_30W,entry,y,4,0,0,4,-1.1424864068336119e-25
SEX_30W,entry,py,0,0,0,0,7.124837788259636e-31
SEX_30W,entry,py,0,0,1,1,-4.1702407652332275e-44
SEX_30W,entry,py,0,1,0,1,3.634442676270509e-5
SEX_30W,entry,py,1,0,0,1,4.3208882805333565e-20
SEX_30W,entry,py,0,0,2,2,3.2736885405743104e-57
SEX_30W,entry,py,0,1,1,2,-1.4194639815781179e-18
SEX_30W,entry,py,0,2,0,2,3.1992404505951693e-21
SEX_30W,entry,py,1,0,1,2,-1.9046174183430662e-33
SEX_30W,entry,py,1,1,0,2,-1.5971259376596128e-7
SEX_30W,entry,py,2,0,0,2,9.647464122475469e-23
SEX_30W,entry,py,0,0,3,3,1.095732428799885e-71
SEX_30W,entry,py,0,1,2,3,-6.119359673405907e-34
SEX_30W,entry,py,0,2,1,3,3.634728829500292e-24
SEX_30W,entry,py,0,3,0,3,-1.0380487325642673e-8
SEX_30W,entry,py,1,0,2,3,4.569902970112166e-47
SEX_30W,entry,py,1,1,1,3,-1.5878433007109843e-8
SEX_30W,entry,py,1,2,0,3,1.0722483831544266e-23
SEX_30W,entry,py,2,0,1,3,-3.764164611708671e-24
SEX_30W,entry,py,2,1,0,3,1.8291545510245164e-9
SEX_30W,entry,py,3,0,0,3,7.377569554490298e-24
SEX_30W,entry,py,0,0,4,4,4.274253221482062e-85
SEX_30W,entry,py,0,1,3,4,-3.225322316337112e-47
SEX_30W,entry,py,0,2,2,4,-2.1121786111047163e-37
SEX_30W,entry,py,0,3,1,4,-2.779523211229281e-10
SEX_30W,entry,py,0,4,0,4,-1.4442593045130253e-24
SEX_30W,entry,py,1,0,3,4,2.427011929190464e-61
SEX_30W,entry,py,1,1,2,4,-1.369303343044985e-23
SEX_30W,entry,py,1,2,1,4,8.796287992919877e-25
SEX_30W,entry,py,1,3,0,4,-3.41087021347153e-10
SEX_30W,entry,py,2,0,2,4,-3.323242808972482e-37
SEX_30W,entry,py,2,1,1,4,1.8566699004663192e-10
SEX_30W,entry,py,2,2,0,4,1.8817409114847797e-25
SEX_30W,entry,py,3,0,1,4,-7.637867820754957e-27
SEX_30W,entry,py,3,1,0,4,-8.310409021558117e-12
SEX_30W,entry,py,4,0,0,4,3.065300279344766e-26
SEX_30W,entry,z,0,0,0,0,-1.0835776689089222e-13
SEX_30W,entry,z,0,0,1,1,3.302634116703381e-29
SEX_30W,entry,z,0,1,0,1,1.1727455810474003e-19
SEX_30W,entry,z,1,0,0,1,-2.102186507119531e-5
SEX_30W,entry,z,0,0,2,2,3.1371917082259825e-43
SEX_30W,entry,z,0,1,1,2,1.6753020577119567e-33
SEX_30W,entry,z,0,2,0,2,1.2080866990022136e-6
SEX_30W,entry,z,1,0,1,2,7.388901872752122e-19
SEX_30W,entry,z,1,1,0,2,4.213557752791441e-20
SEX_30W,entry,z,2,0,0,2,2.0536291160696243e-7
SEX_30W,entry,z,0,0,3,3,3.7232457666087985e-57
SEX_30W,entry,z,0,1,2,3,-8.0120061656439e-48
