target,location,coordinate,qx_power,qy_power,qk_power,total_order,coefficient
SEX_36W,entry,x,0,0,0,0,6.348002475110011e-14
SEX_36W,entry,x,0,0,1,1,7.998327062586261e-29
SEX_36W,entry,x,0,1,0,1,2.1122973502653883e-18
SEX_36W,entry,x,1,0,0,1,0.00099999999999998
SEX_36W,entry,x,0,0,2,2,2.0522140912277592e-43
SEX_36W,entry,x,0,1,1,2,-2.4131287884278204e-32
SEX_36W,entry,x,0,2,0,2,3.062767057430042e-6
SEX_36W,entry,x,1,0,1,2,2.5266269624724123e-18
SEX_36W,entry,x,1,1,0,2,7.504240436596867e-20
SEX_36W,entry,x,2,0,0,2,3.0170321276675486e-6
SEX_36W,entry,x,0,0,3,3,6.56036024718516e-58
SEX_36W,entry,x,0,1,2,3,-4.576444600690449e-48
SEX_36W,entry,x,0,2,1,3,-2.0991520596467085e-8
SEX_36W,entry,x,0,3,0,3,1.5592041381257266e-21
SEX_36W,entry,x,1,0,2,3,9.724536314719685e-33
SEX_36W,entry,x,1,1,1,3,-2.9756857518849443e-22
SEX_36W,entry,x,1,2,0,3,-1.219150366232834e-7
SEX_36W,entry,x,2,0,1,3,1.9953734745766012e-8
SEX_36W,entry,x,2,1,0,3,1.0159438010884774e-21
SEX_36W,entry,x,3,0,0,3,-2.4479208785482498e-8
SEX_36W,entry,x,0,0,4,4,2.347058839300219e-72
SEX_36W,entry,x,0,1,3,4,-1.9435167718541155e-61
SEX_36W,entry,x,0,2,2,4,1.081600979929254e-22
SEX_36W,entry,x,0,3,1,4,-2.0746107643054317e-23
SEX_36W,entry,x,0,4,0,4,1.204337806618469e-9
SEX_36W,entry,x,1,0,3,4,4.1449096406665275e-47
SEX_36W,entry,x,1,1,2,4,-4.430597610163506e-37
SEX_36W,entry,x,1,2,1,4,-7.045699306891251e-10
SEX_36W,entry,x,1,3,0,4,1.8149824917910157e-23
SEX_36W,entry,x,2,0,2,4,1.536010679539319e-22
SEX_36W,entry,x,2,1,1,4,2.681265267033809e-23
SEX_36W,entry,x,2,2,0,4,3.0827912926133365e-9
SEX_36W,entry,x,3,0,1,4,-3.7305732803227324e-10
SEX_36W,entry,x,3,1,0,4,1.3483929925008833e-23
SEX_36W,entry,x,4,0,0,4,-5.723579013708567e-10
SEX_36W,entry,px,0,0,0,0,-7.055043327586732e-15
SEX_36W,entry,px,0,0,1,1,1.9704926957644784e-29
SEX_36W,entry,px,0,1,0,1,-4.640521842151453e-19
SEX_36W,entry,px,1,0,0,1,-9.147001385930248e-5
SEX_36W,entry,px,0,0,2,2,5.056359113404528e-44
SEX_36W,entry,px,0,1,1,2,3.935910063280018e-33
SEX_36W,entry,px,0,2,0,2,-1.702173993650139e-7
SEX_36W,entry,px,1,0,1,2,6.225039780113279e-19
SEX_36W,entry,px,1,1,0,2,-6.185275813361724e-21
SEX_36W,entry,px,2,0,0,2,-4.707372843380744e-7
SEX_36W,entry,px,0,0,3,3,1.6164026431544686e-58
SEX_36W,entry,px,0,1,2,3,-2.5317429335796996e-47
SEX_36W,entry,px,0,2,1,3,-5.177814334097464e-9
