trial,element_order,element_index,element_name,s_m,k2l_m2,projection_numerator,contribution_norm_m
1,33,342,sex_40w,310.06725677919502,0.24519304000000003,1.6408904403982338e-12,1.4003245060540612e-06
1,34,350,sex_41w,318.27219977919509,-0.49659312,1.5801319885641582e-11,2.8838227517231271e-06
1,35,358,sex_42w,326.47714177919511,0.11078288,-6.5897782900896836e-12,9.1561019035960644e-07
1,36,366,sex_43w,334.67708377919513,-0.022612475200000003,2.1508168451881984e-12,3.3854682386600457e-07
1,37,376,sex_44w,345.68227077919522,-0.10419966400000001,4.7798751824524226e-13,1.3612832654147242e-06
1,38,388,sex_45w,352.02348077919532,0.039331744000000002,-5.3201779066848436e-13,2.9495676069260925e-07
1,39,480,sex_45e,416.40351263697158,0.039202544000000006,-1.2912510177173676e-13,1.7434220456549795e-07
1,40,492,sex_44e,422.74312263697158,-0.104066112,8.1175041756484492e-14,6.2201542412936353e-08
1,41,502,sex_43e,433.74671063697156,-0.0224741904,9.2851871530905793e-13,1.5415711210605573e-07
1,42,510,sex_42e,441.95415263697157,0.110769824,-6.0536971734662621e-12,9.42547259359881e-07
1,43,518,sex_41e,450.15579463697156,-0.49661216000000002,3.4465211072934841e-11,7.9139527767827768e-06
1,44,526,sex_40e,458.35913663697158,0.24519358400000002,-1.0923081757968889e-13,7.6691648455024181e-07
1,45,534,sex_39e,466.56317863697166,-0.45728368000000003,-4.1404544327247812e-13,1.4117174039737979e-07
1,46,544,sex_38e,474.99622063697166,0.205352384,-3.2622934205259341e-12,6.1057155035926072e-07
1,47,552,sex_37e,483.19826263697166,-0.037763935999999998,-5.2874369249911958e-13,9.6402456234896654e-08
1,48,560,sex_36e,491.2136046369717,0.16982945599999999,1.4393530429991051e-12,5.7484902386611982e-07
1,49,572,sex_35e,502.18641763697167,-0.165141808,2.4576350312574145e-12,1.5310101989074943e-06
1,50,578,sex_34e,510.10486963697167,0.17428128000000001,-2.6028152154965374e-12,7.5636982345051807e-07
1,51,584,sex_33e,516.05336963697175,-0.49391936000000003,6.7599731738499937e-12,1.6114775572435946e-06
1,52,592,sex_32e,524.48571163697181,0.30635088000000005,4.8051709939337104e-14,9.7753766462957313e-09
1,53,600,sex_31e,532.68725363697195,-0.50422272000000001,1.0086242487686484e-12,3.3378264141032818e-07
1,54,608,sex_30e,541.115995636972,0.28501520000000002,3.7652403458216073e-13,5.8538974978842178e-07
1,55,618,sex_29e,550.40073763697205,-0.145252624,-3.0759421509257693e-12,9.7290172785164637e-07
1,56,628,sex_28e,558.82987963697212,0.14307091200000002,2.2103183696960077e-12,5.0987122128661243e-07
1,57,636,sex_27e,567.03492163697229,-0.40346848000000007,-2.9865062915126397e-12,8.5218349545939417e-07
1,58,646,sex_26e,575.4652636369724,0.23959555200000002,1.2561353417327969e-13,1.7557800868085751e-07
1,59,654,sex_25e,583.66900563697243,-0.39789247999999999,8.2926146226228437e-12,5.8808208329240391e-06
1,60,662,sex_24e,591.87254763697251,0.13653937599999999,-1.3703063612186421e-12,4.5008386303105392e-07
1,61,672,sex_23e,602.07849063697267,-0.52328991999999996,3.990387948620427e-13,1.1531643222095483e-07
1,62,680,sex_22e,610.28253263697275,0.26098780799999999,-6.0973633557983742e-13,3.6907581588354391e-07
1,63,688,sex_21e,618.48397463697268,-0.23266553600000003,-5.196228739590863e-13,1.6634112583183213e-06
1,64,696,sex_20e,626.6882166369727,0.033397248000000004,1.0438345488030154e-13,4.991259935111076e-08
1,65,704,sex_19e,634.89685863697275,-0.21855716800000005,-1.0688226862920009e-13,3.8921487619663054e-08
1,66,710,sex_18e,641.55715863697276,0.078795680000000007,2.6070225148110811e-13,8.7726735402507866e-08
1,67,718,sex_17e,649.75740063697276,-0.12589873600000001,-1.5065669822385951e-12,6.1784334179283462e-07
1,68,726,sex_16e,657.96494263697286,0.11064116800000003,1.5919542806259374e-13,1.2030577432493777e-07
1,69,734,sex_15e,666.170984636973,-0.34512176,2.9032666726750241e-16,2.3760335523437924e-10
1,70,742,sex_14e,676.29422663697301,-0.003429376,9.9442535748965243e-16,3.440764144121698e-10
1,71,750,sex_13e,684.4977186369731,0.32600287999999999,-3.6817049196612545e-13,1.8504571127419485e-07
1,72,758,sex_12e,693.16336063697315,0.123680304,-2.6564536948146849e-15,8.368720628927898e-09
1,73,766,sex_11e,701.36620363697318,-0.19755985600000003,-2.2822122123410265e-13,9.0041318885985088e-08
1,74,774,sex_10e,709.57139563697331,-0.052495728000000005,1.4521446957709789e-13,4.774159843208164e-08
1,75,780,sex_09e,716.08206563697331,-0.24212868800000004,-1.4786439830006087e-13,6.091479420352466e-08
1,76,796,sex_08e,725.51569563697319,0.043414736000000002,2.7959021861931262e-14,5.509251306538955e-08
