sextupole,sextupole_s_m,quadrupole,quadrupole_index,quadrupole_k1_m2,delta_k1_m2,optics_leverage,delta_log_beta_x,delta_log_beta_y,delta_phi_x_rad,delta_phi_y_rad,max_abs_tune_shift,max_detector_beta_beating,allowed,selected,selected_rank
SEX_23W,166.4857027791949,Q00E,1,-0.84178483645302,0.0008417848364530201,0.03655390467719052,-0.018157213742225342,0.024144985503559147,0.0020116110659404995,0.020481128685220895,0.00738780564499919,0.1076620105801478,1,1,4
SEX_24E,592.0085476369725,Q00E,1,-0.84178483645302,0.0008417848364530201,0.04470891290347782,0.012380237274795647,0.03866803247925632,0.00564496084167132,0.017847529221427294,0.00738780564499919,0.1076620105801478,1,1,3
SEX_24W,176.6882957791949,Q00E,1,-0.84178483645302,0.0008417848364530201,0.0854331562552782,0.0030964485302338307,0.05639202199423232,0.007828566661538972,-0.06362302722808977,0.00738780564499919,0.1076620105801478,1,1,1
SEX_25E,583.8050056369724,Q00E,1,-0.84178483645302,0.0008417848364530201,0.060080682139401355,-0.005812744948753279,-0.05811482032450255,0.007375088722092471,0.012007334737091924,0.00738780564499919,0.1076620105801478,1,1,2
SEX_25W,184.8940877791949,Q00E,1,-0.84178483645302,0.0008417848364530201,0.08250395233265823,0.018832233850582636,-0.04324423092608254,0.0013148825416529064,-0.06767907131617434,0.00738780564499919,0.1076620105801478,1,1,2
SEX_26E,575.6012636369724,Q00E,1,-0.84178483645302,0.0008417848364530201,0.07609697021338323,-0.01917402025702497,-0.015692467157003787,0.0004137348793804563,-0.0719491564982917,0.00738780564499919,0.1076620105801478,1,1,3
SEX_26W,193.10052977919491,Q00E,1,-0.84178483645302,0.0008417848364530201,0.038597180755312495,0.014073712844226316,-0.02872014162718095,-0.009107920277672932,0.019592657353374676,0.00738780564499919,0.1076620105801478,1,1,4
SEX_27E,567.1709216369723,Q00E,1,-0.84178483645302,0.0008417848364530201,0.08830591470522356,-0.005281131002125239,0.08710895619194026,-0.011672086643876867,-0.006770256405268071,0.00738780564499919,0.1076620105801478,1,1,3
SEX_27W,201.5302217791949,Q00E,1,-0.84178483645302,0.0008417848364530201,0.10068149097754431,-0.015218440425322943,0.09417808984186782,-0.008480955962518522,-0.031043879850642497,0.00738780564499919,0.1076620105801478,1,1,2
SEX_28E,558.9658796369721,Q00E,1,-0.84178483645302,0.0008417848364530201,0.030337976026967146,0.017020234664177014,-0.010367631834166224,-0.007191164629865909,0.021714137394944544,0.00738780564499919,0.1076620105801478,1,1,4
SEX_28W,209.73341377919488,Q00E,1,-0.84178483645302,0.0008417848364530201,0.07583139122305266,-0.018433194542882614,0.012349354157629833,0.0015862209851906783,-0.0724954797807662,0.00738780564499919,0.1076620105801478,1,1,3
SEX_29E,550.536737636972,Q00E,1,-0.84178483645302,0.0008417848364530201,0.09793834979675944,0.015428829747837769,-0.0943059008921796,0.004213705386888478,-0.02103600050750032,0.00738780564499919,0.1076620105801478,1,1,2
SEX_29W,218.16160577919487,Q00E,1,-0.84178483645302,0.0008417848364530201,0.09607518323518373,-0.001878770813914299,-0.08211882858406239,0.007789739624715963,-0.04922122512152072,0.00738780564499919,0.1076620105801478,1,1,2
