trial,element_order,element_index,element_name,element_type,s_m,k2l_m2,projection_numerator,contribution_norm_m
1,289,289,det_17w,Marker,118.85679200000006,0,6.3540020519852648e-28,1.7313330709763881e-22
1,290,290,d120,Drift,119.10056550000006,0,3.2821175758311949e-15,8.103664601490896e-10
1,291,291,b18w,SBend,122.63147000000006,0,2.5326435289814325e-14,6.3691014238369902e-09
1,292,292,d121,Drift,125.99717250000008,0,5.8603741866277646e-16,1.5102822282923749e-10
1,293,293,q18w,Quadrupole,126.37574400000007,0,2.5363965774948564e-15,4.4698495953922784e-10
1,294,294,d122,Drift,126.70454400000006,0,9.6043834054453233e-16,1.7163755079161359e-10
1,295,295,sex_18w,Sextupole,126.86934400000007,0.23297390769040002,-4.8368260238934119e-13,1.1881528445240057e-07
1,296,296,d123,Drift,127.01924400000006,0,4.6354489353279113e-16,8.28389568067804e-11
1,297,297,det_18w,Marker,127.03314400000006,0,-2.4786188478578605e-27,5.486931259533995e-22
1,298,298,d124,Drift,129.84824750000007,0,9.3265672878770512e-14,1.6946618266561245e-08
1,299,299,det_19w,Marker,132.66335100000006,0,-2.6560760200394248e-28,8.1348540774126908e-23
1,300,300,d125,Drift,132.69955100000004,0,1.1939583398347282e-15,2.1900144878610962e-10
1,301,301,q19w,Quadrupole,133.03575100000003,0,6.615022633138653e-15,1.2340776802574932e-09
1,302,302,d126,Drift,133.36720100000005,0,6.8103967496229174e-16,1.597304147941198e-10
1,303,303,sex_19w,Sextupole,133.53465100000005,-0.44348070160480002,-2.4891093829430072e-12,8.568375457676805e-07
1,304,304,d127,Drift,133.93972700000003,0,5.1777509417819405e-15,1.2198636927726152e-09
1,305,305,b20w,SBend,137.49593400000006,0,6.03818141918753e-14,1.6764149155812503e-08
1,306,306,d128,Drift,140.86163450000006,0,1.4042798875396103e-15,3.3043606653467837e-10
1,307,307,q20w,Quadrupole,141.24020400000003,0,2.1577670588835473e-15,4.9155120244166914e-10
1,308,308,d129,Drift,141.57337900000005,0,-5.9419435890768379e-18,5.9995069229730096e-11
1,309,309,sex_20w,Sextupole,141.74255400000004,0.34895475405280008,7.9501355258446967e-16,4.0405230627597601e-07
1,310,310,d130,Drift,141.90162900000004,0,-4.1329419265267241e-18,4.1729803240260183e-11
1,311,311,det_20w,Marker,141.92470400000005,0,-1.8678578397539255e-27,9.2492066457801646e-22
1,312,312,d131,Drift,142.16897200000005,0,-2.6766925897061807e-17,4.4016803008596454e-10
1,313,313,b21w,SBend,145.70037100000008,0,-1.5441867370453924e-15,7.8161850396029937e-09
1,314,314,d132,Drift,149.06607150000008,0,-1.4358553746825364e-17,1.644985781678452e-10
1,315,315,q21w,Quadrupole,149.44464100000005,0,-5.3247687330280563e-17,2.5779806130726515e-10
1,316,316,d133,Drift,149.77656600000006,0,6.5681868905834268e-17,1.583685826895016e-11
1,317,317,sex_21w,Sextupole,149.94449100000006,-1.0296646092624,-5.2433663708013682e-13,1.2521552748154732e-07
1,318,318,d134,Drift,150.10481600000006,0,3.907846910125836e-17,1.1567433617356563e-11
1,319,319,det_21w,Marker,150.12914100000006,0,0,0
1,320,320,d135,Drift,150.37340900000007,0,3.9516327007596716e-16,1.1608547190323289e-10
1,321,321,b22w,SBend,153.90480800000009,0,6.1878909868816702e-15,1.8458342331224921e-09
1,322,322,d136,Drift,157.27050850000009,0,1.3390671155675491e-16,3.9916395592416418e-11
1,323,323,q22w,Quadrupole,157.64907800000006,0,1.5937301751219085e-15,3.0523092091185222e-10
1,324,324,d137,Drift,157.98212800000007,0,7.2951497608086308e-16,1.4490865995833677e-10
1,325,325,sex_22w,Sextupole,158.15117800000007,0.73385280778080009,1.1180351840616414e-12,2.9471727330311491e-07
1,326,326,d138,Drift,158.30997800000009,0,5.0326600472652324e-16,9.9967245004838216e-11
1,327,327,det_22w,Marker,158.33277800000008,0,7.078908310134828e-27,1.7441242612469106e-21
1,328,328,d139,Drift,158.57744650000009,0,5.311092322893308e-15,1.072788675714543e-09
1,329,329,b23w,SBend,162.1092460000001,0,7.904736037723077e-14,1.6258161118874984e-08
1,330,330,d140,Drift,165.4749465000001,0,1.7053812012507018e-15,3.432482790807693e-10
1,331,331,q23w,Quadrupole,165.85351600000007,0,6.8096624959888094e-15,1.3687406375534884e-09
1,332,332,d141,Drift,166.18621600000009,0,8.6168605274904529e-16,1.758020191658451e-10
1,333,333,sex_23w,Sextupole,166.35491600000009,-1.0421456713024,5.4911419111660102e-13,4.6371587567849239e-07
1,334,334,d142,Drift,166.5035160000001,0,3.285311546977956e-16,6.7212602741365286e-11
1,335,335,det_23w,Marker,166.5161160000001,0,-5.7574791620439508e-42,1.7254179678121766e-36
1,336,336,d143,Drift,166.7935160000001,0,7.1839998880934573e-15,1.4762883476252964e-09
1,337,337,sk_sex_23w,Sextupole,167.13516600000011,0,1.6639221081881439e-15,3.4193052031418513e-10
1,338,338,d144,Drift,167.70251600000012,0,1.3029092803552586e-14,2.6774357162640327e-09
1,339,339,det_i23w1,Marker,168.20561600000011,0,5.2950017099877466e-28,1.4427775591469906e-22
1,340,340,d145,Drift,168.61609150000012,0,1.0559966716025604e-14,2.1775469621698696e-09
1,341,341,b24w,SBend,172.31369800000013,0,6.0343429846008683e-14,1.1732865303414312e-08
1,342,342,d146,Drift,175.67939850000013,0,2.0471005301132126e-15,4.2043321287803054e-10
1,343,343,q24w,Quadrupole,176.0579680000001,0,2.7572316542994991e-15,6.8311313470298347e-10
1,344,344,d147,Drift,176.3897430000001,0,8.9033132088515023e-16,2.545802292982862e-10
1,345,345,sex_24w,Sextupole,176.5575180000001,0.68507368068160013,-1.0358159214491963e-11,3.1150713034003288e-06
1,346,346,d148,Drift,176.71779300000011,0,6.8018230729599142e-16,1.94490482019066e-10
1,347,347,det_24w,Marker,176.7420680000001,0,4.2360013679901962e-28,1.1542220473175921e-22
1,348,348,d149,Drift,176.98654400000012,0,6.8970889634754652e-15,1.9720073005508201e-09
1,349,349,b25w,SBend,180.51815100000013,0,6.8953533428661879e-14,1.977424715179304e-08
1,350,350,d150,Drift,183.88385150000013,0,2.183422138074575e-15,6.2837479382556817e-10
1,351,351,q25w,Quadrupole,184.2624210000001,0,5.660181809753388e-15,2.1249717663900173e-09
1,352,352,d151,Drift,184.5948710000001,0,3.7084968864152049e-16,2.2068578042249385e-10
1,353,353,sex_25w,Sextupole,184.7633210000001,-0.46110588329600011,-8.7152885945235579e-15,3.4440794773447351e-09
1,354,354,d152,Drift,184.92292100000012,0,2.7853239371988077e-16,1.6169043750840369e-10
1,355,355,det_25w,Marker,184.9465210000001,0,-3.1405427820592843e-42,7.9615830874671518e-36
1,356,356,d153,Drift,185.19098900000009,0,2.9018898252268057e-15,1.6772428639034858e-09
1,357,357,b26w,SBend,188.72258800000012,0,3.2006263478363781e-14,2.5446768312646794e-08
1,358,358,d154,Drift,192.08828850000012,0,7.2950545409653291e-16,4.5916453352648195e-10
1,359,359,q26w,Quadrupole,192.46685800000009,0,1.2780760829327805e-15,5.3387120214636402e-10
1,360,360,d155,Drift,192.80030800000011,0,3.5138745454117154e-17,9.6777616997272723e-11
1,361,361,sex_26w,Sextupole,192.9697580000001,0.36295188395360006,-4.8229049483031822e-13,7.1637893762741411e-07
1,362,362,d156,Drift,193.11765800000009,0,1.2500779405833908e-17,3.4429107389088977e-11
1,363,363,det_26w,Marker,193.12955800000009,0,-6.9275500619947431e-43,3.0255342659279548e-37
1,364,364,d157,Drift,193.20020800000009,0,7.1342041038045296e-17,2.0390620612107026e-10
1,365,365,bump_26w,Kicker,193.3856080000001,0,1.1587401568054277e-16,3.3118523924959515e-10
1,366,366,d158,Drift,193.68262900000011,0,1.8405640708497462e-16,5.2606069492624458e-10
1,367,367,b27w,SBend,197.15203100000011,0,3.9352241916155336e-16,1.3738622669546889e-08
1,368,368,d159,Drift,200.51773150000011,0,7.8045474001209805e-17,2.8767782436602579e-10
1,369,369,q27w,Quadrupole,200.89630100000008,0,-6.8600287479983856e-16,5.7301878798513924e-10
1,370,370,d160,Drift,201.22987600000008,0,-2.59827035063113e-17,3.1503218226237113e-11
1,371,371,sex_27w,Sextupole,201.39945100000008,-0.81048516175680008,1.7479417519852768e-12,6.423710494254206e-07
1,372,372,d161,Drift,201.55942600000006,0,3.7896200463791738e-18,2.6359131215340632e-11
1,373,373,det_27w,Marker,201.58340100000007,0,2.7209501691120421e-28,1.5246307706976811e-22
1,374,374,d162,Drift,201.82637700000006,0,3.6503902503558997e-17,2.6622694556655535e-10
1,375,375,b28w,SBend,205.35648400000008,0,1.7081447636710503e-15,3.7830875711757183e-09
1,376,376,d163,Drift,208.72218450000008,0,-3.2026547933226255e-17,1.0324111601171826e-10
1,377,377,q28w,Quadrupole,209.10075400000005,0,6.9194509712311611e-16,2.5678796095037946e-10
1,378,378,d164,Drift,209.43370400000006,0,2.666258319876248e-16,6.1459822301822761e-11
1,379,379,sex_28w,Sextupole,209.60265400000006,0.21971819696992001,-2.5682682721039594e-13,6.515141140715154e-08
1,380,380,d165,Drift,209.75200400000006,0,1.0802594407746239e-16,2.4901020570710104e-11
1,381,381,det_28w,Marker,209.76535400000006,0,5.2950017099879112e-29,1.4427775591470357e-23
1,382,382,d166,Drift,209.83695400000008,0,5.7467233521866623e-16,1.3349464680900702e-10
1,383,383,bump_28w,Kicker,210.02330400000008,0,9.2100070485137806e-16,2.1394568046908956e-10
1,384,384,d167,Drift,210.31844050000007,0,1.447809094956684e-15,3.3632167747346985e-10
1,385,385,b29w,SBend,213.78595800000008,0,2.8874525534970447e-14,6.5439508998432408e-09
1,386,386,d168,Drift,217.15165850000008,0,7.3335705347527582e-16,1.6655456184204921e-10
1,387,387,q29w,Quadrupole,217.53022800000005,0,3.7987947006734288e-15,9.8175047793192782e-10
1,388,388,d169,Drift,217.86255300000008,0,5.3139880536264787e-16,1.6433824848038586e-10
1,389,389,sex_29w,Sextupole,218.03087800000006,-0.87083802499200003,-7.2826399723426952e-14,4.7084045808662306e-08
1,390,390,d170,Drift,218.18015300000005,0,2.0565504198696875e-16,6.5597265833105465e-11
1,391,391,det_29w,Marker,218.19342800000004,0,1.2238838882797173e-27,5.7453475453376091e-22
1,392,392,d171,Drift,218.67252800000006,0,7.3902230461619738e-15,2.3585509601631171e-09
1,393,393,sk_sex_29w,Sextupole,219.21537800000004,0,9.8335779418974703e-16,3.1383348718696091e-10
1,394,394,d172,Drift,219.53120450000006,0,3.8883355451746305e-15,1.240941914232e-09
1,395,395,b30w,SBend,223.07041200000006,0,4.1825261924846507e-14,1.0625191225875782e-08
1,396,396,d173,Drift,226.43611250000006,0,1.2652600205477619e-15,3.9745405467720381e-10
1,397,397,q30w,Quadrupole,226.81468200000003,0,1.2181206137965561e-15,5.4931726197884496e-10
1,398,398,d174,Drift,227.14688200000006,0,2.1643044323842352e-16,1.8946621993444178e-10
1,399,399,sex_30w,Sextupole,227.31508200000005,0.013216716393568003,-6.7812939955674415e-14,7.0891581127248237e-08
1,400,400,d175,Drift,227.46398200000004,0,8.6706606143588743e-17,7.5904168849703299e-11
1,401,401,det_30w,Marker,227.47688200000005,0,0,0
1,402,402,d176,Drift,227.84481100000005,0,2.5099146615629032e-15,2.1840037178599915e-09
1,403,403,b31w,SBend,231.49987100000007,0,1.8769757340597226e-14,1.3367439287225045e-08
1,404,404,d177,Drift,234.86557150000007,0,4.9488884150448421e-16,4.5471088568763347e-10
1,405,405,q31w,Quadrupole,235.24414100000004,0,4.4084509720498052e-16,1.2730004648418906e-09
1,406,406,d178,Drift,235.57734100000005,0,-7.1773126876929021e-17,1.0206962126357435e-10
1,407,407,sex_31w,Sextupole,235.74654100000004,-0.69746176109920011,1.2132836297372517e-13,3.2827585159539686e-08
1,408,408,d179,Drift,235.90614100000005,0,-4.9526589922007305e-17,7.2700746140803753e-11
1,409,409,det_31w,Marker,235.92974100000004,0,-3.1770010259926288e-28,8.6566653548818921e-23
1,410,410,d180,Drift,236.17346650000002,0,-5.0829396122838255e-16,7.5290263320046745e-10
1,411,411,b32w,SBend,239.70432300000004,0,-9.2875386750364703e-15,9.5405431830475761e-09
1,412,412,d181,Drift,243.07002350000005,0,-1.8061419291861059e-16,2.0166583092047405e-10
1,413,413,q32w,Quadrupole,243.44859300000002,0,4.9766776032055754e-16,3.9840481085412169e-10
1,414,414,d182,Drift,243.77916800000003,0,1.4395564540082059e-16,2.950071188622338e-11
1,415,415,sex_32w,Sextupole,243.94574300000002,0.15971704782816004,8.2408241632667235e-14,2.5006347352731072e-08
1,416,416,d183,Drift,244.094368,0,5.9442028568978907e-17,1.2181405973243036e-11
1,417,417,det_32w,Marker,244.10699300000002,0,-4.2835365869923723e-28,4.0227544613614014e-22
1,418,418,d184,Drift,244.476822,0,1.7406024090358908e-15,3.6277458944073342e-10
1,419,419,b33w,SBend,248.13378200000002,0,1.2334762024003354e-14,2.9800731743004267e-09
1,420,420,d185,Drift,251.49948250000003,0,2.7235597256894283e-16,5.6705126993213741e-11
1,421,421,q33w,Quadrupole,251.878052,0,1.1248350462833178e-15,5.5156960068855834e-10
1,422,422,d186,Drift,252.21025200000003,0,1.7021811275632583e-16,1.3501054891066047e-10
1,423,423,sex_33w,Sextupole,252.37845200000001,-0.16336358603872,-1.9198273847464703e-13,1.2106114433223088e-07
1,424,424,d187,Drift,252.75595200000001,0,1.3377032194212177e-15,1.0203517129894271e-09
1,425,425,det_33w,Marker,252.99745200000001,0,6.3540020519853186e-28,1.7313330709763951e-22
1,426,426,d188,Drift,254.30471000000003,0,7.2486588642303683e-15,5.531981249953836e-09
1,427,427,det_34w,Marker,255.61196800000002,0,2.1180006839950748e-28,5.7711102365879007e-23
1,428,428,d189!s1,Drift,256.19156800000002,0,3.2222943241675125e-15,2.4573805708613811e-09
1,429,429,injs34w,Marker,256.77116799999999,0,1.6671129961965527e-42,1.009105012592191e-36
1,430,430,d189!s2,Drift,257.15961800000002,0,2.1595932198455019e-15,1.6469452773427212e-09
1,431,431,q34w,Quadrupole,257.84806800000001,0,2.2940326519209822e-16,3.7596369829164953e-10
1,432,432,d190,Drift,258.16651800000005,0,-4.7067343276203118e-17,6.2612144328216195e-11
1,433,433,sex_34w,Sextupole,258.32096799999999,0.10186211028,-2.2231300651392406e-13,2.581626999982769e-07
1,434,434,d191,Drift,258.58666599999998,0,-3.3086939234573169e-16,4.4014470977226791e-10
1,435,435,b35w,SBend,262.00349499999999,0,-1.1573172192813821e-14,1.142304076955653e-08
1,436,436,d192,Drift,265.36919149999994,0,-1.5623800084392622e-16,1.6699641701742542e-10
1,437,437,q35w,Quadrupole,265.74775699999998,0,-2.3313344304977962e-16,2.1998276794388018e-10
1,438,438,d193,Drift,266.07983199999995,0,7.2000580312734852e-17,1.4977670728410807e-11
1,439,439,sex_35w,Sextupole,266.24790699999994,-0.16437443436752003,4.2405364291564765e-14,4.6622468880131351e-08
1,440,440,d194,Drift,266.39988199999993,0,3.6652224206430065e-17,7.6172906315733678e-12
1,441,441,det_35w,Marker,266.41585699999996,0,6.6187521374848604e-29,1.8034719489337867e-23
1,442,442,d195,Drift,266.74456199999997,0,7.5602214206002744e-16,1.5786775860152903e-10
1,443,443,b36w,SBend,270.36039799999998,0,8.0423385676316565e-15,1.6115573688334129e-09
1,444,444,d196,Drift,273.8519445,0,3.7201391247403488e-16,7.9317481617764166e-11
1,445,445,det_i36w1,Marker,274.05635999999998,0,-1.0586371938461992e-27,3.5230358221399695e-22
1,446,446,d197,Drift,274.43385999999998,0,6.9027118771561586e-16,1.4753926180302326e-10
1,447,447,det_i36w2,Marker,274.81135999999998,0,3.6859253718855213e-28,1.9603426168809934e-22
1,448,448,d198,Drift,274.87270999999998,0,1.1274867046926806e-16,2.4156664691168643e-11
1,449,449,pinger_36w,Kicker,275.26206000000002,0,6.0279647782995399e-16,1.2915054635475034e-10
1,450,450,d199,Drift,275.67905999999999,0,1.6356367843265575e-16,3.5043898248328477e-11
1,451,451,bump_36w,Kicker,275.88056,0,2.0675184071453297e-16,4.429706239237149e-11
1,452,452,d200,Drift,276.20576000000005,0,3.9089881351916531e-16,8.3750979297667481e-11
1,453,453,q36w,Quadrupole,276.71846000000005,0,1.0328672202703604e-15,3.4064151478827739e-10
1,454,454,d201,Drift,277.05103500000007,0,4.1422663802566899e-16,1.0520055690189607e-10
1,455,455,sex_36w,Sextupole,277.21961000000005,0.17684188730640002,4.1479045504832897e-13,1.0667127930225239e-07
1,456,456,d202,Drift,277.36813500000011,0,1.5926902965979691e-16,4.0449331547923967e-11
1,457,457,det_36w,Marker,277.38066000000009,0,-3.4417511114920348e-28,9.3780541344554376e-23
1,458,458,d203,Drift,277.5413400000001,0,2.01906419324415e-15,5.165561554552418e-10
1,459,459,b37w,SBend,280.98915100000011,0,4.8874711715050896e-14,1.2058632461051707e-08
1,460,460,d204,Drift,284.35484800000006,0,1.0760133594345576e-15,2.7093582310993791e-10
1,461,461,q37w,Quadrupole,284.7334140000001,0,3.6699300925602339e-15,1.2555274724109554e-09
1,462,462,d205,Drift,285.06611400000014,0,3.5234120563671636e-16,1.7906326283034821e-10
1,463,463,sex_37w,Sextupole,285.23481400000009,-0.24388335733168001,-2.6712889889507053e-14,1.4073053165444365e-08
1,464,464,d206,Drift,285.39366400000011,0,2.4086076610845872e-16,1.2440486840303613e-10
1,465,465,det_37w,Marker,285.41651400000012,0,2.3827507694945054e-28,6.4924990161615261e-23
1,466,466,d207,Drift,285.66147050000012,0,2.5603559305689529e-15,1.3296628836833657e-09
1,467,467,b38w,SBend,289.19355800000011,0,3.7066510746271855e-14,1.3446647213161833e-08
1,468,468,d208,Drift,292.55925450000007,0,9.8317291492840952e-16,4.7688952276020743e-10
1,469,469,q38w,Quadrupole,292.9378200000001,0,8.0478126399951917e-16,5.20221080271194e-10
1,470,470,d209,Drift,293.26952000000011,0,-4.585627454595862e-17,1.5174938426611517e-10
1,471,471,sex_38w,Sextupole,293.43722000000008,0.53528542888320008,6.4132005091120787e-13,2.1166958968628262e-06
1,472,472,d210,Drift,293.5866200000001,0,-1.9384040330190421e-17,6.414642740675228e-11
1,473,473,det_38w,Marker,293.60002000000009,0,0,0
1,474,474,d211,Drift,293.96793000000008,0,-5.047806196612707e-16,1.7692597083388413e-09
1,475,475,b39w,SBend,297.62297100000006,0,-1.3870916019772934e-15,1.0585757213946579e-08
1,476,476,d212,Drift,300.98866750000002,0,-1.4314658749488731e-16,3.2729051543923118e-10
1,477,477,q39w,Quadrupole,301.36723300000006,0,-6.6900556505445646e-16,5.9047323621581092e-10
1,478,478,d213,Drift,301.69893300000007,0,2.8542046108804221e-18,9.4183615791553175e-13
1,479,479,sex_39w,Sextupole,301.86663300000004,-0.55923203508800001,2.9174989658027388e-13,7.625147984805201e-08
1,480,480,d214,Drift,302.02698300000003,0,1.0521654003830909e-18,4.2568108135979927e-13
1,481,481,det_39w,Marker,302.05133300000006,0,-2.5867182678524289e-27,6.9453780631220408e-22
1,482,482,d215,Drift,302.29580500000009,0,1.0584854503935178e-17,4.2805820628346502e-12
1,483,483,b40w,SBend,305.82740800000005,0,4.8992361951428742e-16,1.3460540162655492e-10
1,484,484,d216,Drift,309.193105,0,2.6325653089387223e-17,8.4861067067288326e-12
1,485,485,q40w,Quadrupole,309.57167100000004,0,1.6228276640068513e-15,3.24576496362995e-10
1,486,486,d217,Drift,309.90412100000009,0,7.0281234631624484e-16,1.4879294360903337e-10
1,487,487,sex_40w,Sextupole,310.07257100000004,-0.057453805939840001,4.8580145262347879e-14,1.4844979182677174e-08
1,488,488,d218,Drift,310.2324210000001,0,5.1655083082437693e-16,1.093593745832591e-10
1,489,489,det_40w,Marker,310.25627100000008,0,0,0
1,490,490,d219,Drift,310.50049250000012,0,5.3186666858864524e-15,1.1277225768688962e-09
1,491,491,b41w,SBend,314.03184500000009,0,6.476306846865085e-14,1.3403852775015385e-08
1,492,492,d220,Drift,317.39754200000004,0,1.6444992790008778e-15,3.5081161694586372e-10
1,493,493,q41w,Quadrupole,317.77610800000008,0,7.2916703990373502e-15,1.5155710746516268e-09
1,494,494,d221,Drift,318.10880800000012,0,1.0066517160644627e-15,2.0650663951384372e-10
1,495,495,sex_41w,Sextupole,318.27750800000007,-0.97331080829280003,5.4534380200274305e-14,4.400630750354925e-07
1,496,496,d222,Drift,318.43660800000009,0,7.0208526307099015e-16,1.444869844017465e-10
1,497,497,det_41w,Marker,318.45970800000009,0,6.6655569431904888e-29,2.0471126146703674e-22
1,498,498,d223,Drift,318.70443000000006,0,7.4374103361611128e-15,1.5340736594377635e-09
1,499,499,b42w,SBend,322.23628300000007,0,1.2794310785007468e-13,2.7439879861248546e-08
1,500,500,d224,Drift,325.60197950000003,0,2.4595576609103886e-15,5.0743725535078572e-10
1,501,501,q42w,Quadrupole,325.98054500000006,0,2.4905611043911865e-15,5.3800010080900811e-10
1,502,502,d225,Drift,326.31349500000005,0,5.508223610977968e-16,1.5818545285854977e-10
1,503,503,sex_42w,Sextupole,326.48244500000004,0.49691291146080002,6.5574344566745688e-12,1.8759232390657408e-06
1,504,504,d226,Drift,326.63034500000003,0,1.9893129278508163e-16,5.7129192384872585e-11
1,505,505,det_42w,Marker,326.64224500000006,0,-6.8002358525448732e-28,2.7008795469272024e-22
1,506,506,d227,Drift,326.89791700000006,0,4.2866267209756929e-15,1.2232733300507903e-09
1,507,507,b43w,SBend,330.44072000000006,0,6.9444784462419738e-14,1.9996045483825011e-08
1,508,508,d228,Drift,333.80641650000001,0,1.2772668973615327e-15,3.63466936336202e-10
1,509,509,q43w,Quadrupole,334.18498200000005,0,1.8891246094401184e-15,8.285537005344527e-10
1,510,510,d229,Drift,334.51568200000003,0,1.5983409502587274e-16,7.1723208578465693e-11
1,511,511,sex_43w,Sextupole,334.68238200000002,-0.64081877780800001,1.3424727034745299e-12,3.8276104148937099e-07
1,512,512,d230,Drift,334.83353200000005,0,2.9529302420316431e-17,2.5201775043698816e-11
1,513,513,det_43w,Marker,334.84868200000005,0,1.8811625004345629e-43,5.1257755698479473e-38
1,514,514,d231,Drift,335.01683200000002,0,3.2171018219756022e-16,2.7856347729652076e-10
1,515,515,col43w,Marker,335.18498200000005,0,-1.0590003419976742e-28,2.8855551182939515e-23
1,516,516,d232,Drift,335.87028700000002,0,1.3111483580707994e-15,1.1353014796879409e-09
1,517,517,scv43w,Marker,336.55559200000005,0,-1.0590003419975374e-28,2.8855551182939492e-23
1,518,518,d233,Drift,336.78689200000008,0,4.4253086614003807e-16,3.831800909846194e-10
1,519,519,det_i43aw,Marker,337.01819200000006,0,4.2360013679902169e-28,1.154222047317598e-22
1,520,520,d234,Drift,337.04889200000002,0,5.6784634176199051e-17,5.0564913589642591e-11
1,521,521,q43aw,Quadrupole,337.37959200000006,0,2.1313750578151326e-15,5.4266691283846865e-10
1,522,522,d235,Drift,337.90510400000011,0,4.6080598446824711e-15,9.4850859871402514e-10
1,523,523,b44w,SBend,341.41825900000009,0,6.989035092895193e-14,1.4495872683711247e-08
1,524,524,d236,Drift,344.7971055000001,0,1.9637859903090211e-15,4.022058517314779e-10
1,525,525,q44w,Quadrupole,345.18830900000012,0,9.6624539274324249e-15,2.0498268284095549e-09
1,526,526,d237,Drift,345.51985900000017,0,1.540971399681101e-15,3.4053561513299157e-10
1,527,527,sex_44w,Sextupole,345.68740900000012,-0.45462766941440003,-5.5877155853573302e-13,3.6906152360775055e-07
1,528,528,d238,Drift,345.83695900000015,0,6.6181180557320662e-16,1.4625222139751332e-10
1,529,529,det_44w,Marker,345.85050900000016,0,6.3451195565130638e-56,2.2946916872599698e-50
1,530,530,d239,Drift,347.73491050000013,0,9.1414719815275175e-14,2.0280297711773362e-08
1,531,531,oct_45w,Octupole,349.80981200000014,0,9.241397931765762e-15,2.0501982799680712e-09
1,532,532,d240,Drift,350.58731200000011,0,2.8476118561549929e-14,6.317408873220529e-09
1,533,533,det_45w,Marker,351.1743120000001,0,3.758447350395094e-27,1.093700805798255e-21
1,534,534,d241,Drift,351.20451200000014,0,1.4477477863579153e-15,3.2316782476027175e-10
1,535,535,q45w,Quadrupole,351.53471200000013,0,4.1042508957209552e-15,1.0073617753524255e-09
1,536,536,d242,Drift,351.86696200000017,0,9.9775601192015784e-16,3.0698396600870637e-10
1,537,537,sex_45w,Sextupole,352.03521200000012,0.45155618707040002,-8.3090653026157341e-12,2.9040046724777499e-06
1,538,538,d243,Drift,352.43629900000013,0,8.1790690790104844e-15,2.5197789971960176e-09
1,539,539,b46w,SBend,355.98902900000013,0,6.6561548625549717e-14,2.0311959352694031e-08
1,540,540,d244,Drift,359.37297550000017,0,3.7245428076380146e-15,1.1160587137938298e-09
1,541,541,q46w,Quadrupole,359.76927900000015,0,9.2049097338034084e-15,3.1685945360836705e-09
1,542,542,d245,Drift,360.10797900000017,0,9.7153679920367902e-16,3.9534226324750368e-10
1,543,543,det_46w,Marker,360.14667900000018,0,-8.5874790252194466e-43,8.0738260110405929e-37
1,544,544,d246,Drift,360.76601200000022,0,1.5643594382762619e-14,6.333874659692749e-09
1,545,545,b47w,SBend,363.02893050000023,0,4.020890536655589e-14,1.9798892186892926e-08
1,546,546,d247,Drift,364.8463285000002,0,4.3035092886938157e-15,1.7555970858654654e-09
1,547,547,det_47w,Marker,365.02014100000019,0,-2.7786878590873059e-41,3.230004920100359e-35
1,548,548,d248,Drift,365.04334100000023,0,5.7570196130926309e-16,2.3448555866060057e-10
1,549,549,q47w,Quadrupole,365.36654100000021,0,2.890111243363339e-15,8.7237048551389945e-10
1,550,550,d249,Drift,365.70749100000023,0,-5.6045636982238962e-17,2.7252863227231569e-11
1,551,551,sex_47w,Sextupole,365.88444100000021,0.99295014106239998,-5.2157373595293719e-13,1.2318453619436624e-06
1,552,552,d250,Drift,366.62623150000024,0,-8.0460022921165428e-16,4.0374800618699124e-10
1,553,553,b47aw,SBend,368.82063300000021,0,-3.2057603221791567e-15,9.345625397112793e-10
1,554,554,d251,Drift,370.80991150000023,0,-2.4542095687487889e-16,1.2615407711122766e-10
1,555,555,det_i47aw,Marker,371.21057900000022,0,4.2360013679900859e-28,1.1542220473175996e-22
1,556,556,d252,Drift,371.29307900000026,0,-5.0397387024781259e-17,2.598735190629018e-11
1,557,557,q47aw,Quadrupole,371.67557900000025,0,3.5619189553183483e-15,7.817437777909019e-10
1,558,558,d253,Drift,372.13834750000024,0,5.2855128118044851e-15,1.1297496359341188e-09
1,559,559,b48w!s1,SBend,373.27395800000011,0,3.8066341057818738e-14,8.3444795016885246e-09
1,560,560,vbsm_positrons,Marker,374.24680000000001,0,0,0
1,561,561,b48w!s2,SBend,374.74661500000013,0,2.1945936042894473e-14,4.85091234974536e-09
1,562,562,d254,Drift,375.60162150000025,0,1.293381164772788e-14,2.7473917918887688e-09
1,563,563,det_i48w,Marker,375.95681300000024,0,1.8786228753996528e-28,1.115928189570642e-22
1,564,564,d255,Drift,376.1028130000002,0,5.3033756050935705e-15,1.1317296328165655e-09
1,565,565,hkick_48w,Kicker,376.37105300000024,0,4.2791007644378525e-15,9.1506644609455559e-10
1,566,566,d256,Drift,376.65555300000022,0,5.4660485538425012e-15,1.171626723924135e-09
1,567,567,sk_q48w,Quadrupole,376.90416300000027,0,2.9169524922002058e-15,6.2478263771473123e-10
1,568,568,d257,Drift,377.81158400000021,0,2.7813099766207926e-14,5.9530274776417159e-09
1,569,569,q48w,Quadrupole,378.93265500000024,0,3.8314421806932433e-15,8.4492887209194683e-10
1,570,570,d258,Drift,379.45981500000022,0,7.7660968068999016e-15,1.9091170622351349e-09
1,571,571,det_48w,Marker,379.68697500000025,0,-8.5054720413993369e-28,2.4091761895525022e-22
1,572,572,d259,Drift,380.25810400000029,0,1.9598810669707239e-14,4.7805452342100284e-09
