target,location,coordinate,qx_power,qy_power,qk_power,total_order,coefficient
SEX_32E,entry,x,0,0,0,0,7.331331004663439e-14
SEX_32E,entry,x,0,0,1,1,1.334686030236701e-28
SEX_32E,entry,x,0,1,0,1,3.568405619529606e-20
SEX_32E,entry,x,1,0,0,1,0.0010000000000002067
SEX_32E,entry,x,0,0,2,2,4.9187792380160384e-43
SEX_32E,entry,x,0,1,1,2,3.3918256979109394e-32
SEX_32E,entry,x,0,2,0,2,-5.840885421774753e-6
SEX_32E,entry,x,1,0,1,2,3.636023403046046e-18
SEX_32E,entry,x,1,1,0,2,-1.2742656850251646e-19
SEX_32E,entry,x,2,0,0,2,-1.289475902908555e-6
SEX_32E,entry,x,0,0,3,3,2.2607575077518307e-57
SEX_32E,entry,x,0,1,2,3,1.4013486612600893e-46
SEX_32E,entry,x,0,2,1,3,-2.3749131923170464e-8
SEX_32E,entry,x,0,3,0,3,-9.758272259519389e-23
SEX_32E,entry,x,1,0,2,3,2.0099772120709707e-32
SEX_32E,entry,x,1,1,1,3,4.921367771374937e-22
SEX_32E,entry,x,1,2,0,3,-2.030120193644619e-7
SEX_32E,entry,x,2,0,1,3,2.4763641499770073e-8
SEX_32E,entry,x,2,1,0,3,9.046042723510813e-24
SEX_32E,entry,x,3,0,0,3,4.621956995341116e-8
SEX_32E,entry,x,0,0,4,4,1.1632139673471103e-71
SEX_32E,entry,x,0,1,3,4,4.777802730597443e-61
SEX_32E,entry,x,0,2,2,4,1.527885038659289e-22
SEX_32E,entry,x,0,3,1,4,1.0375821339346332e-24
SEX_32E,entry,x,0,4,0,4,6.026056588801651e-10
SEX_32E,entry,x,1,0,3,4,1.2317584837684937e-46
SEX_32E,entry,x,1,1,2,4,4.2288855473333206e-36
SEX_32E,entry,x,1,2,1,4,-2.5711495788684054e-10
SEX_32E,entry,x,1,3,0,4,5.302648942367203e-24
SEX_32E,entry,x,2,0,2,4,2.737812928038363e-22
SEX_32E,entry,x,2,1,1,4,-2.37573229574685e-23
SEX_32E,entry,x,2,2,0,4,-1.106332310373661e-9
SEX_32E,entry,x,3,0,1,4,1.907825065387514e-10
SEX_32E,entry,x,3,1,0,4,1.3060364550042298e-23
SEX_32E,entry,x,4,0,0,4,2.0647755080035123e-10
SEX_32E,entry,px,0,0,0,0,5.205045851264116e-15
SEX_32E,entry,px,0,0,1,1,4.6126409621246466e-29
SEX_32E,entry,px,0,1,0,1,7.512817482267967e-20
SEX_32E,entry,px,1,0,0,1,6.068805914873383e-5
SEX_32E,entry,px,0,0,2,2,1.6998988777759393e-43
SEX_32E,entry,px,0,1,1,2,4.027059712817908e-33
SEX_32E,entry,px,0,2,0,2,5.076750148208826e-7
SEX_32E,entry,px,1,0,1,2,1.256582024141172e-18
SEX_32E,entry,px,1,1,0,2,-4.446390060219159e-21
SEX_32E,entry,px,2,0,0,2,-3.201667594557328e-7
SEX_32E,entry,px,0,0,3,3,7.813021274429828e-58
SEX_32E,entry,px,0,1,2,3,6.485734014702445e-47
SEX_32E,entry,px,0,2,1,3,-8.203700289144817e-9
SEX_32E,entry,px,0,3,0,3,9.430573147361643e-24
SEX_32E,entry,px,1,0,2,3,6.946320821058922e-33
SEX_32E,entry,px,1,1,1,3,7.274067181646456e-23
SEX_32E,entry,px,1,2,0,3,-7.486009759185932e-9
SEX_32E,entry,px,2,0,1,3,8.558000691311905e-9
SEX_32E,entry,px,2,1,0,3,-1.326179578475062e-22
SEX_32E,entry,px,3,0,0,3,2.666693812150263e-9
SEX_32E,entry,px,0,0,4,4,4.0199840103151283e-72
SEX_32E,entry,px,0,1,3,4,6.685333191636362e-62
