scenario,rho,trials,converged_trials,mean_x_rmse_m,max_trial_x_rmse_m,mean_x_max_abs_m,global_x_max_abs_m,mean_y_rmse_m,max_trial_y_rmse_m,mean_y_max_abs_m,global_y_max_abs_m,mean_newton_iterations,max_closure_norm
all,0,1,1,0,0,0,0,0,0,0,0,0,3.1357568361342511e-15
all,6.4000000000000004,600,600,4.6386159511782031e-05,0.00019937606289228486,0.00014982587146122859,0.00063963902569860937,3.7015168499673338e-05,0.00016932545553421491,0.0001123094134306994,0.00045740896042057843,7.0366666666666671,9.9682464727306766e-14
all,9.0500000000000007,600,600,9.281374303578025e-05,0.00040264883042370102,0.00029977226365098517,0.0012868312506427648,7.4134753811910874e-05,0.00034454884806480644,0.00022494968609459515,0.00094089120750511304,8.0416666666666661,9.9713385999165935e-14
all,12.800000000000001,600,600,0.00018593654798128745,0.00081761107594250813,0.00060052286994273735,0.0026026763693885371,0.00014884727247663703,0.00070794928835835134,0.00045160376450309144,0.0019652210009001667,9.1833333333333336,9.996416229443445e-14
all,18.100000000000001,600,600,0.00037296211320085858,0.0016725673150463527,0.0012048514651331079,0.0053101514997443795,0.00030004329642192802,0.0014775348147490492,0.00091052415746558789,0.0042101953492926468,10.49,9.9909656444405737e-14
horizontal,0,1,1,0,0,0,0,0,0,0,0,0,3.1357568361342511e-15
horizontal,6.4000000000000004,600,600,2.3436080563164586e-05,9.8755781884552599e-05,6.984700286540809e-05,0.00030451064234162132,1.0221833347229852e-18,4.2461408455754543e-18,2.8171700420494767e-18,1.2763605036894976e-17,6.3016666666666667,9.9973655597524492e-14
horizontal,9.0500000000000007,600,600,4.6857640609625475e-05,0.00019723412759585916,0.00013969942931502159,0.00059661575002610372,1.4933946223851181e-18,5.5700743797772701e-18,4.1409060300281416e-18,1.6118122665370141e-17,7.0166666666666666,9.9834246367877617e-14
horizontal,12.800000000000001,600,600,9.3724694455655754e-05,0.00039354655917959313,0.00027957286760270464,0.0011615704776071828,2.0855624003656949e-18,7.4029709785001308e-18,5.8374692566760073e-18,2.0684908000869349e-17,7.706666666666667,9.9760854834593753e-14
horizontal,18.100000000000001,600,600,0.00018738729498929209,0.00078278055152735629,0.00055953795245843572,0.0023186587887480768,3.0580315277223347e-18,1.0407449956653855e-17,8.6988516185142552e-18,2.9357689721427744e-17,8.8583333333333325,9.9987663456644021e-14
vertical,0,1,1,0,0,0,0,0,0,0,0,0,3.1357568361342511e-15
vertical,6.4000000000000004,600,600,3.3789004464462021e-05,0.00016542211907537023,0.00011232535416621866,0.00065255202369640295,1.5019257925769577e-06,1.2065656084466793e-05,4.4782597016991226e-06,3.9190112065044455e-05,6.1433333333333335,9.9619076198516315e-14
vertical,9.0500000000000007,600,600,6.7608085775081611e-05,0.0003296912579352732,0.0002247206947882018,0.0012991104854914119,4.2510395553602872e-06,3.4267163467337034e-05,1.2674783311428906e-05,0.00011035664570664336,6.8216666666666663,9.999376567525573e-14
vertical,12.800000000000001,600,600,0.00013542566839374901,0.00065523462495875931,0.00045001568011684783,0.0025758381885013673,1.205257341666664e-05,9.7840726028926146e-05,3.5933084952481061e-05,0.00030970812224146577,7.753333333333333,9.9987174785026665e-14
vertical,18.100000000000001,600,600,0.00027153514542987896,0.001293365416354984,0.00090180079007176465,0.0050584122315004152,3.4226349354354297e-05,0.00028204158090815444,0.00010202993588422638,0.00086187788216199324,8.7249999999999996,9.9923338761484652e-14
