target,location,coordinate,qx_power,qy_power,qk_power,total_order,coefficient
SEX_33W,entry,x,0,0,0,0,6.21781299348101e-14
SEX_33W,entry,x,0,0,1,1,1.0776715941885362e-28
SEX_33W,entry,x,0,1,0,1,9.577529085654679e-19
SEX_33W,entry,x,1,0,0,1,0.001000000000000134
SEX_33W,entry,x,0,0,2,2,3.7875249244540095e-43
SEX_33W,entry,x,0,1,1,2,3.115738371471362e-32
SEX_33W,entry,x,0,2,0,2,2.0531242841051535e-6
SEX_33W,entry,x,1,0,1,2,3.472580156166016e-18
SEX_33W,entry,x,1,1,0,2,1.2222009065237239e-20
SEX_33W,entry,x,2,0,0,2,4.303542346322092e-6
SEX_33W,entry,x,0,0,3,3,1.6609284454845082e-57
SEX_33W,entry,x,0,1,2,3,-6.812451963570612e-47
SEX_33W,entry,x,0,2,1,3,-2.654526486403846e-8
SEX_33W,entry,x,0,3,0,3,7.712061911119144e-23
SEX_33W,entry,x,1,0,2,3,1.8307055514859038e-32
SEX_33W,entry,x,1,1,1,3,3.6480106873801452e-22
SEX_33W,entry,x,1,2,0,3,1.2456021274775039e-8
SEX_33W,entry,x,2,0,1,3,2.7974257991279752e-8
SEX_33W,entry,x,2,1,0,3,5.338955480816343e-23
SEX_33W,entry,x,3,0,0,3,1.1561545794117995e-8
SEX_33W,entry,x,0,0,4,4,8.154632545345587e-72
SEX_33W,entry,x,0,1,3,4,1.3213800367024403e-60
SEX_33W,entry,x,0,2,2,4,8.693353295731278e-22
SEX_33W,entry,x,0,3,1,4,-1.4244021892583818e-23
SEX_33W,entry,x,0,4,0,4,9.645273543613801e-12
SEX_33W,entry,x,1,0,3,4,1.0704189686436989e-46
SEX_33W,entry,x,1,1,2,4,-1.1480349630461841e-35
SEX_33W,entry,x,1,2,1,4,3.91353595167256e-10
SEX_33W,entry,x,1,3,0,4,1.988427862468353e-24
SEX_33W,entry,x,2,0,2,4,2.9495814038558175e-22
SEX_33W,entry,x,2,1,1,4,1.50504556503273e-23
SEX_33W,entry,x,2,2,0,4,2.8958710386842753e-10
SEX_33W,entry,x,3,0,1,4,-5.9833873448953e-10
SEX_33W,entry,x,3,1,0,4,4.181933291501931e-24
SEX_33W,entry,x,4,0,0,4,-8.407575860034228e-11
SEX_33W,entry,px,0,0,0,0,7.251178910383427e-15
SEX_33W,entry,px,0,0,1,1,4.155398471044698e-29
SEX_33W,entry,px,0,1,0,1,4.0104387018771976e-19
SEX_33W,entry,px,1,0,0,1,0.0001299384524838056
SEX_33W,entry,px,0,0,2,2,1.460451402027093e-43
SEX_33W,entry,px,0,1,1,2,4.1395041957195e-34
SEX_33W,entry,px,0,2,0,2,3.966231974491531e-7
SEX_33W,entry,px,1,0,1,2,1.3390117792119107e-18
SEX_33W,entry,px,1,1,0,2,-5.733922266071558e-22
SEX_33W,entry,px,2,0,0,2,2.516261456351518e-7
SEX_33W,entry,px,0,0,3,3,6.404477778276132e-58
SEX_33W,entry,px,0,1,2,3,1.461619957878966e-46
SEX_33W,entry,px,0,2,1,3,-1.0231732608534149e-8
SEX_33W,entry,px,0,3,0,3,2.1697813641198794e-23
SEX_33W,entry,px,1,0,2,3,7.059143511172994e-33
SEX_33W,entry,px,1,1,1,3,-2.005420020180345e-23
SEX_33W,entry,px,1,2,0,3,-9.809372535159391e-10
SEX_33W,entry,px,2,0,1,3,1.078689800458601e-8
SEX_33W,entry,px,2,1,0,3,2.03852309942645e-24
SEX_33W,entry,px,3,0,0,3,-2.2683402675743018e-9
SEX_33W,entry,px,0,0,4,4,3.1443994930698555e-72
SEX_33W,entry,px,0,1,3,4,-2.387096768120041e-60
SEX_33W,entry,px,0,2,2,4,3.3506505870190388e-22
SEX_33W,entry,px,0,3,1,4,-3.156003549052762e-24
SEX_33W,entry,px,0,4,0,4,3.830331821871344e-12
SEX_33W,entry,px,1,0,3,4,4.12750625239991e-47
SEX_33W,entry,px,1,1,2,4,2.933556799647361e-36
SEX_33W,entry,px,1,2,1,4,1.2492647855232837e-10
SEX_33W,entry,px,1,3,0,4,4.621061320564153e-25
SEX_33W,entry,px,2,0,2,4,1.1373543716743313e-22
SEX_33W,entry,px,2,1,1,4,3.970965324276446e-24
SEX_33W,entry,px,2,2,0,4,4.8881766222177354e-11
SEX_33W,entry,px,3,0,1,4,-5.483288067647311e-11
SEX_33W,entry,px,3,1,0,4,5.131594158050775e-25
SEX_33W,entry,px,4,0,0,4,-2.5933697393618366e-11
SEX_33W,entry,y,0,0,0,0,3.1391880629124593e-29
SEX_33W,entry,y,0,0,1,1,-1.861779876669856e-42
SEX_33W,entry,y,0,1,0,1,0.0010000000000000267
SEX_33W,entry,y,1,0,0,1,6.458631868004367e-19
SEX_33W,entry,y,0,0,2,2,3.0143324828841315e-56
SEX_33W,entry,y,0,1,1,2,-1.8097762795604504e-17
SEX_33W,entry,y,0,2,0,2,6.351497910550087e-20
SEX_33W,entry,y,1,0,1,2,-5.964692366424745e-32
SEX_33W,entry,y,1,1,0,2,-5.484108102027806e-6
SEX_33W,entry,y,2,0,0,2,-9.281325374339053e-21
SEX_33W,entry,y,0,0,3,3,-5.04989492411831e-70
SEX_33W,entry,y,0,1,2,3,2.963244455897439e-31
SEX_33W,entry,y,0,2,1,3,1.3166608147059112e-22
SEX_33W,entry,y,0,3,0,3,1.6067642694674842e-8
SEX_33W,entry,y,1,0,2,3,1.4161671475910788e-45
SEX_33W,entry,y,1,1,1,3,-2.9157799108731924e-7
SEX_33W,entry,y,1,2,0,3,6.063705087951704e-22
SEX_33W,entry,y,2,0,1,3,-4.765485556540322e-22
SEX_33W,entry,y,2,1,0,3,-3.8815757195078186e-8
SEX_33W,entry,y,3,0,0,3,-1.3636421351414402e-22
SEX_33W,entry,y,0,0,4,4,8.311129536408126e-84
SEX_33W,entry,y,0,1,3,4,-4.907560863691833e-45
SEX_33W,entry,y,0,2,2,4,-1.372246323817121e-35
