trials,output_plane,output_coordinate,elements,active_normal_sextupoles,detectors,first_fixed_point_closure_max,second_fixed_point_closure_max,periodic_source_closure_max,element_response_check_max,independent_target_check_max,family_partition_check_max,family_partition_relative_check_max,total_all_element_relative_closure,total_all_element_signed_projection,total_target_rms_m,solve_seconds
100,y,3,1177,76,144,1.0842021724855044e-19,8.4703294725430034e-22,1.0884373372217759e-19,1.3552527156068805e-19,0,1.3721933745519665e-19,2.9717375726481645e-14,1.3118347474831063e-14,1.0000000000000002,1.263565640716095e-05,4030.6603960000002
