trial,family,element_count,contribution_norm_m,projection_numerator
14,sbend,98,1.2598751195697415e-06,-5.9322120716578565e-12
14,wiggler,3,1.2257099340575335e-09,-6.7711026509045042e-16
15,drift,562,6.5475900525640176e-07,2.5686835685525076e-12
15,kicker,82,2.6509057115451994e-07,3.832667065973731e-13
15,marker,222,9.384737216009355e-21,-2.133653252309995e-26
15,normal_sextupole,76,7.9722755799760965e-06,6.6894682402473195e-11
15,octupole,2,3.776290848837292e-09,2.3741715884226668e-14
15,other_sextupole,6,1.3085124364649876e-09,3.2201848411675852e-15
15,quadrupole,122,2.35789196794901e-07,6.1775651918151524e-13
15,rfcavity,4,7.8148810181001388e-09,4.801934299014178e-14
15,sbend,98,9.8464008755807158e-07,4.0724088156188273e-12
15,wiggler,3,6.6238109007879983e-09,-2.9292391618739106e-14
16,drift,562,2.4177767191834085e-07,-1.440703848232954e-13
16,kicker,82,8.4209619322536758e-08,1.0058393229471123e-12
16,marker,222,4.7957997748797632e-20,1.8110111230340799e-25
16,normal_sextupole,76,1.8509975603297887e-05,3.3567065014796094e-10
16,octupole,2,2.3149510729484189e-09,-1.3049339737739119e-14
16,other_sextupole,6,2.1670665837501355e-09,-3.239436822666431e-14
16,quadrupole,122,6.7568168893973409e-08,3.1172024129882933e-13
16,rfcavity,4,6.2482135253242703e-10,1.8519233856537264e-15
16,sbend,98,7.0277309873947935e-07,-7.2142068445012091e-12
16,wiggler,3,5.0226135903157513e-09,6.2333473544223915e-14
17,drift,562,5.7841809457017857e-07,-2.2357179012641869e-12
17,kicker,82,2.0318242208915932e-07,-3.8909750822828907e-13
17,marker,222,8.335950001950489e-21,3.2052177194672103e-27
17,normal_sextupole,76,9.502727051578496e-06,7.9974396631356654e-11
17,octupole,2,3.4042773408614944e-09,-2.1734610570868057e-14
17,other_sextupole,6,1.5155635450804241e-09,-4.4351754049140706e-15
17,quadrupole,122,1.9867581440261457e-07,-5.6192416087744532e-13
17,rfcavity,4,1.5878738865385496e-08,-5.7563701761875469e-14
17,sbend,98,8.9151467786289824e-07,-3.5519665550564067e-12
17,wiggler,3,1.6252015447661326e-09,-8.1252989620053285e-15
18,drift,562,3.0314591461079034e-07,-8.2186866558471559e-13
18,kicker,82,1.2152896510026814e-07,-3.0847002242150745e-13
18,marker,222,8.2112714884331839e-21,-2.0402510154293537e-26
18,normal_sextupole,76,5.1517947628309967e-06,2.3015528166446884e-11
18,octupole,2,4.5978245810998783e-10,-3.7322991623749465e-16
18,other_sextupole,6,5.8970011957353169e-10,-1.943574273777762e-15
18,quadrupole,122,1.1311339853185674e-07,-3.0069067144797658e-13
18,rfcavity,4,1.0559896423990779e-08,-2.9252578679098286e-14
18,sbend,98,4.0066898349420171e-07,-1.1943254372859517e-12
18,wiggler,3,4.6279047265614564e-09,9.5492596971341679e-15
19,drift,562,3.7180152600954088e-07,2.5836354248990099e-12
19,kicker,82,1.4529602388041842e-07,7.1898448129958216e-13
19,marker,222,1.8093488709860801e-20,-3.886756930537438e-26
19,normal_sextupole,76,8.7118523744850676e-06,8.1859355995920583e-11
19,octupole,2,2.741483875077666e-09,2.2683524684789705e-14
19,other_sextupole,6,2.5324679718353826e-10,9.9009412712397577e-16
19,quadrupole,122,1.3337666624718848e-07,7.7615423017473306e-13
19,rfcavity,4,1.1241744191560028e-08,6.6704242111416142e-14
19,sbend,98,3.7197426479736635e-07,2.8167244305550213e-12
19,wiggler,3,5.1873083876065682e-09,9.064399827446542e-15
20,drift,562,1.9849037985977264e-07,5.4772300273743724e-13
20,kicker,82,8.987007594292219e-08,2.2423601187388775e-13
20,marker,222,1.0246599036810172e-20,1.2989313420423191e-26
20,normal_sextupole,76,4.9250165150504215e-06,2.5532668683516611e-11
20,octupole,2,6.1633226819801574e-10,2.0119062839946661e-15
20,other_sextupole,6,3.7701766498460162e-10,5.9486817660386316e-16
20,quadrupole,122,7.7811394106160844e-08,2.0168901243325553e-13
20,rfcavity,4,6.0661234781013082e-09,1.2561220577300458e-14
20,sbend,98,2.482082920175174e-07,6.6421380446970561e-13
20,wiggler,3,3.0251853934245802e-09,1.0015299081477679e-15
21,drift,562,9.5882909750711463e-07,6.464107827890585e-12
21,kicker,82,3.7158291796641376e-07,1.9053048007350343e-12
21,marker,222,1.5657987905067621e-20,-1.8861314501220482e-26
21,normal_sextupole,76,7.5697597798858252e-06,6.8722660230938481e-11
21,octupole,2,6.4885410000273742e-09,2.9969687166528099e-14
21,other_sextupole,6,1.0214996343522832e-09,5.1737942017108658e-15
21,quadrupole,122,3.240334666692844e-07,2.0020418804514745e-12
21,rfcavity,4,1.1829592822643358e-08,1.8242244121321099e-14
21,sbend,98,1.258473792975133e-06,8.6777111867999952e-12
21,wiggler,3,1.4780199496675399e-08,3.4350455255288421e-14
22,drift,562,2.6980662560739109e-06,-1.3508859212664608e-11
22,kicker,82,1.0083683237462597e-06,-4.8787166469520601e-12
22,marker,222,2.4197888575107377e-20,6.9889972083742131e-26
22,normal_sextupole,76,1.5727349823369905e-05,1.434150181060576e-10
22,octupole,2,8.7942814178133688e-09,-4.6698674039028847e-14
22,other_sextupole,6,4.2375250237119359e-09,-1.5957541336054313e-14
22,quadrupole,122,9.6051913232569423e-07,-4.6634296927782171e-12
22,rfcavity,4,8.790040073648339e-08,-4.065682722387386e-13
22,sbend,98,3.3144604568300049e-06,-1.540951609011049e-11
22,wiggler,3,3.9261278785105296e-08,-2.0552515828089889e-13
23,drift,562,6.3889623815347014e-07,2.6534971242640079e-12
23,kicker,82,3.3768403989037555e-07,4.1012088956012989e-12
23,marker,222,4.5529644178670061e-20,-3.5226642466364005e-25
23,normal_sextupole,76,1.8612072278132966e-05,3.4945540824757375e-10
23,octupole,2,6.3404434927189535e-09,-7.4059342308183817e-14
23,other_sextupole,6,1.2842521343542981e-09,6.59311198632027e-15
23,quadrupole,122,2.4620981495714299e-07,2.4315333766915377e-12
23,rfcavity,4,2.4012922276905671e-08,2.5160639412349973e-13
23,sbend,98,1.0567164083085203e-06,-2.777031237513164e-12
23,wiggler,3,1.5154183076773888e-08,1.7186257989938174e-13
24,drift,562,1.2037015917863687e-07,-7.470880277720402e-14
24,kicker,82,5.1929977837367883e-08,-9.2756964208404459e-14
24,marker,222,6.5055078668335665e-21,7.0570524429169299e-27
24,normal_sextupole,76,4.0526354639922935e-06,1.6307238665628008e-11
24,octupole,2,7.0333326848989833e-10,1.0583508817036498e-15
24,other_sextupole,6,2.9492827089980369e-10,7.0565845319070974e-16
24,quadrupole,122,4.3508337390198849e-08,-5.2617376722115699e-14
24,rfcavity,4,4.2709006693398678e-09,-6.7585944958369877e-15
24,sbend,98,1.3207988623266051e-07,2.1029905832027922e-13
24,wiggler,3,8.4261018486767222e-11,6.2666980228245025e-17
25,drift,562,5.4285397547106354e-07,-3.5611189703093216e-12
25,kicker,82,1.7788479315137582e-07,-1.4843033583127576e-12
25,marker,222,3.1983726138372529e-20,1.2364297144562959e-25
25,normal_sextupole,76,1.7988427368528886e-05,3.113783036825235e-10
25,octupole,2,2.5327556275362182e-09,-7.8170932651938669e-16
25,other_sextupole,6,7.5274388604304763e-10,-4.5322813567934856e-15
25,quadrupole,122,1.8001367616357138e-07,-1.3337426701043704e-12
25,rfcavity,4,1.5666757986030722e-08,-1.3950483646414392e-13
25,sbend,98,6.7725538821274282e-07,-2.9997368219478838e-12
25,wiggler,3,1.3976138883414324e-08,-1.522722306472371e-13
26,drift,562,2.157791271060454e-07,-1.7022933519778447e-12
26,kicker,82,8.6886062039906622e-08,-3.0711758503996085e-13
26,marker,222,2.2122773859903135e-20,-5.6376607619875683e-26
26,normal_sextupole,76,1.2690485593270303e-05,1.5546994467305091e-10
26,octupole,2,1.5334506946583541e-09,-1.6617285080501999e-14
26,other_sextupole,6,5.0402575116098227e-10,-3.0227496705164102e-15
26,quadrupole,122,7.9466131046025895e-08,-4.4869481977424729e-13
26,rfcavity,4,5.1806352167630704e-09,-3.4711795982807922e-14
26,sbend,98,3.2152921008521727e-07,-2.6056526209758792e-12
26,wiggler,3,5.1677361909813042e-09,2.1904417908835936e-14
27,drift,562,9.1735603253871768e-07,3.4572621255300133e-12
27,kicker,82,3.3987546560963673e-07,1.4442372231785878e-12
27,marker,222,6.5966031650142416e-21,-1.8214571723275356e-26
27,normal_sextupole,76,9.864168653879991e-06,9.9082914628726436e-11
27,octupole,2,4.2733506710762656e-09,-2.7751834154987562e-15
27,other_sextupole,6,1.8743648659344889e-09,2.3795841438473748e-15
27,quadrupole,122,3.2013237200037325e-07,1.2998537533722971e-12
27,rfcavity,4,2.922364868384145e-08,1.6055357590738608e-13
27,sbend,98,1.284056924947063e-06,3.6102236745263685e-12
27,wiggler,3,2.9977798354701498e-09,1.7577886705930623e-14
28,drift,562,5.0712499742741603e-07,-2.5096260568597e-12
28,kicker,82,2.1184428642007231e-07,-4.5195407514885812e-13
28,marker,222,1.5006696036004705e-20,-4.2828015182938916e-26
28,normal_sextupole,76,1.0874803594833169e-05,1.0741498317929166e-10
28,octupole,2,2.876745413260064e-09,-2.3462454825574645e-14
28,other_sextupole,6,1.1684662723650433e-09,-6.1984100929729064e-15
28,quadrupole,122,1.9390251652496403e-07,-6.8467801163196657e-13
28,rfcavity,4,1.3525213188417866e-08,-8.2929308034282562e-14
28,sbend,98,7.6940041619510421e-07,-4.3148550426605739e-12
28,wiggler,3,6.0428729710700545e-10,-2.9755989754112062e-15
29,drift,562,5.9010255054995118e-07,1.1001320439724517e-12
29,kicker,82,2.9179079217056777e-07,6.3296785555518934e-13
29,marker,222,2.2030482511318655e-20,-8.0187710650052934e-27
29,normal_sextupole,76,6.2660287445996213e-06,3.9077782971524116e-11
29,octupole,2,1.8657673708740263e-09,-2.4810595212019675e-15
29,other_sextupole,6,1.9261271248835675e-09,4.2028420706822478e-15
29,quadrupole,122,2.5022589659570665e-07,5.2247960078706466e-13
29,rfcavity,4,5.3771347248263652e-09,-7.2940612448145828e-15
29,sbend,98,9.242111019620108e-07,1.6470384025403198e-12
29,wiggler,3,5.4860415558334533e-09,-7.3342792463820073e-16
30,drift,562,3.3342210557530921e-07,7.6819225322993037e-12
30,kicker,82,3.5247890847014032e-08,5.128679075355538e-13
30,marker,222,4.5575478302902728e-20,1.8899040907388539e-26
30,normal_sextupole,76,2.3562507193930198e-05,5.7542719566052498e-10
30,octupole,2,3.9773885327134286e-09,8.7836057717589662e-14
30,other_sextupole,6,8.0467819711715232e-10,8.1457546849331411e-15
30,quadrupole,122,6.7634056902419214e-08,1.4904838871431141e-12
30,rfcavity,4,1.3214146878882454e-09,2.1435162684108269e-14
30,sbend,98,5.1950202916371655e-07,1.1300916338504978e-11
30,wiggler,3,1.30199830584663e-09,1.7768838964095252e-14
31,drift,562,7.8230870618920126e-07,-3.9575386485918617e-12
