element_order,element_index,element_name,element_type,s_m,k2l_m2,eta_total,magnitude_total
598,598,d266!s2,Drift,386.37,0,-1.0586339539902515e-06,1.7049309868629879e-05
599,599,d49e_rfa2_aps,Marker,386.42599999999999,0,-4.9497384322623634e-18,8.7408644666685976e-17
600,600,d266!s3,Drift,386.52800000000002,0,-1.9282261304888707e-06,3.1054100117894651e-05
601,601,d49e_sp1_lbnl1,Marker,386.63,0,-2.8926581750470735e-33,4.1795646484671623e-31
602,602,d266!s4,Drift,387.34249999999997,0,-1.3469226646786343e-05,0.0002169220228822042
603,603,d49e_rfa1_slac2,Marker,388.05500000000001,0,-1.0409644279455e-32,4.3534873261285068e-31
604,604,d266!s5,Drift,388.55314050000015,0,-9.4169365564211317e-06,0.00015165985254674669
605,605,det_48e,Marker,389.05128100000024,0,8.1358916303659756e-34,1.2172640969202391e-32
606,606,d267,Drift,389.13494100000025,0,-1.5751660469463722e-06,2.5455356467713582e-05
607,607,q48e,Quadrupole,389.51860100000027,0,-5.4557006406101042e-06,0.00016346462507957677
608,608,d268,Drift,390.49658600000032,0,-9.2828139156534097e-06,0.00064381618773153818
609,609,sk_q48e,Quadrupole,391.26092100000034,0,-1.4492693901197283e-06,8.2946148551632016e-05
610,610,d269,Drift,391.48348350000032,0,-2.707299609908683e-06,0.00013259524188584068
611,611,hkick_48e,Kicker,391.74352100000033,0,-2.4610911202113301e-06,0.00012053670424162751
612,612,d270,Drift,392.0451335000003,0,-3.5336259842829621e-06,0.00017306617650193174
613,613,det_i48e,Marker,392.22292100000033,0,7.6302550115830779e-18,5.2519536064094788e-17
614,614,d271,Drift,392.70676650000036,0,-9.5699588072495224e-06,0.00046969075484760324
615,615,b48e!s1,SBend,393.68590600000016,0,9.9907076241644112e-06,0.00048948642633306891
616,616,vbsm_electrons,Marker,394.18119999999999,0,-1.1466037504766989e-17,9.8847406757624072e-17
617,617,b48e!s2,SBend,395.15856300000019,0,1.2208062942874009e-05,0.00095789651848983491
618,618,d272,Drift,396.47071750000032,0,-6.6159338560950435e-06,0.00032422307029509803
619,619,det_i47ae,Marker,396.80550900000031,0,3.9888900738336162e-34,1.1678588895132179e-32
620,620,d273,Drift,396.86579950000032,0,-1.1736503002427992e-06,5.8085278128179115e-05
621,621,q47ae,Quadrupole,397.22609000000034,0,5.8181196820781179e-07,0.00011706538781774021
622,622,d274,Drift,397.77695950000032,0,5.6602109867988252e-06,0.00034442204533907
623,623,b47ae,SBend,399.6164400000003,0,-4.1548597183204901e-05,0.0024469660221542898
624,624,d275,Drift,401.42567700000035,0,4.9778458886712554e-06,0.00030290034529916588
625,625,det_47e,Marker,401.64630300000033,0,2.5980884588186224e-34,3.1680270286309654e-32
626,626,d276,Drift,401.80955300000034,0,3.6713949486433008e-06,0.00022460701701581989
627,627,sex_47e,Sextupole,402.10880300000031,0.93581363653760008,0.023073997040952317,0.2022006610795283
628,628,d277,Drift,402.2777530000003,0,7.2585756888470837e-07,4.6079969466293001e-05
629,629,q47e,Quadrupole,402.61070300000034,0,5.3474366539092735e-06,0.00016175978212592303
630,630,d278,Drift,403.10040300000031,0,9.8434279864967668e-07,2.6698996240135672e-05
631,631,sk_q47e,Quadrupole,403.36610300000029,0,3.9435979282411555e-07,1.0696487687142154e-05
632,632,d279,Drift,403.60334500000027,0,8.3667581202876429e-07,2.2693724574331135e-05
633,633,b47e,SBend,405.40817250000032,0,-3.4540867777394325e-07,0.00024084999079494374
634,634,d280,Drift,407.66693450000025,0,3.2320778011626555e-06,8.6467410161374127e-05
635,635,det_46e,Marker,408.28211100000027,0,3.1893280230963642e-18,8.0037547721942959e-17
636,636,d281,Drift,408.32646100000028,0,2.375816850640992e-07,6.2075357296159367e-06
637,637,q46e,Quadrupole,408.6708110000003,0,1.6903298789853654e-06,4.5523463981374464e-05
638,638,d282,Drift,409.06563650000032,0,-1.1828118738635992e-07,2.9840397642713874e-05
639,639,b46e,SBend,412.44810500000034,0,-8.0928889301568375e-05,0.0010435185871742699
640,640,d283,Drift,416.0044505000003,0,-3.9011381243436458e-07,8.5009844749999849e-05
641,641,sex_45e,Sextupole,416.40915300000029,0.48130360546400003,0.0098287305693674654,0.069712214773645628
642,642,d284,Drift,416.57710300000031,0,1.972476481370905e-08,1.0627677711325522e-05
643,643,q45e,Quadrupole,416.90905300000031,0,8.8664429617357707e-06,0.00017171333195568775
644,644,d285,Drift,417.24475300000029,0,2.3552245930654999e-06,3.6504907500796815e-05
645,645,det_45e,Marker,417.28045300000031,0,-4.7568149606545614e-32,8.7541730761648308e-31
646,646,d286,Drift,417.86595300000027,0,3.8412054771221484e-05,0.00059762489311641388
647,647,oct_45e,Octupole,418.64195300000029,0,1.2497858981955217e-05,0.00019444499084322306
648,648,d287,Drift,420.71166200000027,0,0.00012328655684826331,0.0019181248125849865
649,649,det_44e,Marker,422.59087100000028,0,1.8653971943183767e-33,1.4903343957601667e-31
650,650,d288,Drift,422.60387100000031,0,8.3972821968506041e-07,1.320774505655399e-05
651,651,sex_44e,Sextupole,422.75287100000025,-0.37506336003680002,-0.0016190014353102702,0.16133203789319314
652,652,d289,Drift,422.92092100000025,0,2.0702530336919345e-06,3.2562171466431864e-05
653,653,q44e,Quadrupole,423.25297100000029,0,4.8592627250813774e-06,8.4746331241371603e-05
654,654,d290,Drift,423.64208650000029,0,2.2034826824407757e-07,9.732875907265336e-06
655,655,b44e,SBend,427.01884500000028,0,5.9949605443969046e-05,0.00041323251289082132
656,656,d291,Drift,430.53325650000028,0,6.2420977178390355e-07,2.5680338745720169e-05
657,657,q43ae,Quadrupole,431.06002500000028,0,8.3758677248163695e-06,0.00018114652039593829
658,658,d292,Drift,431.3842250000003,0,2.6993304060547693e-06,5.0202345993747973e-05
659,659,det_i43e2,Marker,431.40842500000031,0,1.600945612780194e-16,3.4689050582911728e-16
660,660,d293,Drift,431.93955800000032,0,5.8659991455144534e-05,0.0010988110018327318
661,661,det_i43e,Marker,432.47069100000033,0,3.2982581762399187e-33,6.7793737181598478e-32
662,662,d294,Drift,432.68139100000036,0,2.299189428251593e-05,0.00043446323123316023
663,663,col43e,Marker,432.89209100000033,0,2.8584060711680609e-32,4.8190436830594668e-31
664,664,d295,Drift,433.23639100000037,0,3.757052302564142e-05,0.00070994632422213518
665,665,det_43e,Marker,433.58069100000034,0,1.8495455826107193e-33,2.9232957750888563e-32
666,666,d296,Drift,433.59839100000033,0,1.9039468497137082e-06,3.6355723262761022e-05
667,667,sex_43e,Sextupole,433.75209100000029,-0.6545528966016001,0.2447058317118169,0.7149339362763214
668,668,d297,Drift,433.92009100000035,0,3.0947362806902845e-06,6.5145698914243782e-05
669,669,q43e,Quadrupole,434.25209100000035,0,7.5024193807084608e-06,0.00015423298494717281
670,670,d298,Drift,434.63065700000033,0,3.9506716534434409e-06,5.1613789206809417e-05
671,671,b43e,SBend,437.99635400000034,0,0.00032028230390806529,0.0022541713235883416
672,672,d299,Drift,441.53482150000036,0,1.2735797728536536e-05,0.0001665739957104936
673,673,det_42e,Marker,441.78615800000034,0,-5.6422061756518332e-34,2.2784428394858463e-32
674,674,d300,Drift,441.80485800000031,0,9.5728225054448582e-07,1.2433678349410343e-05
675,675,sex_42e,Sextupole,441.9595580000003,0.48985503761760002,-0.055228284251011173,0.21484607097350492
676,676,d301,Drift,442.12605800000028,0,1.5613427080504877e-06,2.0279528858684347e-05
677,677,q42e,Quadrupole,442.45655800000031,0,5.0739286542375629e-06,6.2875706438611639e-05
678,678,d302,Drift,442.83512400000029,0,-4.9555374962983666e-07,1.370378192000701e-05
679,679,b42e,SBend,446.2008210000003,0,-9.5599962044321022e-06,0.00059293113589467344
680,680,d303,Drift,449.73222400000026,0,-1.5217874867348723e-06,4.2198510729437757e-05
681,681,det_41e,Marker,449.97649600000028,0,-1.7070954889012277e-33,6.2337099036150742e-32
682,682,d304,Drift,450.00084600000025,0,-1.4520566895653371e-07,4.17052617392707e-06
683,683,sex_41e,Sextupole,450.16119600000025,-1.0285654489392002,-0.023129034055130251,0.23131738401600438
684,684,d305,Drift,450.32909600000028,0,-2.4291798411818344e-07,5.278211386223893e-06
685,685,q41e,Quadrupole,450.6609960000003,0,1.8998281025878401e-06,5.4729912543988315e-05
686,686,d306,Drift,451.03956200000027,0,1.1798807010461344e-06,5.422687762226374e-05
687,687,b41e,SBend,454.40525900000029,0,-0.00010526411655382702,0.0023313817333677467
688,688,d307,Drift,457.93676150000027,0,3.6634405715498386e-06,0.00016943036376547833
689,689,det_40e,Marker,458.18113300000027,0,9.4872858168510229e-18,8.723356494117383e-17
690,690,d308,Drift,458.20483300000024,0,3.4986800763071722e-07,1.6442905192331718e-05
691,691,sex_40e,Sextupole,458.36453300000022,-0.0061426210902560006,-6.9429159849988879e-05,0.00060771625516857128
692,692,d309,Drift,458.53298300000029,0,4.7903868560560328e-07,2.2513598037595529e-05
693,693,q40e,Quadrupole,458.86543300000028,0,9.9434162162189571e-06,0.00018147227866099799
694,694,d310,Drift,459.24399900000026,0,4.0496016572346422e-06,4.9534153339630324e-05
695,695,b40e,SBend,462.60969600000027,0,8.4458537143369619e-06,0.0021639693628778146
696,696,d311,Drift,466.14119850000026,0,1.2539401592851179e-05,0.00015352254767376258
697,697,det_39e,Marker,466.38557000000026,0,1.0553089284723391e-17,1.5966565400153945e-16
698,698,d312,Drift,466.40907000000027,0,1.1901941252487461e-06,1.4694454990097101e-05
699,699,sex_39e,Sextupole,466.56857000000025,-0.65454431424000026,-0.033411607221178828,0.2154402945990663
700,700,d313,Drift,466.73722000000026,0,1.4328203831190818e-06,2.0579706057608681e-05
701,701,q39e,Quadrupole,467.06987000000026,0,2.6993729805319318e-06,4.9381967637312047e-05
702,702,d314,Drift,467.44843600000024,0,1.5636208608526895e-06,2.2858175364577277e-05
703,703,b39e,SBend,470.81413300000025,0,6.9515114061496509e-05,0.00095659468432419113
704,704,d315,Drift,474.28308850000025,0,3.6581424598063526e-06,5.3262647337497956e-05
705,705,bump_38e,Kicker,474.57941300000022,0,2.3036351627472598e-06,3.3540986611494997e-05
706,706,d316,Drift,474.75841300000025,0,1.2976809432033109e-06,1.8894267567174464e-05
707,707,det_38e,Marker,474.82291300000026,0,-6.8231472246336804e-34,3.3822260338795641e-32
708,708,d317,Drift,474.8442630000003,0,4.3144401482158348e-07,6.2710162060142652e-06
709,709,sex_38e,Sextupole,475.00161300000025,0.49091463012800002,-0.0099809865917957052,0.077568990157895659
710,710,d318,Drift,475.16846300000026,0,6.2342144531827952e-07,9.0613981243546829e-06
711,711,q38e,Quadrupole,475.49931300000026,0,-1.5668136549404075e-06,6.8517876215309789e-05
712,712,d319,Drift,475.87787900000023,0,-1.9331794312577932e-06,3.2958221520252572e-05
713,713,b38e,SBend,479.24357600000025,0,-4.2201170849277899e-05,0.0013020388317792478
714,714,d320,Drift,482.7749135000002,0,-5.9760609923604136e-06,0.00010177285217507893
715,715,det_37e,Marker,483.01912000000021,0,7.9842834701631355e-35,1.4928400134927246e-33
716,716,d321,Drift,483.04337000000021,0,-5.9632405353470873e-07,1.0040818839087905e-05
717,717,sex_37e,Sextupole,483.20362000000017,-0.38404078441920003,0.041953243191725748,0.15150510631328798
718,718,d322,Drift,483.37167000000017,0,-7.2379335276581666e-07,1.2317956322271324e-05
719,719,q37e,Quadrupole,483.7037200000002,0,-2.7495751180938651e-07,4.2231792381575206e-05
720,720,d323,Drift,484.08228600000018,0,2.9271228541357073e-07,3.8938586481548946e-05
721,721,b37e,SBend,487.44798300000019,0,0.00011611726955290657,0.0016745357811286542
722,722,d324,Drift,490.89594400000021,0,5.861138723065028e-07,8.0224640228587698e-05
723,723,det_36e,Marker,491.05677400000019,0,-9.3642953614938868e-34,1.8607849996278914e-32
724,724,d325,Drift,491.0698740000002,0,4.8174210799206839e-08,6.5462769882672637e-06
725,725,sex_36e,Sextupole,491.21897400000017,0.22435076753488004,-0.011077513864908605,0.046406461508281413
726,726,d326,Drift,491.38682400000016,0,1.1712584829504577e-07,1.5915948250088926e-05
727,727,q36e,Quadrupole,491.71867400000019,0,4.6573588079833771e-06,9.1505785991896201e-05
728,728,d327,Drift,492.18002400000017,0,3.5270650700988388e-06,4.1209126872490227e-05
729,729,bump_36e,Kicker,492.45647400000024,0,2.5160532356320363e-06,2.9396780310035612e-05
730,730,d328,Drift,492.63107400000024,0,1.3006530627105313e-06,1.5196424226261716e-05
731,731,pinger_36e,Kicker,492.94617400000021,0,5.5873432409047125e-06,6.528077365112931e-05
732,732,d329,Drift,493.99565950000022,0,1.7354111042457103e-05,0.00020276001420343483
733,733,b36e,SBend,498.07667600000019,0,9.560586053751179e-05,0.00082673676383771032
734,734,d330,Drift,501.69157250000018,0,7.1260928603714284e-06,8.3219302325202379e-05
735,735,det_35e,Marker,502.01933800000018,0,8.7890852171742046e-22,5.3865250640246955e-20
736,736,d331,Drift,502.03761300000014,0,3.9814641740363817e-07,4.6045474784391266e-06
737,737,sex_35e,Sextupole,502.19188800000012,-0.27227086007520002,0.0025243733844683438,0.077864017567858698
738,738,d332,Drift,502.35866300000015,0,6.2131221651242173e-07,7.4307415993941758e-06
739,739,q35e,Quadrupole,502.68943800000017,0,9.9868066711646801e-07,2.4373927521461723e-05
740,740,d333,Drift,503.06800400000014,0,-4.4924299718436602e-07,1.3067177324376473e-05
741,741,b35e,SBend,506.43370100000016,0,-2.8680061504958227e-05,0.00058910427246876556
742,742,d334,Drift,509.84757950000011,0,-7.2353840362471137e-07,2.1252707870459564e-05
743,743,sex_34e,Sextupole,510.1103270000001,0.10192273274784001,0.0027703925427250429,0.036051891305235527
744,744,d335,Drift,510.26772700000009,0,-1.4860712340472891e-07,3.7746201069801634e-06
745,745,q34e,Quadrupole,510.58912700000013,0,1.3373899263841762e-06,6.0525234253422935e-05
746,746,d336!s1,Drift,511.27757700000012,0,1.2773396241080709e-05,0.00020175611395028612
747,747,injs34e,Marker,511.66602700000016,0,-5.3966530541222416e-33,6.4938091907239208e-31
748,748,d336!s2,Drift,513.40782400000012,0,5.7275487842636814e-05,0.00090466776679183755
749,749,det_34e,Marker,515.14962100000014,0,1.7710080930194723e-18,9.3905410721819334e-17
750,750,d337,Drift,515.5234710000002,0,1.2156074368445691e-05,0.00019296509208464459
751,751,det_33e,Marker,515.89732100000015,0,5.2169393018174424e-32,4.5475186879137588e-31
752,752,d338,Drift,515.91002100000014,0,4.0786473298055436e-07,6.5111331062029845e-06
753,753,sex_33e,Sextupole,516.05872100000022,-0.21013548676064006,-0.012723306454341667,0.147948446612477
754,754,d339,Drift,516.22687100000019,0,1.1871446601990081e-06,1.6127766998048793e-05
755,755,q33e,Quadrupole,516.55902100000026,0,2.8972148436999746e-06,4.1222257935538765e-05
756,756,d340,Drift,516.9376020000002,0,1.9174502261491616e-06,2.715050782687547e-05
757,757,b33e,SBend,520.30331400000011,0,2.7359749388274671e-05,0.0012947145427298086
758,758,d341,Drift,523.95800500000018,0,9.0638439232954253e-06,0.00012807920111194043
759,759,det_32e,Marker,524.32556500000021,0,3.0899620872960874e-17,1.1901074580235957e-16
760,760,d342,Drift,524.34031500000015,0,3.6381790650240691e-07,5.1572314209191328e-06
761,761,sex_32e,Sextupole,524.49106500000028,0.2687364871656,0.003128008180731238,0.076284089332260552
762,762,d343,Drift,524.65776500000027,0,7.5723455786261118e-07,1.0734034211666085e-05
763,763,q32e,Quadrupole,524.98846500000036,0,1.3891897423992744e-06,5.2886192649010122e-05
764,764,d344,Drift,525.3670460000003,0,-4.9824183371250302e-07,1.5657174099831956e-05
765,765,b32e,SBend,528.73275800000022,0,-4.2327671491555641e-05,0.00066619204022388555
766,766,d345,Drift,532.26438000000019,0,-1.5424366332446617e-06,4.8392584670302156e-05
767,767,det_31e,Marker,532.50887100000023,0,1.9433724811994527e-20,1.4484769713940991e-18
768,768,d346,Drift,532.53272100000015,0,-1.5617081345599004e-07,4.6934532053463183e-06
769,769,sex_31e,Sextupole,532.69257100000027,-1.0363897738480001,0.016182861914868008,0.22084528056691521
770,770,d347,Drift,532.86072100000024,0,-2.1372312319152168e-07,5.980328594957616e-06
771,771,q31e,Quadrupole,533.19287100000031,0,8.353220077493518e-07,2.9058780491008126e-05
772,772,d348,Drift,533.57145200000025,0,1.1759555029775578e-06,2.492124341021095e-05
773,773,b31e,SBend,536.93716400000017,0,6.5543482255044091e-05,0.0010248293558668489
774,774,d349,Drift,540.59185500000024,0,5.5199104871965581e-06,0.00011724283031525709
775,775,det_30e,Marker,540.95941500000026,0,1.1745439580224777e-33,1.3707137442728307e-30
776,776,d350,Drift,540.9723650000002,0,1.9712218838827893e-07,4.1343804182989472e-06
777,777,sex_30e,Sextupole,541.12131500000032,-0.062302540208800002,0.0016155821961212227,0.0093172426381870621
778,778,d351,Drift,541.28981500000032,0,4.9470819479596605e-07,1.0375858192583823e-05
779,779,q30e,Quadrupole,541.62231500000041,0,3.5852029794886413e-06,8.3352933832341801e-05
780,780,d352,Drift,542.00089600000035,0,3.6460968885324505e-07,3.2656533790452669e-05
781,781,b30e,SBend,545.36660800000027,0,5.6449781648058028e-05,0.0013376517113311856
782,782,d353,Drift,548.90383850000023,0,1.1707678566119145e-06,0.0001033446163170743
783,783,sk_sex_29e,Sextupole,549.21763800000019,0,2.9819296900057839e-07,2.6321732188262546e-05
784,784,d354,Drift,549.76233800000023,0,2.2516611949123367e-06,0.00019875593693134114
785,785,det_29e,Marker,550.24333800000022,0,1.1345117511903921e-32,1.2239546216335064e-31
786,786,d355,Drift,550.25668800000028,0,6.6822777134125643e-08,5.4741290833302585e-06
787,787,sex_29e,Sextupole,550.40603800000031,-0.72098578103200006,0.090865702759494821,0.33425029588374783
788,788,d356,Drift,550.57438800000034,0,1.996026126493523e-07,1.3128275866726849e-05
789,789,q29e,Quadrupole,550.90673800000036,0,-1.0060497179976786e-06,5.81173093113073e-05
790,790,d357,Drift,551.28531950000024,0,-1.9572959784107804e-06,5.8226547480229399e-05
791,791,b29e,SBend,554.65103200000021,0,9.7806139784241994e-05,0.0024135551049136736
792,792,d358,Drift,558.11762250000027,0,-4.4855233401208013e-06,0.00013361065669945728
793,793,bump_28e,Kicker,558.41138200000034,0,-2.8568859145134693e-06,8.5098298283209741e-05
794,794,d359,Drift,558.5999820000003,0,-1.8571008175771035e-06,5.5317616469275712e-05
795,795,det_28e,Marker,558.67428200000029,0,3.6565235691363534e-34,1.6300592909727451e-32
796,796,d360,Drift,558.68673200000035,0,-3.0906381706290005e-07,9.282096256670056e-06
797,797,sex_28e,Sextupole,558.83518200000037,0.20131291634928003,-0.0016684124314881995,0.026606275443926915
798,798,d361,Drift,559.00368200000037,0,-8.0679309674838314e-07,2.4230371754436195e-05
799,799,q28e,Quadrupole,559.33618200000046,0,-7.0490754743135324e-06,0.00019288685876507687
800,800,d362,Drift,559.7147630000004,0,-1.5153326085960124e-06,5.1324591452347641e-05
801,801,b28e,SBend,563.08047500000032,0,-1.9530222863553154e-05,0.0022566252649370761
802,802,d363,Drift,566.61080600000037,0,-4.6838577021510804e-06,0.00015829448964226146
803,803,det_27e,Marker,566.85400600000037,0,5.1019442189748916e-34,3.3189387631042156e-32
804,804,d364,Drift,566.87910600000043,0,-4.8461589562560503e-07,1.626912847202748e-05
805,805,sex_27e,Sextupole,567.04020600000047,-0.68065802517439999,-0.016284425454112503,0.17150717559846854
806,806,d365,Drift,567.20840600000042,0,-6.8511005523940281e-07,2.0727275926186325e-05
807,807,q27e,Quadrupole,567.54060600000048,0,1.6777034657741509e-07,5.443632309974089e-05
808,808,d366,Drift,567.91919550000046,0,1.4572250477898751e-06,3.7963688943241739e-05
809,809,b27e,SBend,571.28491600000041,0,4.7322256717322901e-05,0.0016268470160900742
810,810,d367,Drift,574.75252350000039,0,3.346959050787549e-06,8.7620005385188082e-05
811,811,bump_26e,Kicker,575.04730000000052,0,2.1197076600169704e-06,5.5491804282182413e-05
812,812,d368,Drift,575.23425000000054,0,1.3473032502420383e-06,3.5271037454907531e-05
813,813,det_26e,Marker,575.3069000000005,0,-5.3642235116089175e-18,6.3612466276622613e-17
814,814,d369,Drift,575.32075000000043,0,2.585990927516853e-07,6.7300958120955417e-06
815,815,sex_26e,Sextupole,575.47060000000056,0.37586853976800005,0.012780689127311656,0.045702244069743339
816,816,d370,Drift,575.63835000000051,0,5.9281741480471955e-07,1.5428197980720917e-05
817,817,q26e,Quadrupole,575.97010000000057,0,9.6337779568287642e-06,0.00013144099161683544
818,818,d371,Drift,576.34868950000055,0,3.4547686212430768e-06,4.402821845474919e-05
819,819,b26e,SBend,579.7144100000005,0,0.00013708733696903645,0.0019518315552778936
820,820,d372,Drift,583.24468000000047,0,1.0645828950007973e-05,0.00013558864818476049
821,821,det_25e,Marker,583.48781900000051,0,2.598317885808404e-33,4.5410301664302346e-32
822,822,d373,Drift,583.51311900000053,0,1.0934670990364497e-06,1.4020929914733225e-05
823,823,sex_25e,Sextupole,583.67441900000063,-0.23828932174880002,-0.010362462636296196,0.10528279486196065
824,824,d374,Drift,583.84251900000061,0,1.4143883992901949e-06,1.7335040459873457e-05
825,825,q25e,Quadrupole,584.17461900000069,0,3.1001298298027732e-06,5.7156272946824769e-05
826,826,d375,Drift,584.55320850000066,0,1.3578792118945814e-06,5.1323578025866005e-05
827,827,b25e,SBend,587.91892900000062,0,-1.6395601104415217e-05,0.0022456692300181144
828,828,d376,Drift,591.44994850000069,0,4.2528702024227148e-06,0.00016000876025569946
829,829,det_24e,Marker,591.69383700000071,0,9.8935295901980301e-18,6.1167017777933629e-17
830,830,d377,Drift,591.71793700000069,0,4.2790013404404791e-07,1.5828213948998866e-05
831,831,sex_24e,Sextupole,591.87803700000075,0.59280846844640023,-0.0091472240264292258,0.063786058143066218
832,832,d378,Drift,592.04658700000073,0,5.7793150885989785e-07,2.1377940416574419e-05
833,833,q24e,Quadrupole,592.37913700000081,0,5.2426632864164857e-07,0.00017390696408901658
834,834,d379,Drift,592.75772700000084,0,-7.0213904409266232e-07,4.9489096758008662e-05
835,835,b24e,SBend,596.12344800000074,0,-4.1467256996415557e-05,0.0020214522209830656
836,836,d380,Drift,600.33728700000086,0,-8.2308960597107052e-06,0.00058133259263531533
837,837,sk_sex_23e,Sextupole,601.3270950000009,0,-5.6044572981828098e-07,3.9583219952094004e-05
838,838,d381,Drift,601.65464500000087,0,-2.3488094017220041e-06,0.00016589195746916953
839,839,det_23e,Marker,601.91909500000088,0,3.9655607201979002e-17,2.1721633731033644e-16
840,840,d382,Drift,601.93354500000089,0,-1.2788112973385897e-07,9.0091170869459971e-06
841,841,sex_23e,Sextupole,602.08399500000098,-0.73357873032639997,0.082034513517444951,0.29620613926487693
842,842,d383,Drift,602.25179500000093,0,-3.2026817713081233e-07,1.9990017679887055e-05
843,843,q23e,Quadrupole,602.58359500000097,0,4.5794775661632347e-07,5.4138897485792392e-05
844,844,d384,Drift,602.96218450000094,0,2.8909519934454194e-07,3.8634604607802974e-05
845,845,b23e,SBend,606.3279050000009,0,8.4146278286843389e-05,0.0017270800764756994
846,846,d385,Drift,609.85852500000101,0,8.8361867375692788e-07,0.00012057120390985255
847,847,det_22e,Marker,610.10201400000096,0,7.3587238015551982e-18,1.1142293722549862e-16
848,848,d386,Drift,610.12706400000104,0,9.4537396486598447e-08,1.2442220425609293e-05
849,849,sex_22e,Sextupole,610.28811400000109,0.83674279542560004,-0.085781696149744471,0.32704680709841394
850,850,d387,Drift,610.45611400000098,0,1.2076633481829376e-07,1.5894253637490497e-05
851,851,q22e,Quadrupole,610.78811400000109,0,5.1608954217033171e-06,7.1999492927560545e-05
852,852,d388,Drift,611.16670350000106,0,2.3462564227046238e-06,2.1461568794641832e-05
853,853,b22e,SBend,614.53242400000101,0,4.5372315024502373e-05,0.00090555084420441793
854,854,d389,Drift,618.06381350000106,0,7.2580636792305862e-06,6.6305963272298864e-05
855,855,det_21e,Marker,618.30807200000106,0,2.6118604851298494e-17,1.3792273038042273e-16
856,856,d390,Drift,618.33082200000104,0,6.7200139911405826e-07,6.1282381545610087e-06
857,857,sex_21e,Sextupole,618.48957200000109,-1.026784275544,0.017886902428539339,0.33748173965120337
858,858,d391,Drift,618.65907200000106,0,1.0285029826988814e-06,8.9402556858931419e-06
859,859,q21e,Quadrupole,618.99257200000113,0,1.6724244282839805e-06,2.9423461508927848e-05
860,860,d392,Drift,619.37116150000111,0,-1.5519630624465999e-07,2.4136372689276972e-05
861,861,b21e,SBend,622.73688200000106,0,-2.9834051041787698e-05,0.0010864529921846577
862,862,d393,Drift,626.26755200000105,0,-4.6411716921799203e-07,7.526116804714423e-05
863,863,det_20e,Marker,626.5110910000011,0,1.0711855977108505e-31,8.9462341804631397e-31
864,864,d394,Drift,626.53449100000103,0,-3.7880897604114569e-08,7.2516376569360675e-06
865,865,sex_20e,Sextupole,626.69389100000114,0.46110346399200008,-0.011203855956399047,0.096225709099812914
866,866,d395,Drift,626.86349100000109,0,-5.4393083714741905e-08,1.0412607917599398e-05
867,867,q20e,Quadrupole,627.19709100000114,0,-8.0894445078516787e-07,7.3344979897174708e-05
868,868,d396,Drift,627.57568050000111,0,8.5869205549496657e-07,2.8859785389555657e-05
869,869,b20e,SBend,630.94140100000106,0,2.2881059586396272e-05,0.0012795186219326589
870,870,d397,Drift,634.49754000000109,0,2.892932183062607e-06,9.8195348450427018e-05
871,871,sex_19e,Sextupole,634.90254800000116,-0.51073970726400009,0.053982286512639754,0.28167247699404618
872,872,d398,Drift,635.07004800000107,0,3.9216882084545726e-07,1.1191729590356935e-05
873,873,q19e,Quadrupole,635.40154800000118,0,8.371041463494337e-06,8.5521946332105421e-05
874,874,d399,Drift,635.77324800000122,0,8.2518499100446974e-06,8.0413518751473869e-05
875,875,det_19e,Marker,635.84494800000118,0,-1.6789401777622872e-17,1.2972136059757596e-16
876,876,d400!s1,Drift,638.04247400000054,0,0.00025632881401936011,0.0024731695042378779
877,877,scw19ea_rfa1_wg1,Marker,640.24000000000001,0,-5.9642200014038154e-34,3.132072159056192e-32
878,878,d400!s2,Drift,640.28899999999999,0,5.7155691841651443e-06,5.5146244325560038e-05
879,879,scw19ea_rfa2_wg1,Marker,640.33799999999997,0,-5.4482356738250451e-17,1.3409726124118759e-16
880,880,d400!s3,Drift,640.41399999999999,0,8.8649644488042718e-06,8.553295038241592e-05
881,881,scw19ea_rfa3_wg1,Marker,640.49000000000001,0,-1.8212738677527685e-17,4.8006295526404076e-17
882,882,d400!s4,Drift,640.94426650000059,0,5.2987583852907291e-05,0.00051124676322309966
883,883,det_18e,Marker,641.39853300000118,0,-1.6382787317338658e-17,8.0980191977512809e-17
884,884,d401,Drift,641.41263300000116,0,1.6492296322959662e-06,1.5874123269288403e-05
885,885,sex_18e,Sextupole,641.56273300000123,0.22632810801008005,0.0025943931385421274,0.015091009327386584
886,886,d402,Drift,641.73008300000117,0,3.6669041825128582e-06,3.5294593226418168e-05
887,887,q18e,Quadrupole,642.06143300000122,0,3.5010924711763025e-05,0.00031925792948119902
888,888,d403,Drift,642.44002250000119,0,9.4091464371517274e-06,8.6098926094850479e-05
889,889,b18e,SBend,645.80574300000114,0,0.0007471639343211876,0.0038835596792337166
890,890,d404,Drift,649.3375325000012,0,2.9199406578005458e-05,0.00026714920563251845
891,891,det_17e,Marker,649.58219100000122,0,1.0410630905494742e-16,2.82356868297869e-16
892,892,d405,Drift,649.60459100000128,0,2.6420003917001567e-06,2.433941883262723e-05
893,893,sex_17e,Sextupole,649.76299100000131,-0.81155029449920002,0.072148813832206463,0.32263682513833297
894,894,d406,Drift,649.93244100000129,0,3.8836559605197429e-06,3.5688873101962807e-05
895,895,q17e,Quadrupole,650.26589100000137,0,8.4666590950011801e-06,8.3010026094153253e-05
896,896,d407,Drift,650.64448050000135,0,3.0045377137590221e-06,4.0629613773688592e-05
