element_order,element_index,element_name,element_type,s_m,k2l_m2,eta_total,magnitude_total
302,302,d126,Drift,133.36720100000005,0,7.4760897356495747e-08,7.6650288891740733e-06
303,303,sex_19w,Sextupole,133.53465100000005,-0.44348070160480002,-0.090891520955397931,0.35085558919255727
304,304,d127,Drift,133.93972700000003,0,2.5737218990558196e-07,6.7171230370513042e-05
305,305,b20w,SBend,137.49593400000006,0,-4.3698862139282946e-05,0.00088870739962639933
306,306,d128,Drift,140.86163450000006,0,7.6238097404068669e-08,1.977622716944892e-05
307,307,q20w,Quadrupole,141.24020400000003,0,-3.9302473726282685e-07,4.551573645648835e-05
308,308,d129,Drift,141.57337900000005,0,-1.2174107769379155e-07,1.2176886094485602e-05
309,309,sex_20w,Sextupole,141.74255400000004,0.34895475405280008,0.030901839134690631,0.13120780280047259
310,310,d130,Drift,141.90162900000004,0,-8.4677479092166107e-08,8.4696803807347858e-06
311,311,det_20w,Marker,141.92470400000005,0,-7.0184429673949564e-32,7.2073646808489197e-31
312,312,d131,Drift,142.16897200000005,0,-9.2984205785547825e-07,8.9278984205075099e-05
313,313,b21w,SBend,145.70037100000008,0,-6.5229371132341922e-05,0.0012509352779493537
314,314,d132,Drift,149.06607150000008,0,-2.9699454336720866e-07,2.8462501496444174e-05
315,315,q21w,Quadrupole,149.44464100000005,0,-1.9290240726710796e-07,3.7816039853497149e-05
316,316,d133,Drift,149.77656600000006,0,-1.4199104840626487e-08,1.3727307223076292e-05
317,317,sex_21w,Sextupole,149.94449100000006,-1.0296646092624,0.050875175156579876,0.61781127239953892
318,318,d134,Drift,150.10481600000006,0,-1.3129630790223746e-07,1.0928095234529348e-05
319,319,det_21w,Marker,150.12914100000006,0,-4.1196628648025757e-49,5.8241699647050479e-48
320,320,d135,Drift,150.37340900000007,0,-1.3540138457390856e-06,0.00011045864706145149
321,321,b22w,SBend,153.90480800000009,0,0.00012807297605437661,0.0015205541216798614
322,322,d136,Drift,157.27050850000009,0,-4.3750065586260066e-07,3.578470363157991e-05
323,323,q22w,Quadrupole,157.64907800000006,0,-1.1563995640404543e-06,5.9514407207533772e-05
324,324,d137,Drift,157.98212800000007,0,-7.8805383299402942e-08,7.7265202994849828e-06
325,325,sex_22w,Sextupole,158.15117800000007,0.73385280778080009,-0.037631584487580243,0.3115544490259155
326,326,d138,Drift,158.30997800000009,0,-5.436498455085118e-08,5.33024698421488e-06
327,327,det_22w,Marker,158.33277800000008,0,-2.5239917060885569e-18,3.4902326039073001e-17
328,328,d139,Drift,158.57744650000009,0,-6.2194521618073358e-07,5.7008248533596678e-05
329,329,b23w,SBend,162.1092460000001,0,4.2730476038460738e-05,0.00075001907918399041
330,330,d140,Drift,165.4749465000001,0,-1.995005680120153e-07,1.8172287997047127e-05
331,331,q23w,Quadrupole,165.85351600000007,0,-2.8898252165950152e-07,3.726746487790491e-05
332,332,d141,Drift,166.18621600000009,0,8.766599222735661e-09,1.4941278544940195e-05
333,333,sex_23w,Sextupole,166.35491600000009,-1.0421456713024,0.053219212801054912,0.32383114498512761
334,334,d142,Drift,166.5035160000001,0,-3.6226351948536663e-08,5.7506991061781232e-06
335,335,det_23w,Marker,166.5161160000001,0,-3.5070841278724298e-17,1.5935226409397215e-16
336,336,d143,Drift,166.7935160000001,0,-9.9508031470003415e-07,0.00012739674962058303
337,337,sk_sex_23w,Sextupole,167.13516600000011,0,-2.3047552346371139e-07,2.9506997704100592e-05
338,338,d144,Drift,167.70251600000012,0,-1.8047040603279883e-06,0.00023105012521311408
339,339,det_i23w1,Marker,168.20561600000011,0,8.8526290384212339e-33,9.8701853664963188e-32
340,340,d145,Drift,168.61609150000012,0,-1.7205951426116322e-06,0.00018945843709630806
341,341,b24w,SBend,172.31369800000013,0,6.8680385656343625e-05,0.0015245582641929053
342,342,d146,Drift,175.67939850000013,0,-3.2788928562829855e-07,3.6355566414063235e-05
343,343,q24w,Quadrupole,176.0579680000001,0,-5.0469674159035878e-06,0.00018010918208279385
344,344,d147,Drift,176.3897430000001,0,-1.1269561999794073e-06,2.8133066733206678e-05
345,345,sex_24w,Sextupole,176.5575180000001,0.68507368068160013,0.010250126716100885,0.113823097048471
346,346,d148,Drift,176.71779300000011,0,-8.6095552335051506e-07,2.149268906213512e-05
347,347,det_24w,Marker,176.7420680000001,0,-9.9429328125048104e-34,1.3246751366609385e-32
348,348,d149,Drift,176.98654400000012,0,-8.7466982000263477e-06,0.00021616348905687395
349,349,b25w,SBend,180.51815100000013,0,-0.00011879206358578734,0.0029916620184633081
350,350,d150,Drift,183.88385150000013,0,-2.7925738440691274e-06,6.9093564275731335e-05
351,351,q25w,Quadrupole,184.2624210000001,0,-3.9221704827422361e-06,7.8779323871922674e-05
352,352,d151,Drift,184.5948710000001,0,-1.3675804824813705e-06,2.3794831210893321e-05
353,353,sex_25w,Sextupole,184.7633210000001,-0.46110588329600011,-0.1060683707221847,0.37197085969171362
354,354,d152,Drift,184.92292100000012,0,-9.8918731820517842e-07,1.7103507785272233e-05
355,355,det_25w,Marker,184.9465210000001,0,3.5906729843665696e-33,1.8158728035280353e-31
356,356,d153,Drift,185.19098900000009,0,-1.0265147338190148e-05,0.00017810724132103073
357,357,b26w,SBend,188.72258800000012,0,-0.00047435134449676155,0.0028612126104638922
358,358,d154,Drift,192.08828850000012,0,-3.316115637130334e-06,5.7566137668653235e-05
359,359,q26w,Quadrupole,192.46685800000009,0,-7.7976431737672275e-06,0.00012351766470866917
360,360,d155,Drift,192.80030800000011,0,-4.8626903010003205e-07,9.656828316338456e-06
361,361,sex_26w,Sextupole,192.9697580000001,0.36295188395360006,0.02309979179910155,0.079065044144492724
362,362,d156,Drift,193.11765800000009,0,-1.7299256976945878e-07,3.435463586383696e-06
363,363,det_26w,Marker,193.12955800000009,0,-6.0527317367408256e-19,2.6723385909201005e-17
364,364,d157,Drift,193.20020800000009,0,-1.0444957375340547e-06,2.038521765997976e-05
365,365,bump_26w,Kicker,193.3856080000001,0,-1.6964739686318144e-06,3.3109748428638038e-05
366,366,d158,Drift,193.68262900000011,0,-2.6947102983337531e-06,5.2592130334079318e-05
367,367,b27w,SBend,197.15203100000011,0,-7.8032692875118189e-05,0.001066640350958833
368,368,d159,Drift,200.51773150000011,0,-1.1597769987253424e-06,2.258629443971457e-05
369,369,q27w,Quadrupole,200.89630100000008,0,-2.1392570961753471e-06,3.4845811952409912e-05
370,370,d160,Drift,201.22987600000008,0,-1.3504914587844088e-07,8.1293598273189347e-06
371,371,sex_27w,Sextupole,201.39945100000008,-0.81048516175680008,0.0070707926473936927,0.16262863164276675
372,372,d161,Drift,201.55942600000006,0,-8.3301531885020409e-08,5.6948615625274902e-06
373,373,det_27w,Marker,201.58340100000007,0,-9.1091928485946824e-34,1.9252552927560906e-32
374,374,d162,Drift,201.82637700000006,0,-1.0156469492663616e-06,5.805026303643206e-05
375,375,b28w,SBend,205.35648400000008,0,-1.4600384785056918e-05,0.00080014396358900688
376,376,d163,Drift,208.72218450000008,0,-3.278790817615417e-07,1.8835429248689577e-05
377,377,q28w,Quadrupole,209.10075400000005,0,-5.1111069089107715e-06,0.00010022462626523544
378,378,d164,Drift,209.43370400000006,0,-1.2898502705123039e-06,2.0497551068574484e-05
379,379,sex_28w,Sextupole,209.60265400000006,0.21971819696992001,-0.022376370718686464,0.061742624635832494
380,380,d165,Drift,209.75200400000006,0,-5.2259487443490411e-07,8.3047741051930414e-06
381,381,det_28w,Marker,209.76535400000006,0,-2.9153061991181106e-35,3.4033287793900415e-33
382,382,d166,Drift,209.83695400000008,0,-2.879710756965633e-06,4.4451482156279371e-05
383,383,bump_28w,Kicker,210.02330400000008,0,-4.6151789017491226e-06,7.1240329293717649e-05
384,384,d167,Drift,210.31844050000007,0,-7.2550411238950591e-06,0.00011198948723446706
385,385,b29w,SBend,213.78595800000008,0,0.00013091050153022014,0.0019833482807425206
386,386,d168,Drift,217.15165850000008,0,-3.1365882255758394e-06,4.8445653642077802e-05
387,387,q29w,Quadrupole,217.53022800000005,0,-3.7421164832903137e-06,5.3089922140919335e-05
388,388,d169,Drift,217.86255300000008,0,-1.0561305959593337e-06,1.5362923090988399e-05
389,389,sex_29w,Sextupole,218.03087800000006,-0.87083802499200003,0.34553393884679001,0.91321478378003806
390,390,d170,Drift,218.18015300000005,0,-4.0692090392820871e-07,6.1905174582307291e-06
391,391,det_29w,Marker,218.19342800000004,0,-2.4644163771582528e-33,6.7844660570667775e-32
392,392,d171,Drift,218.67252800000006,0,-1.4072029908260955e-05,0.0002248247621717298
393,393,sk_sex_29w,Sextupole,219.21537800000004,0,-1.8724523202808597e-06,2.9915630533184425e-05
394,394,d172,Drift,219.53120450000006,0,-7.4039408206029509e-06,0.00011829062651134218
395,395,b30w,SBend,223.07041200000006,0,6.6737414276363073e-05,0.0015094294597822453
396,396,d173,Drift,226.43611250000006,0,-2.3253987887670765e-06,3.7118690670620169e-05
397,397,q30w,Quadrupole,226.81468200000003,0,-3.4428458471863755e-06,7.0980265941920166e-05
398,398,d174,Drift,227.14688200000006,0,-9.5142460019976617e-08,6.4398021917621854e-06
399,399,sex_30w,Sextupole,227.31508200000005,0.013216716393568003,-0.0016857555721684207,0.0043010682926822872
400,400,d175,Drift,227.46398200000004,0,-3.8116078691528809e-08,2.579920753825882e-06
401,401,det_30w,Marker,227.47688200000005,0,-1.8976328174398793e-32,4.1561031594218829e-31
402,402,d176,Drift,227.84481100000005,0,-9.6498842497538683e-07,7.3435894878618233e-05
403,403,b31w,SBend,231.49987100000007,0,-3.1054869305722304e-06,0.00062032216539988181
404,404,d177,Drift,234.86557150000007,0,-2.0496381944401495e-07,1.5592828424697977e-05
405,405,q31w,Quadrupole,235.24414100000004,0,-1.3458308768863171e-06,2.4840626417594932e-05
406,406,d178,Drift,235.57734100000005,0,-3.6610251286433945e-07,5.4072798176490439e-06
407,407,sex_31w,Sextupole,235.74654100000004,-0.69746176109920011,0.028587002284768057,0.14706524973593738
408,408,d179,Drift,235.90614100000005,0,-2.7840881784836709e-07,3.9741344520620272e-06
409,409,det_31w,Marker,235.92974100000004,0,-1.6266587570939108e-34,1.5077809748691127e-32
410,410,d180,Drift,236.17346650000002,0,-2.8271722470421247e-06,4.1279416761540781e-05
411,411,b32w,SBend,239.70432300000004,0,-8.1429397706433062e-05,0.00059956574084107646
412,412,d181,Drift,243.07002350000005,0,-9.1476727329918007e-07,1.3378128331162765e-05
413,413,q32w,Quadrupole,243.44859300000002,0,-3.6199266899178919e-06,5.6013629944440389e-05
414,414,d182,Drift,243.77916800000003,0,-4.3798938182024172e-07,1.0501359437514217e-05
415,415,sex_32w,Sextupole,243.94574300000002,0.15971704782816004,0.0010655168689238975,0.045275349275385193
416,416,d183,Drift,244.094368,0,-1.808541601228115e-07,4.3362113785703247e-06
417,417,det_32w,Marker,244.10699300000002,0,-5.2947389798739919e-34,5.4414002167952101e-32
418,418,d184,Drift,244.476822,0,-5.0918645744977809e-06,0.00012655560024802694
419,419,b33w,SBend,248.13378200000002,0,-0.00011670981034842192,0.0013971001858271916
420,420,d185,Drift,251.49948250000003,0,-1.0757751069230991e-06,2.6664894342849823e-05
421,421,q33w,Quadrupole,251.878052,0,-1.4299193338098512e-06,3.1029604795152013e-05
422,422,d186,Drift,252.21025200000003,0,-1.5969850709927765e-07,1.0021938007935406e-05
423,423,sex_33w,Sextupole,252.37845200000001,-0.16336358603872,-0.0061138981568297605,0.19785132451627629
424,424,d187,Drift,252.75595200000001,0,-1.3806094609541515e-06,7.4057864953883649e-05
425,425,det_33w,Marker,252.99745200000001,0,-5.1047645928935449e-35,2.2685404726431713e-32
426,426,d188,Drift,254.30471000000003,0,-8.326371080334039e-06,0.00040457716094690683
427,427,det_34w,Marker,255.61196800000002,0,-6.7978863510881323e-34,1.2512400531346209e-32
428,428,d189!s1,Drift,256.19156800000002,0,-3.9948836244583494e-06,0.00018067303849808285
429,429,injs34w,Marker,256.77116799999999,0,6.4755817336173178e-18,9.3662178996043379e-17
430,430,d189!s2,Drift,257.15961800000002,0,-2.6773853415056817e-06,0.00012108771877952105
431,431,q34w,Quadrupole,257.84806800000001,0,-2.1881587043372269e-06,3.1071432417259078e-05
432,432,d190,Drift,258.16651800000005,0,-2.9601792858806477e-07,4.2910482260052028e-06
433,433,sex_34w,Sextupole,258.32096799999999,0.10186211028,0.0037735410649203452,0.10004710746189069
434,434,d191,Drift,258.58666599999998,0,-2.0809177943704243e-06,3.0164789854430983e-05
435,435,b35w,SBend,262.00349499999999,0,-0.00012377343629588655,0.00098180827829330293
436,436,d192,Drift,265.36919149999994,0,-1.2492989636524777e-06,1.8070534955419797e-05
437,437,q35w,Quadrupole,265.74775699999998,0,-1.4888556633824608e-06,2.321733347389209e-05
438,438,d193,Drift,266.07983199999995,0,-2.3198756941645476e-07,8.1970255253997544e-06
439,439,sex_35w,Sextupole,266.24790699999994,-0.16437443436752003,0.00090519520317617513,0.14501444890005857
440,440,d194,Drift,266.39988199999993,0,-9.9156196221986716e-08,4.0226535959684949e-06
441,441,det_35w,Marker,266.41585699999996,0,-7.4925910932950419e-34,1.788008082526823e-32
442,442,d195,Drift,266.74456199999997,0,-2.1055595932859813e-06,8.3542986009649018e-05
443,443,b36w,SBend,270.36039799999998,0,2.5208109618730105e-06,0.00085231576619444218
444,444,d196,Drift,273.8519445,0,-1.3282690635563037e-06,5.2459683915560429e-05
445,445,det_i36w1,Marker,274.05635999999998,0,-3.4381017316104635e-33,1.9760156993534139e-31
446,446,d197,Drift,274.43385999999998,0,-2.4663728684314507e-06,9.7309661565648807e-05
447,447,det_i36w2,Marker,274.81135999999998,0,1.9579583208128911e-34,2.1010056661725216e-32
448,448,d198,Drift,274.87270999999998,0,-4.0201341244368891e-07,1.5876879431334055e-05
449,449,pinger_36w,Kicker,275.26206000000002,0,-2.1493137616108719e-06,8.4883723773148965e-05
450,450,d199,Drift,275.67905999999999,0,-5.8319794142163323e-07,2.3032473828690753e-05
451,451,bump_36w,Kicker,275.88056,0,-7.3718840907720917e-07,2.911408208681093e-05
452,452,d200,Drift,276.20576000000005,0,-1.393777552126062e-06,5.5045024532166939e-05
453,453,q36w,Quadrupole,276.71846000000005,0,-1.9644059927741359e-06,4.6509249170495717e-05
454,454,d201,Drift,277.05103500000007,0,-5.8398925608615186e-07,8.6359720703850871e-06
455,455,sex_36w,Sextupole,277.21961000000005,0.17684188730640002,-0.013702350213030684,0.044625992264778397
456,456,d202,Drift,277.36813500000011,0,-2.2454230032620822e-07,3.320508063875525e-06
457,457,det_36w,Marker,277.38066000000009,0,4.3825268341065492e-34,9.0606676265640301e-33
458,458,d203,Drift,277.5413400000001,0,-2.8766062986288914e-06,4.2464594621187641e-05
459,459,b37w,SBend,280.98915100000011,0,-2.2967151208842138e-05,0.00088561439299682102
460,460,d204,Drift,284.35484800000006,0,-1.3923454201005174e-06,2.0599243238258203e-05
461,461,q37w,Quadrupole,284.7334140000001,0,-2.616867084305318e-06,3.1238949167590657e-05
462,462,d205,Drift,285.06611400000014,0,-9.7249859009561199e-07,1.2089330580455048e-05
463,463,sex_37w,Sextupole,285.23481400000009,-0.24388335733168001,0.044359809245366755,0.12269375990076557
464,464,d206,Drift,285.39366400000011,0,-5.7080021233358935e-07,8.6615456968855473e-06
465,465,det_37w,Marker,285.41651400000012,0,1.151225358492282e-17,6.5634000779197064e-17
466,466,d207,Drift,285.66147050000012,0,-6.0970930039529652e-06,9.3360362669432911e-05
467,467,b38w,SBend,289.19355800000011,0,5.7449119083859329e-05,0.0011845298036652773
468,468,d208,Drift,292.55925450000007,0,-1.9705510594565362e-06,3.0116788842113671e-05
469,469,q38w,Quadrupole,292.9378200000001,0,-2.4785194311856501e-06,7.3929108208853637e-05
470,470,d209,Drift,293.26952000000011,0,-2.6040887155119458e-08,9.5836962951368958e-06
471,471,sex_38w,Sextupole,293.43722000000008,0.53528542888320008,-0.033886329328714437,0.10818753092173973
472,472,d210,Drift,293.5866200000001,0,-1.1007819802086459e-08,4.0511523771177746e-06
473,473,det_38w,Marker,293.60002000000009,0,-7.2536534337589694e-33,3.0347728252245715e-31
474,474,d211,Drift,293.96793000000008,0,-1.9283569467495261e-07,0.00011097405007913646
475,475,b39w,SBend,297.62297100000006,0,6.2829266925512142e-07,0.00095117263139139101
476,476,d212,Drift,300.98866750000002,0,-4.0515607208432383e-08,2.3553780025550481e-05
477,477,q39w,Quadrupole,301.36723300000006,0,-2.0748970427913607e-06,3.6959220091914464e-05
478,478,d213,Drift,301.69893300000007,0,-6.790923360431013e-07,1.3939660373650946e-05
479,479,sex_39w,Sextupole,301.86663300000004,-0.55923203508800001,0.0029571078720672167,0.11361481668160689
480,480,d214,Drift,302.02698300000003,0,-4.5406424611194681e-07,1.1052516049035825e-05
481,481,det_39w,Marker,302.05133300000006,0,1.7905653324055831e-17,1.7622230001127998e-16
482,482,d215,Drift,302.29580500000009,0,-4.6988477332251058e-06,0.000111651362710589
483,483,b40w,SBend,305.82740800000005,0,-0.00010756171521730729,0.0015669285902583571
484,484,d216,Drift,309.193105,0,-1.513380902248491e-06,3.6025910386229898e-05
485,485,q40w,Quadrupole,309.57167100000004,0,-6.845603298788791e-06,0.00012607251990595953
486,486,d217,Drift,309.90412100000009,0,-8.6023559724335965e-07,1.7320586231323698e-05
487,487,sex_40w,Sextupole,310.07257100000004,-0.057453805939840001,-0.0019009204884607033,0.0095668754880287084
488,488,d218,Drift,310.2324210000001,0,-6.3225328179717172e-07,1.2730230558292874e-05
489,489,det_40w,Marker,310.25627100000008,0,6.1757182052585582e-50,9.2466852677581839e-48
490,490,d219,Drift,310.50049250000012,0,-6.4913309461266647e-06,0.00013021808377714785
491,491,b41w,SBend,314.03184500000009,0,-0.00025723949155827887,0.0018749049848930026
492,492,d220,Drift,317.39754200000004,0,-2.0796272892449062e-06,4.1679270720921062e-05
493,493,q41w,Quadrupole,317.77610800000008,0,-2.052907747481283e-06,4.1803280039418859e-05
494,494,d221,Drift,318.10880800000012,0,-1.2530533064361315e-08,5.9140215802830441e-06
495,495,sex_41w,Sextupole,318.27750800000007,-0.97331080829280003,-0.069811112862656052,0.33213896687553063
496,496,d222,Drift,318.43660800000009,0,7.5117440709805422e-08,4.0701229815684722e-06
497,497,det_41w,Marker,318.45970800000009,0,3.8233312983147774e-33,1.8751695508489406e-31
498,498,d223,Drift,318.70443000000006,0,8.3076723305041677e-07,4.3415441813542698e-05
499,499,b42w,SBend,322.23628300000007,0,3.5467732962682828e-05,0.00060599967359679517
500,500,d224,Drift,325.60197950000003,0,2.6549421016155777e-07,1.4068608762950661e-05
501,501,q42w,Quadrupole,325.98054500000006,0,-2.9694632932824921e-06,4.7745505366564146e-05
502,502,d225,Drift,326.31349500000005,0,-1.409025902694247e-06,1.6016424617828078e-05
503,503,sex_42w,Sextupole,326.48244500000004,0.49691291146080002,-0.010308470129699302,0.17884465265647648
504,504,d226,Drift,326.63034500000003,0,-5.0887430172880776e-07,5.7843840046015925e-06
505,505,det_42w,Marker,326.64224500000006,0,-3.99940320539815e-32,3.9038495577941584e-31
506,506,d227,Drift,326.89791700000006,0,-1.0852004307559774e-05,0.00012377650701272778
507,507,b43w,SBend,330.44072000000006,0,-0.00012286913445597143,0.0016223998282849717
508,508,d228,Drift,333.80641650000001,0,-3.30397583892886e-06,3.7700427883675189e-05
509,509,q43w,Quadrupole,334.18498200000005,0,-9.2799419918314757e-06,0.00011287229043411483
510,510,d229,Drift,334.51568200000003,0,-3.8036848153240932e-06,4.5745037156532147e-05
511,511,sex_43w,Sextupole,334.68238200000002,-0.64081877780800001,0.13089547020643277,0.4274967823173163
512,512,d230,Drift,334.83353200000005,0,-1.738459051469447e-06,2.3157714755254392e-05
513,513,det_43w,Marker,334.84868200000005,0,9.4703962013974346e-35,8.0906507879670654e-33
514,514,d231,Drift,335.01683200000002,0,-1.9518039592312317e-05,0.00025824201801890576
515,515,col43w,Marker,335.18498200000005,0,-1.8231989648111157e-17,2.0263954690929053e-16
516,516,d232,Drift,335.87028700000002,0,-7.9546893386509221e-05,0.0010524802031434126
517,517,scv43w,Marker,336.55559200000005,0,-7.315080915175386e-17,2.2476521522190147e-16
518,518,d233,Drift,336.78689200000008,0,-2.6848186486844692e-05,0.00035522675449196526
519,519,det_i43aw,Marker,337.01819200000006,0,6.5126632836063901e-34,1.918549943224191e-32
520,520,d234,Drift,337.04889200000002,0,-3.5939115527237765e-06,4.7307102206733832e-05
521,521,q43aw,Quadrupole,337.37959200000006,0,-8.3087126149326315e-06,0.00013467018872487569
522,522,d235,Drift,337.90510400000011,0,-9.0685430939058766e-07,2.7735082635100844e-05
523,523,b44w,SBend,341.41825900000009,0,2.7428114509669847e-06,0.0003978988913807788
524,524,d236,Drift,344.7971055000001,0,-3.3398782247623769e-07,1.0882539711940314e-05
525,525,q44w,Quadrupole,345.18830900000012,0,-5.3143737410262096e-06,6.3908694697761663e-05
526,526,d237,Drift,345.51985900000017,0,-2.3097925019445761e-06,2.4588267545704191e-05
527,527,sex_44w,Sextupole,345.68740900000012,-0.45462766941440003,0.053631944321584496,0.2476732759378755
528,528,d238,Drift,345.83695900000015,0,-9.920028019169302e-07,1.0560095887278974e-05
529,529,det_44w,Marker,345.85050900000016,0,1.2873587316665057e-17,7.892507162180074e-17
530,530,d239,Drift,347.73491050000013,0,-0.00013965812654746657,0.001477395278541376
531,531,oct_45w,Octupole,349.80981200000014,0,-1.4118473747368342e-05,0.00014935447703800454
532,532,d240,Drift,350.58731200000011,0,-4.3504168449959997e-05,0.00046021563265782271
533,533,det_45w,Marker,351.1743120000001,0,-1.3669745651198354e-17,4.5825152571342646e-17
534,534,d241,Drift,351.20451200000014,0,-2.24702748074973e-06,2.373471129982195e-05
535,535,q45w,Quadrupole,351.53471200000013,0,-9.3019919327188955e-06,0.00012882716820285191
536,536,d242,Drift,351.86696200000017,0,9.1416257281802126e-08,9.1646065597434392e-06
537,537,sex_45w,Sextupole,352.03521200000012,0.45155618707040002,-0.00019390425515662186,0.092217798569607906
538,538,d243,Drift,352.43629900000013,0,3.9118011462349791e-07,7.0795267114794858e-05
539,539,b46w,SBend,355.98902900000013,0,-5.3923144796995878e-05,0.00090712516123623655
540,540,d244,Drift,359.37297550000017,0,1.2002046567470042e-07,2.5530024743833306e-05
541,541,q46w,Quadrupole,359.76927900000015,0,-2.0479071503991679e-06,3.4250532589815131e-05
542,542,d245,Drift,360.10797900000017,0,-2.4012083164574695e-07,6.1000546929292221e-06
543,543,det_46w,Marker,360.14667900000018,0,4.7953182574452056e-19,7.1136921069118011e-17
544,544,d246,Drift,360.76601200000022,0,-3.6880845937677471e-06,9.8168831542206429e-05
545,545,b47w,SBend,363.02893050000023,0,-1.515677688821484e-05,0.00027519752998246723
546,546,d247,Drift,364.8463285000002,0,-1.0218423283697362e-06,2.7653235489623299e-05
547,547,det_47w,Marker,365.02014100000019,0,2.5856248160803966e-32,4.1949655946814136e-31
548,548,d248,Drift,365.04334100000023,0,-1.309329069260783e-07,3.6982225344024091e-06
549,549,q47w,Quadrupole,365.36654100000021,0,-6.2145766705759376e-06,0.00010867526738923913
550,550,d249,Drift,365.70749100000023,0,-1.0943243374590325e-06,3.9785898113524739e-05
551,551,sex_47w,Sextupole,365.88444100000021,0.99295014106239998,0.022923188120965107,0.26037711372223743
552,552,d250,Drift,366.62623150000024,0,-1.1768783512752421e-05,0.00057698767606049529
553,553,b47aw,SBend,368.82063300000021,0,-0.00014920083158053427,0.001752310978660808
554,554,d251,Drift,370.80991150000023,0,-7.7838280200985179e-06,0.0003816174233467736
555,555,det_i47aw,Marker,371.21057900000022,0,1.8884391796628661e-33,9.5432164234374414e-32
556,556,d252,Drift,371.29307900000026,0,-1.5801558010431121e-06,7.8204900544661789e-05
557,557,q47aw,Quadrupole,371.67557900000025,0,1.1278019118833592e-07,0.00010211856200684564
558,558,d253,Drift,372.13834750000024,0,3.5565402496136453e-06,0.00018262047009917252
559,559,b48w!s1,SBend,373.27395800000011,0,5.7956521921686729e-05,0.0010908526521603017
560,560,vbsm_positrons,Marker,374.24680000000001,0,-5.5590665085782307e-48,8.3500765437679824e-47
561,561,b48w!s2,SBend,374.74661500000013,0,3.4515543538911007e-05,0.00056594923354915316
562,562,d254,Drift,375.60162150000025,0,7.7684321535458256e-06,0.00039936355403933597
563,563,det_i48w,Marker,375.95681300000024,0,2.1269552625371607e-32,7.9829460030819587e-31
564,564,d255,Drift,376.1028130000002,0,3.1872887250247368e-06,0.00016454753679415686
565,565,hkick_48w,Kicker,376.37105300000024,0,2.6685902311031783e-06,0.00013776911573782911
566,566,d256,Drift,376.65555300000022,0,3.5422566337384557e-06,0.0001828731734261281
567,567,sk_q48w,Quadrupole,376.90416300000027,0,1.6069897090667124e-06,9.7300761230256435e-05
568,568,d257,Drift,377.81158400000021,0,1.2635979497419439e-05,0.00092623296148157321
569,569,q48w,Quadrupole,378.93265500000024,0,6.0573616740434082e-06,0.00023198902074191133
570,570,d258,Drift,379.45981500000022,0,5.0153260317786284e-06,0.00012200827612168467
571,571,det_48w,Marker,379.68697500000025,0,-3.1073120685855345e-32,4.4435388212910873e-31
572,572,d259,Drift,380.25810400000029,0,1.2565491079135072e-05,0.00030683634159982341
573,573,chicane_49w1!s1,Kicker,380.93711650000012,0,2.3735603634567751e-06,5.7959897779578353e-05
574,574,chc49w_rfa1_tr,Marker,381.04500000000002,0,-1.674925998806211e-35,4.5041627795261241e-33
575,575,chicane_49w1!s2,Kicker,381.10856650000017,0,1.3985356875421957e-06,3.4150800096542313e-05
576,576,d260,Drift,381.3658080000003,0,4.261071465052416e-06,0.00010405097352674494
577,577,chicane_49w2!s1,Kicker,381.6697415000001,0,2.4258130792909916e-06,5.9235855245024843e-05
578,578,chc49w_rfa2_tr,Marker,381.77999999999997,0,1.3695410864940559e-33,2.2449417980812075e-32
579,579,chicane_49w2!s2,Kicker,381.84119150000015,0,1.3462829717494538e-06,3.2874842631097185e-05
580,580,d261,Drift,382.09764300000023,0,4.2959432774685617e-06,0.00010490250724580713
581,581,chicane_49w3!s1,Kicker,382.40395150000012,0,2.4431939826320629e-06,5.9660278991445941e-05
582,582,chc49w_rfa3_tr,Marker,382.51499999999999,0,6.5944779075371428e-19,6.5952745038479344e-17
583,583,chicane_49w3!s2,Kicker,382.57540150000011,0,1.3289020683939982e-06,3.2450418884659092e-05
584,584,d262,Drift,382.8334480000002,0,4.3484160046711099e-06,0.0001061838371637568
585,585,chicane_49w4!s1,Kicker,383.13804650000009,0,2.3530993000579578e-06,5.7460259698366729e-05
586,586,chc49w_rfa4_tr,Marker,383.245,0,5.3923779195797294e-34,1.635159249293023e-32
587,587,chicane_49w4!s2,Kicker,383.30949650000014,0,1.4189967509692886e-06,3.4650438177762996e-05
588,588,d263,Drift,383.55594200000024,0,4.0030860564869373e-06,9.7751235741382503e-05
589,589,q49!s1,Quadrupole,383.97544550000009,0,2.4692730978052979e-06,8.9230082636834805e-05
590,590,ip_l3,Marker,384.21300000000002,0,-8.2539544139325119e-18,9.9017970668242828e-17
591,591,q49!s2,Quadrupole,384.45044550000011,0,-2.512238665868154e-06,5.865969835604157e-05
592,592,d264,Drift,384.90237000000025,0,-4.1006526157529946e-06,6.3028958763532982e-05
593,593,det_49e,Marker,385.11684900000023,0,-6.4159490432494654e-18,3.3313968923975938e-17
594,594,d265,Drift,385.34514900000022,0,-4.366001810246228e-06,6.722563189660345e-05
595,595,vkick_49e,Kicker,385.65979900000025,0,-1.6418651768565947e-06,2.5793236924559455e-05
596,596,d266!s1,Drift,386.03007450000013,0,-5.3673781197204773e-06,8.6441675519712604e-05
597,597,d49e_rfa3_aps,Marker,386.31400000000002,0,5.0945786397355257e-34,1.627051271679533e-32
