training_case,evaluation_case,model,target,target_index,x_rmse_um,y_rmse_um,rmse_2d_um,median_2d_um,p90_2d_um,p95_2d_um,p99_2d_um,max_2d_um
with_quadrupole_misalignment,with_quadrupole_misalignment,shared_target_local_ridge,SEX_09AW,1,45.81073058483603,68.70400520126502,82.57640926688373,82.24499651821873,88.15763600352858,88.8967159391923,89.4879798877233,89.63579587485604
with_quadrupole_misalignment,with_quadrupole_misalignment,shared_target_local_ridge,SEX_10W,2,8.984343080896652,36.80038677990285,37.88122077950636,36.562793864373084,44.48840773645404,45.47910947046416,46.271670857672255,46.46981120447428
with_quadrupole_misalignment,with_quadrupole_misalignment,shared_target_local_ridge,SEX_10AW,3,55.952230377767926,35.28161629013652,66.14714303952397,66.0481423753624,68.94226564075109,69.30403104892468,69.59344337546355,69.66579645709827
with_quadrupole_misalignment,with_quadrupole_misalignment,shared_target_local_ridge,SEX_12W,4,18.358779939202513,41.15696778981348,45.065960530180746,39.090420860527274,57.03040606372586,59.27290421412569,61.06690273444555,61.515402364525514
with_quadrupole_misalignment,with_quadrupole_misalignment,shared_joint_ridge,SEX_09AW,1,41.83509351225168,67.92576109384638,79.7752096165039,79.43846443144888,85.29621488734605,86.0284336943332,86.61420873992292,86.76065250132035
with_quadrupole_misalignment,with_quadrupole_misalignment,shared_joint_ridge,SEX_10W,2,12.863009802853329,36.058991273551975,38.28456442033001,37.141671522757214,44.5693649725438,45.49782665376713,46.24059599874579,46.42628833499045
with_quadrupole_misalignment,with_quadrupole_misalignment,shared_joint_ridge,SEX_10AW,3,59.99311063908446,34.52199257079599,69.2166258583263,69.13706920421603,71.79120795723917,72.12297530136705,72.38838917666936,72.45474264549495
with_quadrupole_misalignment,with_quadrupole_misalignment,shared_joint_ridge,SEX_12W,4,22.129958707241283,40.51520182557524,46.16510209402011,40.75161618127486,58.1048393740373,60.27399227313259,62.00931459240884,62.4431451722279
with_quadrupole_misalignment,with_quadrupole_misalignment,shared_joint_random_feature,SEX_09AW,1,42.27676946786306,68.987970171863,80.91146559711237,80.5761742940845,86.46285899511014,87.19869458273834,87.7873630528409,87.93453017036654
with_quadrupole_misalignment,with_quadrupole_misalignment,shared_joint_random_feature,SEX_10W,2,11.002123814152155,34.53916085786891,36.249142902800855,35.04904759634398,42.449139434774814,43.374150914578664,44.11416009842175,44.29916239438252
with_quadrupole_misalignment,with_quadrupole_misalignment,shared_joint_random_feature,SEX_10AW,3,58.390396681405704,34.81243801100158,67.98046973125253,67.89428496149227,70.63191423654631,70.97411789592806,71.24788082343346,71.31632155530981
with_quadrupole_misalignment,with_quadrupole_misalignment,shared_joint_random_feature,SEX_12W,4,22.170948002333176,42.158802314935606,47.63313497925558,42.28326140800194,59.82938535886115,62.02265085271855,63.77726324780447,64.21591634657595
