training_case,model,alpha,validation_rmse_2d_um,hidden_scale
with_quadrupole_misalignment,shared_target_local_ridge,10.0,82.98388559765579,
with_quadrupole_misalignment,shared_target_local_ridge,31.622776601683793,82.8925661541956,
with_quadrupole_misalignment,shared_target_local_ridge,100.0,82.61349371135053,
with_quadrupole_misalignment,shared_target_local_ridge,316.22776601683796,81.81823251378977,
with_quadrupole_misalignment,shared_target_local_ridge,1000.0,79.95089515928272,
with_quadrupole_misalignment,shared_target_local_ridge,3162.2776601683795,77.19561049298486,
with_quadrupole_misalignment,shared_target_local_ridge,10000.0,75.79665532030388,
with_quadrupole_misalignment,shared_joint_ridge,0.0001,86.18283004861993,
with_quadrupole_misalignment,shared_joint_ridge,0.00031622776601683794,86.18240596230054,
with_quadrupole_misalignment,shared_joint_ridge,0.001,86.18106559454023,
with_quadrupole_misalignment,shared_joint_ridge,0.0031622776601683794,86.17683407377037,
with_quadrupole_misalignment,shared_joint_ridge,0.01,86.16352329964631,
with_quadrupole_misalignment,shared_joint_ridge,0.03162277660168379,86.12212104068206,
with_quadrupole_misalignment,shared_joint_ridge,0.1,85.99766931477266,
with_quadrupole_misalignment,shared_joint_ridge,0.31622776601683794,85.65800216574482,
with_quadrupole_misalignment,shared_joint_ridge,1.0,84.92339643812214,
with_quadrupole_misalignment,shared_joint_ridge,3.1622776601683795,83.89238294298299,
with_quadrupole_misalignment,shared_joint_ridge,10.0,83.06705656197965,
with_quadrupole_misalignment,shared_joint_ridge,31.622776601683793,82.62851290482436,
with_quadrupole_misalignment,shared_joint_ridge,100.0,82.25446234394784,
with_quadrupole_misalignment,shared_joint_ridge,316.22776601683796,81.45701208576544,
with_quadrupole_misalignment,shared_joint_ridge,1000.0,79.64924213312571,
with_quadrupole_misalignment,shared_joint_ridge,3162.2776601683795,77.03280480113592,
with_quadrupole_misalignment,shared_joint_ridge,10000.0,75.7853019471424,
with_quadrupole_misalignment,shared_joint_random_feature,0.0001,109.27316405776364,0.5
with_quadrupole_misalignment,shared_joint_random_feature,0.00031622776601683794,109.2711770454521,0.5
with_quadrupole_misalignment,shared_joint_random_feature,0.001,109.26489834766097,0.5
with_quadrupole_misalignment,shared_joint_random_feature,0.0031622776601683794,109.24509110285845,0.5
with_quadrupole_misalignment,shared_joint_random_feature,0.01,109.1829285511848,0.5
with_quadrupole_misalignment,shared_joint_random_feature,0.03162277660168379,108.99096606171116,0.5
with_quadrupole_misalignment,shared_joint_random_feature,0.1,108.42650182468354,0.5
with_quadrupole_misalignment,shared_joint_random_feature,0.31622776601683794,106.97848394268063,0.5
with_quadrupole_misalignment,shared_joint_random_feature,1.0,104.24429426279495,0.5
with_quadrupole_misalignment,shared_joint_random_feature,3.1622776601683795,100.85979592323258,0.5
with_quadrupole_misalignment,shared_joint_random_feature,10.0,97.13102738732506,0.5
with_quadrupole_misalignment,shared_joint_random_feature,31.622776601683793,91.7294075566432,0.5
with_quadrupole_misalignment,shared_joint_random_feature,100.0,85.84767916095687,0.5
with_quadrupole_misalignment,shared_joint_random_feature,316.22776601683796,82.35448094684953,0.5
with_quadrupole_misalignment,shared_joint_random_feature,1000.0,80.18749747420732,0.5
with_quadrupole_misalignment,shared_joint_random_feature,3162.2776601683795,77.58026292352051,0.5
with_quadrupole_misalignment,shared_joint_random_feature,10000.0,75.60359513505881,0.5
with_quadrupole_misalignment,shared_joint_random_feature,0.0001,101.10236671448668,1.0
with_quadrupole_misalignment,shared_joint_random_feature,0.00031622776601683794,101.10131087432514,1.0
with_quadrupole_misalignment,shared_joint_random_feature,0.001,101.09797366047329,1.0
with_quadrupole_misalignment,shared_joint_random_feature,0.0031622776601683794,101.08743688582351,1.0
with_quadrupole_misalignment,shared_joint_random_feature,0.01,101.05427974706348,1.0
with_quadrupole_misalignment,shared_joint_random_feature,0.03162277660168379,100.95102281047477,1.0
with_quadrupole_misalignment,shared_joint_random_feature,0.1,100.63940883390103,1.0
with_quadrupole_misalignment,shared_joint_random_feature,0.31622776601683794,99.77700816372666,1.0
with_quadrupole_misalignment,shared_joint_random_feature,1.0,97.81532769021243,1.0
with_quadrupole_misalignment,shared_joint_random_feature,3.1622776601683795,94.64684980818666,1.0
with_quadrupole_misalignment,shared_joint_random_feature,10.0,91.51863373152825,1.0
with_quadrupole_misalignment,shared_joint_random_feature,31.622776601683793,89.15622798666567,1.0
with_quadrupole_misalignment,shared_joint_random_feature,100.0,86.29665040575277,1.0
with_quadrupole_misalignment,shared_joint_random_feature,316.22776601683796,83.09389256385528,1.0
with_quadrupole_misalignment,shared_joint_random_feature,1000.0,80.37595737180001,1.0
with_quadrupole_misalignment,shared_joint_random_feature,3162.2776601683795,77.61129025484617,1.0
with_quadrupole_misalignment,shared_joint_random_feature,10000.0,75.66065331068967,1.0
with_quadrupole_misalignment,shared_joint_random_feature,0.0001,95.11647102727888,2.0
with_quadrupole_misalignment,shared_joint_random_feature,0.00031622776601683794,95.11563904362514,2.0
with_quadrupole_misalignment,shared_joint_random_feature,0.001,95.11300923081924,2.0
with_quadrupole_misalignment,shared_joint_random_feature,0.0031622776601683794,95.1047045190033,2.0
with_quadrupole_misalignment,shared_joint_random_feature,0.01,95.07855698435849,2.0
with_quadrupole_misalignment,shared_joint_random_feature,0.03162277660168379,94.99699546851983,2.0
with_quadrupole_misalignment,shared_joint_random_feature,0.1,94.74976729659475,2.0
with_quadrupole_misalignment,shared_joint_random_feature,0.31622776601683794,94.0601950067323,2.0
with_quadrupole_misalignment,shared_joint_random_feature,1.0,92.50333797253916,2.0
with_quadrupole_misalignment,shared_joint_random_feature,3.1622776601683795,90.19600996319508,2.0
with_quadrupole_misalignment,shared_joint_random_feature,10.0,88.30292283639803,2.0
with_quadrupole_misalignment,shared_joint_random_feature,31.622776601683793,87.14621690793447,2.0
with_quadrupole_misalignment,shared_joint_random_feature,100.0,85.64925628210413,2.0
with_quadrupole_misalignment,shared_joint_random_feature,316.22776601683796,83.27734944925248,2.0
with_quadrupole_misalignment,shared_joint_random_feature,1000.0,80.5415116552499,2.0
with_quadrupole_misalignment,shared_joint_random_feature,3162.2776601683795,77.70285394466157,2.0
with_quadrupole_misalignment,shared_joint_random_feature,10000.0,75.77078322173084,2.0
