lord_id,lord_name,lord_key,variable,step,observation_index,dx,dpx,dy,dpy,dz,dpz
0>>1327,RAW_XQUNEING_2,Group,COMMAND,0.001,797,1.9308411968897363e-05,2.1105365101929804e-06,1.525264563143145e-06,-1.9307132509503028e-07,4.043124540459991e-06,0.0
0>>1327,RAW_XQUNEING_2,Group,COMMAND,0.001,805,7.051213445432875e-06,-1.6943629604015357e-06,2.1602531627678417e-06,6.631185775181694e-08,3.000725258631978e-06,0.0
0>>1327,RAW_XQUNEING_2,Group,COMMAND,0.001,815,3.2668368971349587e-06,-4.6916109666390697e-07,-7.280257890681166e-07,-4.808800667711085e-07,2.627184072503605e-06,0.0
0>>1327,RAW_XQUNEING_2,Group,COMMAND,0.001,823,-5.309958676534207e-06,-1.1210859173095946e-06,-6.088553004433492e-06,-6.038032963158121e-07,2.6982251254402964e-06,0.0
0>>1327,RAW_XQUNEING_2,Group,COMMAND,0.001,831,-2.328858411464966e-05,-2.2743817728727676e-06,-1.665237797155751e-06,5.870049653875029e-07,3.7552591509822293e-06,0.0
0>>1327,RAW_XQUNEING_2,Group,COMMAND,0.001,841,-2.5315266781716222e-06,2.1078560678584185e-06,1.5833234651759648e-06,3.5630862507424893e-07,4.942186462765524e-06,0.0
0>>1327,RAW_XQUNEING_2,Group,COMMAND,0.001,849,1.2394958058634803e-05,1.530080364763476e-06,2.308520608939983e-06,-1.8295310476009255e-07,4.561345065423757e-06,0.0
0>>1327,RAW_XQUNEING_2,Group,COMMAND,0.001,857,4.958061865256193e-06,-1.0908335716913048e-06,4.410844519058682e-06,3.5208495620137493e-07,3.874131238468942e-06,0.0
0>>1327,RAW_XQUNEING_2,Group,COMMAND,0.001,865,1.0682647852248983e-06,-5.210640627198275e-07,2.3928480547908207e-06,-2.091747777050422e-07,3.6565126792825926e-06,0.0
0>>1327,RAW_XQUNEING_2,Group,COMMAND,0.001,871,-4.374576425820835e-06,-6.488684269252178e-07,3.878778331780231e-06,2.136731008464286e-07,3.778664815697356e-06,0.0
0>>1327,RAW_XQUNEING_2,Group,COMMAND,0.001,885,-1.5133637313365783e-05,-1.9097654995229533e-06,1.4189684041480966e-08,-7.11051079656049e-07,3.7750326935064547e-06,0.0
0>>1327,RAW_XQUNEING_2,Group,COMMAND,0.001,893,-6.196904033618561e-06,1.2067931750745723e-06,-6.195577757642581e-06,-7.314784124549598e-07,4.6116420746706265e-06,0.0
0>>1327,RAW_XQUNEING_2,Group,COMMAND,0.001,901,-5.40653610444676e-06,-2.1486898564115724e-07,-2.3749188961719094e-06,5.661806367978587e-07,5.029425253233488e-06,0.0
0>>1327,RAW_XQUNEING_2,Group,COMMAND,0.001,907,1.1323070986694536e-06,8.441797769853524e-07,-1.143052593766472e-06,1.322133106392443e-07,5.204897534944342e-06,0.0
0>>1327,RAW_XQUNEING_2,Group,COMMAND,0.001,924,1.1471932965861562e-05,9.435726560510995e-07,1.6371411600511754e-06,1.321644145146344e-07,4.352175163443647e-06,0.0
0>>1327,RAW_XQUNEING_2,Group,COMMAND,0.001,942,4.2433745108065015e-06,-1.203592448037645e-06,4.5812579058026465e-06,4.587207786202214e-07,4.350202291870508e-06,0.0
0>>1327,RAW_XQUNEING_2,Group,COMMAND,0.001,948,-8.33544719792273e-07,-6.534773081272489e-07,2.439359454774019e-06,-2.1993630378827796e-07,4.168516852282467e-06,0.0
0>>1327,RAW_XQUNEING_2,Group,COMMAND,0.001,960,-5.3952012843742035e-06,-4.412090850953792e-07,4.821563468306641e-06,2.339689369132978e-07,4.436581622479369e-06,0.0
0>>1327,RAW_XQUNEING_2,Group,COMMAND,0.001,1177,1.1502170346820023e-06,-8.381723534092896e-07,-1.1306221888758442e-06,1.5827093796791022e-07,5.09715949304065e-06,2.6840517642116e-08
0>>1237,V13W,Overlay,VKICK,1e-06,238,-7.800617790598707e-09,-8.896051760911086e-05,0.13597247650325336,0.9999229530513692,3.24846864360219e-05,0.0
0>>1237,V13W,Overlay,VKICK,1e-06,1177,0.33381415607853115,0.037921362501741954,3.730093139351517,4.049783531282392,-0.20498220693019611,-0.0016224647547913524
0>>1215,SK_Q14W,Overlay,K1,1e-05,254,-1.7937011403089398e-05,-0.00012677589129037655,-0.00011619591142129208,-0.0008415108133160309,-2.250589580150841e-08,0.0
0>>1215,SK_Q14W,Overlay,K1,1e-05,1177,-0.001965120570554448,6.971226308889743e-06,-4.76142936168232e-05,-0.0017632201851358607,0.0002604864137947414,1.6946140359561967e-06
0>>1238,H14W,Overlay,HKICK,1e-06,256,3.2837390336407375,0.9995262362580828,-1.6885204226577827e-05,-8.320675501686733e-06,-0.12174281495666074,0.0
0>>1238,H14W,Overlay,HKICK,1e-06,1177,10.872859531168775,0.08775110377283414,-0.11749005190218724,-0.02351633801909005,-0.8211175672632955,-0.004608895542434501
0>>1239,V15W,Overlay,VKICK,1e-06,273,2.236356716131538e-09,5.596142687159904e-05,0.13597246970926308,1.0000228904204016,6.394147499888883e-06,0.0
0>>1239,V15W,Overlay,VKICK,1e-06,1177,0.13478781436110626,0.03998588486117975,-4.371732465277819,2.72572442381637,-0.1666578436901507,-0.0014644088733523422
0>>1240,H16W,Overlay,HKICK,1e-06,275,1.642404578607211,0.49988027313107664,-1.8903572283901493e-06,-6.867904235228171e-06,-0.040401384659592615,0.0
0>>1240,H16W,Overlay,HKICK,1e-06,283,4.531455551170735,0.6306257404526164,-0.0076202755503254616,-0.0010658758296550747,-0.2659080299836133,0.0
0>>1240,H16W,Overlay,HKICK,1e-06,1177,0.2012404482053124,1.0529198692764832,0.056707136206226555,-0.0026508182763098666,-0.3934316237174068,-0.002359770748095835
0>>1241,V17W,Overlay,VKICK,1e-06,287,4.954749718150131e-09,0.00017857073297529533,0.13597249424860716,1.0000418390682586,-5.4481484807519104e-05,0.0
0>>1241,V17W,Overlay,VKICK,1e-06,1177,0.016153460471253663,0.036681216907072815,-10.91552992872872,0.5560359278720863,-0.08219109297877888,-0.0008798696149111846
0>>1242,H18W,Overlay,HKICK,1e-06,291,3.2849011109617794,0.9997581877804775,3.2930733877625795e-05,-6.4786346860162825e-06,-0.08224376406887032,0.0
0>>1242,H18W,Overlay,HKICK,1e-06,1177,-11.395562558100888,-0.7041759959724331,-0.0008731578472000222,0.0371926646537484,-1.0466088511880434,-0.004992262431219438
0>>1216,SK_Q18W,Overlay,K1,1e-05,295,1.0111279397651538e-05,6.246588805567353e-05,1.031231765019798e-06,3.2215786299489425e-06,-1.5240304677976988e-09,0.0
0>>1216,SK_Q18W,Overlay,K1,1e-05,1177,-0.0010172250274097586,-8.405774095982149e-05,-5.749575875081333e-06,1.071023624605802e-06,-0.00010111353298159104,-4.797583147810383e-07
0>>1243,V19W,Overlay,VKICK,1e-06,303,-8.33371999880983e-10,-5.245475557277661e-05,0.1359724657833128,0.999973413208923,3.1589844672400003e-06,0.0
0>>1243,V19W,Overlay,VKICK,1e-06,1177,-0.45352325236762675,-0.050310007544023594,6.908443311061115,-2.5147388852280232,0.15332742468374388,0.0014532349628683904
0>>1244,H20W,Overlay,HKICK,1e-06,305,1.642538389794385,0.49988920066012144,-1.0018188535687589e-06,8.928850507675416e-06,-0.04140951226748869,0.0
0>>1244,H20W,Overlay,HKICK,1e-06,313,4.855134305175929,0.6721335438007157,0.008468151843805949,0.0011852045180785892,-0.27968152709414734,0.0
0>>1244,H20W,Overlay,HKICK,1e-06,1177,1.1873805972988354,-0.8807397010140149,-0.2181417679647486,0.014324721160175,-0.8617908567424302,-0.00430614000413007
0>>1217,SK_Q20W,Overlay,K1,1e-05,309,-6.108288555951163e-05,-0.0004587168269472481,-0.00010525576516059661,-0.000765635611006221,1.2903352973776814e-08,0.0
0>>1217,SK_Q20W,Overlay,K1,1e-05,1177,-0.0007494020266862223,0.0006162274351060627,-0.004145656329951807,0.0005702941649249251,0.0004808577852956699,2.1405586084579688e-06
0>>1245,V21W,Overlay,VKICK,1e-06,317,2.2445153374794913e-09,-0.00024607471945249215,0.13597247264761358,0.9999267394109008,3.210915119401282e-05,0.0
0>>1245,V21W,Overlay,VKICK,1e-06,1177,0.1865559251175734,-0.018869427374345465,10.858302081962917,-0.09878910620531728,0.06414943443290447,0.0006999755015793096
0>>1246,H22W,Overlay,HKICK,1e-06,321,1.6424963581729832,0.49988910649723733,-9.766736573137147e-06,1.0340185820209222e-05,-0.040857026032612966,0.0
0>>1246,H22W,Overlay,HKICK,1e-06,329,4.6257656227349875,0.6426217639011599,0.018243063086217925,0.0025301018069981526,-0.269408078731187,0.0
0>>1246,H22W,Overlay,HKICK,1e-06,1177,10.18680329928042,0.8661296487526456,-0.10321294532598653,-0.02965707957913819,-0.7433045459031337,-0.004400957481120104
0>>1218,SK_Q22W,Overlay,K1,1e-05,325,-6.452426714947338e-05,-0.00047817684616883056,-1.8159084761056044e-05,-0.00012760064911629464,-8.670096433328889e-09,0.0
0>>1218,SK_Q22W,Overlay,K1,1e-05,1177,-0.007619841637773304,-0.0006455983041350408,-0.000532832134000189,-7.575850158791572e-05,0.0004931094091051042,2.9580944193707127e-06
0>>1247,V23W,Overlay,VKICK,1e-06,333,1.0101728481481942e-08,-0.0001652164714988167,0.13597248213698468,1.000062526323119,3.876643849139681e-05,0.0
0>>1247,V23W,Overlay,VKICK,1e-06,1177,0.19957336092307332,0.027402019415524465,5.639354532537555,2.4746067154430533,-0.05224175476250897,-0.0005024750185839187
0>>1248,H24W,Overlay,HKICK,1e-06,341,1.6423779213919303,0.499874575516496,-1.1528351434282949e-05,-1.4659138161156327e-06,-0.040545752137173416,0.0
0>>1248,H24W,Overlay,HKICK,1e-06,349,4.573844807979769,0.6362201327353488,-0.005571147081856465,-0.0007786930938382883,-0.26829794838042303,0.0
0>>1248,H24W,Overlay,HKICK,1e-06,1177,-9.12332925590302,0.347835926132556,0.1110156020590593,-0.00956286317027686,-0.9557252059974337,-0.004860369112172011
0>>1219,SK_Q24W,Overlay,K1,1e-05,345,1.9154216255624912e-05,0.00015427662593888326,0.00011754313028553702,0.0008493917650123898,3.488232380895184e-08,0.0
0>>1219,SK_Q24W,Overlay,K1,1e-05,1177,-0.002174535322348268,9.12703537856059e-05,-0.001955655236539279,0.0008093192094954775,-0.0002448506499576385,-1.4436669606076797e-06
0>>1249,V25W,Overlay,VKICK,1e-06,353,1.4272789764305238e-08,0.00010022062203025005,0.13597248566541223,0.9999904779345423,-3.370134753948387e-05,0.0
0>>1249,V25W,Overlay,VKICK,1e-06,1177,0.05762209169513609,0.0007348845083355628,-10.535776083499217,1.0969012865075212,-0.0694575755431589,-0.0008786573835596438
0>>1250,H26W,Overlay,HKICK,1e-06,357,1.6425397799234993,0.4998863944508363,1.0374559067730105e-05,-8.126916430399242e-06,-0.04167014988103115,0.0
0>>1250,H26W,Overlay,HKICK,1e-06,367,4.590433420841489,0.6340160019329408,-0.007001856003200149,-0.0009463801436376926,-0.2695393869087614,0.0
0>>1250,H26W,Overlay,HKICK,1e-06,1177,-0.12117418784183838,-1.123384249934723,-0.13062755512375254,0.008252699001715276,-0.6907780013525456,-0.0033043007506875725
0>>1220,SK_Q26W,Overlay,K1,1e-05,361,4.8863195954707e-05,0.0003599719396423905,-0.00012801797146227284,-0.0009322754468541586,1.019145434277141e-08,0.0
0>>1220,SK_Q26W,Overlay,K1,1e-05,1177,-4.054562604714415e-05,-0.0006387698795091729,0.003403895260084945,0.0004355727247146775,-0.00035256640684732694,-1.626623672996291e-06
0>>1251,V27W,Overlay,VKICK,1e-06,371,-2.2410458905275377e-10,7.314976956766941e-05,0.13597246948380323,0.9999188328989892,-2.781931016928793e-05,0.0
0>>1251,V27W,Overlay,VKICK,1e-06,1177,-0.31008415357993996,-0.03894440918800766,-2.5849037524838345,-2.4160280066692343,0.062353923710895556,0.0006499945182921818
0>>1252,H28W,Overlay,HKICK,1e-06,375,1.6425215280969083,0.49989173146953647,8.423157557189108e-06,7.624573986498434e-07,-0.0409636737372371,0.0
0>>1252,H28W,Overlay,HKICK,1e-06,385,4.76897676156431,0.6565200985545578,0.001205369490418079,0.0001686284561422044,-0.276506847852685,0.0
0>>1252,H28W,Overlay,HKICK,1e-06,1177,8.955815219064833,0.4507362371529867,-0.08328015238911309,0.002437764174279943,-0.8194365181576598,-0.004655249053240164
0>>1253,V29W,Overlay,VKICK,1e-06,389,4.829470157119431e-09,-0.0001337347431417963,0.1359724714586775,1.0000533728934367,1.3702383256091345e-05,0.0
0>>1253,V29W,Overlay,VKICK,1e-06,1177,-0.0953809111605558,-0.026583614463969018,8.579738608570763,-2.60632560646686,0.09975833389935146,0.0012248482227658706
0>>1254,H30W,Overlay,HKICK,1e-06,395,1.642369500757298,0.49987499374902905,-4.062038466007278e-06,8.179038968726769e-06,-0.040395339104314434,0.0
0>>1254,H30W,Overlay,HKICK,1e-06,403,4.951002445090571,0.6793766845899987,0.00036189745362784353,6.243526064263292e-05,-0.2856473105168351,0.0
0>>1254,H30W,Overlay,HKICK,1e-06,1177,-4.450979314238779,1.0849737796260994,0.08621386712546478,-0.00046447247301550573,-1.2718357715322042,-0.006847470687430042
0>>1255,V31W,Overlay,VKICK,1e-06,407,-4.3519333102481905e-09,-0.00011941959918225324,0.13597246855128095,1.000044461681228,1.9803137265867604e-05,0.0
0>>1255,V31W,Overlay,VKICK,1e-06,1177,0.1721651912016441,-0.014118840000723522,6.83281718184062,1.3973870997386435,0.014296283584394479,6.924716674367153e-05
0>>1256,H32W,Overlay,HKICK,1e-06,411,1.6424639621839343,0.4998787072733765,-6.017504745360613e-06,8.450308595225886e-06,-0.041335346648367334,0.0
0>>1256,H32W,Overlay,HKICK,1e-06,419,5.538564995143905,0.753024942203655,0.0034850872653252943,0.0004785914195262991,-0.3120159094453985,0.0
0>>1256,H32W,Overlay,HKICK,1e-06,1177,-6.896792886279145,-0.8958210366676327,-0.11807646466268719,0.013204967892364514,-1.0728803422893478,-0.005193214135335239
0>>1221,SK_Q32W,Overlay,K1,1e-05,415,-5.3088968654134074e-05,-0.000392113761203466,-3.0437142454868556e-05,-0.0002287606612094066,8.416824095330844e-09,0.0
0>>1221,SK_Q32W,Overlay,K1,1e-05,1177,0.0035629550660743257,0.00046637988196309045,-0.0006610670615176339,-0.0004458569613171887,0.0005201181943958414,2.5502646530477756e-06
0>>1257,V33W,Overlay,VKICK,1e-06,423,-1.0347842374636151e-08,-1.8652159325524206e-05,0.1359724792986518,0.9999755194579869,2.553783470500906e-05,0.0
0>>1257,V33W,Overlay,VKICK,1e-06,1177,0.54863069784525,-0.0038795547970980546,2.5864044505033807,4.074778496524151,-0.02935444636743465,-0.0007370919334826398
0>>1222,SK_Q34W,Overlay,K1,1e-05,433,-2.4074837913154453e-05,-0.00017423578816441306,-0.00015782729979158493,-0.0011499153350810992,-1.9095681524743113e-08,0.0
0>>1222,SK_Q34W,Overlay,K1,1e-05,1177,-0.0002901958728548405,0.00038507552899938626,-0.00016520537374225966,-0.003168616285689372,0.0003169386396693419,2.061676092975258e-06
0>>1258,H34W,Overlay,HKICK,1e-06,435,3.285170660099557,0.9998135298452504,-6.176800065350874e-06,1.242317711105511e-06,-0.08099049047037664,0.0
0>>1258,H34W,Overlay,HKICK,1e-06,1177,1.1008282661118105,-1.5090796474901704,-0.20751529801156998,-0.007635750749084621,-1.1750722781346372,-0.005764091648809751
0>>1259,V35W,Overlay,VKICK,1e-06,439,5.863365348801608e-10,-2.2893926338030113e-07,0.1359724625655888,0.9999769104915426,1.1446583359441508e-05,0.0
0>>1259,V35W,Overlay,VKICK,1e-06,1177,0.5533189506836063,0.011441688259545332,-2.4561257221568114,3.9984305465484575,-0.049040245013551746,-0.0009938738747332322
0>>1260,H36W,Overlay,HKICK,1e-06,443,1.6425372141320616,0.4998949295699403,-3.4384634896300614e-06,-3.361548317265192e-06,-0.04089311512502229,0.0
0>>1260,H36W,Overlay,HKICK,1e-06,459,4.747960202482183,0.48941411026046144,-0.003921121923249754,-0.0005583305072751977,-0.3161452917432074,0.0
0>>1260,H36W,Overlay,HKICK,1e-06,1177,7.256822189601747,0.1687018855025071,0.01621543021179065,-0.020922771273932782,-0.9250665335197508,-0.005077905520451732
0>>1328,RAW_BETASING_6,Group,COMMAND,0.001,461,2.6887334285017814e-06,9.463329526254727e-06,-1.0248324226356728e-05,-3.397441352503787e-05,1.1807805184597996e-09,0.0
0>>1328,RAW_BETASING_6,Group,COMMAND,0.001,469,7.395218158939149e-05,-1.1148827539576899e-05,-0.00030419578749105343,-8.629981396343601e-05,-3.073905002729687e-06,0.0
0>>1328,RAW_BETASING_6,Group,COMMAND,0.001,477,-1.8231986284361536e-05,-1.5687493197251066e-05,-0.0009731277509838696,9.100575206708603e-05,-5.133034350378925e-06,0.0
0>>1328,RAW_BETASING_6,Group,COMMAND,0.001,485,-0.0001479036367220193,1.2836320606991161e-05,-0.0002455028328382828,3.518164297898734e-05,1.2952988262602931e-06,0.0
0>>1328,RAW_BETASING_6,Group,COMMAND,0.001,493,-4.889885148325838e-05,-8.452024869267175e-06,4.9449046448692136e-05,5.44244516687551e-05,8.287008273691462e-06,0.0
0>>1328,RAW_BETASING_6,Group,COMMAND,0.001,501,-0.0001134047656475845,1.2096235583899896e-05,0.000522990445195673,0.00014657373807462257,1.4652060983455436e-05,0.0
0>>1328,RAW_BETASING_6,Group,COMMAND,0.001,509,-7.567308080424226e-06,1.5849232201940906e-05,0.001615924101519648,-0.00023092361720321612,1.8827618952772893e-05,0.0
0>>1328,RAW_BETASING_6,Group,COMMAND,0.001,521,2.8674937027932043e-05,5.276704444267047e-06,0.0009448321861736057,-9.972050210214044e-06,1.850682373820932e-05,0.0
0>>1328,RAW_BETASING_6,Group,COMMAND,0.001,525,8.166433741285499e-05,4.609351373198803e-05,0.0008484580781840164,-6.027123769996668e-05,1.309041634702844e-05,0.0
0>>1328,RAW_BETASING_6,Group,COMMAND,0.001,535,0.00034060452967733454,-3.77617998847436e-05,0.0005004210775021427,4.43035564373531e-05,1.3046865757163371e-05,0.0
0>>1328,RAW_BETASING_6,Group,COMMAND,0.001,541,3.763660251081833e-05,-3.104817821749208e-05,0.0008237844949074598,-7.005326724677835e-05,-7.75949086706312e-06,0.0
0>>1328,RAW_BETASING_6,Group,COMMAND,0.001,549,-0.0001232838376349129,1.1969657326855185e-05,0.0004657707821611361,4.553773236672196e-05,-5.713609868229449e-06,0.0
0>>1328,RAW_BETASING_6,Group,COMMAND,0.001,557,-4.783997967596539e-05,1.0521074495165451e-05,0.0007188248489532756,-9.218871675873049e-05,2.184258677088728e-06,0.0
0>>1328,RAW_BETASING_6,Group,COMMAND,0.001,569,2.4663275452734695e-05,-2.2966772605893457e-06,5.329571598486956e-05,-8.095343433101032e-05,2.8994593378020887e-06,0.0
0>>1328,RAW_BETASING_6,Group,COMMAND,0.001,1177,-7.179105260789187e-06,-1.8396057156430147e-06,0.0002384493635691347,2.156269582445679e-05,3.773222130793244e-06,2.4647674024924453e-08
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,461,1.4068258245088401e-06,4.95149731920318e-06,-5.3622300471428685e-06,-1.7776430274860826e-05,6.178197178434734e-10,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,469,3.8934901164244806e-05,-5.037774384122635e-06,-0.00015926090154191712,-4.547950609900186e-05,-1.608388751800664e-06,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,477,-1.9308742885831842e-06,-5.206132445731795e-06,-0.000512780465312208,4.473837354209255e-05,-2.9675951018109156e-06,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,485,-4.672229220149208e-05,4.843156449548121e-06,-0.00015720176270550665,1.0004152853376096e-05,-1.101941397233918e-06,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,493,-1.5046773560304684e-05,-2.2436391931225023e-05,-5.837661651904996e-05,6.457518696457716e-05,8.636657873383824e-07,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,501,-0.000187644381379002,1.3348427088818136e-05,0.0004973582268637733,0.00015088519790795165,8.994402724477507e-06,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,509,-7.557541798354061e-05,1.314287729619083e-06,0.001636308523412719,-0.00018895225531434783,1.8303533626027972e-05,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,521,-7.907950556575649e-05,1.3766827555489105e-05,0.0011060323350398776,5.4168027347660866e-05,1.8034207170264393e-05,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,525,3.289716299283846e-05,2.920665335902589e-05,0.0014694114819668088,-0.0001299709135831723,2.1086558949226037e-05,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,535,0.00019187551040080256,-1.227561185679544e-05,0.0006974222711087288,2.3608520228899288e-05,2.084062334811821e-05,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,541,0.00010100741083742416,3.7765270793389816e-06,0.000849110781923028,-8.316440514960196e-05,4.786587400881304e-06,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,549,0.00011451801775093362,-2.140023639367458e-05,0.000413913880154763,1.9172800132385504e-05,5.119040729636504e-07,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,557,-2.0289409437160115e-05,-8.866427413421014e-06,0.0005147572356028508,-6.561882845540468e-05,-3.599041517489559e-06,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,569,-8.101982815222376e-05,3.199206505640666e-06,4.156196876893212e-05,-5.5870675596736614e-05,-2.735791023034123e-06,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,607,-0.0001354841323481003,6.653622036743422e-06,-0.00024457093366221086,-4.047374757484021e-05,-2.721205300169568e-06,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,621,-9.016672011978653e-05,-1.3465554940804729e-05,-0.0005280784792433598,5.348059212444047e-05,-4.5725012627140585e-07,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,629,-0.00015184603033985278,2.06470801397587e-05,-0.00025974584531461217,-1.1697701840539861e-05,1.0368986861432382e-05,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,637,-2.5194306123722376e-05,2.606616525825233e-05,-0.00031223996771229286,4.8041601909088946e-05,1.4108284458131727e-05,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,643,0.00017761245110428517,-1.2549223431205657e-05,8.869497210566447e-05,6.288904150611766e-05,6.82050066804548e-06,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,653,0.00010073896578808575,-3.5089613573189953e-06,0.0004708205915524184,6.713599844491178e-06,6.81988571170388e-06,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,657,6.908560907701276e-05,-1.6424149644722304e-05,0.0005571384574163372,0.0001274909760665187,-3.100471785342832e-06,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,669,1.8747063270144713e-05,-9.790790210691125e-06,0.0009105075449008774,-4.991589582284666e-05,-3.0931554228488724e-06,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,677,-5.88947736745787e-05,-7.761529019316427e-07,0.0005292625864530506,4.8761216363458646e-05,-1.998265454649273e-06,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,685,-6.511691817224011e-05,-3.3315839918649295e-06,0.0008835692989372273,-0.00010016029107764112,2.667921717735048e-06,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,693,-8.671180880726222e-05,1.5186219142203665e-05,6.66493187259122e-05,-8.162227866224839e-05,8.473620639679307e-06,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,701,3.4660399679271175e-05,6.3927936776425175e-06,-0.0005623589215998648,5.389201800983922e-05,1.094339661129992e-05,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,711,8.404550815087168e-05,-8.049535060234607e-06,-0.00011473033588769261,2.9643966269180433e-05,6.597769787350079e-06,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,719,2.115008767471574e-05,2.804064788361222e-06,0.00012079870566556253,3.4870635102444156e-06,2.3337313572149333e-06,0.0
0>>1330,RAW_BETASING_8,Group,COMMAND,0.001,1177,-2.8882625110158988e-05,-1.9745134118768874e-06,6.170051845475182e-05,-3.7860981565651045e-05,1.6622331812854094e-06,1.805756659110057e-08
0>>1261,V37W,Overlay,VKICK,1e-06,463,-7.716050021144838e-09,4.230341611407597e-05,0.13597247540669127,1.0000155925088758,-2.011986142300907e-05,0.0
0>>1261,V37W,Overlay,VKICK,1e-06,1177,0.12416329593742827,0.02452433878874895,-8.365127959634783,0.8446341217387414,-0.041568811848881386,-0.0006310815482116119
0>>1262,H38W,Overlay,HKICK,1e-06,467,1.6423780291260643,0.4998768524745235,5.9886887116000764e-06,-8.521545340027525e-06,-0.040345424973204314,0.0
0>>1262,H38W,Overlay,HKICK,1e-06,475,4.698231583526852,0.6479114661960798,-0.011711080900389872,-0.0015791817258969509,-0.27439245976323273,0.0
0>>1262,H38W,Overlay,HKICK,1e-06,1177,-1.4980135478796743,1.1891819912696209,0.1549762695623422,0.008143027838125854,-0.6813588919171504,-0.0038603718169154255
0>>1263,V39W,Overlay,VKICK,1e-06,479,8.875983715378455e-09,8.881390510995148e-05,0.13597248219466423,1.0000254259890025,-4.035308285438299e-05,0.0
0>>1263,V39W,Overlay,VKICK,1e-06,1177,-0.32749102582259415,0.014359632156469345,-5.484072657922272,-2.7364170947009363,0.010137224998801398,0.0003204688072799399
0>>1264,H40W,Overlay,HKICK,1e-06,483,1.6424741511754035,0.4998802423145408,1.2270287542102964e-05,-1.2825953406986335e-06,-0.04133618999584035,0.0
0>>1264,H40W,Overlay,HKICK,1e-06,491,4.36985755471837,0.609648093637178,4.212220286112234e-05,9.929605667433408e-06,-0.2593929848708807,0.0
0>>1264,H40W,Overlay,HKICK,1e-06,1177,-7.149839639468002,-0.9232676075507612,-0.1217379113969383,0.013105000393784198,-0.7988830408497939,-0.003743936041207931
0>>1265,V41W,Overlay,VKICK,1e-06,495,-1.1667099578116513e-09,-0.00014279155157272735,0.1359724644046413,0.999908971586993,5.431031424823866e-06,0.0
0>>1265,V41W,Overlay,VKICK,1e-06,1177,-0.3700795952442122,-0.036324145024756865,7.52910814763847,-1.481630909928801,0.043622001584731805,0.0007268708609591305
0>>1266,H42W,Overlay,HKICK,1e-06,499,1.6425496988580965,0.49989185574193723,-1.7415949325055857e-06,1.0584063688684215e-05,-0.04132852410108624,0.0
0>>1266,H42W,Overlay,HKICK,1e-06,507,4.692084911570114,0.6510428789259189,0.014146674111228247,0.0019710029404765555,-0.27232490920513824,0.0
0>>1266,H42W,Overlay,HKICK,1e-06,1177,9.202382407806523,-0.1352721294244747,-0.11626981366290465,-0.025964398823509222,-0.7160928249884435,-0.003952090539945325
0>>1267,V43W,Overlay,VKICK,1e-06,511,1.7662873117232913e-08,-0.00017748952508460716,0.1359725194318047,0.9999911091956447,7.00749748822776e-05,0.0
0>>1267,V43W,Overlay,VKICK,1e-06,1177,-0.00604337488851938,-0.016585093150884526,11.843858792895238,1.207096219585607,0.045777016023385846,0.0004304338924133663
0>>1268,H44W,Overlay,HKICK,1e-06,523,3.283414955659544,0.9994655725054834,1.5977773357850333e-05,6.350996806367068e-05,-0.12239998825742374,0.0
0>>1268,H44W,Overlay,HKICK,1e-06,1177,1.5731882536058939,0.7905675848579901,0.02109765529485319,0.00029142113808916514,-0.6256411814347437,-0.003539570750160561
0>>1223,SK_Q44W,Overlay,K1,1e-05,527,-0.0001346135471863054,-0.000975354941249091,6.239941716546654e-05,0.00047216610573914004,-2.3039604824122945e-08,0.0
0>>1223,SK_Q44W,Overlay,K1,1e-05,1177,0.004410000663734523,-0.0006026975747251348,0.004492048064335535,0.0010562439114211557,0.0005804943363561625,3.0694212416974144e-06
