sample_index,beamline_index,s_m,element_name,orbit_x_m,orbit_px,orbit_y_m,orbit_py,orbit_z_m,orbit_pz,tune_1,tune_2,chromaticity_1,chromaticity_2,phi_1_turn,phi_2_turn,accumulated_chromaticity_1,accumulated_chromaticity_2,beta_1_m,beta_2_m,dbeta_1_ddelta_m,dbeta_2_ddelta_m,alpha_1,alpha_2,dalpha_1_ddelta,dalpha_2_ddelta
11,5,0.7805573617021393,"""q00w!mcleo_sol""",0.0018611592223237718,0.002587659221629932,6.55033834619196e-5,0.00010561051922769712,-2.263083743678528e-6,0.0,-0.469846098091189,-0.42092375657744185,-1.172337815327994,-0.966075323253681,0.10972823928301763,0.24487633425646313,-2.0815315074516545,2.466946705355089,1.5993456363456577,33.51900971734675,29.019054970813514,101.5037282574799,-0.9923016192084425,-39.56970415120495,-9.7334728772418,-178.39032513004918
12,5,0.8043242553191625,"""q00w!mcleo_sol""",0.0019230364605970515,0.002625090880765944,7.000792880176763e-5,0.00011259500646727043,-2.34406365907771e-6,0.0,-0.469846098091189,-0.42092375657744185,-1.172337815327994,-0.966075323253681,0.11205315001350545,0.24498638726789668,-2.123450897147481,2.4663887254051806,1.647822131530184,35.40339848690661,29.50799703105835,110.81135440281437,-1.0541517412282602,-39.9683033617377,-10.161222337436655,-184.75741652054194
13,5,0.8280911489361857,"""q00w!mcleo_sol""",0.001985813372185353,0.002663759259529624,7.474303849920392e-5,0.00011971392194687367,-2.4274480014546977e-6,0.0,-0.469846098091189,-0.42092375657744185,-1.172337815327994,-0.966075323253681,0.11430834569966027,0.2450907226089834,-2.1634426413553585,2.4658426763913845,1.6992579761521496,37.304145955195295,30.025560034612067,120.73187715495263,-1.1179522470456,-40.29059387680877,-10.622355607994043,-191.11231501759005
14,5,0.851858042553209,"""q00w!mcleo_sol""",0.002049519336767674,0.0027036829661632278,7.971282417680056e-5,0.00012696666488234585,-2.513352668747366e-6,0.0,-0.469846098091189,-0.42092375657744185,-1.172337815327994,-0.966075323253681,0.11649404775312183,0.24518986918432356,-2.2015494284226573,2.4653069273301322,1.753745975006404,39.21754849308016,30.574330770566483,131.29530713848524,-1.1838202970970582,-40.5359634449421,-11.119129180901648,-197.44336385204505
15,5,0.8756249361702322,"""q00w!mcleo_sol""",0.002114184179254842,0.0027448812060610573,8.492141340509169e-5,0.00013435266101147957,-2.601898341446314e-6,0.0,-0.469846098091189,-0.42092375657744185,-1.172337815327994,-0.966075323253681,0.1186106961515823,0.24528429490586362,-2.237821429081681,2.4647799964528687,1.8113843926459263,41.13987530510341,31.15708487634678,142.53196403486862,-1.2518767039343324,-40.70395019835993,-11.653989134482558,-203.73688848253875
16,5,0.8993918297872554,"""q00w!mcleo_sol""",0.002179838184074193,0.0027873737907184687,9.037295080981736e-5,0.00014187136423628332,-2.6932107081409753e-6,0.0,-0.469846098091189,-0.42092375657744185,-1.172337815327994,-0.966075323253681,0.12065892731229427,0.24537441534925994,-2.27231493323358,2.4642605302730995,1.8722771192666048,43.06737580477389,31.776801585007895,154.47229628433632,-1.3222461451662286,-40.79424380510826,-12.229583854513432,-209.9771059415416
17,5,0.9231587234042786,"""q00w!mcleo_sol""",0.0022465121096693474,0.0028311811469666284,9.607159923314075e-5,0.00014952225829526384,-2.7874207004619526e-6,0.0,-0.469846098091189,-0.42092375657744185,-1.172337815327994,-0.966075323253681,0.12263955251578126,0.24546060098209727,-2.305091081782094,2.4637472857633154,1.9365338462713497,44.99628705317314,32.4366793832264,167.14668878161913,-1.3950573827240313,-40.80668631476291,-12.84877764234183,-216.14604439204243
18,5,0.9469256170213018,"""q00w!mcleo_sol""",0.0023142372032219027,0.0028763243264974684,0.0001020215409497296,0.00015730485846559867,-2.8846647378674617e-6,0.0,-0.469846098091189,-0.42092375657744185,-1.172337815327994,-0.966075323253681,0.12455353711235784,0.24554318323181823,-2.3362147036877015,2.4632391151012323,2.004270251795879,46.92284124560844,33.140152635255454,180.58525920514967,-1.4704434888263347,-40.74127269435411,-13.514665258432105,-222.22347390153283
19,5,0.9706925106383251,"""q00w!mcleo_sol""",0.0023830452156019385,0.002922825015683415,0.00010822697893866256,0.00016521871329507702,-2.985084982740542e-6,0.0,-0.469846098091189,-0.42092375657744185,-1.172337815327994,-0.966075323253681,0.12640198069244854,0.24562245960533186,-2.3657532639170644,2.462734952547351,2.075608196496794,48.843273230819435,33.89090923052745,194.81764371289404,-1.548542079030819,-40.59815105178699,-14.230587452187589,-228.18684941481172
20,5,0.9944594042553483,"""q00w!mcleo_sol""",0.002452968416554356,0.002970705545696624,0.0001146921382121316,0.00017326340636369088,-3.08882960628336e-6,0.0,-0.469846098091189,-0.42092375657744185,-1.172337815327994,-0.966075323253681,0.128186098354731,0.24569869802916663,-2.393775924177853,2.4622338030971114,2.150675929921192,50.753828047050014,34.69290931508789,209.87277283109057,-1.6294955527725878,-40.37762254468815,-15.000147531382973,-234.0112668751945
21,5,1.0182262978723715,"""q00w!mcleo_sol""",0.0025240396101281863,0.0030199889029325776,0.00012142126720182145,0.00018143855807476895,-3.1960530657155104e-6,0.0,-0.469846098091189,-0.42092375657744185,-1.172337815327994,-0.966075323253681,0.1299072031643717,0.2457721405455489,-2.420352715246811,2.4617347326156143,2.2296083077966498,52.65076845913606,35.5504051696329,225.77863845441092,-1.7134513418017607,-40.080140973275135,-15.827229027097612,-239.66943340489945
