sextupole,sextupole_s_m,quadrupole,quadrupole_inventory_index,quadrupole_ring_index,quadrupole_s_m,quadrupole_k1_m2,delta_k1_m2,optics_leverage,delta_log_beta_x,delta_log_beta_y,delta_phi_x_rad,delta_phi_y_rad,max_abs_tune_shift,max_detector_beta_beating,allowed,closed_orbit_seconds,twiss_seconds,selected,selected_rank
SEX_35W,266.247907,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.00894887035535315,-0.007119553270187172,0.0022704782785128406,0.004885191809931847,-0.0006116136336460598,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_36W,277.2196100000001,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.008741482971945087,0.008388750346695464,0.0013357084722866214,-0.0010661235386260424,-0.0017668207738963928,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_37W,285.23481400000014,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.008317617448487647,-0.00793826775315582,-0.0007031601911520946,-0.0014028086233186083,-0.0019246710915152493,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_38W,293.43722000000014,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.01021034519852671,-0.009555832907834126,-0.0023075454469097477,0.0026492119634871896,-0.0007707895261316578,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,1,9
SEX_39W,301.8666330000001,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.009907887853019888,0.009443210953268246,-0.0008614683300416199,0.0028616000041436643,0.00024723740152725944,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_40W,310.0725710000001,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.005242599725907688,-0.003498483429665334,0.0022853856040076035,-0.003097084464609847,-0.0006561600707994858,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_41W,318.2775080000001,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.009846853851600786,-0.008994571982580813,0.0002486077738077156,0.003479162064630869,-0.0019727724470382634,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,1,9
SEX_42W,326.4824450000001,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.009805973625571996,0.008771438344614989,-0.0016677570015129696,0.0037150106924117294,-0.0016236595244085062,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_43W,334.6823820000001,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.004497740374488666,0.0016682214512588178,-0.0022564771815616266,-0.003347592646510492,-0.0010717461770335098,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_44W,345.6874090000002,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.007789686890571102,-0.004712416038611254,-0.0021380645126159096,0.005809574211764133,-0.00038714926071522067,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_45W,352.0352120000002,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.007378984343127399,0.0042817624784306715,-0.001009386127540921,0.0059203941644224815,0.00021445884878615526,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_47W,365.88444100000027,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.01025594160134189,-0.00976113147640949,0.0017703686291850088,0.0020776759141106146,-0.0015664316592514963,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,1,7
SEX_47E,402.10880300000036,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.009989691616771849,-0.009750706501932086,-0.00025882714692783697,0.0008723910420428376,-0.0019722078209858398,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,1,4
SEX_45E,416.40915300000034,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.004349070407450079,0.0029318227400415386,-1.7431532176823056e-5,-0.003195196094584073,0.0003305251711654777,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_44E,422.7528710000003,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.0052618024351395905,-0.003968212728274067,0.0017127904712989231,-0.003000626120030612,-4.943985054846778e-5,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_43E,433.75209100000035,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.00889444463931228,0.007005945317844398,0.0022775602306260244,0.004943871074596811,-0.0006314537503260424,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_42E,441.95955800000036,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.007761028708280497,0.007097738305775762,0.0022065244064997953,-0.0019043546932635265,-0.0011663450601101608,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_41E,450.1611960000003,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.00866225818191575,-0.008335945719109722,0.000840011287863499,-0.0011088502343521436,-0.001900409948474742,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,1,13
SEX_40E,458.3645330000003,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.007238769858176307,0.0027429107330213575,-0.0022606322519642705,0.006215929578813319,-0.001062069236411028,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_39E,466.5685700000003,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.00973588865605709,0.009680254028374849,0.0007744744812789626,0.0006409805393062708,0.000263710248856556,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_38E,475.0016130000003,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.008239768003899398,-0.007765415208081238,0.002236582293027952,-0.001517576900758613,-0.0005355029420858355,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_37E,483.2036200000002,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.008616599813519418,-0.006549824590718442,0.0011895962021186825,0.005161185991350777,-0.0018145551013270841,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_36E,491.21897400000023,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.010151171757329288,0.009558479281056567,-0.0011777397309801591,0.002643715361244813,-0.0018180924330740518,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_35E,502.1918880000002,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.0038479748392249453,0.0003829641708062013,-0.0017301671132745001,-0.0034151532697971475,-5.914990383928758e-5,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_34E,510.11032700000015,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.009173807977556535,-0.00914903784185106,-0.0005220071384573009,-0.00030159308325444805,0.00030068178692755265,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,1,14
SEX_33E,516.0587210000001,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.009879516660429568,-0.0094284381633846,0.0005345740203547837,0.0028868858333234936,0.0002992056902134049,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,1,14
SEX_32E,524.4910650000002,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.00731010919885693,0.0036526900244773833,0.001834720947459726,0.006059233033425024,-0.00012266285460393444,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_31E,532.6925710000002,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.008229152089898727,0.007720131232746344,0.0018533162585809768,-0.0015465227902936429,-0.0015139365814461302,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_30E,541.1213150000002,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.00624909051497447,-0.005196603347713479,-0.0013214588626220879,-0.0026759691951928895,-0.0017718299161187012,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_29E,550.4060380000002,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.0088759446867887,-0.007015372902847202,-0.0022182059796440157,0.004939075441435422,-0.000502029015706079,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_28E,558.8351820000003,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.009959658886190902,0.009829985274813623,-0.0003652474267322932,0.0015273881463169522,0.0003160291030659216,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_27E,567.0402060000004,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.005153728173173076,0.003591120704417157,0.0006834857843562202,-0.003079176911986392,-0.00192776629717848,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,0,
SEX_26E,575.4706000000004,QX4A,1,16,2.594000000000023,1.53945630668795,0.00153945630668795,0.010224895565632724,-0.009824928041508559,-0.002218457978286779,0.0013354221563292305,-0.0011464598423997533,0.0005419825581379212,0.009966585184950194,1,0.0531392,2.8526039,1,9
