sextupole,sextupole_s_m,quadrupole,quadrupole_inventory_index,quadrupole_ring_index,quadrupole_s_m,quadrupole_k1_m2,delta_k1_m2,optics_leverage,delta_log_beta_x,delta_log_beta_y,delta_phi_x_rad,delta_phi_y_rad,max_abs_tune_shift,max_detector_beta_beating,allowed,closed_orbit_seconds,twiss_seconds,selected,selected_rank
SEX_25E,583.6744190000005,Q23W,29,331,165.8535160000001,-0.25841794176,0.00025841794176,0.0023588725996946816,0.0005324632451391957,0.002246167370751444,0.00048070550736522763,-6.646195849104855e-5,0.00036880453618692854,0.003062099710409605,1,0.0539484,2.0356354999999997,0,
SEX_24E,591.8780370000006,Q23W,29,331,165.8535160000001,-0.25841794176,0.00025841794176,0.0031711860755724453,0.0004049023953111936,0.0023293218724909875,-0.000348976544075159,-0.002084454403961925,0.00036880453618692854,0.003062099710409605,1,0.0539484,2.0356354999999997,0,
SEX_23E,602.0839950000009,Q23W,29,331,165.8535160000001,-0.25841794176,0.00025841794176,0.0028001564607163312,-0.0009269384731302811,-0.002622709856874899,-3.1630303645179306e-5,-0.0003194586077489145,0.00036880453618692854,0.003062099710409605,1,0.0539484,2.0356354999999997,0,
SEX_22E,610.288114000001,Q23W,29,331,165.8535160000001,-0.25841794176,0.00025841794176,0.0011959654819470136,0.00039749159156091053,-0.0009376867184699066,0.0005182866280543496,0.0003527838684411707,0.00036880453618692854,0.003062099710409605,1,0.0539484,2.0356354999999997,0,
SEX_21E,618.489572000001,Q23W,29,331,165.8535160000001,-0.25841794176,0.00025841794176,0.0021457900996437354,0.0008641700692072804,0.0019591346646575416,-0.00012014984976257528,7.057352587598535e-5,0.00036880453618692854,0.003062099710409605,1,0.0539484,2.0356354999999997,0,
SEX_20E,626.693891000001,Q23W,29,331,165.8535160000001,-0.25841794176,0.00025841794176,0.003400320931840763,-0.0009089571549106098,0.003042323288701447,-6.413066374933639e-5,-0.0012149632072795988,0.00036880453618692854,0.003062099710409605,1,0.0539484,2.0356354999999997,0,
SEX_19E,634.902548000001,Q23W,29,331,165.8535160000001,-0.25841794176,0.00025841794176,0.0027587458404665266,-0.0006400599364441792,0.0004590399866190016,0.00043881006459004136,-0.0026072456554666547,0.00036880453618692854,0.003062099710409605,1,0.0539484,2.0356354999999997,0,
SEX_18E,641.5627330000011,Q23W,29,331,165.8535160000001,-0.25841794176,0.00025841794176,0.0030478234266115727,0.00023847900782224705,-0.0029170505597036767,0.0005466148994747131,-0.0006514473013491904,0.00036880453618692854,0.003062099710409605,1,0.0539484,2.0356354999999997,0,
SEX_17E,649.7629910000012,Q23W,29,331,165.8535160000001,-0.25841794176,0.00025841794176,0.0033117502155726405,0.0008403531519451408,0.003043388546536599,-0.00014374788518198864,-0.0009892516215184329,0.00036880453618692854,0.003062099710409605,1,0.0539484,2.0356354999999997,0,
SEX_16E,657.9705490000013,Q23W,29,331,165.8535160000001,-0.25841794176,0.00025841794176,0.003277157473776603,-0.0009551332757863323,0.0023528802470051393,7.06825812221497e-5,-0.0020703719591851906,0.00036880453618692854,0.003062099710409605,1,0.0539484,2.0356354999999997,0,
SEX_15E,666.1766680000013,Q23W,29,331,165.8535160000001,-0.25841794176,0.00025841794176,0.0032211895053129475,-0.000506686235618842,-0.002379271445977011,0.0004888663652776273,-0.002054119750898516,0.00036880453618692854,0.003062099710409605,1,0.0539484,2.0356354999999997,0,
SEX_14E,676.1065810000013,Q23W,29,331,165.8535160000001,-0.25841794176,0.00025841794176,0.0012453599797630868,0.0009239408376864235,-0.0007421512067274242,-3.795787134881707e-5,0.0003808222603873369,0.00036880453618692854,0.003062099710409605,1,0.0539484,2.0356354999999997,0,
SEX_13E,683.0127840000011,Q23W,29,331,165.8535160000001,-0.25841794176,0.00025841794176,0.0019376819360848712,3.45369991286472e-5,0.0018944543015135948,-0.000393796020707244,9.688175613901743e-5,0.00036880453618692854,0.003062099710409605,1,0.0539484,2.0356354999999997,0,
SEX_12E,691.3164100000012,Q23W,29,331,165.8535160000001,-0.25841794176,0.00025841794176,0.00317140435674203,-0.0008866295224863113,0.0029496228664891043,0.000262689727187576,-0.0007088107903613932,0.00036880453618692854,0.003062099710409605,1,0.0539484,2.0356354999999997,0,
SEX_11E,701.3768190000012,Q23W,29,331,165.8535160000001,-0.25841794176,0.00025841794176,0.0032782651899113243,0.0008914166923239537,0.0024085487270086143,-8.832092505385286e-5,-0.0020355567739204347,0.00036880453618692854,0.003062099710409605,1,0.0539484,2.0356354999999997,0,
SEX_10AE,709.5820270000013,Q23W,29,331,165.8535160000001,-0.25841794176,0.00025841794176,0.002870963074331025,-0.0003247458371118946,0.001412047693720805,-0.0003655787781527499,-0.002451416444236443,0.00036880453618692854,0.003062099710409605,1,0.0539484,2.0356354999999997,0,
SEX_09AE,716.0246000000013,Q23W,29,331,165.8535160000001,-0.25841794176,0.00025841794176,0.002731175841134287,-0.0006280021579526518,0.0004191278810511746,-0.00027635631120454055,-0.002610152059437412,0.00036880453618692854,0.003062099710409605,1,0.0539484,2.0356354999999997,0,
SEX_09AW,50.513,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.0008894385284474615,0.0005137721704290123,-0.0004240842267862406,-0.000541706217061959,-0.00023204739982810808,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_10W,52.359,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.0014455005658400289,-0.0012654556115388954,-0.00044379838938715096,-0.0004962943852327439,-0.0002117282546860176,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_10AW,59.10438500000001,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.004589561048427109,-0.004557376350811643,-0.00048127991079638816,0.0002308664937245663,-9.727139271771722e-5,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_12W,77.12288200000002,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.006751308633939861,0.006591596618085631,-5.216720005324957e-5,0.0014536440821281101,0.00012336839500256863,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_13W,85.42484500000002,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.006063820852279107,-0.00598093735179784,0.0002404694126302402,0.0009653073060975006,9.310203428715853e-5,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_14W,92.33155300000003,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.007774262806864935,-0.005079850039672963,0.0004399660693608648,0.005868600274612078,-1.56983843834223e-5,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_15W,102.26329400000003,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.008019898813224256,0.007420243477374815,0.00037813258654550443,0.0030073901840382824,-0.0002671773545323995,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_16W,110.46949700000003,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.0023551168654287534,0.0022974498047141634,-8.212115594478199e-5,-0.0003685553077161158,-0.00035457431597111085,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_17W,118.67059200000004,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.0074443819752009225,-0.0039031110575839635,-0.0003705280096276293,0.006322437077856289,-0.00027211294620358795,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_18W,126.86934400000005,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.008220703267333589,0.006658590571427986,0.00038105926749619896,0.004805926789132376,3.154906962948104e-5,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_19W,133.53465100000005,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.00743269731793754,0.007117870142861477,0.0001754672394624379,0.0021055851949226454,-0.0003415205473101647,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_20W,141.74255400000004,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.0007161353011792098,0.00024346593757885836,-0.00020245414486649063,-0.0005476897369496912,-0.00033559257754044733,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_21W,149.94449100000006,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.006972773328120291,-0.0014527869010500965,-0.000425797312309053,0.0068025828498303985,-0.0002292189466573277,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_22W,158.15117800000007,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.008227158421486037,0.006671514459754118,-0.00045147480847706497,0.004792934189939027,-3.135049831270874e-5,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_23W,166.3549160000001,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.003962933164558359,0.003959099495089063,-0.00012818443094837493,2.062985560535476e-5,0.00011624807724087859,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_24W,176.5575180000001,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.00839722169857998,-0.007044408713106684,0.0003754997625330194,0.004542840185117528,-0.0003335282875980122,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_25W,184.7633210000001,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009838515097928295,0.0048048786322538745,0.00042799097977736737,0.008554047794488283,-0.0005954919918122322,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_26W,192.9697580000001,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.00696561264731346,0.005969981892308355,-5.872754812321902e-6,0.0035145394374173442,-0.0007259847185118237,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_27W,201.39945100000008,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.00617613240252092,-0.005291938594583515,-0.00047003826657312185,0.0031197203222665428,-0.0004317481944610325,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_28W,209.60265400000006,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009460950645998143,-0.0010549141123541413,0.00016617994114199,0.009396949586218402,-0.0002578100905717495,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_29W,218.03087800000006,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009117492312123571,0.007381103144639306,0.0004526364474785924,0.0053181174517279075,-0.0004009107704579862,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,1,7
SEX_30W,227.31508200000005,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.0029304790396672276,0.0018730183031758273,0.0003659724887585463,0.002129395095846795,-0.0006412881576583144,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_31W,235.74654100000004,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.00931877512652829,-0.007426248491605292,-0.00021067538459621857,0.005581473033863626,-0.0007022662275169163,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_32W,243.94574300000002,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.00994629423346297,0.005897887985493508,-0.0004831566557115686,0.007978818232456275,-0.0004987038686986852,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_33W,252.378452,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.008637810711245824,0.007179539914908484,-0.00039541882403826864,0.004773868189622401,-0.00034613141327609467,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,1,12
SEX_34W,258.32096800000005,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.007141873225003362,0.006137506934737785,-0.0002522538073043379,0.003632632050996703,-0.00027877264363182887,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_35W,266.247907,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.002498530699748864,0.0013715847868104524,-2.0924564293657088e-5,0.0020740578681617324,-0.00024342750933944388,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_36W,277.2196100000001,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009602396567560092,-0.0028745224939907095,0.0004302694847284303,0.009144309546923588,-0.0003736460260526356,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_37W,285.23481400000014,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009417734953114619,0.0074261019840898635,0.0004357813628839865,0.0057454008550422665,-0.0005892406873731562,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,1,8
SEX_38W,293.43722000000014,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.00568801693059177,0.004835840485345458,-8.967823302636116e-5,0.002905005880766403,-0.0007218601320382725,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_39W,301.8666330000001,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009903690910167982,-0.0069972084836133555,-0.0004699574626654648,0.006971856723054614,-0.0005426977957173107,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_40W,310.0725710000001,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009940759442619363,0.006200699391966203,-3.7377879830489896e-6,0.007766007800371798,-0.00024317528657609894,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,1,15
SEX_41W,318.2775080000001,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.004581191499966469,0.0037620192094764498,0.00048343557621697116,0.002521631966349688,-0.0004921273176997867,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_42W,326.4824450000001,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009695501818487886,-0.007332856071244187,0.00028343078405272047,0.006299901836262866,-0.0006803537277197736,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_43W,334.6823820000001,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009653746729448739,0.003256767679587189,3.73971725618799e-5,0.00905874382698107,-0.0007252943720691814,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_44W,345.6874090000002,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.002355998633872077,-0.000925774344945456,-0.00024373630468222575,0.002038070757549774,-0.0006932038849056229,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_45W,352.0352120000002,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.0076740403875870345,-0.006535080893662751,-0.0004600984104098574,0.0039572073875977784,-0.0005589568211238829,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_47W,365.88444100000027,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.006359564869276822,0.00546829682279836,0.0003584093752610549,0.0032107793203174388,-0.0003228530010084382,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_47E,402.10880300000036,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.007661872696782809,0.006525336079106432,0.0004670352916379373,0.003950890843955458,-0.0005446300137996058,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_45E,416.40915300000034,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.00956162328821375,0.002346345418054762,-0.0004783392197297679,0.009245828855939539,-0.0004529276348700726,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_44E,422.7528710000003,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009948594648133573,0.00640405050629339,-0.00027090495016870097,0.00760316631774709,-0.0002848596818884363,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_43E,433.75209100000035,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.008970884409791784,-0.007336275436937351,-1.2903123689247063e-5,0.005157177845411035,-0.00024326937216924868,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_42E,441.95955800000036,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.00947537474957979,-0.001345252402797867,0.0002058259788002678,0.009373357927568512,-0.0002661192324509502,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_41E,450.1611960000003,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009235233729185229,0.0074086789798738315,0.0004692346747343114,0.005476947074028243,-0.00042882091154301604,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,1,9
SEX_40E,458.3645330000003,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.006826428526945199,-0.005853696630379098,3.1972695806212653e-5,0.003436141859156587,-0.0007254440457088231,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_39E,466.5685700000003,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009872337856798006,-0.005179920149090998,-0.00042890962303239244,0.008385014180741704,-0.000372901772372911,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_38E,475.0016130000003,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009456724144735838,0.007421494968844193,-5.4771016288059756e-5,0.005855608514961232,-0.0002447305300496385,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,1,13
SEX_37E,483.2036200000002,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.002253902465189943,0.0007782370029764352,0.0004454019451545517,0.0020307196599073187,-0.0003901515858048037,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_36E,491.21897400000023,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009927788067883638,-0.006868617961681706,0.0003781584329506362,0.007129971251804482,-0.00063527109591584,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_35E,502.1918880000002,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009752649440272362,0.004103982943293803,-0.0003667365086268578,0.008816206537437697,-0.0006414840048507343,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_34E,510.11032700000015,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.0086773761344265,0.007193249277134469,-0.00048186966070319425,0.00480268377224525,-0.0005060154436624965,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,1,15
SEX_33E,516.0587210000001,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.005366360710891861,0.00454650280887462,-0.0004506464615901148,0.0027868771181896635,-0.0003967028901661409,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_32E,524.4910650000002,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.007309659105929219,-0.006273976514279993,-0.000238719579338316,0.003733105098995857,-0.00027436148681745493,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_31E,532.6925710000002,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009526965765409075,-0.0020469864873863012,0.00033801143540408614,0.009293054427521699,-0.000312747010201236,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_30E,541.1213150000002,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009930926134822136,0.006869968409803167,0.00035391867755197876,0.0071330653313103135,-0.0006488054350409035,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_29E,550.4060380000002,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.0025268388427494657,0.0012603528411058932,-0.00019656218581591656,0.0020642208545852973,-0.0007048268040775518,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_28E,558.8351820000003,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.00995304241739902,-0.006049247495332885,-0.00048179216372796514,0.00787388561160817,-0.000489346287441861,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_27E,567.0402060000004,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009521361728721384,0.0018411942331119735,0.0004767813958545476,0.009318812291517133,-0.00044581379650215924,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_26E,575.4706000000004,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.007198010274924563,0.006161082918099966,6.830344158305517e-5,0.003650240623568783,-0.0007235241696947541,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_25E,583.6744190000005,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.007639936564961444,-0.006509964081164529,-0.000458948423722726,0.003932278265017282,-0.0005617404822670652,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_24E,591.8780370000006,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009443897441104989,0.00028881271746956667,-0.00021085553419508956,0.009433340065055256,-0.00026724755014745583,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_23E,602.0839950000009,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.008745126769935833,0.007227312260782218,0.0002796710968978527,0.004868309294673281,-0.0006815778725523954,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_22E,610.288114000001,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.006810579398408519,-0.005838604083323516,-5.0035840231834756e-5,0.0034303154176951725,-0.0007246562288696521,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_21E,618.489572000001,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.00980106788491961,-0.004512523374617561,-0.0004327637427064306,0.008669588270455062,-0.0005907785051264249,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_20E,626.693891000001,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.008959981301269035,0.007328534911647251,-0.0004251013178602296,0.005124077864794563,-0.00037007549626268,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_19E,634.902548000001,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.0028589941666035687,0.0018850293676697526,0.00012636576240758593,0.002131003595043113,-0.0002517286231247556,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_18E,641.5627330000011,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.005810346041067355,-0.004949252533712459,0.00036325311246083927,0.0029528959890051864,-0.0006430186069566655,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_17E,649.7629910000012,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009755457024168761,-0.004181705412306035,-0.00045531935595740167,0.008792770303155272,-0.0004026863235017188,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_16E,657.9705490000013,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.007859747433744492,0.006689889072264373,-0.00021556082103250373,0.004111257755594195,-0.00026852769420162084,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_15E,666.1766680000013,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.002205834546967825,0.0006136440935667675,0.00046775057096554444,0.002022747764508823,-0.0004229040784425428,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_14E,676.1065810000013,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.00991420746407468,-0.0055117703135384236,-8.239376342494091e-5,0.008208727942902033,-0.0007224226454636343,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_13E,683.0127840000011,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009643869741294397,0.003163504038460496,-0.0004271899892380764,0.00908063729300547,-0.0005966580693084266,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_12E,691.3164100000012,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.0056854486535327445,0.004841888503695446,-0.00047757208664737173,0.002907443922278765,-0.00044624752167234815,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_11E,701.3768190000012,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.0098332611554427,-0.004930239162411925,-0.00022913153040958305,0.008500553321189685,-0.00027176962291842007,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_10AE,709.5820270000013,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009885622346611443,0.00544536873328791,-3.0402658001050265e-5,0.008247011567607732,-0.0002436481489457057,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_09AE,716.0246000000013,Q24W,30,343,176.05796800000013,0.3329451606,0.0003329451606,0.009900267463466306,0.006903489179961891,0.00013358313950452016,0.00709052082727479,-0.0002525924249482027,0.0004089154421738628,0.007500755278849969,1,0.0553685,2.4549543,0,
SEX_09AW,50.513,Q25W,31,351,184.26242100000013,-0.30812564097,0.00030812564097,0.005926580932403299,0.0005049575227551279,0.0014683009778853004,-8.129011295123634e-5,-0.00571899148490508,0.0007148044053930103,0.005945352777366519,1,0.0543744,2.3892667999999997,0,
SEX_10W,52.359,Q25W,31,351,184.26242100000013,-0.30812564097,0.00030812564097,0.005885844128768472,0.0006399964499003379,0.0009270780089201343,-0.0001504629411870628,-0.005775071681025204,0.0007148044053930103,0.005945352777366519,1,0.0543744,2.3892667999999997,0,
SEX_10AW,59.10438500000001,Q25W,31,351,184.26242100000013,-0.30812564097,0.00030812564097,0.006027385056756516,0.0007950565337132673,-0.0019012348931027405,-0.0003296816155773877,-0.005654544335683512,0.0007148044053930103,0.005945352777366519,1,0.0543744,2.3892667999999997,0,
SEX_12W,77.12288200000002,Q25W,31,351,184.26242100000013,-0.30812564097,0.00030812564097,0.00634918508705465,-0.00027349174286944017,-0.005851806479526276,-1.612576358894149e-5,-0.0024481532677065733,0.0007148044053930103,0.005945352777366519,1,0.0543744,2.3892667999999997,0,
SEX_13W,85.42484500000002,Q25W,31,351,184.26242100000013,-0.30812564097,0.00030812564097,0.004432133803106101,0.0008005655359287446,-0.004260519245702811,-0.0004405314486670396,-0.0008104398010032184,0.0007148044053930103,0.005945352777366519,1,0.0543744,2.3892667999999997,0,
SEX_14W,92.33155300000003,Q25W,31,351,184.26242100000013,-0.30812564097,0.00030812564097,0.0013444686906222936,6.085101173609948e-6,-0.0010809521957003123,-0.0007980521928793161,4.705400789008469e-5,0.0007148044053930103,0.005945352777366519,1,0.0543744,2.3892667999999997,0,
SEX_15W,102.26329400000003,Q25W,31,351,184.26242100000013,-0.30812564097,0.00030812564097,0.00485795125067782,-0.000568032993428108,0.004703385329533057,-0.00010961151269306769,-0.0010691962544629727,0.0007148044053930103,0.005945352777366519,1,0.0543744,2.3892667999999997,0,
SEX_16W,110.46949700000003,Q25W,31,351,184.26242100000013,-0.30812564097,0.00030812564097,0.006762581671039889,0.0003372912514408688,0.005401713642347529,-2.938140768447944e-5,-0.004054549534553151,0.0007148044053930103,0.005945352777366519,1,0.0543744,2.3892667999999997,0,
SEX_17W,118.67059200000004,Q25W,31,351,184.26242100000013,-0.30812564097,0.00030812564097,0.006142428879220453,-0.000155432956305499,0.002582839816575053,-0.0007907612259307193,-0.005514427286478139,0.0007148044053930103,0.005945352777366519,1,0.0543744,2.3892667999999997,0,
