rho,directions,x_mixed_to_pure_ratio_p10,x_mixed_to_pure_ratio_median,x_mixed_to_pure_ratio_p90,x_mixed_energy_share_p10,x_mixed_energy_share_median,x_mixed_energy_share_p90,x_reconstruction_improvement_p10,x_reconstruction_improvement_median,x_reconstruction_improvement_p90,x_relative_reconstruction_remainder_p10,x_relative_reconstruction_remainder_median,x_relative_reconstruction_remainder_p90,y_mixed_to_pure_ratio_p10,y_mixed_to_pure_ratio_median,y_mixed_to_pure_ratio_p90,y_mixed_energy_share_p10,y_mixed_energy_share_median,y_mixed_energy_share_p90,y_reconstruction_improvement_p10,y_reconstruction_improvement_median,y_reconstruction_improvement_p90,y_relative_reconstruction_remainder_p10,y_relative_reconstruction_remainder_median,y_relative_reconstruction_remainder_p90
0.1,2.0,0.00536408043713995,0.00838005616583374,0.01139603189452753,3.3887335138327865e-05,8.442689206276729e-05,0.00013496644898720674,0.9983125863998283,0.99899914474214,0.9996857030844517,0.00015050265108150919,0.0001720369757574151,0.00019357130043332104,85.90163674601786,86.62701037547461,87.35238400493135,0.9998644843785126,0.9998667159518653,0.9998689475252179,0.9999987818460246,0.9999992966580735,0.9999998114701223,0.0003361677061825296,0.000702521044035656,0.0010688743818887824
0.2,2.0,0.005364574743306173,0.008380247286963672,0.01139591983062117,3.389160966552494e-05,8.442723852056157e-05,0.00013496286737559824,0.9932964982309683,0.9960275943320578,0.9987586904331472,0.00029825273170255124,0.0003424617777646361,0.00038667082382672096,85.90749811243299,86.65657097075444,87.40564382907591,0.9998645018234817,0.9998668039822565,0.9998691061410313,0.999995128756799,0.9999971931856895,0.9999992576145801,0.0006601813479428726,0.0013982824083989963,0.00213638346885512
