target,location,coordinate,qx_power,qy_power,qk_power,total_order,coefficient
SEX_12W,entry,x,0,0,0,0,9.25398971947504e-14
SEX_12W,entry,x,0,0,1,1,3.034943797859284e-28
SEX_12W,entry,x,0,1,0,1,2.6548088223429275e-18
SEX_12W,entry,x,1,0,0,1,0.0010000000000002828
SEX_12W,entry,x,0,0,2,2,2.00710492869233e-42
SEX_12W,entry,x,0,1,1,2,4.858814512354567e-32
SEX_12W,entry,x,0,2,0,2,1.2435595780628523e-6
SEX_12W,entry,x,1,0,1,2,6.551275765286722e-18
SEX_12W,entry,x,1,1,0,2,1.1868309180368492e-20
SEX_12W,entry,x,2,0,0,2,-3.3777107053672325e-6
SEX_12W,entry,x,0,0,3,3,1.6574265823460242e-56
SEX_12W,entry,x,0,1,2,3,2.1743899542109554e-46
SEX_12W,entry,x,0,2,1,3,-3.729596355641663e-8
SEX_12W,entry,x,0,3,0,3,-7.5176531268510625e-22
SEX_12W,entry,x,1,0,2,3,6.498803343470646e-32
SEX_12W,entry,x,1,1,1,3,2.6854428532583284e-22
SEX_12W,entry,x,1,2,0,3,-9.038649968171816e-8
SEX_12W,entry,x,2,0,1,3,3.535422672572728e-8
SEX_12W,entry,x,2,1,0,3,-4.324487176607975e-22
SEX_12W,entry,x,3,0,0,3,-6.0374405690758e-9
SEX_12W,entry,x,0,0,4,4,1.5325984745338878e-70
SEX_12W,entry,x,0,1,3,4,3.382775299341264e-60
SEX_12W,entry,x,0,2,2,4,3.278185261450062e-22
SEX_12W,entry,x,0,3,1,4,-3.0216971152175505e-23
SEX_12W,entry,x,0,4,0,4,-1.721282024676067e-9
SEX_12W,entry,x,1,0,3,4,7.155430159010874e-46
SEX_12W,entry,x,1,1,2,4,6.38986019541519e-36
SEX_12W,entry,x,1,2,1,4,1.1627942006359106e-9
SEX_12W,entry,x,1,3,0,4,-3.094439298838524e-23
SEX_12W,entry,x,2,0,2,4,7.014157796740357e-22
SEX_12W,entry,x,2,1,1,4,2.2534910065757917e-24
SEX_12W,entry,x,2,2,0,4,2.2822809460083825e-9
SEX_12W,entry,x,3,0,1,4,-1.1375636421243357e-9
SEX_12W,entry,x,3,1,0,4,5.875007021641265e-24
SEX_12W,entry,x,4,0,0,4,2.792948144267203e-10
SEX_12W,entry,px,0,0,0,0,-8.88045044364959e-15
SEX_12W,entry,px,0,0,1,1,2.737257027151206e-29
SEX_12W,entry,px,0,1,0,1,6.30034271088612e-20
SEX_12W,entry,px,1,0,0,1,-0.00010490034309742685
SEX_12W,entry,px,0,0,2,2,1.8102452073912966e-43
SEX_12W,entry,px,0,1,1,2,-3.4950557880423235e-33
