method,x_rmse_um,y_rmse_um,rmse_2d_um,median_2d_um,p90_2d_um,p99_2d_um,max_2d_um
gtpsa_k2_offset_order1_predicted_local,159.92864014096077,165.12848489857137,229.87950422391867,229.87950422391867,229.87950422391867,229.87950422391867,229.87950422391867
gtpsa_k2_offset_order2_predicted_local,0.5841923344421349,0.08207788453686331,0.5899300490320847,0.5899300490320847,0.5899300490320847,0.5899300490320847,0.5899300490320847
gtpsa_k2_offset_order3_predicted_local,1.0321238405766955,0.4440998521101664,1.1236121665997834,1.1236121665997834,1.1236121665997834,1.1236121665997834,1.1236121665997834
