observable,control,bmad,scibmad,difference,abs_difference
"DET_09W:y","H42E","-0.0006616793484","-0.0007291636104579546","-6.748426205795458e-5","6.748426205795458e-5"
"DET_10W:y","H42E","-0.0007720763604","-0.0009003175256540874","-0.0001282411652540874","0.0001282411652540874"
"DET_11W:y","H42E","-0.001704957993","-0.0020106799830677136","-0.0003057219900677137","0.0003057219900677137"
"DET_12W:y","H42E","-0.001494641876","-0.0017106326333518693","-0.00021599075735186926","0.00021599075735186926"
"DET_13W:y","H42E","-0.002742382975","-0.003091930592495035","-0.0003495476174950351","0.0003495476174950351"
"DET_14W:y","H42E","-0.001767826378","-0.0019195031211953167","-0.00015167674319531681","0.00015167674319531681"
"DET_15W:y","H42E","-0.00291062324","-0.0030414857220204873","-0.00013086248202048715","0.00013086248202048715"
"DET_16W:y","H42E","-0.0008216335121","-0.0007852301056788238","3.6403406421176183e-5","3.6403406421176183e-5"
"DET_17W:y","H42E","0.0001411405864","0.0003465165906540989","0.00020537600425409887","0.00020537600425409887"
"DET_18W:y","H42E","0.001250069159","0.001381325762448873","0.00013125660344887307","0.00013125660344887307"
"DET_19W:y","H42E","0.002637633496","0.0027933353372645913","0.00015570184126459125","0.00015570184126459125"
"DET_20W:y","H42E","0.0005573167316","0.000499821990679541","-5.749474092045894e-5","5.749474092045894e-5"
"DET_21W:y","H42E","-0.0006954294752","-0.0009736987057583998","-0.0002782692305583998","0.0002782692305583998"
"DET_22W:y","H42E","-0.001603476663","-0.0017569620473685613","-0.00015348538436856136","0.00015348538436856136"
"DET_23W:y","H42E","-0.00371319784","-0.003898134745645384","-0.00018493690564538433","0.00018493690564538433"
"DET_24W:y","H42E","-0.0005072459122","-0.00042997949204959875","7.726642015040127e-5","7.726642015040127e-5"
"DET_25W:y","H42E","0.001333204965","0.0016407632702550913","0.00030755830525509126","0.00030755830525509126"
"DET_26W:y","H42E","0.0004321912398","0.0005235110351163605","9.131979531636048e-5","9.131979531636048e-5"
"DET_27W:y","H42E","0.0001119506487","9.608780419075353e-5","-1.5862844509246474e-5","1.5862844509246474e-5"
"DET_28W:y","H42E","-0.0004877865438","-0.0006069147181411203","-0.00011912817434112029","0.00011912817434112029"
"DET_29W:y","H42E","-0.001281116239","-0.001596815581383797","-0.0003156993423837969","0.0003156993423837969"
"DET_30W:y","H42E","-0.001076919931","-0.0012526604987375732","-0.00017574056773757328","0.00017574056773757328"
"DET_31W:y","H42E","-0.001534585088","-0.0017568332379346025","-0.00022224814993460247","0.00022224814993460247"
"DET_32W:y","H42E","-0.0006009219935","-0.0006541183505825893","-5.319635708258934e-5","5.319635708258934e-5"
"DET_33W:y","H42E","-0.0001750987193","-0.00011741055073961296","5.768816856038705e-5","5.768816856038705e-5"
"DET_34W:y","H42E","-0.0001985276091","-0.00011826415916456323","8.026344993543677e-5","8.026344993543677e-5"
"DET_35W:y","H42E","-0.0001487806395","0.00011121044052668157","0.00025999108002668157","0.00025999108002668157"
"DET_36W:y","H42E","-0.0004331616918","-0.00020261988340499064","0.00023054180839500934","0.00023054180839500934"
"DET_37W:y","H42E","-0.0006919395543","-0.0003152990841477165","0.0003766404701522835","0.0003766404701522835"
"DET_38W:y","H42E","-0.0002631788204","-0.00011151584105478649","0.00015166297934521349","0.00015166297934521349"
"DET_39W:y","H42E","-0.0001878365528","-0.00010635784459362016","8.147870820637985e-5","8.147870820637985e-5"
"DET_40W:y","H42E","-9.117202039e-5","-0.00016691575184021214","-7.574373145021214e-5","7.574373145021214e-5"
"DET_41W:y","H42E","0.0002400559376","-2.8612737272478738e-5","-0.00026866867487247877","0.00026866867487247877"
"DET_42W:y","H42E","-0.0004057503679","-0.0006033383590837623","-0.00019758799118376234","0.00019758799118376234"
"DET_43W:y","H42E","-0.001236656548","-0.001531899984816553","-0.0002952434368165529","0.0002952434368165529"
"DET_44W:y","H42E","-0.00164463969","-0.0018665331762732105","-0.00022189348627321042","0.00022189348627321042"
"DET_45W:y","H42E","-0.0008099167336","-0.0008717439648340149","-6.182723123401488e-5","6.182723123401488e-5"
"DET_46W:y","H42E","-0.0005570513852","-0.0004377992812381618","0.00011925210396183819","0.00011925210396183819"
"DET_47W:y","H42E","0.0006016642302","0.0009484790123039012","0.00034681478210390115","0.00034681478210390115"
"DET_48W:y","H42E","0.0002014392431","0.00030556653421468606","0.00010412729111468607","0.00010412729111468607"
"DET_49W:y","H42E","-0.0005551230977","-0.0004992909166357799","5.5832181064220166e-5","5.5832181064220166e-5"
"DET_49E:y","H42E","0.0001644196524","0.0001229054832148127","-4.15141691851873e-5","4.15141691851873e-5"
"DET_48E:y","H42E","0.001831499049","0.0017145353191588338","-0.00011696372984116611","0.00011696372984116611"
"DET_47E:y","H42E","0.006178377859","0.005769795582907786","-0.0004085822760922144","0.0004085822760922144"
"DET_46E:y","H42E","0.001523149303","0.0013614984073445947","-0.00016165089565540526","0.00016165089565540526"
"DET_45E:y","H42E","-0.001709658361","-0.0016556631511558814","5.3995209844118685e-5","5.3995209844118685e-5"
"DET_44E:y","H42E","-0.005078019467","-0.004851357650320748","0.00022666181667925153","0.00022666181667925153"
"DET_43E:y","H42E","-0.006258680359","-0.005928811753749217","0.0003298686052507832","0.0003298686052507832"
"DET_42E:y","H42E","-0.004039769311","-0.003804704167344611","0.00023506514365538925","0.00023506514365538925"
"DET_41E:y","H42E","-0.005112855401","-0.004773369906524374","0.00033948549447562586","0.00033948549447562586"
"DET_40E:y","H42E","-0.001723887632","-0.0016095020063561579","0.00011438562564384212","0.00011438562564384212"
"DET_39E:y","H42E","0.001052227421","0.0010061463503567868","-4.6081070643213184e-5","4.6081070643213184e-5"
"DET_38E:y","H42E","0.002294467959","0.002151645657156473","-0.00014282230184352708","0.00014282230184352708"
"DET_37E:y","H42E","0.005919888606","0.005522320040006544","-0.00039756856599345615","0.00039756856599345615"
"DET_36E:y","H42E","0.003684703944","0.003429249397851631","-0.00025545454614836873","0.00025545454614836873"
"DET_35E:y","H42E","0.004679732241","0.004355150057165665","-0.00032458218383433525","0.00032458218383433525"
"DET_33E:y","H42E","0.001174441002","0.0010525012019011023","-0.00012193980009889767","0.00012193980009889767"
