realization,truth_x_um,truth_y_um,orbit_only_x_um,orbit_only_y_um,orbit_only_error_um,orbit_plus_phase_x_um,orbit_plus_phase_y_um,orbit_plus_phase_error_um,orbit_plus_beta_x_um,orbit_plus_beta_y_um,orbit_plus_beta_error_um,orbit_plus_coupling_x_um,orbit_plus_coupling_y_um,orbit_plus_coupling_error_um,orbit_plus_tune_x_um,orbit_plus_tune_y_um,orbit_plus_tune_error_um,orbit_plus_dispersion_x_um,orbit_plus_dispersion_y_um,orbit_plus_dispersion_error_um,orbit_plus_chromaticity_x_um,orbit_plus_chromaticity_y_um,orbit_plus_chromaticity_error_um,orbit_plus_orbit_response_x_um,orbit_plus_orbit_response_y_um,orbit_plus_orbit_response_error_um,orbit_plus_feeddown_direct_x_um,orbit_plus_feeddown_direct_y_um,orbit_plus_feeddown_direct_error_um,orbit_plus_direct_except_chromaticity_x_um,orbit_plus_direct_except_chromaticity_y_um,orbit_plus_direct_except_chromaticity_error_um,orbit_plus_all_direct_x_um,orbit_plus_all_direct_y_um,orbit_plus_all_direct_error_um
1,348.93948776178354,207.69459988439044,352.0844022303257,205.50824438538385,3.8302268056189694,345.4778502615491,206.7198226575118,3.596265399698748,342.83362361350885,215.0066339677914,9.526143996077518,340.87419650809727,199.3195379054267,11.627148668451456,351.1491499068549,205.57305211093106,3.0632616196518287,315.027219193601,189.0341128931457,38.70730853716073,443.3190489765531,-44.08713841933142,268.8894667299861,352.0009603605457,205.13050589377528,3.9933936026493346,343.9203837598878,203.50430124483591,6.538349001888641,336.68203807608745,197.68067510424459,15.827942453136169,366.89710958938747,149.81951881502056,60.59703945317275
