trial,element_order,element_name,s_m,k2l_m2,source_exposure_h,source_exposure_v,total_projection_numerator,total_contribution_norm_m
3,40,sex_44e,422.74312263697163,-0.104066112,3.0711051839563968e-09,1.8083291570395799e-08,6.1415500177024469e-13,3.7323176547379483e-07
3,41,sex_43e,433.74671063697161,-0.0224741904,4.3299053866658992e-10,1.2562777166607005e-09,4.5483336542949773e-15,1.8709105344168875e-08
3,42,sex_42e,441.95415263697163,0.110769824,7.3604024770086881e-10,2.5164247804152965e-10,-1.5266895283150396e-14,1.8486495964666183e-08
3,43,sex_41e,450.15579463697162,-0.49661216000000002,9.3936032003526677e-10,7.0939691026436839e-09,-1.6626849965794466e-13,1.2388285439629114e-07
3,44,sex_40e,458.35913663697164,0.24519358400000002,1.3023991199086703e-08,1.4588708570648843e-09,-5.1694471936945065e-13,4.112205181439213e-07
3,45,sex_39e,466.56317863697171,-0.45728368000000003,1.4009886325834379e-08,5.1317869515790985e-09,1.4058472441845524e-13,1.9065388496758086e-07
3,46,sex_38e,474.99622063697171,0.205352384,1.5722514988684062e-08,3.3430027358967645e-11,2.9776600834512393e-14,6.0095174267125732e-07
3,47,sex_37e,483.19826263697172,-0.037763935999999998,1.4174921591123888e-10,2.1862594244724407e-10,9.3312484334723304e-16,1.4320122431901601e-09
3,48,sex_36e,491.21360463697175,0.16982945599999999,3.5979400924890103e-09,2.7110365714643641e-10,9.8802941469676259e-14,1.0400977496114368e-07
3,49,sex_35e,502.18641763697173,-0.165141808,1.1557880271923601e-08,1.658931474373141e-10,-1.4117221699354504e-13,2.7493855704711812e-07
3,50,sex_34e,510.10486963697173,0.17428128000000001,5.6571602898070485e-08,2.9392321775590819e-10,2.908640244082401e-13,2.5202267102415316e-06
3,51,sex_33e,516.05336963697164,-0.49391936000000003,7.3299537714023141e-08,1.4445088313557022e-08,2.1492939086727307e-13,1.7299326571636198e-06
3,52,sex_32e,524.4857116369717,0.30635088000000005,4.5372137991298181e-08,1.1511815827780737e-08,-6.0568815530196556e-13,1.1412770604510404e-06
3,53,sex_31e,532.68725363697183,-0.50422272000000001,1.9948937393155569e-09,7.1552508974199996e-08,-8.2461832436529621e-13,1.2425819105015418e-06
3,54,sex_30e,541.11599563697189,0.28501520000000002,1.603195189622446e-08,8.1592450092105659e-09,-9.1217847556266079e-14,2.7292121272583967e-07
3,55,sex_29e,550.40073763697194,-0.145252624,6.0167526067958818e-09,1.995700444176946e-09,-2.7407214486314797e-14,8.0740532102203847e-08
3,56,sex_28e,558.82987963697201,0.14307091200000002,1.7192698299996415e-08,4.4374222403057517e-11,6.0804652988663291e-13,6.719642709828808e-07
3,57,sex_27e,567.03492163697217,-0.40346848000000007,1.661230695865612e-09,2.1715556141295929e-09,9.3262495511501305e-15,9.3441130011961963e-09
3,58,sex_26e,575.46526363697228,0.23959555200000002,8.7628195521773594e-09,2.5844233680090242e-09,1.2659487000411943e-13,2.2505748346543416e-07
3,59,sex_25e,583.66900563697232,-0.39789247999999999,1.4371602352363817e-08,2.4624373661101952e-08,-4.9141198306444187e-14,2.331167352148641e-07
3,60,sex_24e,591.8725476369724,0.13653937599999999,2.7991512401759791e-08,2.4101636202653602e-11,-1.2165999067471229e-12,1.2059122220200595e-06
3,61,sex_23e,602.07849063697256,-0.52328991999999996,1.3738410446829909e-08,5.1534667137003808e-08,-1.2163691151569864e-12,6.7969029261034766e-07
3,62,sex_22e,610.28253263697263,0.26098780799999999,7.9131552367900728e-10,1.3797098229648293e-08,7.0297413798213416e-13,4.5827927086249198e-07
3,63,sex_21e,618.48397463697256,-0.23266553600000003,4.7724492199350186e-09,3.4104095398990766e-08,-2.4767028764001381e-13,6.2664468176981112e-07
3,64,sex_20e,626.68821663697258,0.033397248000000004,1.0528885336024919e-08,2.2329023624207137e-11,3.9852432070464053e-13,4.4991508297578317e-07
3,65,sex_19e,634.89685863697264,-0.21855716800000005,2.4861803126403271e-08,2.8566511265820601e-08,1.9478719673079511e-13,1.0245214540841922e-07
3,66,sex_18e,641.55715863697264,0.078795680000000007,1.9928491284643221e-08,4.3486186106179978e-09,1.6623170129225685e-12,6.1464125308306402e-07
3,67,sex_17e,649.75740063697265,-0.12589873600000001,4.9016786970113915e-09,9.4390714920194465e-09,3.3351088725938739e-13,1.0950128165636556e-07
3,68,sex_16e,657.96494263697275,0.11064116800000003,6.2990985578676904e-10,9.0853073389518979e-10,-3.0879814812139533e-14,1.1662893480574643e-08
3,69,sex_15e,666.17098463697289,-0.34512176,5.1246240904571147e-09,1.3440771973749698e-07,1.2673577743587251e-12,1.8792472519379434e-06
3,70,sex_14e,676.29422663697289,-0.003429376,1.0630981516077041e-09,6.9579705551126868e-10,4.579052019250415e-14,1.4260761333474773e-08
3,71,sex_13e,684.49771863697299,0.32600287999999999,1.2025143229390451e-08,2.3393717295276098e-07,1.5263723417432726e-11,4.589610517245327e-06
3,72,sex_12e,693.16336063697304,0.123680304,3.868058849351735e-10,2.2640903138164153e-08,1.3061245820949496e-12,7.4118696334461083e-07
3,73,sex_11e,701.36620363697307,-0.19755985600000003,7.4011916055155802e-09,4.3494234355721042e-08,6.3456020129745106e-13,6.0998998394678639e-07
3,74,sex_10e,709.57139563697319,-0.052495728000000005,1.5031146659475803e-08,6.4934870740655373e-10,-1.6514492029535636e-12,5.3597672556108414e-07
3,75,sex_09e,716.0820656369732,-0.24212868800000004,2.2949855686162078e-08,3.1545750223206091e-09,-1.5050544172857595e-12,4.6883176571418244e-07
3,76,sex_08e,725.51569563697308,0.043414736000000002,2.103994361741804e-09,5.3406319233229386e-09,-2.5770148146536322e-13,1.1581435978657336e-07
