target,location,coordinate,qx_power,qy_power,qk_power,total_order,coefficient
SEX_41E,entry,x,0,0,0,0,2.6763683876248225e-14
SEX_41E,entry,x,0,0,1,1,2.729611324180205e-30
SEX_41E,entry,x,0,1,0,1,-4.827305651011797e-20
SEX_41E,entry,x,1,0,0,1,0.0009999999999997428
SEX_41E,entry,x,0,0,2,2,5.950176627746977e-46
SEX_41E,entry,x,0,1,1,2,-5.574630457434516e-33
SEX_41E,entry,x,0,2,0,2,-5.08473191342325e-7
SEX_41E,entry,x,1,0,1,2,2.025883164037994e-19
SEX_41E,entry,x,1,1,0,2,1.8551322471898655e-20
SEX_41E,entry,x,2,0,0,2,-2.923520031719227e-7
SEX_41E,entry,x,0,0,3,3,1.4838387255045792e-61
SEX_41E,entry,x,0,1,2,3,3.203960842157712e-47
SEX_41E,entry,x,0,2,1,3,-3.895986858677719e-9
SEX_41E,entry,x,0,3,0,3,-8.485655395698015e-23
SEX_41E,entry,x,1,0,2,3,6.621273806522715e-35
SEX_41E,entry,x,1,1,1,3,-1.0362841890890222e-22
SEX_41E,entry,x,1,2,0,3,6.831378905931138e-8
SEX_41E,entry,x,2,0,1,3,3.759032318218577e-9
SEX_41E,entry,x,2,1,0,3,1.7514350250357403e-21
SEX_41E,entry,x,3,0,0,3,-1.4781840758828161e-7
SEX_41E,entry,x,0,0,4,4,3.88378142831528e-77
SEX_41E,entry,x,0,1,3,4,-1.874596628982941e-61
SEX_41E,entry,x,0,2,2,4,3.4887231744652e-23
SEX_41E,entry,x,0,3,1,4,4.844173842764185e-25
SEX_41E,entry,x,0,4,0,4,-2.873176569964869e-11
SEX_41E,entry,x,1,0,3,4,2.2014775730374e-50
SEX_41E,entry,x,1,1,2,4,1.5323059057595797e-36
SEX_41E,entry,x,1,2,1,4,9.355766660630713e-10
SEX_41E,entry,x,1,3,0,4,-5.803954470653208e-25
SEX_41E,entry,x,2,0,2,4,2.4560329289920325e-24
SEX_41E,entry,x,2,1,1,4,6.858954324502277e-24
SEX_41E,entry,x,2,2,0,4,-1.3442584015433465e-9
SEX_41E,entry,x,3,0,1,4,-2.898294156769108e-10
SEX_41E,entry,x,3,1,0,4,-1.9318825919822296e-23
SEX_41E,entry,x,4,0,0,4,7.502678302794885e-10
SEX_41E,entry,px,0,0,0,0,-8.130015915824679e-16
SEX_41E,entry,px,0,0,1,1,4.5041410670174446e-30
SEX_41E,entry,px,0,1,0,1,1.3933179629350986e-20
SEX_41E,entry,px,1,0,0,1,-8.511358545608914e-5
SEX_41E,entry,px,0,0,2,2,9.80934455629582e-46
SEX_41E,entry,px,0,1,1,2,1.0856805355797435e-33
SEX_41E,entry,px,0,2,0,2,2.994559031566224e-7
SEX_41E,entry,px,1,0,1,2,3.340656350387737e-19
SEX_41E,entry,px,1,1,0,2,2.177063154135047e-21
SEX_41E,entry,px,2,0,0,2,-3.0711318917187213e-6
SEX_41E,entry,px,0,0,3,3,2.4455762206301116e-61
SEX_41E,entry,px,0,1,2,3,1.1893720628315626e-47
SEX_41E,entry,px,0,2,1,3,-6.442701737510547e-9
SEX_41E,entry,px,0,3,0,3,2.793915515056863e-23
SEX_41E,entry,px,1,0,2,3,1.0913730254348566e-34
SEX_41E,entry,px,1,1,1,3,1.7985285202548836e-22
SEX_41E,entry,px,1,2,0,3,-1.049456075935598e-8
SEX_41E,entry,px,2,0,1,3,6.194409461308338e-9
