matrix,mode,singular_value,energy_fraction,cumulative_energy_fraction
sextupole_source_152x152,16,16.4122531450396,0.00521512663537703,0.9431896880222582
sextupole_source_152x152,17,16.239158748855377,0.0051057024257772565,0.9482953904480355
sextupole_source_152x152,18,14.416421693109715,0.00402386497668242,0.9523192554247178
sextupole_source_152x152,19,13.764741769954925,0.003668297765697701,0.9559875531904155
sextupole_source_152x152,20,13.154681521112542,0.003350341839682711,0.9593378950300983
sextupole_source_152x152,21,12.787750548746189,0.0031660426165294286,0.9625039376466277
sextupole_source_152x152,22,11.78524986750529,0.0026890943122532362,0.965193031958881
sextupole_source_152x152,23,11.385961402376282,0.0025099661188323595,0.9677029980777133
sextupole_source_152x152,24,9.932385223899699,0.0019100096214057997,0.9696130076991191
sextupole_source_152x152,25,9.825874207892532,0.0018692648715755978,0.9714822725706946
sextupole_source_152x152,26,9.466588793795777,0.001735063885418256,0.9732173364561129
sextupole_source_152x152,27,9.029706740764295,0.0015786132234688812,0.9747959496795817
sextupole_source_152x152,28,8.672275435186165,0.0014561112934073329,0.976252060972989
sextupole_source_152x152,29,8.515349075753155,0.0014038908925187031,0.9776559518655077
sextupole_source_152x152,30,8.39541070916128,0.0013646219057938324,0.9790205737713015
sextupole_source_152x152,31,8.02668200860936,0.0012473851242784592,0.9802679588955799
sextupole_source_152x152,32,7.910866984693102,0.0012116483887075562,0.9814796072842875
sextupole_source_152x152,33,7.680907868788898,0.0011422299838671328,0.9826218372681547
sextupole_source_152x152,34,7.453541370296707,0.0010756073897095595,0.9836974446578642
sextupole_source_152x152,35,7.078205551150867,0.0009700068148212123,0.9846674514726854
sextupole_source_152x152,36,7.0424224406718965,0.0009602240740470247,0.9856276755467325
