matrix,mode,singular_value,energy_fraction,cumulative_energy_fraction
sextupole_source_152x152,37,6.616574397477207,0.0008476076053493715,0.9864752831520819
sextupole_source_152x152,38,6.579344143822476,0.0008380957756565048,0.9873133789277384
sextupole_source_152x152,39,6.193383926223646,0.0007426504523497377,0.9880560293800882
sextupole_source_152x152,40,5.962340969169346,0.0006882751053224666,0.9887443044854106
sextupole_source_152x152,41,5.622771490110279,0.0006121097720137476,0.9893564142574244
sextupole_source_152x152,42,5.536047632444762,0.0005933734099308191,0.9899497876673552
sextupole_source_152x152,43,5.431678490413822,0.0005712109912515745,0.9905209986586068
sextupole_source_152x152,44,5.229062752807583,0.0005293905104143466,0.9910503891690211
sextupole_source_152x152,45,5.05305587573765,0.0004943523987775586,0.9915447415677987
sextupole_source_152x152,46,4.970046194364245,0.0004782437413965167,0.9920229853091952
sextupole_source_152x152,47,4.680244014253577,0.00042409723174292337,0.9924470825409382
sextupole_source_152x152,48,4.656355004639249,0.0004197789070133533,0.9928668614479516
sextupole_source_152x152,49,4.637903005313134,0.0004164585361127419,0.9932833199840643
sextupole_source_152x152,50,4.631047181278659,0.0004152282144949232,0.9936985481985592
sextupole_source_152x152,51,4.622077790832204,0.0004136213479748585,0.994112169546534
sextupole_source_152x152,52,4.4464018005572035,0.000382777018404535,0.9944949465649385
sextupole_source_152x152,53,4.368453452889105,0.0003694739892329976,0.9948644205541716
sextupole_source_152x152,54,4.36194965431338,0.0003683746548178103,0.9952327952089893
sextupole_source_152x152,55,4.2290713557535975,0.0003462728731549725,0.9955790680821442
sextupole_source_152x152,56,4.121190271574491,0.00032883177485452177,0.9959078998569988
sextupole_source_152x152,57,3.9035258881732915,0.000295013963627294,0.9962029138206261
sextupole_source_152x152,58,3.8742351624490894,0.0002906032062077187,0.9964935170268339
sextupole_source_152x152,59,3.7409335456191593,0.0002709495483689857,0.9967644665752029
sextupole_source_152x152,60,3.718221979655241,0.00026766961374864934,0.9970321361889516
sextupole_source_152x152,61,3.631852195302785,0.0002553787613916095,0.9972875149503432
sextupole_source_152x152,62,3.510519398122286,0.0002386004173349456,0.9975261153676781
sextupole_source_152x152,63,3.4471990185114607,0.0002300706182236137,0.9977561859859018
sextupole_source_152x152,64,3.392484375615144,0.00022282512403263118,0.9979790111099344
sextupole_source_152x152,65,3.2586008302648297,0.00020558469137405577,0.9981845958013085
sextupole_source_152x152,66,3.085134668086125,0.00018427936058193644,0.9983688751618904
sextupole_source_152x152,67,3.0510156206994843,0.00018022594316150246,0.9985491011050519
sextupole_source_152x152,68,3.0337424547347847,0.00017819104018881678,0.9987272921452407
sextupole_source_152x152,69,2.5377080688282643,0.00012468429836763657,0.9988519764436083
sextupole_source_152x152,70,2.347967211167944,0.00010673638755542356,0.9989587128311638
sextupole_source_152x152,71,2.2388875259645786,9.704943200210135e-05,0.9990557622631658
sextupole_source_152x152,72,2.194756335049841,9.326121458200597e-05,0.9991490234777478
sextupole_source_152x152,73,2.0075689664444125,7.803139874004116e-05,0.9992270548764879
sextupole_source_152x152,74,1.8254485717697517,6.451603202995783e-05,0.9992915709085178
sextupole_source_152x152,75,1.718599125027996,5.7184406404295796e-05,0.9993487553149222
sextupole_source_152x152,76,1.6557615021818355,5.3079155675331016e-05,0.9994018344705975
sextupole_source_152x152,77,1.50130768015763,4.3638303378668546e-05,0.9994454727739762
sextupole_source_152x152,78,1.1492399265655495,2.5571126228180194e-05,0.9994710439002044
sextupole_source_152x152,79,1.0761171852089202,2.2420617964313576e-05,0.9994934645181687
sextupole_source_152x152,80,0.8872298652860702,1.524055382985751e-05,0.9995087050719985
sextupole_source_152x152,81,0.8017076027254167,1.2444012790848823e-05,0.9995211490847894
sextupole_source_152x152,82,0.7807684253608537,1.180247063367471e-05,0.9995329515554231
sextupole_source_152x152,83,0.7371259018030225,1.0519904295071821e-05,0.9995434714597182
sextupole_source_152x152,84,0.7323318176781456,1.0383511575203943e-05,0.9995538549712935
sextupole_source_152x152,85,0.7218256850124687,1.0087722061392457e-05,0.9995639426933548
sextupole_source_152x152,86,0.7182843948989438,9.988983762255717e-06,0.9995739316771171
sextupole_source_152x152,87,0.7182181543101466,9.987141467865017e-06,0.9995839188185849
sextupole_source_152x152,88,0.7036099444814817,9.585005854983438e-06,0.9995935038244399
sextupole_source_152x152,89,0.7034339793862844,9.580212245746909e-06,0.9996030840366856
sextupole_source_152x152,90,0.702229480314858,9.547431693208168e-06,0.9996126314683789
sextupole_source_152x152,91,0.6943787969177669,9.335150988974754e-06,0.9996219666193679
sextupole_source_152x152,92,0.6871241402517831,9.14110837293573e-06,0.9996311077277408
sextupole_source_152x152,93,0.6835520822146678,9.04631415888924e-06,0.9996401540418997
sextupole_source_152x152,94,0.6775376405397568,8.887821001556544e-06,0.9996490418629012
sextupole_source_152x152,95,0.6772442368012469,8.880125029778475e-06,0.9996579219879309
sextupole_source_152x152,96,0.6695929477989373,8.680608836859522e-06,0.9996666025967678
sextupole_source_152x152,97,0.6653469250829819,8.570866939904445e-06,0.9996751734637077
sextupole_source_152x152,98,0.6615345545151845,8.472927935476818e-06,0.9996836463916432
sextupole_source_152x152,99,0.654798750464587,8.301262144463013e-06,0.9996919476537877
sextupole_source_152x152,100,0.6475301430350218,8.117988365723426e-06,0.9997000656421534
sextupole_source_152x152,101,0.6421211905204882,7.982932352654706e-06,0.999708048574506
sextupole_source_152x152,102,0.6366707363780241,7.847986040498897e-06,0.9997158965605465
sextupole_source_152x152,103,0.6297611477918884,7.67856690170435e-06,0.9997235751274482
sextupole_source_152x152,104,0.6287559203935872,7.654073343977149e-06,0.9997312292007923
sextupole_source_152x152,105,0.6262826406010776,7.5939755177632145e-06,0.99973882317631
sextupole_source_152x152,106,0.6158048653595174,7.342005007143153e-06,0.9997461651813172
sextupole_source_152x152,107,0.6129227363428886,7.273440797101969e-06,0.9997534386221143
sextupole_source_152x152,108,0.6105398289013334,7.216995689695903e-06,0.999760655617804
sextupole_source_152x152,109,0.6057484086377288,7.104164487197652e-06,0.9997677597822913
sextupole_source_152x152,110,0.6012688989294364,6.999482387677237e-06,0.999774759264679
sextupole_source_152x152,111,0.6007607373640942,6.9876561818246766e-06,0.9997817469208607
sextupole_source_152x152,112,0.5947711590767006,6.8490170411400724e-06,0.9997885959379019
sextupole_source_152x152,113,0.5934923557003681,6.819596884456239e-06,0.9997954155347863
sextupole_source_152x152,114,0.5898856289410069,6.736961667411786e-06,0.9998021524964538
sextupole_source_152x152,115,0.5859056076179711,6.64635835774066e-06,0.9998087988548116
sextupole_source_152x152,116,0.5844152999334944,6.612590045948388e-06,0.9998154114448575
sextupole_source_152x152,117,0.5781763686064835,6.472158118614834e-06,0.9998218836029762
sextupole_source_152x152,118,0.5757646167554901,6.418275999960538e-06,0.9998283018789762
sextupole_source_152x152,119,0.5755698908180804,6.4139353599498676e-06,0.9998347158143361
sextupole_source_152x152,120,0.5703608874843242,6.298366330997308e-06,0.9998410141806672
sextupole_source_152x152,121,0.5635355128901287,6.148526141776617e-06,0.999847162706809
sextupole_source_152x152,122,0.561294029136663,6.099711427237204e-06,0.9998532624182362
sextupole_source_152x152,123,0.5585695186814083,6.0406393787046905e-06,0.999859303057615
sextupole_source_152x152,124,0.5517566635694885,5.894183038121317e-06,0.999865197240653
sextupole_source_152x152,125,0.5510002255190382,5.878032701050131e-06,0.9998710752733541
sextupole_source_152x152,126,0.5499310579075695,5.85524321918546e-06,0.9998769305165732
sextupole_source_152x152,127,0.5494849621355252,5.84574770224875e-06,0.9998827762642755
sextupole_source_152x152,128,0.5456805039463317,5.765079755872731e-06,0.9998885413440314
sextupole_source_152x152,129,0.543781542153256,5.725024752125904e-06,0.9998942663687835
sextupole_source_152x152,130,0.5413069207293096,5.673036842053948e-06,0.9998999394056256
sextupole_source_152x152,131,0.5400893033938399,5.647543655969266e-06,0.9999055869492816
sextupole_source_152x152,132,0.5388116365505158,5.620854942403874e-06,0.9999112078042239
sextupole_source_152x152,133,0.5376923270216895,5.597526041474789e-06,0.9999168053302654
sextupole_source_152x152,134,0.5348321078256527,5.538133083254863e-06,0.9999223434633486
sextupole_source_152x152,135,0.527247189311758,5.382164794432284e-06,0.999927725628143
sextupole_source_152x152,136,0.5252959126665765,5.3424010585464744e-06,0.9999330680292016
sextupole_source_152x152,137,0.5245050875004817,5.326327356708073e-06,0.9999383943565583
sextupole_source_152x152,138,0.518931072050565,5.21372110678476e-06,0.999943608077665
sextupole_source_152x152,139,0.5088219635108959,5.012566458678009e-06,0.9999486206441237
sextupole_source_152x152,140,0.5083640589407142,5.003548592080296e-06,0.9999536241927158
sextupole_source_152x152,141,0.5032393978766215,4.9031785984521364e-06,0.9999585273713143
sextupole_source_152x152,142,0.5018215708665601,4.8755890814341815e-06,0.9999634029603958
sextupole_source_152x152,143,0.4992271740805284,4.825306210302319e-06,0.999968228266606
sextupole_source_152x152,144,0.49567347274089063,4.756853746565942e-06,0.9999729851203526
sextupole_source_152x152,145,0.4948161779718442,4.740413491147135e-06,0.9999777255338438
sextupole_source_152x152,146,0.4875746045361199,4.602678063193473e-06,0.999982328211907
sextupole_source_152x152,147,0.48744756672327083,4.600279915401643e-06,0.9999869284918225
sextupole_source_152x152,148,0.48418068248160984,4.538824193625385e-06,0.9999914673160161
sextupole_source_152x152,149,0.45457265026398913,4.000691372094093e-06,0.9999954680073881
sextupole_source_152x152,150,0.36946423798106576,2.642854534301401e-06,0.9999981108619225
sextupole_source_152x152,151,0.2237683429869741,9.694507176306646e-07,0.9999990803126401
sextupole_source_152x152,152,0.2179495048083041,9.196873604123548e-07,1.0000000000000004
shared_alignment_template_304x152,1,124.76780644325659,0.1506966258815483,0.1506966258815483
shared_alignment_template_304x152,2,124.76780644325655,0.1506966258815482,0.3013932517630965
shared_alignment_template_304x152,3,86.03175549888527,0.0716499709607734,0.3730432227238699
shared_alignment_template_304x152,4,86.03175549888522,0.07164997096077332,0.4446931936846432
shared_alignment_template_304x152,5,70.83919639013385,0.04857867897780512,0.4932718726624483
shared_alignment_template_304x152,6,70.8391963901338,0.048578678977805045,0.5418505516402534
shared_alignment_template_304x152,7,67.39156144086304,0.04396524390939046,0.5858157955496439
shared_alignment_template_304x152,8,67.39156144086301,0.04396524390939042,0.6297810394590343
shared_alignment_template_304x152,9,60.94867005716008,0.03596059888761371,0.665741638346648
shared_alignment_template_304x152,10,60.94867005716008,0.03596059888761371,0.7017022372342617
shared_alignment_template_304x152,11,58.59207774121563,0.0332335126323389,0.7349357498666006
shared_alignment_template_304x152,12,58.592077741215576,0.03323351263233884,0.7681692624989395
shared_alignment_template_304x152,13,57.26075410301454,0.03174041314607457,0.799909675645014
shared_alignment_template_304x152,14,57.26075410301453,0.03174041314607456,0.8316500887910886
shared_alignment_template_304x152,15,45.023911240826266,0.01962388039143215,0.8512739691825207
shared_alignment_template_304x152,16,45.023911240826216,0.01962388039143211,0.8708978495739529
shared_alignment_template_304x152,17,30.946484512016312,0.009270882791779334,0.8801687323657322
shared_alignment_template_304x152,18,30.946484512016276,0.009270882791779313,0.8894396151575116
shared_alignment_template_304x152,19,30.20358924978498,0.008831115400945402,0.898270730558457
shared_alignment_template_304x152,20,30.203589249784972,0.008831115400945397,0.9071018459594024
shared_alignment_template_304x152,21,23.55606510294714,0.0053716034096177095,0.9124734493690201
shared_alignment_template_304x152,22,23.55606510294713,0.0053716034096177034,0.9178450527786378
shared_alignment_template_304x152,23,22.264688047995566,0.004798789259175073,0.9226438420378129
shared_alignment_template_304x152,24,22.26468804799553,0.0047987892591750585,0.927442631296988
shared_alignment_template_304x152,25,21.54149581051471,0.004492107725473387,0.9319347390224614
shared_alignment_template_304x152,26,21.541495810514583,0.004492107725473333,0.9364268467479347
shared_alignment_template_304x152,27,20.90587476324787,0.004230923158632942,0.9406577699065677
shared_alignment_template_304x152,28,20.90587476324786,0.0042309231586329385,0.9448886930652006
shared_alignment_template_304x152,29,17.753610432459467,0.003051208045153706,0.9479399011103543
shared_alignment_template_304x152,30,17.753610432459467,0.003051208045153706,0.950991109155508
shared_alignment_template_304x152,31,16.97311052641966,0.0027888254148351935,0.9537799345703432
shared_alignment_template_304x152,32,16.97311052641965,0.0027888254148351905,0.9565687599851783
shared_alignment_template_304x152,33,15.113446937955956,0.0022111871412066005,0.9587799471263849
shared_alignment_template_304x152,34,15.11344693795594,0.0022111871412065958,0.9609911342675915
shared_alignment_template_304x152,35,14.213412863897481,0.0019556682798267974,0.9629468025474184
shared_alignment_template_304x152,36,14.213412863897455,0.0019556682798267896,0.9649024708272451
shared_alignment_template_304x152,37,13.365797948823467,0.001729371239648104,0.9666318420668932
shared_alignment_template_304x152,38,13.365797948823461,0.0017293712396481027,0.9683612133065413
shared_alignment_template_304x152,39,12.456581365811465,0.00150209080385212,0.9698633041103935
shared_alignment_template_304x152,40,12.456581365811463,0.0015020908038521194,0.9713653949142456
shared_alignment_template_304x152,41,10.572357474670135,0.0010820370390262977,0.9724474319532719
shared_alignment_template_304x152,42,10.572357474670131,0.0010820370390262968,0.9735294689922982
shared_alignment_template_304x152,43,9.93718882650442,0.0009559287726336968,0.9744853977649319
shared_alignment_template_304x152,44,9.93718882650442,0.0009559287726336968,0.9754413265375657
shared_alignment_template_304x152,45,9.85442949097441,0.0009400726589462681,0.9763813991965119
shared_alignment_template_304x152,46,9.854429490974407,0.0009400726589462678,0.9773214718554581
shared_alignment_template_304x152,47,9.046858673685334,0.0007923080363197976,0.978113779891778
shared_alignment_template_304x152,48,9.046858673685332,0.0007923080363197971,0.9789060879280977
shared_alignment_template_304x152,49,8.762061728790698,0.0007432091809124492,0.9796492971090102
shared_alignment_template_304x152,50,8.762061728790691,0.0007432091809124479,0.9803925062899226
shared_alignment_template_304x152,51,8.60479876988017,0.0007167701089189969,0.9811092763988416
shared_alignment_template_304x152,52,8.60479876988016,0.0007167701089189955,0.9818260465077606
shared_alignment_template_304x152,53,8.483525166057106,0.0006967085720358614,0.9825227550797965
shared_alignment_template_304x152,54,8.483525166057087,0.0006967085720358582,0.9832194636518323
shared_alignment_template_304x152,55,7.936355351230104,0.0006097343460282302,0.9838291979978605
shared_alignment_template_304x152,56,7.936355351230101,0.0006097343460282296,0.9844389323438887
shared_alignment_template_304x152,57,7.716775515418709,0.0005764613336858358,0.9850153936775745
shared_alignment_template_304x152,58,7.716775515418697,0.0005764613336858341,0.9855918550112603
shared_alignment_template_304x152,59,7.501803504604107,0.0005447908663898588,0.9861366458776502
shared_alignment_template_304x152,60,7.501803504604092,0.0005447908663898566,0.98668143674404
shared_alignment_template_304x152,61,6.904137519715923,0.00046144220660962844,0.9871428789506496
shared_alignment_template_304x152,62,6.904137519715912,0.0004614422066096268,0.9876043211572592
shared_alignment_template_304x152,63,6.568495953159783,0.00041766715334248225,0.9880219883106016
shared_alignment_template_304x152,64,6.568495953159776,0.00041766715334248144,0.9884396554639441
shared_alignment_template_304x152,65,6.517783120145844,0.000411242754440174,0.9888508982183842
shared_alignment_template_304x152,66,6.517783120145844,0.000411242754440174,0.9892621409728244
shared_alignment_template_304x152,67,6.384553395230499,0.00039460219414790557,0.9896567431669723
shared_alignment_template_304x152,68,6.384553395230488,0.0003946021941479042,0.9900513453611202
shared_alignment_template_304x152,69,6.303290576367497,0.000384621099787174,0.9904359664609074
shared_alignment_template_304x152,70,6.303290576367489,0.000384621099787173,0.9908205875606946
shared_alignment_template_304x152,71,6.032759808773583,0.0003523145002544314,0.991172902060949
shared_alignment_template_304x152,72,6.032759808773578,0.00035231450025443087,0.9915252165612034
shared_alignment_template_304x152,73,5.870974823910505,0.00033367132430881473,0.9918588878855122
shared_alignment_template_304x152,74,5.8709748239104975,0.0003336713243088139,0.9921925592098211
shared_alignment_template_304x152,75,5.726209105699579,0.00031741895346852037,0.9925099781632896
shared_alignment_template_304x152,76,5.726209105699578,0.0003174189534685203,0.992827397116758
shared_alignment_template_304x152,77,5.320216251759075,0.00027400407389377326,0.9931014011906518
shared_alignment_template_304x152,78,5.320216251759072,0.0002740040738937729,0.9933754052645456
shared_alignment_template_304x152,79,4.910439792150634,0.00023342062622145167,0.993608825890767
shared_alignment_template_304x152,80,4.910439792150627,0.00023342062622145102,0.9938422465169885
shared_alignment_template_304x152,81,4.745660654171138,0.00021801772783593362,0.9940602642448244
shared_alignment_template_304x152,82,4.74566065417113,0.00021801772783593292,0.9942782819726603
shared_alignment_template_304x152,83,4.656755510784164,0.0002099255614198419,0.9944882075340802
shared_alignment_template_304x152,84,4.656755510784156,0.0002099255614198412,0.9946981330955
shared_alignment_template_304x152,85,4.609456818239344,0.0002056827880683404,0.9949038158835684
shared_alignment_template_304x152,86,4.609456818239342,0.00020568278806834024,0.9951094986716367
shared_alignment_template_304x152,87,4.416537672523429,0.00018882623224346793,0.9952983249038801
shared_alignment_template_304x152,88,4.416537672523424,0.00018882623224346755,0.9954871511361236
shared_alignment_template_304x152,89,4.345064779728005,0.00018276412866235527,0.995669915264786
shared_alignment_template_304x152,90,4.345064779728,0.00018276412866235489,0.9958526793934483
shared_alignment_template_304x152,91,4.258884926628687,0.00017558615167712223,0.9960282655451255
shared_alignment_template_304x152,92,4.258884926628684,0.00017558615167712202,0.9962038516968026
shared_alignment_template_304x152,93,4.021883384449377,0.00015658761049563036,0.9963604393072982
shared_alignment_template_304x152,94,4.021883384449364,0.00015658761049562933,0.9965170269177939
shared_alignment_template_304x152,95,3.881503612580538,0.00014584731501988905,0.9966628742328137
shared_alignment_template_304x152,96,3.8815036125805347,0.00014584731501988878,0.9968087215478336
shared_alignment_template_304x152,97,3.811456871835087,0.00014063080695547872,0.9969493523547891
shared_alignment_template_304x152,98,3.8114568718350825,0.0001406308069554784,0.9970899831617446
shared_alignment_template_304x152,99,3.6198944651231453,0.00012684994038212726,0.9972168331021267
shared_alignment_template_304x152,100,3.619894465123139,0.00012684994038212683,0.9973436830425089
shared_alignment_template_304x152,101,3.530834824486155,0.00012068498803082022,0.9974643680305397
shared_alignment_template_304x152,102,3.530834824486149,0.00012068498803081982,0.9975850530185706
shared_alignment_template_304x152,103,3.1794551482439535,9.785969429537229e-05,0.9976829127128659
shared_alignment_template_304x152,104,3.179455148243952,9.785969429537221e-05,0.9977807724071612
shared_alignment_template_304x152,105,3.107659721230041,9.349004454862386e-05,0.9978742624517098
shared_alignment_template_304x152,106,3.107659721230034,9.349004454862346e-05,0.9979677524962585
shared_alignment_template_304x152,107,3.0357963405880257,8.921619874469923e-05,0.9980569686950032
shared_alignment_template_304x152,108,3.035796340588021,8.921619874469894e-05,0.9981461848937478
shared_alignment_template_304x152,109,3.031209854005858,8.89468263949633e-05,0.9982351317201428
shared_alignment_template_304x152,110,3.0312098540058505,8.894682639496285e-05,0.9983240785465377
shared_alignment_template_304x152,111,2.713843245663206,7.12964599365316e-05,0.9983953750064742
shared_alignment_template_304x152,112,2.7138432456632047,7.129645993653153e-05,0.9984666714664108
shared_alignment_template_304x152,113,2.6727131144157283,6.915174412973877e-05,0.9985358232105405
shared_alignment_template_304x152,114,2.672713114415723,6.91517441297385e-05,0.9986049749546702
shared_alignment_template_304x152,115,2.5133149347040504,6.114941024118344e-05,0.9986661243649113
shared_alignment_template_304x152,116,2.51331493470405,6.114941024118341e-05,0.9987272737751525
shared_alignment_template_304x152,117,2.470153198936487,5.906717862604859e-05,0.9987863409537785
shared_alignment_template_304x152,118,2.470153198936482,5.906717862604836e-05,0.9988454081324045
shared_alignment_template_304x152,119,2.3777045384091093,5.472858534989147e-05,0.9989001367177545
shared_alignment_template_304x152,120,2.377704538409108,5.472858534989141e-05,0.9989548653031044
shared_alignment_template_304x152,121,2.304954880764196,5.143080311195323e-05,0.9990062961062164
shared_alignment_template_304x152,122,2.3049548807641957,5.1430803111953216e-05,0.9990577269093284
shared_alignment_template_304x152,123,2.2619661212036624,4.953026377918979e-05,0.9991072571731076
shared_alignment_template_304x152,124,2.2619661212036606,4.9530263779189716e-05,0.9991567874368867
shared_alignment_template_304x152,125,2.225247255862533,4.793525005906371e-05,0.9992047226869458
shared_alignment_template_304x152,126,2.2252472558625285,4.7935250059063524e-05,0.9992526579370049
shared_alignment_template_304x152,127,2.12502555286367,4.371462551809383e-05,0.999296372562523
shared_alignment_template_304x152,128,2.125025552863668,4.3714625518093765e-05,0.9993400871880411
shared_alignment_template_304x152,129,2.1031453967701323,4.281905167048153e-05,0.9993829062397116
shared_alignment_template_304x152,130,2.103145396770128,4.2819051670481354e-05,0.9994257252913821
shared_alignment_template_304x152,131,2.0509686633433115,4.072081848255641e-05,0.9994664461098647
shared_alignment_template_304x152,132,2.0509686633433093,4.0720818482556324e-05,0.9995071669283473
shared_alignment_template_304x152,133,2.0066550084021446,3.898018318513579e-05,0.9995461471115324
shared_alignment_template_304x152,134,2.0066550084021424,3.89801831851357e-05,0.9995851272947176
shared_alignment_template_304x152,135,1.9551159150978275,3.7003556822948716e-05,0.9996221308515405
shared_alignment_template_304x152,136,1.9551159150978263,3.7003556822948676e-05,0.9996591344083634
shared_alignment_template_304x152,137,1.8702507792337373,3.386087197136164e-05,0.9996929952803347
shared_alignment_template_304x152,138,1.8702507792337355,3.3860871971361575e-05,0.999726856152306
shared_alignment_template_304x152,139,1.840215895229575,3.278204214884503e-05,0.9997596381944549
shared_alignment_template_304x152,140,1.8402158952295729,3.278204214884495e-05,0.9997924202366038
shared_alignment_template_304x152,141,1.7772146402860398,3.0575827064596684e-05,0.9998229960636683
shared_alignment_template_304x152,142,1.7772146402860376,3.057582706459661e-05,0.9998535718907329
shared_alignment_template_304x152,143,1.720804901428153,2.8665644971307428e-05,0.9998822375357042
shared_alignment_template_304x152,144,1.7208049014281392,2.8665644971306974e-05,0.9999109031806754
shared_alignment_template_304x152,145,1.4575391753831697,2.056548338256349e-05,0.999931468664058
shared_alignment_template_304x152,146,1.457539175383164,2.0565483382563327e-05,0.9999520341474406
shared_alignment_template_304x152,147,1.0542217878839935,1.0758765069291166e-05,0.9999627929125099
shared_alignment_template_304x152,148,1.0542217878839895,1.0758765069291085e-05,0.9999735516775792
shared_alignment_template_304x152,149,0.9258923929629059,8.298879925908171e-06,0.9999818505575051
shared_alignment_template_304x152,150,0.9258923929629049,8.298879925908154e-06,0.999990149437431
shared_alignment_template_304x152,151,0.7132902614397554,4.925281284322745e-06,0.9999950747187154
shared_alignment_template_304x152,152,0.7132902614397527,4.925281284322709e-06,0.9999999999999998
separate_scan_block_design_23104x152,1,38.19326951018944,0.014121216903584576,0.014121216903584576
separate_scan_block_design_23104x152,2,38.19326951018923,0.014121216903584423,0.028242433807169
separate_scan_block_design_23104x152,3,34.36253750198623,0.01143059671546253,0.03967303052263153
separate_scan_block_design_23104x152,4,34.36253750198619,0.011430596715462503,0.051103627238094036
separate_scan_block_design_23104x152,5,33.686214116614515,0.010985070754462253,0.062088697992556285
separate_scan_block_design_23104x152,6,33.68621411661447,0.010985070754462223,0.07307376874701851
separate_scan_block_design_23104x152,7,33.64480183096923,0.01095807827264927,0.08403184701966779
separate_scan_block_design_23104x152,8,33.64480183096918,0.010958078272649241,0.09498992529231703
separate_scan_block_design_23104x152,9,33.20605031954381,0.010674139943669643,0.10566406523598668
separate_scan_block_design_23104x152,10,33.2060503195438,0.010674139943669633,0.1163382051796563
separate_scan_block_design_23104x152,11,32.78163291537659,0.010403024339235473,0.12674122951889177
separate_scan_block_design_23104x152,12,32.78163291537647,0.010403024339235399,0.13714425385812717
separate_scan_block_design_23104x152,13,32.29254485229998,0.010094922563276156,0.14723917642140333
separate_scan_block_design_23104x152,14,32.29254485229998,0.010094922563276156,0.15733409898467948
separate_scan_block_design_23104x152,15,32.13279872225242,0.009995293616745466,0.16732939260142496
separate_scan_block_design_23104x152,16,32.13279872225231,0.009995293616745398,0.17732468621817035
separate_scan_block_design_23104x152,17,31.691212071168916,0.009722459624539086,0.18704714584270943
separate_scan_block_design_23104x152,18,31.691212071168913,0.009722459624539085,0.1967696054672485
separate_scan_block_design_23104x152,19,31.543768810605336,0.009632202650993002,0.2064018081182415
separate_scan_block_design_23104x152,20,31.5437688106053,0.009632202650992981,0.21603401076923448
separate_scan_block_design_23104x152,21,31.406758437409838,0.009548709419496579,0.22558272018873105
separate_scan_block_design_23104x152,22,31.406758437409806,0.00954870941949656,0.2351314296082276
separate_scan_block_design_23104x152,23,31.384010923441494,0.009534882412144955,0.24466631202037256
separate_scan_block_design_23104x152,24,31.384010923441494,0.009534882412144955,0.25420119443251754
separate_scan_block_design_23104x152,25,31.097416722434577,0.009361535227839949,0.2635627296603575
separate_scan_block_design_23104x152,26,31.097416722434527,0.00936153522783992,0.27292426488819743
separate_scan_block_design_23104x152,27,30.92609789917123,0.00925867205787494,0.2821829369460724
separate_scan_block_design_23104x152,28,30.92609789917122,0.009258672057874937,0.29144160900394733
separate_scan_block_design_23104x152,29,30.921265238416723,0.009255778674734212,0.30069738767868154
separate_scan_block_design_23104x152,30,30.92126523841672,0.00925577867473421,0.30995316635341574
separate_scan_block_design_23104x152,31,30.61123687305309,0.009071105228085971,0.3190242715815017
separate_scan_block_design_23104x152,32,30.611236873053052,0.009071105228085947,0.32809537680958767
separate_scan_block_design_23104x152,33,30.218816119634788,0.008840021901408849,0.33693539871099654
separate_scan_block_design_23104x152,34,30.21881611963471,0.008840021901408803,0.34577542061240535
separate_scan_block_design_23104x152,35,30.133765829948192,0.00879033177511348,0.3545657523875188
separate_scan_block_design_23104x152,36,30.133765829948146,0.008790331775113453,0.36335608416263226
separate_scan_block_design_23104x152,37,29.79024062581226,0.008591054444311207,0.37194713860694345
separate_scan_block_design_23104x152,38,29.79024062581225,0.008591054444311201,0.38053819305125464
separate_scan_block_design_23104x152,39,29.37809167746335,0.00835498380640511,0.38889317685765973
separate_scan_block_design_23104x152,40,29.378091677463114,0.008354983806404976,0.3972481606640647
separate_scan_block_design_23104x152,41,28.852681688231364,0.008058808168547118,0.4053069688326118
separate_scan_block_design_23104x152,42,28.852681688231357,0.008058808168547113,0.4133657770011589
separate_scan_block_design_23104x152,43,28.842389357401256,0.008053059716685176,0.4214188367178441
separate_scan_block_design_23104x152,44,28.842389357401185,0.008053059716685138,0.4294718964345292
separate_scan_block_design_23104x152,45,28.70197490653165,0.007974840574055553,0.4374467370085848
separate_scan_block_design_23104x152,46,28.701974906531596,0.007974840574055524,0.4454215775826403
separate_scan_block_design_23104x152,47,27.426175088889305,0.007281635532414268,0.45270321311505457
separate_scan_block_design_23104x152,48,27.426175088889305,0.007281635532414268,0.45998484864746886
separate_scan_block_design_23104x152,49,27.376160655088427,0.007255102134219385,0.46723995078168823
separate_scan_block_design_23104x152,50,27.376160655088423,0.007255102134219384,0.4744950529159076
separate_scan_block_design_23104x152,51,26.543932381437212,0.006820700402346302,0.4813157533182539
separate_scan_block_design_23104x152,52,26.543932381437205,0.0068207004023462985,0.48813645372060016
separate_scan_block_design_23104x152,53,26.28301342238933,0.006687268527353304,0.49482372224795346
separate_scan_block_design_23104x152,54,26.283013422389274,0.0066872685273532744,0.5015109907753067
separate_scan_block_design_23104x152,55,25.892451528873643,0.00649000143446041,0.5080009922097671
separate_scan_block_design_23104x152,56,25.89245152887364,0.006490001434460409,0.5144909936442276
separate_scan_block_design_23104x152,57,25.84276629769506,0.006465117901250154,0.5209561115454777
separate_scan_block_design_23104x152,58,25.84276629769504,0.0064651179012501425,0.5274212294467279
separate_scan_block_design_23104x152,59,25.784358453015876,0.006435926995666249,0.5338571564423941
separate_scan_block_design_23104x152,60,25.78435845301587,0.006435926995666246,0.5402930834380603
separate_scan_block_design_23104x152,61,25.611166305467297,0.0063497578174745144,0.5466428412555348
separate_scan_block_design_23104x152,62,25.61116630546727,0.0063497578174745,0.5529925990730092
separate_scan_block_design_23104x152,63,25.58132136715424,0.006334967572447534,0.5593275666454568
