target,location,coordinate,qx_power,qy_power,qk_power,total_order,coefficient
SEX_29W,entry,x,0,0,0,0,3.446003725995903e-14
SEX_29W,entry,x,0,0,1,1,1.014646025480583e-29
SEX_29W,entry,x,0,1,0,1,-2.1207754663828643e-19
SEX_29W,entry,x,1,0,0,1,0.0009999999999999848
SEX_29W,entry,x,0,0,2,2,6.21020608481079e-45
SEX_29W,entry,x,0,1,1,2,1.3159892312728064e-34
SEX_29W,entry,x,0,2,0,2,3.373891679048297e-7
SEX_29W,entry,x,1,0,1,2,5.871722493880958e-19
SEX_29W,entry,x,1,1,0,2,3.2656189051652285e-21
SEX_29W,entry,x,2,0,0,2,-9.675727443561009e-6
SEX_29W,entry,x,0,0,3,3,4.663062680295982e-60
SEX_29W,entry,x,0,1,2,3,2.6709718273433846e-47
SEX_29W,entry,x,0,2,1,3,-8.095110637319806e-9
SEX_29W,entry,x,0,3,0,3,5.296760097201822e-24
SEX_29W,entry,x,1,0,2,3,5.390334856910764e-34
SEX_29W,entry,x,1,1,1,3,5.8066352774372974e-24
SEX_29W,entry,x,1,2,0,3,-4.4515775998515675e-10
SEX_29W,entry,x,2,0,1,3,8.494889565536232e-9
SEX_29W,entry,x,2,1,0,3,-1.8011047471975222e-22
SEX_29W,entry,x,3,0,0,3,6.587406181012694e-8
SEX_29W,entry,x,0,0,4,4,3.8953106631431156e-75
SEX_29W,entry,x,0,1,3,4,-5.018546307120228e-61
SEX_29W,entry,x,0,2,2,4,1.60860180261627e-22
SEX_29W,entry,x,0,3,1,4,6.036141358030802e-25
SEX_29W,entry,x,0,4,0,4,2.6320426987644e-11
SEX_29W,entry,x,1,0,3,4,5.396522454378359e-49
SEX_29W,entry,x,1,1,2,4,8.427079153806173e-37
SEX_29W,entry,x,1,2,1,4,-6.294707967430139e-10
SEX_29W,entry,x,1,3,0,4,-2.500146370143264e-24
SEX_29W,entry,x,2,0,2,4,1.5595690154348495e-23
SEX_29W,entry,x,2,1,1,4,-8.651930156374645e-25
