trials,elements,active_normal_sextupoles,detectors,first_fixed_point_closure_max,second_fixed_point_closure_max,periodic_source_closure_max,sextupole_response_check_max,independent_target_check_max,hh_all_element_relative_closure,hv_all_element_relative_closure,vv_all_element_relative_closure,total_all_element_relative_closure,hh_sextupole_relative_closure,hv_sextupole_relative_closure,vv_sextupole_relative_closure,total_sextupole_relative_closure,hh_sextupole_signed_projection,hv_sextupole_signed_projection,vv_sextupole_signed_projection,total_sextupole_signed_projection,solve_seconds
3,869,76,99,2.0328790734103208e-20,2.1175823681357508e-22,2.6681537838510461e-20,2.7052114752934217e-20,0,8.0119607251367869e-15,8.3653263646809966e-14,8.1130190950988865e-15,8.5153122547559425e-15,0.40313377498307723,0.61253412157874421,0.25637423460442038,0.32243726698573028,0.84191259901317639,0.57926963436961987,0.94503970354609423,0.89907103331046334,10.2805006
