lambda2,rho,trial,active_rms_rad,max_closure_norm,y_even_rmse_m,y_odd_nl_rmse_m,y_odd_over_rho3_rmse_m
0.5,1.1299999999999999,86,5.6500000000000001e-06,2.2527817358549132e-14,3.5097937948282713e-09,3.6230950981198463e-09,2.5109866456994834e-09
0.5,1.6000000000000001,86,8.0000000000000013e-06,5.026026006065907e-14,7.0367461556081188e-09,1.0285388708489655e-08,2.5110812276586064e-09
0.5,2.2599999999999998,86,1.13e-05,2.9482099028125888e-14,1.4039872384879273e-08,2.8988009350214068e-08,2.5112680730341527e-09
0.5,0.40000000000000002,87,2.0000000000000003e-06,4.121855204479165e-14,1.0470118087372605e-09,1.560818376415669e-10,2.4387787131494823e-09
0.5,0.56999999999999995,87,2.8499999999999998e-06,6.4402200098520552e-14,2.1260872824558011e-09,4.516462089154408e-10,2.4387866113483817e-09
0.5,0.80000000000000004,87,4.0000000000000007e-06,9.5122093449493624e-14,4.1880430498981911e-09,1.2486753159804437e-09,2.4388189765243038e-09
0.5,1.1299999999999999,87,5.6500000000000001e-06,5.5381338815700956e-14,8.3557865311934576e-09,3.5190181603381235e-09,2.4388561070804948e-09
0.5,1.6000000000000001,87,8.0000000000000013e-06,5.0568286213091019e-14,1.6752088633060809e-08,9.989863839214378e-09,2.4389316013706971e-09
0.5,2.2599999999999998,87,1.13e-05,7.3843380685177106e-14,3.3422812756201747e-08,2.8154765784629238e-08,2.4390831244909762e-09
0.5,0.40000000000000002,88,2.0000000000000003e-06,9.7052580572922592e-14,2.7514334344020005e-10,7.7945726387535566e-12,1.2179019748052429e-10
0.5,0.56999999999999995,88,2.8499999999999998e-06,2.3574574320352454e-14,5.5871307306388501e-10,2.2554551428000325e-11,1.2178943819690985e-10
0.5,0.80000000000000004,88,4.0000000000000007e-06,6.5438932825466941e-14,1.100573792385503e-09,6.2356294946908594e-11,1.2178963856818081e-10
0.5,1.1299999999999999,88,5.6500000000000001e-06,1.2978124439522899e-14,2.195816820556955e-09,1.7572985398945787e-10,1.2178960382442955e-10
0.5,1.6000000000000001,88,8.0000000000000013e-06,6.5423810696469209e-14,4.4022963104542242e-09,4.9884979244239695e-10,1.2178950010800704e-10
0.5,2.2599999999999998,88,1.13e-05,8.025411970581047e-14,8.7832731328091505e-09,1.4058358860702759e-09,1.2178934862210161e-10
0.5,0.40000000000000002,89,2.0000000000000003e-06,2.5043018359526029e-14,3.925254607916703e-10,4.4989634398958463e-10,7.029630374837258e-09
0.5,0.56999999999999995,89,2.8499999999999998e-06,3.7957773841369633e-14,7.970712523800109e-10,1.3018522041198286e-09,7.0297052486855805e-09
0.5,0.80000000000000004,89,4.0000000000000007e-06,4.2142992310055722e-14,1.5701121487046585e-09,3.5992768808302227e-09,7.0298376578715271e-09
0.5,1.1299999999999999,89,5.6500000000000001e-06,8.4639044688266516e-15,3.1326350789205542e-09,1.0143722541584873e-08,7.0301085535453166e-09
0.5,1.6000000000000001,89,8.0000000000000013e-06,4.5286076590507632e-14,6.2805462763336607e-09,2.8797564694101901e-08,7.0306554428959698e-09
0.5,2.2599999999999998,89,1.13e-05,9.0998404791729444e-14,1.2530929603518666e-08,8.1168624575696282e-08,7.0317410542554595e-09
0.5,0.40000000000000002,90,2.0000000000000003e-06,5.3798399275219029e-14,4.4445677641584937e-10,7.9520027037317733e-10,1.2425004224580893e-08
0.5,0.56999999999999995,90,2.8499999999999998e-06,5.5056810746580341e-14,9.0253223669771564e-10,2.3010601631688477e-09,1.2425200537649091e-08
0.5,0.80000000000000004,90,4.0000000000000007e-06,9.7867163938747245e-14,1.7778645465948145e-09,6.3618819654637459e-09,1.2425550713796376e-08
0.5,1.1299999999999999,90,5.6500000000000001e-06,4.3300766558428668e-14,3.5472181850006751e-09,1.7929842981776886e-08,1.2426280588134076e-08
0.5,1.6000000000000001,90,8.0000000000000013e-06,8.3901217736694899e-14,7.1120664795300996e-09,5.0904063439026581e-08,1.2427749863043595e-08
0.5,2.2599999999999998,90,1.13e-05,8.7149718122907508e-14,1.4191295003891735e-08,1.4348936253567217e-07,1.2430665748808839e-08
0.5,0.40000000000000002,91,2.0000000000000003e-06,4.2527484353698416e-14,7.1500054024580534e-10,5.0718141267120347e-10,7.9247095729875518e-09
0.5,0.56999999999999995,91,2.8499999999999998e-06,9.9776525880549129e-14,1.451894224237186e-09,1.467611425777305e-09,7.9247672740184854e-09
0.5,0.80000000000000004,91,4.0000000000000007e-06,7.4700442782062069e-14,2.8600015636528258e-09,4.0575327675160555e-09,7.9248686865547939e-09
0.5,1.1299999999999999,91,5.6500000000000001e-06,4.483090579643706e-14,5.7061403740784443e-09,1.1435080768882265e-08,7.9250845825324124e-09
0.5,1.6000000000000001,91,8.0000000000000013e-06,4.9068131398751449e-14,1.1439949891070512e-08,3.2462926805663422e-08,7.9255192396639191e-09
0.5,2.2599999999999998,91,1.13e-05,8.922105126710298e-14,2.2824332004511181e-08,9.1495634955818682e-08,7.9263830817288697e-09
0.5,0.40000000000000002,92,2.0000000000000003e-06,9.8575020608922422e-14,1.5678092769180995e-10,2.9638976426891356e-10,4.6310900667017733e-09
0.5,0.56999999999999995,92,2.8499999999999998e-06,5.9868674658645176e-14,3.1836672643297543e-10,8.5765052501259609e-10,4.6311174019136588e-09
0.5,0.80000000000000004,92,4.0000000000000007e-06,6.204415229443027e-14,6.2713636897720557e-10,2.3711720909975581e-09,4.6311954902296045e-09
0.5,1.1299999999999999,92,5.6500000000000001e-06,1.6976846759645275e-14,1.251276653275556e-09,6.682521280586204e-09,4.6313224579344244e-09
0.5,1.6000000000000001,92,8.0000000000000013e-06,9.3476150854661177e-14,2.5087690835467572e-09,1.8971007079510206e-08,4.6315935252710452e-09
0.5,2.2599999999999998,92,1.13e-05,2.3182942099050981e-14,5.0059467488680909e-09,5.3469511040088813e-08,4.6321316629053248e-09
0.5,0.40000000000000002,93,2.0000000000000003e-06,9.1084537243703846e-14,1.0889732463349639e-10,8.0009881174047524e-12,1.2501543933444922e-10
0.5,0.56999999999999995,93,2.8499999999999998e-06,3.2361580423041655e-14,2.2112963085459588e-10,2.3150446076730994e-11,1.2500713351331312e-10
0.5,0.80000000000000004,93,4.0000000000000007e-06,6.4756462916352742e-14,4.3558909722355779e-10,6.4005969648534493e-11,1.2501165946979389e-10
0.5,1.1299999999999999,93,5.6500000000000001e-06,7.9697714499131529e-14,8.6906737057965245e-10,1.8037813797879499e-10,1.2501109779755247e-10
0.5,1.6000000000000001,93,8.0000000000000013e-06,3.9558584605107868e-14,1.7423529602377042e-09,5.1204733714547296e-10,1.2501155692028145e-10
0.5,2.2599999999999998,93,1.13e-05,5.6231218445978359e-14,3.4762617948096074e-09,1.4430337209761287e-09,1.2501184431183664e-10
0.5,0.40000000000000002,94,2.0000000000000003e-06,3.9869801196696518e-14,3.8575819190091479e-10,3.1688684379213577e-11,4.9513569342521206e-10
0.5,0.56999999999999995,94,2.8499999999999998e-06,1.9723869696961779e-14,7.8333011602797262e-10,9.1696226737048412e-11,4.9513872952567555e-10
0.5,0.80000000000000004,94,4.0000000000000007e-06,7.626606144503633e-14,1.5430325418914642e-09,2.535120095080046e-10,4.9514064357032139e-10
0.5,1.1299999999999999,94,5.6500000000000001e-06,5.4827946768091014e-14,3.0785896951522912e-09,7.1443938807401286e-10,4.9514233384227229e-10
0.5,1.6000000000000001,94,8.0000000000000013e-06,2.6298966515559936e-14,6.1721298366449529e-09,2.0281153234744754e-09,4.9514534264513553e-10
0.5,2.2599999999999998,94,1.13e-05,1.5737927848699803e-14,1.2314364482698492e-08,5.71561973024037e-09,4.9515139769508606e-10
0.5,0.40000000000000002,95,2.0000000000000003e-06,3.3495196132950606e-14,5.3582820695760395e-10,7.7419121936689521e-11,1.2096737802607736e-09
0.5,0.56999999999999995,95,2.8499999999999998e-06,4.5306193235822561e-14,1.088067967730771e-09,2.2402262370822833e-10,1.2096711199031732e-09
0.5,0.80000000000000004,95,4.0000000000000007e-06,8.3513277901934863e-14,2.1433228451336275e-09,6.1935088702907668e-10,1.2096697012286651e-09
0.5,1.1299999999999999,95,5.6500000000000001e-06,2.0966683279092957e-14,4.2762863230345002e-09,1.7454331548576469e-09,1.2096727312189627e-09
0.5,1.6000000000000001,95,8.0000000000000013e-06,8.7753683194309143e-14,8.5734313417078579e-09,4.9548251602512883e-09,1.2096741113894743e-09
0.5,2.2599999999999998,95,1.13e-05,5.3367045017398232e-14,1.710571204503494e-08,1.396351458538247e-08,1.2096770061707866e-09
0.5,0.40000000000000002,96,2.0000000000000003e-06,1.9862093789235616e-14,2.412631009744455e-10,2.8244391513547654e-11,4.4131861739918201e-10
0.5,0.56999999999999995,96,2.8499999999999998e-06,1.4542571154272499e-14,4.8991482368906969e-10,8.1729391627562649e-11,4.4132009108099475e-10
0.5,0.80000000000000004,96,4.0000000000000007e-06,5.5992732958265191e-14,9.6505227391431386e-10,2.2595578690138267e-10,4.4131989629176291e-10
0.5,1.1299999999999999,96,5.6500000000000001e-06,6.8840000345030216e-14,1.9254309422696762e-09,6.3677993282211592e-10,4.4132043577754766e-10
0.5,1.6000000000000001,96,8.0000000000000013e-06,3.8947033596791474e-14,3.8602113467902645e-09,1.8076532654139193e-09,4.4132159800144507e-10
0.5,2.2599999999999998,96,1.13e-05,9.4891190173337833e-14,7.7017275036284154e-09,5.0942833062371893e-09,4.4132423400953009e-10
0.5,0.40000000000000002,97,2.0000000000000003e-06,2.0678443376767708e-14,2.6421845178516683e-10,5.8562118943664594e-12,9.1503310849475901e-11
0.5,0.56999999999999995,97,2.8499999999999998e-06,2.5938800836868341e-14,5.3652838785375155e-10,1.6944131663469338e-11,9.1494449916947947e-11
0.5,0.80000000000000004,97,4.0000000000000007e-06,8.7027089950328524e-14,1.0568732651077567e-09,4.6844805161107342e-11,9.1493760080287751e-11
0.5,1.1299999999999999,97,5.6500000000000001e-06,3.2640401454634282e-14,2.1086263772315113e-09,1.3201566923700242e-10,9.1493480987903141e-11
0.5,1.6000000000000001,97,8.0000000000000013e-06,8.111849577916935e-14,4.227490455214992e-09,3.747568175948757e-10,9.1493363670623933e-11
0.5,2.2599999999999998,97,1.13e-05,4.3021344563672356e-14,8.4344976272388088e-09,1.0561201479688186e-09,9.1493029991816731e-11
0.5,0.40000000000000002,98,2.0000000000000003e-06,6.5061092531220557e-14,1.1043925153288503e-09,1.752024736576563e-09,2.7375386509008792e-08
0.5,0.56999999999999995,98,2.8499999999999998e-06,4.6442194258831402e-14,2.2426582752555567e-09,5.0698686989172582e-09,2.7376135701226608e-08
0.5,0.80000000000000004,98,4.0000000000000007e-06,1.3405432370491468e-14,4.4178639634606058e-09,1.4017326994332149e-08,2.7377591785804973e-08
0.5,1.1299999999999999,98,5.6500000000000001e-06,7.3246572359658867e-14,8.815107100938439e-09,3.9507293319710867e-08,2.7380536046378144e-08
0.5,1.6000000000000001,98,8.0000000000000013e-06,6.296991826153402e-14,1.7676164140985066e-08,1.1217498339175688e-07,2.738647055462814e-08
0.5,2.2599999999999998,98,1.13e-05,8.8922067589663532e-14,3.5279188943315905e-08,3.1626297204859786e-07,2.7398263012588388e-08
0.5,0.40000000000000002,99,2.0000000000000003e-06,2.1071048330662685e-14,5.5095556072197751e-10,2.9795604917716199e-10,4.6555632683931552e-09
0.5,0.56999999999999995,99,2.8499999999999998e-06,3.7049042502212461e-14,1.1187836138022675e-09,8.6218095360298658e-10,4.6555806839512659e-09
0.5,0.80000000000000004,99,4.0000000000000007e-06,6.4740447827399271e-14,2.2038192452237927e-09,2.3836819277197673e-09,4.6556287650776691e-09
0.5,1.1299999999999999,99,5.6500000000000001e-06,2.9174356482792961e-14,4.3969810523699446e-09,6.7177316418366404e-09,4.6557250045128952e-09
0.5,1.6000000000000001,99,8.0000000000000013e-06,8.6418175058581991e-14,8.8153321819664153e-09,1.9070657111930777e-08,4.6559221464674735e-09
0.5,2.2599999999999998,99,1.13e-05,6.3985605317156237e-15,1.7588048836253514e-08,5.3748642914606766e-08,4.656313211771768e-09
0.5,0.40000000000000002,100,2.0000000000000003e-06,1.1568502774064613e-14,4.8395097244525999e-10,1.7661487722536994e-11,2.7596074566464046e-10
0.5,0.56999999999999995,100,2.8499999999999998e-06,8.7336643429338755e-15,9.8272274742511015e-10,5.110548697397771e-11,2.7595798423254505e-10
0.5,0.80000000000000004,100,4.0000000000000007e-06,9.9336343157408805e-14,1.9358033229993786e-09,1.4129117496518329e-10,2.7595932610387355e-10
0.5,1.1299999999999999,100,5.6500000000000001e-06,9.4100574177854796e-14,3.8622289120703811e-09,3.9817985532587705e-10,2.7595861334930849e-10
0.5,1.6000000000000001,100,8.0000000000000013e-06,9.8400179787212465e-14,7.7432087405671911e-09,1.13033782754211e-09,2.7596138367727292e-10
0.5,2.2599999999999998,100,1.13e-05,9.4209346749431871e-14,1.5448899434028969e-08,3.1854910949216932e-09,2.7596314003370427e-10
0.75,0.40000000000000002,1,2.0000000000000003e-06,9.2016523390005558e-14,1.2543785632888316e-09,4.5470608822245732e-11,7.1047826284758944e-10
0.75,0.56999999999999995,1,2.8499999999999998e-06,5.2875776347534402e-14,2.547172213598462e-09,1.3157570278022957e-10,7.1047881280733931e-10
0.75,0.80000000000000004,1,4.0000000000000007e-06,2.6488958568311316e-14,5.0175126547258665e-09,3.6376534361916395e-10,7.104791867561794e-10
0.75,1.1299999999999999,1,5.6500000000000001e-06,3.2665817919006411e-14,1.0010715990524955e-08,1.0251523291912363e-09,7.1048198810534414e-10
0.75,1.6000000000000001,1,8.0000000000000013e-06,2.1194080660956879e-14,2.0070016860699204e-08,2.9101561392000365e-09,7.104873386718837e-10
0.75,2.2599999999999998,1,1.13e-05,6.617807722075519e-14,4.0042736734781506e-08,8.2013980145996613e-09,7.1049752811528338e-10
0.75,0.40000000000000002,2,2.0000000000000003e-06,7.1238671714624096e-14,1.0689457827817285e-09,1.1486815184640243e-10,1.7948148726000374e-09
0.75,0.56999999999999995,2,2.8499999999999998e-06,7.2519262395271085e-14,2.1706267539012573e-09,3.323872247077021e-10,1.794815272217104e-09
0.75,0.80000000000000004,2,4.0000000000000007e-06,9.8504265303048609e-14,4.2757768444816338e-09,9.1894602716694622e-10,1.7948164593104413e-09
0.75,1.1299999999999999,2,5.6500000000000001e-06,9.5137746852010648e-14,8.5308268311309752e-09,2.5897366017768195e-09,1.7948173721179131e-09
0.75,1.6000000000000001,2,8.0000000000000013e-06,8.5477262347712399e-14,1.7103010243753418e-08,7.3515823782057549e-09,1.7948199165541389e-09
0.75,2.2599999999999998,2,1.13e-05,4.4961269735716303e-14,3.4122922790852351e-08,2.0717985042996411e-08,1.7948253620144419e-09
0.75,0.40000000000000002,3,2.0000000000000003e-06,8.9896269575259874e-14,2.1563941033414816e-09,5.4513712242151007e-10,8.5177675378360925e-09
0.75,0.56999999999999995,3,2.8499999999999998e-06,9.8163827075071418e-14,4.3788437542365177e-09,1.5774484371084694e-09,8.5178621066048383e-09
0.75,0.80000000000000004,3,4.0000000000000007e-06,8.8932248477953611e-14,8.6256659424013841e-09,4.3612511013594605e-09,8.5180685573426938e-09
0.75,1.1299999999999999,3,5.6500000000000001e-06,1.6783141917826765e-14,1.7209790040096415e-08,1.2291241748364739e-08,8.5184470882985715e-09
0.75,1.6000000000000001,3,8.0000000000000013e-06,3.0944868882366096e-14,3.4504106614560761e-08,3.4894684609341388e-08,8.5192101097024853e-09
0.75,2.2599999999999998,3,1.13e-05,3.9957661972985899e-14,6.8844906774321808e-08,9.8356247617970708e-08,8.5207266715824776e-09
0.75,0.40000000000000002,4,2.0000000000000003e-06,4.3778516655505251e-15,2.5566841355801675e-10,1.4195295612870921e-10,2.2180149395110808e-09
0.75,0.56999999999999995,4,2.8499999999999998e-06,4.6940622900184831e-14,5.1916776673390338e-10,4.1076400576749642e-10,2.2180320301928069e-09
0.75,0.80000000000000004,4,4.0000000000000007e-06,8.9016220978080396e-14,1.0226780825159335e-09,1.1356405548957065e-09,2.218047958780676e-09
0.75,1.1299999999999999,4,5.6500000000000001e-06,9.9223702114508065e-14,2.0404178763341282e-09,3.2004640671388473e-09,2.2180821410945124e-09
0.75,1.6000000000000001,4,8.0000000000000013e-06,6.4670806271878119e-14,4.090791035431315e-09,9.0855259442066434e-09,2.2181459824723247e-09
0.75,2.2599999999999998,4,1.13e-05,3.9091342596644847e-14,8.1619718350950779e-09,2.5605972021895357e-08,2.2182778831315896e-09
0.75,0.40000000000000002,5,2.0000000000000003e-06,3.8320887168229043e-14,1.1337739687563788e-09,1.1524120157230856e-11,1.8006437745673208e-10
0.75,0.56999999999999995,5,2.8499999999999998e-06,5.4901823451847591e-14,2.3022698398733271e-09,3.3345863974966894e-11,1.8006006692999681e-10
0.75,0.80000000000000004,5,4.0000000000000007e-06,7.7462974890797044e-14,4.5350955606071376e-09,9.2192848091267887e-11,1.8006415642825755e-10
0.75,1.1299999999999999,5,5.6500000000000001e-06,2.6980866335281893e-14,9.0482202023369805e-09,2.5981137987209446e-10,1.8006231898194712e-10
0.75,1.6000000000000001,5,8.0000000000000013e-06,4.4154411712404179e-14,1.8140363281602855e-08,7.3753459078017557e-10,1.8006215595219126e-10
0.75,2.2599999999999998,5,1.13e-05,1.8559033799725292e-14,3.6192815842559339e-08,2.0784732473533942e-09,1.8006077767101491e-10
0.75,0.40000000000000002,6,2.0000000000000003e-06,9.0471927625829274e-14,5.5029624829409436e-10,3.2024489504662767e-10,5.0038264851035564e-09
0.75,0.56999999999999995,6,2.8499999999999998e-06,4.0358785150856763e-14,1.1174426249007365e-09,9.2668409114350365e-10,5.0038829283153457e-09
0.75,0.80000000000000004,6,4.0000000000000007e-06,8.1199873395855402e-14,2.2011703200490091e-09,2.5620350191845969e-09,5.0039746468449146e-09
0.75,1.1299999999999999,6,5.6500000000000001e-06,6.1999017442769256e-14,4.3916375577148472e-09,7.2205055579080486e-09,5.0041725486351777e-09
0.75,1.6000000000000001,6,8.0000000000000013e-06,2.4514318117604078e-14,8.8044358067046088e-09,2.0498690323427319e-08,5.0045630672429964e-09
0.75,2.2599999999999998,6,1.13e-05,2.3900601778913612e-14,1.7565579089114356e-08,5.7777499763514657e-08,5.0053381983879204e-09
0.75,0.40000000000000002,7,2.0000000000000003e-06,2.3088721319098912e-14,1.0214957460538883e-09,4.6081627268283587e-10,7.2002542606693088e-09
0.75,0.56999999999999995,7,2.8499999999999998e-06,2.2728052202414134e-14,2.0742727834339606e-09,1.3334478065756714e-09,7.2003143022450716e-09
0.75,0.80000000000000004,7,4.0000000000000007e-06,2.0194649417188745e-14,4.085972815160255e-09,3.6866221971564754e-09,7.2004339788212392e-09
0.75,1.1299999999999999,7,5.6500000000000001e-06,3.5256414905011354e-14,8.1521286961195043e-09,1.0389830144208356e-08,7.2006734674812963e-09
0.75,1.6000000000000001,7,8.0000000000000013e-06,4.8715635220326203e-14,1.6343737026107189e-08,2.9495941517830739e-08,7.2011575971266434e-09
0.75,2.2599999999999998,7,1.13e-05,9.8591378594908298e-14,3.2607900887428191e-08,8.3135327256460313e-08,7.2021190057623954e-09
0.75,0.40000000000000002,8,2.0000000000000003e-06,7.6035539823216339e-14,1.023031267892502e-09,1.0581317224708605e-10,1.6533308163607191e-09
0.75,0.56999999999999995,8,2.8499999999999998e-06,8.4304356407159691e-14,2.0773919954951581e-09,3.0618568069642232e-10,1.6533329051120852e-09
0.75,0.80000000000000004,8,4.0000000000000007e-06,2.4994931507394553e-14,4.0921213948237793e-09,8.4650923073110616e-10,1.6533383412716914e-09
0.75,1.1299999999999999,8,5.6500000000000001e-06,9.4784319479734046e-14,8.1644140003622199e-09,2.3856122726979596e-09,1.6533489727249834e-09
0.75,1.6000000000000001,8,8.0000000000000013e-06,9.7969296716552954e-14,1.6368440624243684e-08,6.772201445139389e-09,1.6533694934422332e-09
0.75,2.2599999999999998,8,1.13e-05,7.180350994130276e-14,3.2657477827894975e-08,1.9085616742901774e-08,1.6534112226047477e-09
0.75,0.40000000000000002,9,2.0000000000000003e-06,3.9972091288574193e-14,5.3227314139764768e-10,5.6350802445125568e-11,8.8048128820508683e-10
0.75,0.56999999999999995,9,2.8499999999999998e-06,8.9249153848017451e-14,1.0808471935989137e-09,1.6305922217643236e-10,8.8048264338518405e-10
0.75,0.80000000000000004,9,4.0000000000000007e-06,4.0683576810398502e-14,2.129093551534899e-09,4.5080762136510626e-10,8.8048363547872293e-10
0.75,1.1299999999999999,9,5.6500000000000001e-06,7.3601946245427376e-14,4.2478744302820167e-09,1.2704490140086587e-09,8.8048489532423953e-10
0.75,1.6000000000000001,9,8.0000000000000013e-06,3.3117460842020258e-14,8.5163873587273413e-09,3.6064760552921619e-09,8.8048731818656272e-10
0.75,2.2599999999999998,9,1.13e-05,5.8306374061838279e-14,1.6991558742212192e-08,1.0163681426891974e-08,8.8049263278078565e-10
0.75,0.40000000000000002,10,2.0000000000000003e-06,9.1179768132119914e-14,3.8271242515654456e-10,5.9106983049205162e-11,9.2354661014383045e-10
0.75,0.56999999999999995,10,2.8499999999999998e-06,6.1835159756667415e-14,7.7714558874041491e-10,1.7103480889420146e-10,9.2354899426113017e-10
0.75,0.80000000000000004,10,4.0000000000000007e-06,9.5029199252229628e-14,1.5308500275375636e-09,4.7286278751076546e-10,9.2356013185696353e-10
0.75,1.1299999999999999,10,5.6500000000000001e-06,5.7515576554301173e-14,3.0542843661727935e-09,1.3326162436152157e-09,9.2356990389141858e-10
0.75,1.6000000000000001,10,8.0000000000000013e-06,7.1452192027786178e-14,6.1234062004396466e-09,3.7829866560794025e-09,9.2358072658188516e-10
0.75,2.2599999999999998,10,1.13e-05,3.7614289841213237e-14,1.2217161249665651e-08,1.0661444543293533e-08,9.2361448385552966e-10
0.75,0.40000000000000002,11,2.0000000000000003e-06,9.9950603325917054e-14,6.1462420253527941e-10,8.830498233140963e-11,1.3797653489282751e-09
0.75,0.56999999999999995,11,2.8499999999999998e-06,3.9175107748612932e-14,1.2480739768204393e-09,2.555243630416996e-10,1.3797733339904837e-09
0.75,0.80000000000000004,11,4.0000000000000007e-06,8.7060632478941358e-14,2.4585104244082389e-09,7.0644943598293566e-10,1.3797840546541708e-09
0.75,1.1299999999999999,11,5.6500000000000001e-06,1.367593854025922e-14,4.9051467976737311e-09,1.9909215779332851e-09,1.3798085226688294e-09
0.75,1.6000000000000001,11,8.0000000000000013e-06,5.7371939137067659e-14,9.834250699760208e-09,5.651895436898444e-09,1.3798572843990339e-09
0.75,2.2599999999999998,11,1.13e-05,7.4293676269766353e-15,1.9621422733334219e-08,1.5929071509092933e-08,1.3799556992887346e-09
0.75,0.40000000000000002,12,2.0000000000000003e-06,9.4485318268026909e-14,5.9921026904731717e-10,3.2207169507106746e-09,5.0323702354854281e-08
0.75,0.56999999999999995,12,2.8499999999999998e-06,7.7547236246294846e-14,1.2167746143631128e-09,9.3199055964892732e-09,5.0325366490576184e-08
0.75,0.80000000000000004,12,4.0000000000000007e-06,1.0045194227523536e-14,2.3968582311889548e-09,2.5768225442744289e-08,5.032856531785993e-08
0.75,1.1299999999999999,12,5.6500000000000001e-06,4.7066197970340242e-14,4.7821497536633803e-09,7.2628279695890678e-08,5.0335041029186913e-08
0.75,1.6000000000000001,12,8.0000000000000013e-06,4.75239683846003e-14,9.5876920629310927e-09,2.0622577653303669e-07,5.0348089973885899e-08
0.75,2.2599999999999998,12,1.13e-05,9.7099007636785164e-14,1.9129644869070977e-08,5.8147622735068605e-07,5.037402421575191e-08
0.75,0.40000000000000002,13,2.0000000000000003e-06,9.7262004174306137e-14,6.3919815905814641e-10,1.5067430432320191e-10,2.3542860050500292e-09
0.75,0.56999999999999995,13,2.8499999999999998e-06,4.2452886467231771e-14,1.297971687463378e-09,4.3599671208143418e-10,2.3542828945015968e-09
0.75,0.80000000000000004,13,4.0000000000000007e-06,2.2392699882467001e-14,2.5567924530433585e-09,1.2053977978780881e-09,2.3542925739806402e-09
0.75,1.1299999999999999,13,5.6500000000000001e-06,8.483245471590502e-14,5.1012000393013375e-09,3.3970141495889224e-09,2.3543012076322313e-09
0.75,1.6000000000000001,13,8.0000000000000013e-06,3.1873656401555475e-14,1.0227167571155956e-08,9.643291427882342e-09,2.3543191962603367e-09
0.75,2.2599999999999998,13,1.13e-05,1.971588017646779e-14,2.0404792226574358e-08,2.7176745405928457e-08,2.3543559767197925e-09
0.75,0.40000000000000002,14,2.0000000000000003e-06,3.8481784151302819e-14,6.3725702988297145e-10,8.8403629047575274e-11,1.3813067038683633e-09
0.75,0.56999999999999995,14,2.8499999999999998e-06,4.4282687406599463e-14,1.2940287996081271e-09,2.5580819470606229e-10,1.3813059603012119e-09
0.75,0.80000000000000004,14,4.0000000000000007e-06,4.6094416693080856e-14,2.5490206540688437e-09,7.0722876437323504e-10,1.3813061804164743e-09
0.75,1.1299999999999999,14,5.6500000000000001e-06,6.2622486707081244e-14,5.0856745413909603e-09,1.9930883015278043e-09,1.3813101708076219e-09
0.75,1.6000000000000001,14,8.0000000000000013e-06,1.7596063728124552e-14,1.0195961712020857e-08,5.6578664489412127e-09,1.3813150510110379e-09
0.75,2.2599999999999998,14,1.13e-05,1.4726235318829914e-14,2.0342215531729671e-08,1.5944873058774575e-08,1.3813246076101224e-09
0.75,0.40000000000000002,15,2.0000000000000003e-06,2.9469588970104019e-14,3.0593779022333459e-10,3.7379125277304473e-10,5.8404883245788222e-09
0.75,0.56999999999999995,15,2.8499999999999998e-06,3.8448240373220076e-14,6.2125091140930837e-10,1.0816246480730748e-09,5.8405266293708456e-09
0.75,0.80000000000000004,15,4.0000000000000007e-06,1.0477214948386858e-14,1.2237886375408612e-09,2.9903899504215747e-09,5.8406053719171371e-09
0.75,1.1299999999999999,15,5.6500000000000001e-06,4.5206149025458507e-14,2.4417458466819276e-09,8.427652832304296e-09,5.8407861630485745e-09
0.75,1.6000000000000001,15,8.0000000000000013e-06,4.2494658355504494e-14,4.8957363034347367e-09,2.3925340149814373e-08,5.8411474975132733e-09
0.75,2.2599999999999998,15,1.13e-05,1.8773050213024524e-14,9.7693044685073969e-09,6.7433698694207805e-08,5.8418669778757452e-09
0.75,0.40000000000000002,16,2.0000000000000003e-06,1.6390665798262742e-14,8.6934022381390426e-10,1.3751651737829022e-10,2.1486955840357844e-09
0.75,0.56999999999999995,16,2.8499999999999998e-06,7.893074169022282e-14,1.7653006012746503e-09,3.9792352984249552e-10,2.1486963861619801e-09
0.75,0.80000000000000004,16,4.0000000000000007e-06,4.3389540249493852e-14,3.477347490344103e-09,1.1001323120033017e-09,2.1486959218814482e-09
0.75,1.1299999999999999,16,5.6500000000000001e-06,8.7320832985264301e-14,6.9378167774926092e-09,3.1003485156658643e-09,2.1486970418996404e-09
0.75,1.6000000000000001,16,8.0000000000000013e-06,9.3631096826109307e-14,1.390918067525068e-08,8.8010704192887615e-09,2.14869883283417e-09
0.75,2.2599999999999998,16,1.13e-05,7.7208201603553233e-14,2.7750423501708907e-08,2.480284708414345e-08,2.1487021495768116e-09
0.75,0.40000000000000002,17,2.0000000000000003e-06,1.1674324310601068e-14,8.3588211542422002e-10,8.260445632671978e-10,1.2906946301049962e-08
0.75,0.56999999999999995,17,2.8499999999999998e-06,9.3062119298248694e-14,1.6973679142844499e-09,2.3903055148057959e-09,1.2907105100116075e-08
0.75,0.80000000000000004,17,4.0000000000000007e-06,6.1657866403580525e-14,3.3435659532768034e-09,6.6085935405185201e-09,1.2907409258825231e-08
0.75,1.1299999999999999,17,5.6500000000000001e-06,3.4799608315179683e-14,6.6710328363551656e-09,1.862495971194888e-08,1.2908031350781717e-08
0.75,1.6000000000000001,17,8.0000000000000013e-06,2.6573047764730049e-14,1.3374844904892371e-08,5.2876431534476716e-08,1.2909285042596852e-08
