lambda2,lambda2_squared,global_c3_norm_ratio,pure_lambda2_squared_relative_residual,anchored_constant_plus_lambda2_squared_relative_residual,full_quadratic_lambda_relative_residual,anchored_direction_p10,anchored_direction_median,anchored_direction_p90,full_quadratic_direction_p10,full_quadratic_direction_median,full_quadratic_direction_p90
0.0,0.0,1.1949819438741016,1.1949819438741016,0.0,0.0010342252238668757,0.0,0.0,0.0,0.0003319661907417052,0.002089882176808391,0.005458013655618891
0.25,0.0625,1.1051052295308272,1.0449039573021026,0.09450523460500146,0.0020737927400492407,0.027498729722807844,0.08651622204289965,0.20918354453405466,0.0006615562583473455,0.004180799027620714,0.010903796023351557
0.5,0.25,1.0398958623703751,0.7972904427809094,0.12536196258569277,5.7431007573878224e-05,0.03755172618916569,0.11312456172340464,0.26786307023082195,1.7467560985064175e-05,0.0001189996667859842,0.00035120688473779936
0.75,0.5625,1.0020850728692507,0.4494817573042259,0.0936593355121257,0.0020534112578142988,0.028191104170762895,0.08339384640590944,0.19942498143266882,0.0006625909269369234,0.004175500284561942,0.01094332119915508
1.0,1.0,1.0,0.0,1.2336632409175254e-17,0.0010291292420353349,8.269868189937823e-19,2.3338940659811344e-17,5.81218884533013e-17,0.00033255982774435907,0.0020904091703674507,0.005472041146473754
