lambda2,trial,detector,c3_y_m,c5_y_m
0.5,75,DET_23E,4.2003388071454623e-10,3.7686633135084914e-15
0.5,75,DET_22E,2.705852272600717e-10,4.6096039186021076e-15
0.5,75,DET_21E,3.775396773190611e-10,1.0398921903313418e-14
0.5,75,DET_20E,2.8933697301010071e-11,3.1654433163896911e-15
0.5,75,DET_19E,-3.6848557694531939e-10,-2.681087146514744e-15
0.5,75,DET_18E,-2.3327698478435505e-10,-3.6452842890303692e-15
0.5,75,DET_17E,-2.3018672851646974e-10,-8.2218429147589499e-15
0.5,75,DET_16E,2.9907671859990011e-11,-2.7299500096521393e-15
0.5,75,DET_15E,3.8214555766848555e-10,9.5420848573157447e-16
0.5,75,DET_14E,3.1350946564639562e-10,3.6468866414311169e-15
0.5,75,DET_13E,6.1756282031279022e-10,1.0572380301488467e-14
0.5,75,DET_12E,3.2222542584173157e-10,6.9527058045931285e-15
0.5,75,DET_11E,3.494543339869977e-10,1.0557147466885238e-14
0.5,75,DET_10E,8.3059320304136246e-11,4.9252380558718829e-15
0.5,75,DET_09E,-1.2050697209388605e-10,3.586794861128695e-15
0.5,75,DET_08E,-2.3468614410642944e-10,-7.4658739333212149e-16
0.5,75,DET_07E,-4.027889502482175e-10,-4.0934946744672476e-15
0.5,75,DET_06E,-4.7927787536531658e-11,-2.9206984090178379e-16
0.5,75,DET_05E,2.0596911172403227e-10,2.6228860530573119e-15
0.5,75,DET_04E,2.7437339851152902e-10,3.1228173747058647e-15
0.5,75,DET_03E,6.0930431259619778e-10,6.6987532615734648e-15
0.5,75,DET_02E,8.4020036049795756e-10,9.0417736645981562e-15
0.5,75,DET_01E,1.0385294900662472e-09,1.0911234337996451e-14
0.5,75,DET_00E,5.9615672717208119e-10,6.3404152645991504e-15
0.5,76,DET_00W,1.797614701667482e-10,4.2034385440315389e-15
0.5,76,DET_01W,2.8467216901713108e-10,6.7452544131739721e-15
0.5,76,DET_02W,1.610749796773918e-10,4.1838504536375673e-15
0.5,76,DET_03W,-3.4611755098828207e-11,2.2134374486934898e-16
0.5,76,DET_04W,-1.6279994368169277e-10,-2.6775097079305564e-15
0.5,76,DET_05W,-3.9917116407964984e-10,-7.1659519153804472e-15
0.5,76,DET_06W,-2.4721964918216678e-10,-4.7291529269415557e-15
0.5,76,DET_07W,-3.4164032947928199e-10,-6.8996087525745512e-15
0.5,76,DET_08W,-1.0296399063498504e-10,-2.7941708986616186e-15
0.5,76,DET_09W,5.9351987333723935e-11,-6.702491798115113e-16
0.5,76,DET_10W,1.4442356560619403e-10,1.9225912266965563e-15
0.5,76,DET_11W,3.4956461896140012e-10,6.0924963061027031e-15
0.5,76,DET_12W,2.4465536413301788e-10,5.2069393135841117e-15
0.5,76,DET_13W,3.9073892534860768e-10,9.4712294136922374e-15
0.5,76,DET_14W,1.9834776317086527e-10,4.7672485157485728e-15
0.5,76,DET_15W,2.4042100762150521e-10,5.7225844817864583e-15
0.5,76,DET_16W,-2.6907778194438274e-11,1.6570217856219927e-16
0.5,76,DET_17W,-2.7080188452963756e-10,-4.2160387419043031e-15
0.5,76,DET_18W,-2.0709600437436127e-10,-3.8296493397068943e-15
0.5,76,DET_19W,-2.7078337960687056e-10,-5.6973284346304503e-15
0.5,76,DET_20W,6.6325419989487612e-12,5.2509569344510731e-16
0.5,76,DET_21W,2.4225397250372157e-10,6.0546554241583388e-15
0.5,76,DET_22W,2.1310321399765471e-10,4.3816132302358513e-15
0.5,76,DET_23W,3.6860513810138634e-10,6.7649318740453629e-15
0.5,76,DET_24W,-2.784370387511684e-11,-9.5028095318459258e-16
0.5,76,DET_25W,-2.9439647191207175e-10,-6.6939213697278409e-15
0.5,76,DET_26W,-1.8042906971143412e-10,-2.7112117929736165e-15
0.5,76,DET_27W,-2.3905198871731676e-10,-1.6438749049456888e-15
0.5,76,DET_28W,5.6042754566955196e-11,2.1698029822273166e-15
0.5,76,DET_29W,3.5703540289688108e-10,7.3979550197572179e-15
0.5,76,DET_30W,3.4488589918449961e-10,5.0825617549735329e-15
0.5,76,DET_31W,5.2064379325585889e-10,7.4120131323374585e-15
0.5,76,DET_32W,2.8463406067790266e-10,3.0419305571802755e-15
0.5,76,DET_33W,2.7727154987821765e-10,1.2181762828067849e-15
0.5,76,DET_34W,1.5550569054880385e-10,8.1799024624363131e-17
0.5,76,DET_35W,-1.7405249982505193e-10,-4.5302722479336315e-15
0.5,76,DET_36W,-3.2658370302261899e-10,-5.3351660847316352e-15
0.5,76,DET_37W,-6.8063178076554152e-10,-9.7427098202264624e-15
0.5,76,DET_38W,-3.7610432969965111e-10,-4.6153007413273734e-15
0.5,76,DET_39W,-4.1492915961689964e-10,-4.0973954269480651e-15
0.5,76,DET_40W,-9.021242998918151e-11,5.7842712339085139e-16
0.5,76,DET_41W,1.1852030107563539e-10,4.990292713566379e-15
0.5,76,DET_42W,2.8442677582799924e-10,4.8509688518709653e-15
0.5,76,DET_43W,6.3370612314923341e-10,8.4958872735903969e-15
0.5,76,DET_44W,7.2334609247621805e-10,7.9049777364663415e-15
0.5,76,DET_45W,3.3105101430028428e-10,3.0562278935947527e-15
0.5,76,DET_46W,1.5195675012762421e-10,-7.0135644046240884e-16
0.5,76,DET_47W,-3.8241318800643043e-10,-7.3614737547294446e-15
0.5,76,DET_48W,-2.2254401060715893e-10,-2.9239002710600429e-15
0.5,76,DET_49W,-3.1089723817744591e-10,-2.7617633057812065e-15
0.5,76,DET_49E,-1.6360298377019646e-10,-5.2663436734397519e-16
0.5,76,DET_48E,1.1155910987628126e-10,2.1505481962581958e-15
0.5,76,DET_47E,7.5878674283458529e-10,9.9648448806077837e-15
0.5,76,DET_46E,5.7715184578895822e-10,5.7596337887221441e-15
0.5,76,DET_45E,1.4384110764605261e-10,2.310191390232565e-16
0.5,76,DET_44E,1.1570988279209468e-11,-2.8020048244313466e-15
0.5,76,DET_43E,-3.1242828671360053e-10,-6.244593420893139e-15
0.5,76,DET_42E,-3.549117245525885e-10,-5.330574855606541e-15
0.5,76,DET_41E,-7.2801441682097967e-10,-9.1420900587616842e-15
0.5,76,DET_40E,-3.6151783201464218e-10,-4.0449847524639783e-15
0.5,76,DET_39E,-2.449829230267905e-10,-1.5333266312893111e-15
0.5,76,DET_38E,5.0335206572760713e-11,1.6923141550659335e-15
0.5,76,DET_37E,4.6054478065132521e-10,7.1408808170807658e-15
0.5,76,DET_36E,3.9160301577491708e-10,5.3299661688057695e-15
0.5,76,DET_35E,7.2278238098625211e-10,8.5506202295485357e-15
0.5,76,DET_33E,5.6898162205807635e-10,5.3881379722124744e-15
0.5,76,DET_32E,1.8380163419275356e-10,1.2834816456762958e-15
0.5,76,DET_31E,-1.7108796932300499e-10,-2.4581979115580614e-15
0.5,76,DET_30E,-2.0608959514639583e-10,-3.0161673797705582e-15
0.5,76,DET_29E,-6.7954697238169518e-10,-7.4720179092151842e-15
0.5,76,DET_28E,-3.6953335375359636e-10,-3.733520835033737e-15
0.5,76,DET_27E,-3.7807814010784376e-10,-3.2258144211987257e-15
0.5,76,DET_26E,1.271473140195086e-10,1.5212711395359243e-15
0.5,76,DET_25E,8.2786113643016608e-10,8.6392332153593924e-15
0.5,76,DET_24E,2.5407347459102769e-10,2.6642924470301849e-15
0.5,76,DET_23E,-2.9397976617366118e-10,-3.2203351366932965e-15
0.5,76,DET_22E,-3.6727727594873952e-10,-3.6218680987784285e-15
0.5,76,DET_21E,-8.3586763538966963e-10,-7.7780829568349376e-15
0.5,76,DET_20E,-2.9251791621878658e-10,-2.4443453604001091e-15
0.5,76,DET_19E,1.0225472554496255e-10,1.7896705970596977e-15
0.5,76,DET_18E,2.3430343759281583e-10,2.6374636860693643e-15
0.5,76,DET_17E,6.3194813715225306e-10,6.1506547596549796e-15
0.5,76,DET_16E,2.5614672133075639e-10,2.1418704784075511e-15
0.5,76,DET_15E,8.2888855512207014e-11,-3.6857237444697104e-16
0.5,76,DET_14E,-1.8907315244945674e-10,-2.527239395448763e-15
0.5,76,DET_13E,-6.7658426750755887e-10,-7.6121300564712407e-15
0.5,76,DET_12E,-5.1030317606944182e-10,-5.1727715962979242e-15
0.5,76,DET_11E,-8.7936307930802632e-10,-8.1030270710707974e-15
0.5,76,DET_10E,-4.9095874168839878e-10,-4.0165807399385463e-15
0.5,76,DET_09E,-5.4520190925630245e-10,-3.5020413569223327e-15
0.5,76,DET_08E,-1.5493344615354345e-10,-1.5978199429579315e-16
0.5,76,DET_07E,4.9320922405179062e-11,2.01111061538262e-15
0.5,76,DET_06E,-5.0769618793721721e-11,-4.7325950251799452e-16
0.5,76,DET_05E,-1.7951593972752469e-10,-2.9734540195513554e-15
0.5,76,DET_04E,-1.3190724136080165e-10,-2.6041260803796921e-15
0.5,76,DET_03E,-2.2376019784519124e-10,-4.9114010983151902e-15
0.5,76,DET_02E,-2.5178721462059088e-10,-6.057279747253754e-15
0.5,76,DET_01E,-2.8785989511639545e-10,-7.4323633211427945e-15
0.5,76,DET_00E,-1.6040080529136085e-10,-4.0627274629033435e-15
0.5,77,DET_00W,-1.7702074764449651e-10,-8.7424779195761914e-16
0.5,77,DET_01W,-3.0061503527642722e-10,-1.5071190022917682e-15
0.5,77,DET_02W,-2.1954611906001123e-10,-1.1449206194110735e-15
0.5,77,DET_03W,-1.0781971818517957e-10,-6.5469884588826219e-16
0.5,77,DET_04W,7.2250761100735944e-12,-8.971220669115597e-17
0.5,77,DET_05W,1.0075717801003685e-10,2.6204543160933218e-16
0.5,77,DET_06W,1.0297346039024465e-10,3.9882697249697365e-16
0.5,77,DET_07W,1.9335779891237941e-10,8.4763319612879512e-16
0.5,77,DET_08W,8.5060951681721226e-11,2.8886574734876188e-16
0.5,77,DET_09W,2.0598728141809154e-11,-1.7637040160739042e-16
0.5,77,DET_10W,-5.2315784406817897e-11,-4.8266269810354776e-16
0.5,77,DET_11W,-1.6631450949669852e-10,-1.2143425760237622e-15
0.5,77,DET_12W,-1.4485572222572539e-10,-9.1842537959441354e-16
0.5,77,DET_13W,-2.6306628013681513e-10,-1.5521103537883769e-15
0.5,77,DET_14W,-1.4144915676183514e-10,-7.2736012514176918e-16
0.5,77,DET_15W,-1.8886662190353693e-10,-7.6718273050848167e-16
0.5,77,DET_16W,-8.0839107049975183e-12,9.0645891268899977e-17
0.5,77,DET_17W,1.3253261075308216e-10,8.7267526082666832e-16
0.5,77,DET_18W,1.2580170604414514e-10,6.4496928212768757e-16
0.5,77,DET_19W,1.9036757794820264e-10,8.4820162347289561e-16
0.5,77,DET_20W,-2.6129812690165284e-11,-1.876632173517054e-16
0.5,77,DET_21W,-2.2267645854929366e-10,-1.1825510048878345e-15
0.5,77,DET_22W,-1.6626046175141868e-10,-7.8656700075652099e-16
0.5,77,DET_23W,-2.7234229339220915e-10,-1.1236246373138236e-15
0.5,77,DET_24W,-1.6220302313562221e-11,2.1883034029989828e-16
0.5,77,DET_25W,1.4274199836120229e-10,1.2715345531358605e-15
0.5,77,DET_26W,1.1368949774120466e-10,4.6480128872633944e-16
0.5,77,DET_27W,1.7568652080445532e-10,1.7433761222882729e-16
0.5,77,DET_28W,-2.3354067411290441e-11,-4.4861714609649013e-16
0.5,77,DET_29W,-2.1275716281578186e-10,-1.380029456882256e-15
0.5,77,DET_30W,-2.0061768549625794e-10,-8.9972620398391207e-16
0.5,77,DET_31W,-3.5366863196210827e-10,-1.2373953801455081e-15
0.5,77,DET_32W,-1.8885662558765314e-10,-4.8755611026658015e-16
0.5,77,DET_33W,-1.8034159990883915e-10,-1.7622474930068624e-16
0.5,77,DET_34W,-1.1737071464808103e-10,2.0447849115389358e-17
0.5,77,DET_35W,3.0601003263312359e-11,8.6310218054542885e-16
0.5,77,DET_36W,1.1587152601375127e-10,9.3561903596653208e-16
0.5,77,DET_37W,2.7661662327474509e-10,1.716700894110833e-15
0.5,77,DET_38W,1.6884373353975431e-10,7.999671783476184e-16
0.5,77,DET_39W,2.0616165207161155e-10,6.6146091897225716e-16
0.5,77,DET_40W,8.7794798153578765e-11,-4.1935055753487532e-17
0.5,77,DET_41W,5.7115183461814998e-11,-6.8391610811237457e-16
0.5,77,DET_42W,-1.0228602586046808e-10,-8.2200101007806702e-16
0.5,77,DET_43W,-2.9921675584040211e-10,-1.5389878363461617e-15
0.5,77,DET_44W,-3.9426693956995355e-10,-1.518756755220236e-15
0.5,77,DET_45W,-1.8792161732175791e-10,-5.7727844031121881e-16
0.5,77,DET_46W,-1.2060241073121798e-10,1.4938638389328631e-16
0.5,77,DET_47W,1.5586361721072409e-10,1.4263876647775443e-15
0.5,77,DET_48W,1.0959101542450594e-10,5.4994901127602233e-16
0.5,77,DET_49W,1.720767346598283e-10,5.0133915466207302e-16
0.5,77,DET_49E,1.0283274617965318e-10,6.7740655888591792e-17
0.5,77,DET_48E,-4.6641742186451102e-11,-4.3103849403031889e-16
0.5,77,DET_47E,-3.8034771402206442e-10,-1.9326577223753787e-15
0.5,77,DET_46E,-2.9548359220852246e-10,-1.0048977935572164e-15
0.5,77,DET_45E,-7.7533580651725744e-11,6.1277382189267009e-17
0.5,77,DET_44E,-1.5959702712200037e-11,7.4000497203533015e-16
0.5,77,DET_43E,1.7647632968289649e-10,1.3981764678062248e-15
0.5,77,DET_42E,2.0791748643188842e-10,1.1287722764564749e-15
0.5,77,DET_41E,4.2542975463160802e-10,1.8304936919016242e-15
0.5,77,DET_40E,1.7383111543493137e-10,6.0310029344624095e-16
0.5,77,DET_39E,-1.5295126357899844e-11,-3.6824274898444048e-16
0.5,77,DET_38E,-1.1739303471095357e-10,-8.3406104313251686e-16
0.5,77,DET_37E,-3.252394544387165e-10,-2.131256237856374e-15
0.5,77,DET_36E,-2.1353527161785686e-10,-1.3191472864695392e-15
0.5,77,DET_35E,-2.6964494492745762e-10,-1.4746966975279942e-15
0.5,77,DET_33E,-4.8752750810237502e-11,-2.3717225812990731e-16
0.5,77,DET_32E,7.2905527524176786e-11,3.9621030376048034e-16
0.5,77,DET_31E,2.8526635076309398e-10,1.4638002775655044e-15
0.5,77,DET_30E,2.0063727451611328e-10,1.0762432314084503e-15
0.5,77,DET_29E,2.9011932944913467e-10,1.7206841914576647e-15
0.5,77,DET_28E,1.0157018943744429e-10,6.0731218091962131e-16
0.5,77,DET_27E,-2.9745782262028829e-11,-9.1173475858693585e-17
0.5,77,DET_26E,-1.0154774488007274e-10,-5.655594125322203e-16
0.5,77,DET_25E,-2.7941862201449034e-10,-1.6537122982524818e-15
0.5,77,DET_24E,-1.4624896900940695e-11,-2.9897926073976414e-16
0.5,77,DET_23E,3.657363175310611e-10,1.4207397348612225e-15
0.5,77,DET_22E,1.867242161923431e-10,9.4419688817689098e-16
0.5,77,DET_21E,1.6123163855148837e-10,1.3172190582509811e-15
0.5,77,DET_20E,-3.49709378010244e-11,1.3733234087109312e-16
0.5,77,DET_19E,-3.0676698621986349e-10,-1.1701726924820971e-15
0.5,77,DET_18E,-1.7352799233953264e-10,-8.2651625027300095e-16
0.5,77,DET_17E,-1.1278088102055256e-10,-9.9424908158814907e-16
0.5,77,DET_16E,5.7462391943238587e-11,-2.3858388683801802e-17
0.5,77,DET_15E,3.3032171083287924e-10,1.1363665425262259e-15
0.5,77,DET_14E,2.2409510410942777e-10,9.9977423988249177e-16
0.5,77,DET_13E,3.8609895750267443e-10,2.0520896860102321e-15
0.5,77,DET_12E,1.8547343024311204e-10,1.1464827592420401e-15
0.5,77,DET_11E,1.6737131448305239e-10,1.403006412948511e-15
0.5,77,DET_10E,2.2269224641343908e-11,4.7612145111348424e-16
0.5,77,DET_09E,-1.0311094451520123e-10,-4.9412080990343345e-17
0.5,77,DET_08E,-1.3608863446781524e-10,-5.5771125305145225e-16
0.5,77,DET_07E,-2.5832362225215311e-10,-1.4370506189016236e-15
0.5,77,DET_06E,-1.6227720466771042e-10,-1.0282211892288626e-15
0.5,77,DET_05E,-2.2784513876072349e-10,-1.6114285529994254e-15
0.5,77,DET_04E,-5.1255969745301285e-11,-5.0251969163616949e-16
0.5,77,DET_03E,4.8379165269411977e-11,-5.9916331015014042e-17
0.5,77,DET_02E,1.9891239716173125e-10,7.7984122505587121e-16
0.5,77,DET_01E,2.9954629482695227e-10,1.3258333677102017e-15
0.5,77,DET_00E,1.8142987376679398e-10,8.1494315827930998e-16
0.5,78,DET_00W,-9.4815238736717983e-10,-3.8982355695617446e-14
0.5,78,DET_01W,-1.5512817671884016e-09,-6.2945012235256284e-14
0.5,78,DET_02W,-1.0031628008028306e-09,-3.9321580484626394e-14
0.5,78,DET_03W,-1.7682494835968584e-10,-2.8907396014733521e-15
0.5,78,DET_04W,4.7071259042536985e-10,2.4041596467722223e-14
0.5,78,DET_05W,1.3640629164074768e-09,6.5023701412530828e-14
0.5,78,DET_06W,9.4716893799638676e-10,4.3189151672376775e-14
0.5,78,DET_07W,1.4365236187490328e-09,6.3330461367398694e-14
0.5,78,DET_08W,6.7313391190660228e-10,2.6819293089675888e-14
0.5,78,DET_09W,3.6942635831681489e-10,9.2405450677111547e-15
0.5,78,DET_10W,-2.3695404130816897e-10,-1.5329850298248313e-14
0.5,78,DET_11W,-1.0162408055930959e-09,-5.216387634594256e-14
0.5,78,DET_12W,-9.6208555578602991e-10,-4.5438406421262998e-14
0.5,78,DET_13W,-1.8482275100051684e-09,-8.3898568262529369e-14
0.5,78,DET_14W,-9.3594303639332221e-10,-4.2152671086628969e-14
0.5,78,DET_15W,-1.1340265882614632e-09,-5.050246812657076e-14
0.5,78,DET_16W,5.8966962211626426e-11,-3.1567863330207575e-15
0.5,78,DET_17W,1.0951668848551226e-09,3.2838678860201188e-14
0.5,78,DET_18W,8.6252469894035815e-10,3.1945136263585954e-14
0.5,78,DET_19W,1.1705539447562331e-09,4.9186742464308114e-14
0.5,78,DET_20W,-7.9107458386564537e-11,-3.9111363991501236e-15
0.5,78,DET_21W,-1.1827458431632987e-09,-5.0598407553027754e-14
0.5,78,DET_22W,-8.5923456119210042e-10,-3.6897417075734103e-14
0.5,78,DET_23W,-1.2960289158275216e-09,-5.7612034804653528e-14
0.5,78,DET_24W,3.8975834950637345e-10,7.3562101636877437e-15
0.5,78,DET_25W,1.7517959987014779e-09,5.5543710207137838e-14
0.5,78,DET_26W,6.3249024261227607e-10,2.2403144658218585e-14
0.5,78,DET_27W,2.174860628830881e-10,1.2752745876956805e-14
0.5,78,DET_28W,-4.8414138916167988e-10,-1.788323477909777e-14
0.5,78,DET_29W,-1.6102004173162027e-09,-6.0217399956036475e-14
0.5,78,DET_30W,-1.0003693919635172e-09,-4.0692663046235884e-14
0.5,78,DET_31W,-1.3572037649306243e-09,-6.0919679662497362e-14
0.5,78,DET_32W,-4.7902211440964345e-10,-2.2878938224326133e-14
0.5,78,DET_33W,-1.2375153231727825e-10,-5.504250509340858e-15
0.5,78,DET_34W,2.4336212796513962e-10,2.5721905419967813e-15
0.5,78,DET_35W,1.8662905650867995e-09,3.988254135690603e-14
0.5,78,DET_36W,2.0318481646739752e-09,4.261919143487436e-14
0.5,78,DET_37W,3.6507911089797407e-09,7.5198731540452638e-14
0.5,78,DET_38W,1.6824156547791277e-09,3.4384207006545173e-14
0.5,78,DET_39W,1.3938335800183886e-09,2.688654737023215e-14
0.5,78,DET_40W,-1.0094920815255417e-10,-8.0618761885001142e-15
0.5,78,DET_41W,-1.533846071201963e-09,-4.3353625436924638e-14
0.5,78,DET_42W,-1.6686545725145824e-09,-3.7077032711986242e-14
0.5,78,DET_43W,-3.0919726598167541e-09,-6.1154534541577208e-14
0.5,78,DET_44W,-3.036112407338615e-09,-5.3037709160431402e-14
0.5,78,DET_45W,-1.2480162380635354e-09,-1.8877050689219422e-14
0.5,78,DET_46W,-3.1923666939698134e-11,1.1581261274443546e-14
0.5,78,DET_47W,2.4309978766227953e-09,5.8720534572145056e-14
0.5,78,DET_48W,1.073791057494757e-09,2.1220322413896816e-14
0.5,78,DET_49W,1.1671541826196097e-09,1.7039235912283815e-14
0.5,78,DET_49E,3.7998452571521945e-10,1.1556926740322455e-16
0.5,78,DET_48E,-7.1377141116546469e-10,-1.7238735654736889e-14
0.5,78,DET_47E,-3.6695378765025238e-09,-7.2544495080773908e-14
0.5,78,DET_46E,-2.3344899416322495e-09,-3.7817499215094297e-14
0.5,78,DET_45E,-2.8145146552013138e-10,2.0618474417764191e-15
0.5,78,DET_44E,6.7532392261463312e-10,2.713720931280087e-14
0.5,78,DET_43E,2.081614458568412e-09,5.0002052365182429e-14
0.5,78,DET_42E,1.9286939436885986e-09,3.9945343180179253e-14
0.5,78,DET_41E,3.5382172606260723e-09,6.4947219975138221e-14
0.5,78,DET_40E,1.597941935324182e-09,2.6028127776208331e-14
0.5,78,DET_39E,7.9573206732815391e-10,4.1966049310668345e-15
0.5,78,DET_38E,-5.8406754229258487e-10,-1.8547474217261625e-14
0.5,78,DET_37E,-2.7605007831016017e-09,-6.3058981950901302e-14
0.5,78,DET_36E,-2.1155421920356493e-09,-4.402363479578612e-14
0.5,78,DET_35E,-3.5217171037461244e-09,-6.4357367782464635e-14
0.5,78,DET_33E,-2.3865567701546592e-09,-3.5191035069631966e-14
0.5,78,DET_32E,-8.3919810405458022e-10,-7.9835169817006837e-15
0.5,78,DET_31E,2.5257304809441899e-10,1.6695368331501105e-14
0.5,78,DET_30E,9.5779493048656263e-10,2.3755563167844384e-14
0.5,78,DET_29E,2.9638917199071353e-09,5.9840500060756854e-14
0.5,78,DET_28E,1.6557157310793058e-09,2.9791391856753847e-14
0.5,78,DET_27E,1.8748441800395183e-09,2.6412697812142391e-14
0.5,78,DET_26E,-4.5910114962255211e-10,-1.204261578800914e-14
0.5,78,DET_25E,-3.700224785209206e-09,-6.9890319717860097e-14
0.5,78,DET_24E,-1.3555400385013843e-09,-2.366909079728578e-14
0.5,78,DET_23E,6.100698736738627e-10,1.9228942007450383e-14
0.5,78,DET_22E,1.2821292154175855e-09,2.7810101271941086e-14
0.5,78,DET_21E,3.3772823119079937e-09,6.5760876281591583e-14
0.5,78,DET_20E,1.2453201946934234e-09,2.2070222602440895e-14
0.5,78,DET_19E,-1.8442704174111249e-10,-1.0502586469056892e-14
0.5,78,DET_18E,-9.3585955077456962e-10,-2.0439418840395475e-14
0.5,78,DET_17E,-2.8717695414061255e-09,-5.3147049779644158e-14
0.5,78,DET_16E,-1.2236833987449291e-09,-1.9803315561692814e-14
0.5,78,DET_15E,-5.6192967930955458e-10,-1.0894440732822347e-15
0.5,78,DET_14E,6.9826425859081157e-10,1.8837005460514304e-14
0.5,78,DET_13E,2.7470589505770866e-09,6.0470901728928393e-14
0.5,78,DET_12E,1.9381466156595693e-09,3.946817605230247e-14
0.5,78,DET_11E,3.14703181476271e-09,5.8939491758305605e-14
0.5,78,DET_10E,1.5873301409352004e-09,2.7030170601397057e-14
0.5,78,DET_09E,1.4372177481629543e-09,1.8776218262506106e-14
0.5,78,DET_08E,1.562300315994845e-10,-4.4011348578564579e-15
0.5,78,DET_07E,-7.5855560293041932e-10,-2.1829774268541013e-14
0.5,78,DET_06E,-2.310297070850072e-10,3.8167038522277306e-16
0.5,78,DET_05E,1.5460247518459321e-12,1.9265371474851625e-14
0.5,78,DET_04E,2.7204129822288168e-10,1.999653721675406e-14
0.5,78,DET_03E,7.7752398426356771e-10,4.0771691817049964e-14
0.5,78,DET_02E,1.2143047623666933e-09,5.32448468708212e-14
0.5,78,DET_01E,1.5590430347563908e-09,6.4616046658187446e-14
0.5,78,DET_00E,9.0324445433211749e-10,3.6764548428867488e-14
0.5,79,DET_00W,8.8799317127709915e-10,2.0783739167051244e-15
0.5,79,DET_01W,1.4545724250366005e-09,3.6683972011849132e-15
0.5,79,DET_02W,9.634436361561461e-10,3.12750252271634e-15
0.5,79,DET_03W,2.2851237913389464e-10,2.6063966340206037e-15
0.5,79,DET_04W,-3.7116912233208915e-10,1.3746019591050643e-15
0.5,79,DET_05W,-1.1416700384199963e-09,1.6292382296525389e-15
0.5,79,DET_06W,-8.2494481487593613e-10,9.1515986635959468e-17
0.5,79,DET_07W,-1.2859508862092878e-09,-9.9904266169521778e-16
0.5,79,DET_08W,-6.6230517601419454e-10,-1.569610206797634e-15
0.5,79,DET_09W,-4.7936649724990383e-10,-2.9209456900105903e-15
0.5,79,DET_10W,-6.195692401736254e-11,-1.6994602135607757e-15
0.5,79,DET_11W,2.1187081245264501e-10,-2.1585101245914781e-15
0.5,79,DET_12W,3.2552732183235055e-10,-5.6568855771648344e-16
0.5,79,DET_13W,6.5569629345197725e-10,2.2073108502253314e-16
0.5,79,DET_14W,1.4720671335383231e-10,7.0007980278172458e-16
0.5,79,DET_15W,-1.9582101777070252e-10,2.0437861307187595e-15
0.5,79,DET_16W,-1.4150581119545068e-10,1.0915874066452013e-15
0.5,79,DET_17W,-3.3356852784241387e-10,1.3772054509532928e-15
0.5,79,DET_18W,4.5302293223784222e-11,-3.5806124957344848e-16
0.5,79,DET_19W,3.19828083331048e-10,-1.6931937915745915e-15
0.5,79,DET_20W,2.3035365049694991e-10,-6.5874562719296952e-16
0.5,79,DET_21W,3.1322966197913958e-10,-3.8519490979833511e-16
0.5,79,DET_22W,3.1319969873352545e-10,8.9934778208011312e-16
0.5,79,DET_23W,4.6545144975566328e-10,2.4156229568046067e-15
0.5,79,DET_24W,-4.8693754421708999e-10,9.8820209283358638e-16
0.5,79,DET_25W,-1.4116514402744823e-09,1.0659453229426081e-15
0.5,79,DET_26W,-3.5908059153319419e-12,-9.9225613301722741e-17
0.5,79,DET_27W,1.216305504928852e-09,-1.2333182586949494e-15
0.5,79,DET_28W,3.6835614388995608e-10,8.9096251772699268e-16
0.5,79,DET_29W,-1.7469383925203399e-10,2.284481908824989e-15
0.5,79,DET_30W,-4.1275946561774176e-10,2.1799095290330104e-15
0.5,79,DET_31W,-9.404628771413677e-10,4.6700843219133572e-15
0.5,79,DET_32W,-1.1414581398696457e-09,3.7159695195834219e-16
0.5,79,DET_33W,-1.9845466544867367e-09,-2.0644803184156091e-15
0.5,79,DET_34W,-1.3951607039454356e-09,-1.3638748945115451e-15
0.5,79,DET_35W,-6.6651608359163694e-10,-3.479392731912208e-16
0.5,79,DET_36W,7.2453864598821957e-10,6.394671141969422e-16
0.5,79,DET_37W,2.070147978964532e-09,2.1731587656852963e-15
0.5,79,DET_38W,1.4747153526070826e-09,1.6426324584902397e-15
0.5,79,DET_39W,2.1839372012220061e-09,1.9891152692387799e-15
0.5,79,DET_40W,1.1663465375177545e-09,2.20362953346821e-15
0.5,79,DET_41W,9.8328899700422057e-10,3.1558772291685955e-15
0.5,79,DET_42W,4.7400540101893052e-11,1.6581047714437123e-15
0.5,79,DET_43W,-7.4132575021043325e-10,1.609450213796412e-15
0.5,79,DET_44W,-1.4981479924563467e-09,1.8441710449159382e-16
0.5,79,DET_45W,-9.2821553746332896e-10,-5.4268690008084209e-16
0.5,79,DET_46W,-1.3335857590207467e-09,-2.5593682580415754e-15
0.5,79,DET_47W,-5.7856270085399734e-10,-3.6485090845809855e-15
0.5,79,DET_48W,2.4833926347842249e-10,-6.5373243140822472e-16
0.5,79,DET_49W,9.1604484548166794e-10,5.2157093129066631e-16
0.5,79,DET_49E,8.8110788701433767e-10,1.2871074286198405e-15
0.5,79,DET_48E,1.7190844743656204e-10,1.0967238447743435e-15
0.5,79,DET_47E,-8.4227586786727621e-10,2.3224212370768082e-15
0.5,79,DET_46E,-1.4286379609822457e-09,-2.6768783837156707e-16
0.5,79,DET_45E,-8.7972755608132988e-10,-1.440889971226493e-15
0.5,79,DET_44E,-1.3071197414465294e-09,-3.3556215599801598e-15
0.5,79,DET_43E,-5.661610215863333e-10,-3.3700933364507224e-15
0.5,79,DET_42E,1.2373792958171349e-10,-1.8349849244869623e-15
