lambda2,trial,detector,c3_y_m,c5_y_m
0,52,DET_39E,5.7852546562462107e-10,5.4267222166651816e-15
0,52,DET_38E,6.3360108753279978e-10,8.4095985844371946e-15
0,52,DET_37E,1.3196417560861271e-09,2.0105480868434342e-14
0,52,DET_36E,7.1141408491870068e-10,1.19131509014031e-14
0,52,DET_35E,5.6136075932470245e-10,1.2575488813349134e-14
0,52,DET_33E,-2.281983297886362e-10,1.4448499190335111e-15
0,52,DET_32E,-4.4948331446182152e-10,-3.7762564331551354e-15
0,52,DET_31E,-1.0618146527752723e-09,-1.2678543687350885e-14
0,52,DET_30E,-6.6910406734546278e-10,-9.435836044258693e-15
0,52,DET_29E,-9.3402786481172442e-10,-1.611814377738353e-14
0,52,DET_28E,-2.3017792331472668e-10,-5.6428233663860371e-15
0,52,DET_27E,3.4200684939469934e-10,5.5898230018850082e-16
0,52,DET_26E,3.655232233827573e-10,4.9881095532458524e-15
0,52,DET_25E,7.5644712654224881e-10,1.5185545548409939e-14
0,52,DET_24E,5.7256023426904821e-11,3.249365332050088e-15
0,52,DET_23E,-9.5796704119088655e-10,-1.1218309308257952e-14
0,52,DET_22E,-5.7389926474699005e-10,-8.5998406487184193e-15
0,52,DET_21E,-7.093449292801959e-10,-1.440841075062568e-14
0,52,DET_20E,-7.4753914152701646e-12,-2.5646292678720345e-15
0,52,DET_19E,8.4678286533921745e-10,9.4859220084836703e-15
0,52,DET_18E,4.8285016291498575e-10,7.1643459028960485e-15
0,52,DET_17E,3.5206060691548398e-10,9.8201571217304054e-15
0,52,DET_16E,-1.4721961004287301e-10,9.652203107450796e-16
0,52,DET_15E,-9.300140435843872e-10,-8.85193934285977e-15
0,52,DET_14E,-6.4191168446883152e-10,-8.6309557517797334e-15
0,52,DET_13E,-1.1257101357885291e-09,-1.8654524104671919e-14
0,52,DET_12E,-5.2403480637112486e-10,-1.0466483577202859e-14
0,52,DET_11E,-4.2413049553247048e-10,-1.2845940013103002e-14
0,52,DET_10E,-2.3559405809236493e-12,-4.3496155561178174e-15
0,52,DET_09E,4.4860656276589039e-10,5.6002866786035461e-16
0,52,DET_08E,5.3849164127937992e-10,5.1571539555113143e-15
0,52,DET_07E,9.2728005329930597e-10,1.2174953745285488e-14
0,52,DET_06E,4.5726834097826977e-10,6.5537477248557213e-15
0,52,DET_05E,4.7608827956175686e-10,7.760795241451771e-15
0,52,DET_04E,-2.5086960939731492e-11,5.6265084900515975e-16
0,52,DET_03E,-4.7970366904449205e-10,-5.0326279488113738e-15
0,52,DET_02E,-1.0061318123697874e-09,-1.2066196519398553e-14
0,52,DET_01E,-1.3832591991770603e-09,-1.6999112707837304e-14
0,52,DET_00E,-8.2151532201953625e-10,-1.0141159924710662e-14
0,53,DET_00W,-1.6666157961763465e-10,5.0502117983094391e-16
0,53,DET_01W,-2.8131251208715179e-10,8.8391647794515285e-16
0,53,DET_02W,-2.192058114264358e-10,6.9008311004940113e-16
0,53,DET_03W,-1.382200282784647e-10,4.972404758802519e-16
0,53,DET_04W,-3.5098262985281555e-11,1.9759847288264063e-16
0,53,DET_05W,1.3427884368121211e-11,1.3815676694643868e-16
0,53,DET_06W,5.6565461436905201e-11,-8.5361836243820974e-17
0,53,DET_07W,1.3748203748832244e-10,-3.2836470240610304e-16
0,53,DET_08W,1.74550322752118e-10,-4.7802059590601091e-16
0,53,DET_09W,3.197241457208523e-10,-8.9674188020986689e-16
0,53,DET_10W,2.1646669972343993e-10,-6.166465775504299e-16
0,53,DET_11W,3.2117565938195419e-10,-9.2745681420358641e-16
0,53,DET_12W,1.2968614586896431e-10,-3.8681263268377721e-16
0,53,DET_13W,9.0844979007828791e-11,-2.9458919539343808e-16
0,53,DET_14W,-5.063929769308038e-11,1.1595326260806085e-16
0,53,DET_15W,-2.5438968629863017e-10,6.7312143679029628e-16
0,53,DET_16W,-1.7650701734900652e-10,4.8364425070825937e-16
0,53,DET_17W,-2.693151196217657e-10,7.5780190085629211e-16
0,53,DET_18W,-1.937961791621152e-11,7.7070709348581106e-17
0,53,DET_19W,1.3715677132151652e-10,-3.3572571419796479e-16
0,53,DET_20W,1.5071007268345615e-10,-4.1978677598992977e-16
0,53,DET_21W,2.7724499757336332e-10,-8.0846473807131117e-16
0,53,DET_22W,4.8072676057584142e-11,-1.6779547556141597e-16
0,53,DET_23W,-1.0020351842895216e-10,2.1934224860645366e-16
0,53,DET_24W,-1.6555025643853826e-10,4.5791527469571921e-16
0,53,DET_25W,-3.3878470711250603e-10,9.7367732836534034e-16
0,53,DET_26W,-6.020381420742996e-12,4.6076044735310393e-17
0,53,DET_27W,2.6790256493574428e-10,-6.9535218258406008e-16
0,53,DET_28W,1.8559315475798096e-10,-5.1750912555439839e-16
0,53,DET_29W,2.7841235763477298e-10,-8.2091522932278885e-16
0,53,DET_30W,5.1820557996808557e-11,-1.9816583679625922e-16
0,53,DET_31W,-7.7205670932875353e-11,1.087328724485601e-16
0,53,DET_32W,-1.4809109921322545e-10,3.5118511415897506e-16
0,53,DET_33W,-3.1585898732468354e-10,8.1536148136788918e-16
0,53,DET_34W,-2.7496744095639207e-10,7.2168724329926204e-16
0,53,DET_35W,-3.9391852745821112e-10,1.0893093768994221e-15
0,53,DET_36W,-2.0952365014359896e-10,6.1987979301166304e-16
0,53,DET_37W,-2.433491758150852e-10,7.6648056181200579e-16
0,53,DET_38W,-2.8414274420706981e-11,1.3887184482391882e-16
0,53,DET_39W,1.3512599262674505e-10,-2.9245897611122133e-16
0,53,DET_40W,1.910259551205924e-10,-5.0292060858485955e-16
0,53,DET_41W,3.8365434049867443e-10,-1.0649051200131084e-15
0,53,DET_42W,2.0465776351316404e-10,-5.9435701519811128e-16
0,53,DET_43W,2.0917248479415724e-10,-6.5220135797286283e-16
0,53,DET_44W,5.3894437834289322e-11,-2.4131664441510106e-16
0,53,DET_45W,-3.8544816075766085e-11,6.2713530983713166e-17
0,53,DET_46W,-2.5340928321067751e-10,6.7239744898432818e-16
0,53,DET_47W,-3.8914997175368211e-10,1.115431360179767e-15
0,53,DET_48W,-8.5519850069857571e-11,2.6536709521825394e-16
0,53,DET_49W,2.0368433462957007e-11,-5.308437397140316e-18
0,53,DET_49E,1.0549443187879946e-10,-2.6621691008779103e-16
0,53,DET_48E,1.1122575443920308e-10,-3.3559832910142001e-16
0,53,DET_47E,2.7457107118831663e-10,-9.1815177531679689e-16
0,53,DET_46E,7.0183885611128129e-11,-2.6778339593199105e-16
0,53,DET_45E,-6.9170345736791967e-11,2.0893318943281659e-16
0,53,DET_44E,-2.099784143348726e-10,6.6528775175207626e-16
0,53,DET_43E,-2.6369871754725792e-10,8.5830145103249557e-16
0,53,DET_42E,-1.7912942388156103e-10,5.8560070702678045e-16
0,53,DET_41E,-2.4229933825211684e-10,7.9831991859256707e-16
0,53,DET_40E,-7.5639187505588028e-11,2.5010156404918538e-16
0,53,DET_39E,4.8915380351242407e-11,-1.6379661774720954e-16
0,53,DET_38E,1.2477614042119768e-10,-3.9960563134114499e-16
0,53,DET_37E,3.2658825467914666e-10,-1.0459903170133568e-15
0,53,DET_36E,2.1709736349084266e-10,-6.8365140476399354e-16
0,53,DET_35E,2.8519289706929482e-10,-8.7511971084767666e-16
0,53,DET_33E,1.2765773326165719e-10,-3.6215612373822562e-16
0,53,DET_32E,3.2400837930598071e-12,1.3886563212725978e-17
0,53,DET_31E,-1.2841794777130008e-10,4.3719356966881253e-16
0,53,DET_30E,-1.4511169439041427e-10,4.5398336520375638e-16
0,53,DET_29E,-3.2451607954296399e-10,9.7838794192122861e-16
0,53,DET_28E,-1.6103083736228825e-10,4.6497628451839509e-16
0,53,DET_27E,-1.3602394173619969e-10,3.4681906356279626e-16
0,53,DET_26E,6.2948628741620419e-11,-2.0293601580657453e-16
0,53,DET_25E,3.5728128162793192e-10,-1.0465942100162578e-15
0,53,DET_24E,1.4015849786884556e-10,-3.8642682148695965e-16
0,53,DET_23E,-2.4340611683608787e-11,1.6293489148326129e-16
0,53,DET_22E,-1.1329633099167708e-10,3.6274183789949954e-16
0,53,DET_21E,-3.3252371147876685e-10,9.680957751526342e-16
0,53,DET_20E,-1.4672885426305542e-10,3.8915533801993773e-16
0,53,DET_19E,-5.6321383831722871e-11,4.3220591940365884e-17
0,53,DET_18E,7.1181457126242639e-11,-2.4213337134236061e-16
0,53,DET_17E,3.204629656382319e-10,-8.701101224402517e-16
0,53,DET_16E,1.742863122110871e-10,-4.346274368205817e-16
0,53,DET_15E,1.9017300986277114e-10,-3.8179514889555386e-16
0,53,DET_14E,-2.177425532277024e-11,1.2107517123949224e-16
0,53,DET_13E,-2.4647610678881791e-10,7.3934678858087933e-16
0,53,DET_12E,-2.3140450135563667e-10,6.372709956918121e-16
0,53,DET_11E,-4.6219258733203186e-10,1.2068461832155913e-15
0,53,DET_10E,-2.8759905775224352e-10,7.2542701240625106e-16
0,53,DET_09E,-3.6768141711905409e-10,8.8283839418500892e-16
0,53,DET_08E,-1.585087786850333e-10,3.473932665543392e-16
0,53,DET_07E,-4.5971857984167043e-11,1.2949601853766926e-17
0,53,DET_06E,4.7239467987208007e-11,-2.0291249206491533e-16
0,53,DET_05E,1.6726294225499913e-10,-5.6447944743908638e-16
0,53,DET_04E,1.2540560751517947e-10,-3.7143111816616873e-16
0,53,DET_03E,2.1435126685396041e-10,-5.748152066857155e-16
0,53,DET_02E,2.4541804222155486e-10,-5.950440311315666e-16
0,53,DET_01E,2.8326245662226661e-10,-6.2922457105009521e-16
0,53,DET_00E,1.6085077696213423e-10,-3.6983576677466008e-16
0,54,DET_00W,-2.4624082100914034e-10,-1.3869222846610421e-15
0,54,DET_01W,-4.2677764691446838e-10,-2.4104455052628378e-15
0,54,DET_02W,-3.4395886712608675e-10,-1.9856751013499237e-15
0,54,DET_03W,-2.4540364175948097e-10,-1.4519962714584806e-15
0,54,DET_04W,-9.5361721155540637e-11,-5.9263802735208075e-16
0,54,DET_05W,-6.0597628986554771e-11,-4.4929340229562066e-16
0,54,DET_06W,3.9822397926622578e-11,2.1921058312416919e-16
0,54,DET_07W,1.5427600545803343e-10,9.2301021682908873e-16
0,54,DET_08W,7.8495731897827948e-11,1.5317494746203615e-16
0,54,DET_09W,2.397530940470293e-11,-7.3808985246897692e-16
0,54,DET_10W,-4.709626852220035e-11,-1.0247918768077707e-15
0,54,DET_11W,-1.5938636023856636e-10,-2.2488703033356393e-15
0,54,DET_12W,-1.294663362680523e-10,-1.4899306933134819e-15
0,54,DET_13W,-2.3351020521557737e-10,-2.279792315278818e-15
0,54,DET_14W,-9.9786204981099477e-11,-8.1891651944377411e-16
0,54,DET_15W,-8.9224079929371513e-11,-3.1754089028851524e-16
0,54,DET_16W,2.5861667783885809e-11,5.3318322290541448e-16
0,54,DET_17W,1.4322516548742993e-10,1.709660227575505e-15
0,54,DET_18W,8.1941710125102701e-11,7.9982391301987574e-16
0,54,DET_19W,8.8586656471259642e-11,6.4727464734079378e-16
0,54,DET_20W,-4.6507528794615524e-11,-6.3842405446521126e-16
0,54,DET_21W,-1.9393398735316528e-10,-2.1878141647248406e-15
0,54,DET_22W,-9.6348697953637877e-11,-9.9678607742730419e-16
0,54,DET_23W,-1.0075209233510106e-10,-8.7362548948923907e-16
0,54,DET_24W,6.2394185032147401e-11,7.4136260711102926e-16
0,54,DET_25W,2.1687601370811013e-10,2.3781682664987451e-15
0,54,DET_26W,5.2065553026779552e-11,5.0064858609754032e-16
0,54,DET_27W,-4.2395657842705814e-11,-6.6071892835069213e-16
0,54,DET_28W,-9.42713927842323e-11,-1.0088875079878864e-15
0,54,DET_29W,-2.2285056583220976e-10,-2.2204983512534317e-15
0,54,DET_30W,-1.1163076013795188e-10,-1.0033353227739806e-15
0,54,DET_31W,-1.2615999329821096e-10,-9.5622814239405825e-16
0,54,DET_32W,-1.115317704586958e-11,4.4383424287436383e-17
0,54,DET_33W,8.1318594912753299e-11,9.7071746265536042e-16
0,54,DET_34W,9.1196529560955245e-11,9.9613867225190255e-16
0,54,DET_35W,2.2795116463605826e-10,2.1654443292080589e-15
0,54,DET_36W,1.7900832677419746e-10,1.6021364118247494e-15
0,54,DET_37W,2.8022935997223756e-10,2.4091282598667603e-15
0,54,DET_38W,9.1273533592007015e-11,7.9391363400581542e-16
0,54,DET_39W,8.4626127448869058e-12,6.5489159140068196e-17
0,54,DET_40W,-1.0098284833834355e-10,-8.3722476720138169e-16
0,54,DET_41W,-2.7179678329489102e-10,-2.2567475131793121e-15
0,54,DET_42W,-1.6924381503358122e-10,-1.4410623115962671e-15
0,54,DET_43W,-2.1882032900082656e-10,-1.8929796691475055e-15
0,54,DET_44W,-1.1952977206417838e-10,-1.1304937464876708e-15
0,54,DET_45W,-4.4607181728728761e-12,-1.5594698301068757e-16
0,54,DET_46W,1.7999930771120588e-10,1.2705320287613582e-15
0,54,DET_47W,3.3845051384031023e-10,2.6140160227719367e-15
0,54,DET_48W,7.235851155822923e-11,6.4545780393829956e-16
0,54,DET_49W,-1.8867851919064945e-11,5.1906258015773891e-17
0,54,DET_49E,-9.5938097451352549e-11,-5.6944181620988752e-16
0,54,DET_48E,-1.0060402353078261e-10,-7.6459178627392718e-16
0,54,DET_47E,-2.54113943657514e-10,-2.2015714640484288e-15
0,54,DET_46E,3.418611371743617e-12,-4.7029712911727361e-16
0,54,DET_45E,1.290384089979571e-10,6.7687121252734248e-16
0,54,DET_44E,3.1710119152649492e-10,1.9327225841602807e-15
0,54,DET_43E,3.1172138040095774e-10,2.2452631639779238e-15
0,54,DET_42E,1.5551117603000013e-10,1.366054081064637e-15
0,54,DET_41E,1.1895093777351746e-10,1.6007883871600394e-15
0,54,DET_40E,-2.6729052486707198e-11,3.0446241402365267e-16
0,54,DET_39E,-2.2664218227975381e-10,-9.5163281443185619e-16
0,54,DET_38E,-1.936294285797731e-10,-1.2057783316492728e-15
0,54,DET_37E,-3.5141983661672989e-10,-2.6870132778708629e-15
0,54,DET_36E,-1.6185539896361133e-10,-1.5212800744636777e-15
0,54,DET_35E,-4.9663935849438598e-11,-1.4160541045895431e-15
0,54,DET_33E,1.8405830288902694e-10,1.2670145542495459e-16
0,54,DET_32E,1.9360767533355135e-10,7.0009654043137232e-16
0,54,DET_31E,3.6398935604368451e-10,1.9104239677645907e-15
0,54,DET_30E,1.877567450182952e-10,1.3015783482173103e-15
0,54,DET_29E,1.7905045038696559e-10,2.0147646376225065e-15
0,54,DET_28E,-1.7244711571780731e-12,6.1420333909458301e-16
0,54,DET_27E,-2.1240687417750542e-10,-3.6251406799322592e-16
0,54,DET_26E,-1.0442395064565967e-10,-6.9443109499312895e-16
0,54,DET_25E,-7.9236922786519887e-11,-1.7735518961181441e-15
0,54,DET_24E,4.7105798172765437e-11,-2.9535158588831e-16
0,54,DET_23E,3.0126193356521163e-10,1.6283488753079314e-15
0,54,DET_22E,1.4234752698161891e-10,1.1387902038758555e-15
0,54,DET_21E,9.9508172414429796e-11,1.7340147043502453e-15
0,54,DET_20E,-5.2047417599902922e-11,2.23449079164492e-16
0,54,DET_19E,-2.84086770103878e-10,-1.4082322388856876e-15
0,54,DET_18E,-1.335058187306434e-10,-9.6746500279063927e-16
0,54,DET_17E,-2.1288349313573186e-11,-1.1336335494757558e-15
0,54,DET_16E,9.6312325788055531e-11,5.9045709321996343e-18
0,54,DET_15E,3.4626164355387016e-10,1.411902193773167e-15
0,54,DET_14E,2.0700854718826187e-10,1.2223796828281283e-15
0,54,DET_13E,3.1270191624586968e-10,2.4845001800576847e-15
0,54,DET_12E,1.2890417988490686e-10,1.3349968470525328e-15
0,54,DET_11E,6.3154921814692667e-11,1.5203693387154664e-15
0,54,DET_10E,-4.5790127648921026e-11,4.3018059244944315e-16
0,54,DET_09E,-2.0372175872517628e-10,-3.1800791439298075e-16
0,54,DET_08E,-2.0277643185753562e-10,-8.3395588566612795e-16
0,54,DET_07E,-3.312872574572409e-10,-1.8958983476106111e-15
0,54,DET_06E,-1.9130056868108239e-10,-1.2818984092647373e-15
0,54,DET_05E,-2.4601926710199614e-10,-1.9232666099975569e-15
0,54,DET_04E,-3.7542741687692551e-11,-5.3651583499652196e-16
0,54,DET_03E,1.0362231411702303e-10,1.0921794543057346e-16
0,54,DET_02E,2.9530365933520287e-10,1.2141675834934934e-15
0,54,DET_01E,4.2647404850476545e-10,1.9044953683853285e-15
0,54,DET_00E,2.5717750379819982e-10,1.1889608101714395e-15
0,55,DET_00W,2.958643448370213e-09,2.591478796005599e-13
0,55,DET_01W,4.6088668335260726e-09,4.2226022460781737e-13
0,55,DET_02W,2.0174246946992336e-09,2.6829031952164232e-13
0,55,DET_03W,-2.2680081161027235e-09,3.420243561463458e-14
0,55,DET_04W,-4.5934729235111658e-09,-1.4377392829995397e-13
0,55,DET_05W,-1.0269603871172959e-08,-4.0217312238893738e-13
0,55,DET_06W,-5.876094202992389e-09,-2.7151259951436961e-13
0,55,DET_07W,-7.5167066621888525e-09,-4.0386030477673199e-13
0,55,DET_08W,-1.6418047556742184e-09,-1.7659874441818839e-13
0,55,DET_09W,2.6961867786496174e-09,-7.321961564457224e-14
0,55,DET_10W,4.8322707945615416e-09,8.4962156081630445e-14
0,55,DET_11W,1.1287127993231429e-08,3.0935386118792039e-13
0,55,DET_12W,7.9572891720544401e-09,2.7712862433041498e-13
0,55,DET_13W,1.2755199360167913e-08,5.1628826272061258e-13
0,55,DET_14W,5.0754626304638023e-09,2.5452550411010153e-13
0,55,DET_15W,3.3610228455820032e-09,2.9528282899364551e-13
0,55,DET_16W,-2.1486312676521975e-09,3.5857813315203695e-15
