target,location,coordinate,qx_power,qy_power,qk_power,total_order,coefficient
SEX_19W,entry,x,0,0,0,0,4.9356472471392835e-14
SEX_19W,entry,x,0,0,1,1,2.9984990694169006e-29
SEX_19W,entry,x,0,1,0,1,4.964238339908051e-19
SEX_19W,entry,x,1,0,0,1,0.0010000000000003231
SEX_19W,entry,x,0,0,2,2,3.743682228842694e-44
SEX_19W,entry,x,0,1,1,2,-1.7169745709294628e-32
SEX_19W,entry,x,0,2,0,2,-1.0367471352393435e-6
SEX_19W,entry,x,1,0,1,2,1.211650912821114e-18
SEX_19W,entry,x,1,1,0,2,9.04197174038716e-21
SEX_19W,entry,x,2,0,0,2,-1.0671578577384756e-5
SEX_19W,entry,x,0,0,3,3,5.79116764009046e-59
SEX_19W,entry,x,0,1,2,3,1.984419247151044e-46
SEX_19W,entry,x,0,2,1,3,-1.2072923020801242e-8
SEX_19W,entry,x,0,3,0,3,7.02343279054564e-23
SEX_19W,entry,x,1,0,2,3,2.2690398939622878e-33
SEX_19W,entry,x,1,1,1,3,-2.217909337912629e-22
SEX_19W,entry,x,1,2,0,3,1.3287839072725208e-8
SEX_19W,entry,x,2,0,1,3,1.2240306535926435e-8
SEX_19W,entry,x,2,1,0,3,-3.189875623485959e-22
SEX_19W,entry,x,3,0,0,3,1.2290888834113203e-7
SEX_19W,entry,x,0,0,4,4,1.0008181608556254e-73
SEX_19W,entry,x,0,1,3,4,-2.4303286410510218e-60
SEX_19W,entry,x,0,2,2,4,2.5450768805064397e-22
SEX_19W,entry,x,0,3,1,4,8.441604383452688e-25
SEX_19W,entry,x,0,4,0,4,-3.206897348559891e-12
SEX_19W,entry,x,1,0,3,4,4.6799813159620564e-48
SEX_19W,entry,x,1,1,2,4,5.3761426327072134e-36
SEX_19W,entry,x,1,2,1,4,1.2608011404674633e-9
SEX_19W,entry,x,1,3,0,4,-5.264688009774262e-24
SEX_19W,entry,x,2,0,2,4,4.584208877498433e-23
SEX_19W,entry,x,2,1,1,4,1.0396306859646123e-23
SEX_19W,entry,x,2,2,0,4,6.758103406800615e-10
SEX_19W,entry,x,3,0,1,4,-9.503479095729177e-10
SEX_19W,entry,x,3,1,0,4,-1.0672177455449286e-23
SEX_19W,entry,x,4,0,0,4,-1.7469652804868652e-9
SEX_19W,entry,px,0,0,0,0,9.730215362011314e-16
SEX_19W,entry,px,0,0,1,1,1.7766454575897538e-29
SEX_19W,entry,px,0,1,0,1,-1.5745113809691942e-19
SEX_19W,entry,px,1,0,0,1,-1.3127836494590197e-6
SEX_19W,entry,px,0,0,2,2,2.2182865645654977e-44
SEX_19W,entry,px,0,1,1,2,-6.406240837250778e-34
SEX_19W,entry,px,0,2,0,2,-2.3360138211749878e-7
SEX_19W,entry,px,1,0,1,2,7.17867015794488e-19
SEX_19W,entry,px,1,1,0,2,-1.1353744187385775e-20
SEX_19W,entry,px,2,0,0,2,-2.615137950056814e-6
SEX_19W,entry,px,0,0,3,3,3.4315417092218297e-59
SEX_19W,entry,px,0,1,2,3,2.265895017318728e-47
SEX_19W,entry,px,0,2,1,3,-7.149862890819435e-9
SEX_19W,entry,px,0,3,0,3,-1.784734602117744e-23
SEX_19W,entry,px,1,0,2,3,1.3444706683676068e-33
SEX_19W,entry,px,1,1,1,3,2.5751575777811203e-23
SEX_19W,entry,px,1,2,0,3,1.0392293786260398e-9
SEX_19W,entry,px,2,0,1,3,7.251509409111801e-9
SEX_19W,entry,px,2,1,0,3,-1.0623240083810693e-22
SEX_19W,entry,px,3,0,0,3,2.2862576440869523e-8
SEX_19W,entry,px,0,0,4,4,5.9303507208718915e-74
SEX_19W,entry,px,0,1,3,4,-4.202481930481439e-61
SEX_19W,entry,px,0,2,2,4,1.50717007232584e-22
SEX_19W,entry,px,0,3,1,4,-7.986726995961721e-25
SEX_19W,entry,px,0,4,0,4,-1.545477795830969e-12
SEX_19W,entry,px,1,0,3,4,2.773074488371919e-48
SEX_19W,entry,px,1,1,2,4,-7.860369685830033e-38
SEX_19W,entry,px,1,2,1,4,1.525931854407602e-11
SEX_19W,entry,px,1,3,0,4,-4.170087034648232e-25
SEX_19W,entry,px,2,0,2,4,2.7162149019978973e-23
SEX_19W,entry,px,2,1,1,4,9.520313586241441e-25
SEX_19W,entry,px,2,2,0,4,7.330199230661496e-11
SEX_19W,entry,px,3,0,1,4,-3.0707964814130105e-10
SEX_19W,entry,px,3,1,0,4,2.1750726321787564e-24
SEX_19W,entry,px,4,0,0,4,2.1795512319555475e-10
SEX_19W,entry,y,0,0,0,0,1.3782589944935162e-28
SEX_19W,entry,y,0,0,1,1,-1.1666990874581498e-42
SEX_19W,entry,y,0,1,0,1,0.0010000000000000557
SEX_19W,entry,y,1,0,0,1,-7.682548779766082e-20
SEX_19W,entry,y,0,0,2,2,1.244020648130688e-56
SEX_19W,entry,y,0,1,1,2,-1.1142780412442795e-17
SEX_19W,entry,y,0,2,0,2,6.599159889018588e-20
SEX_19W,entry,y,1,0,1,2,-1.5708511719604906e-32
SEX_19W,entry,y,1,1,0,2,8.23307980816889e-6
SEX_19W,entry,y,2,0,0,2,2.724255097830145e-20
SEX_19W,entry,y,0,0,3,3,-1.314133049203444e-70
SEX_19W,entry,y,0,1,2,3,1.174435816302804e-31
SEX_19W,entry,y,0,2,1,3,-2.285389186619894e-22
