scenario,rho,trials,converged_trials,mean_x_rmse_m,max_trial_x_rmse_m,mean_x_max_abs_m,global_x_max_abs_m,mean_y_rmse_m,max_trial_y_rmse_m,mean_y_max_abs_m,global_y_max_abs_m,mean_newton_iterations,max_closure_norm
all,0,1,1,0,0,0,0,0,0,0,0,0,3.1357568361342511e-15
all,25.600000000000001,600,600,0.00075124741478183185,0.0034638617068192298,0.0024294580232963295,0.01101978602312721,0.00061093121303517771,0.0032534798384386246,0.0018549476087510411,0.009508507978444717,12.645,9.9735575176377202e-14
all,36.200000000000003,600,600,0.0015272417178000405,0.007278132209854838,0.0049519060142371495,0.023440635110930093,0.0012726368709773566,0.0084723499523684173,0.0038675601953200847,0.025019592733901426,16.053333333333335,9.9723259553638339e-14
all,51.200000000000003,600,599,0.034588339362135782,7.6627174727038394,0.04178980548717353,7.6928842663886599,0.024442403029753017,4.8097323980912332,0.030416706408999825,4.8948687199033776,23.505843071786309,9.9985147985630161e-14
all,64,600,600,0.17339911233742464,26.840658924265089,0.18556021228888098,26.878373874137974,0.097590527956778583,5.3331664156711192,0.10990110455445956,5.404444339027501,31.521666666666668,9.9915741408856997e-14
horizontal,0,1,1,0,0,0,0,0,0,0,0,0,3.1357568361342511e-15
horizontal,25.600000000000001,600,600,0.00037482146551313662,0.0015502914929204088,0.0011210620515798254,0.0045735233169789374,4.5661803410121241e-18,1.5848914263255002e-17,1.3208471111733859e-17,4.5649773153847279e-17,10.291666666666666,9.9872301924942823e-14
horizontal,36.200000000000003,600,600,0.00074948753172994194,0.0030541760695360718,0.0022478636699694771,0.0091721755888299721,7.0862377299692699e-18,2.6504053044957584e-17,2.0606994535400563e-17,7.5587184299794883e-17,12.505000000000001,9.9965912248172504e-14
horizontal,51.200000000000003,600,600,0.0014993154851618373,0.0070649840560154274,0.0045205511509910602,0.020203785076831942,1.1791899392719518e-17,5.7241082445222506e-17,3.4679982068701117e-17,1.5460265063980268e-16,16.699999999999999,9.9743902151074945e-14
horizontal,64,600,600,0.0023408902816470017,0.012226244087450067,0.0071034579809842058,0.034696971388413066,1.6830512781579411e-17,1.0197417040627273e-16,5.0703846828647138e-17,3.0688568948891376e-16,21.628333333333334,9.9706922298099919e-14
vertical,0,1,1,0,0,0,0,0,0,0,0,0,3.1357568361342511e-15
vertical,25.600000000000001,600,600,0.0005463276870440448,0.0025220318382406215,0.0018122719943210663,0.0097461694200280634,9.7751607043991822e-05,0.00083365175860048422,0.0002913066813468339,0.0023645420108779486,10.133333333333333,9.9950074184441251e-14
vertical,36.200000000000003,600,600,0.001106669540801925,0.0047959200471141394,0.0036609489861068622,0.018107710682772598,0.00028270901420134894,0.0026459682855777744,0.00084167210449371827,0.0068103927970052797,12.215,9.9942429630910138e-14
vertical,51.200000000000003,600,600,0.015567751665554953,7.5876262558116494,0.020694858038932892,7.5876262558116885,0.0075769717445869937,1.7136372922329921,0.0096117293733175846,1.7828004507351976,15.608333333333333,9.9836850449536419e-14
vertical,64,600,600,0.055389256894292062,11.150357567478268,0.063403188218916176,11.150357567478313,0.02734027038756548,9.4758612824237787,0.032031521708321249,9.5606713483073786,19.646666666666668,9.9934729858122966e-14
