girder,parameter,step,observation_index,dx,dpx,dy,dpy,dz,dpz
GIRDER_5AB,y_pitch,1e-06,76,0.0,0.0,1.4177243612238872,-0.48811116926152653,0.0,0.0
GIRDER_5AB,y_pitch,1e-06,78,0.0,0.0,1.269826676937627,-0.4881111692615261,0.0,0.0
GIRDER_5AB,y_pitch,1e-06,80,0.0,0.0,0.9857909996337867,-0.9739744758354006,0.0,0.0
GIRDER_5AB,y_pitch,1e-06,81,0.0,0.0,0.9857909996337867,-0.9739744758354006,0.0,0.0
GIRDER_5AB,y_pitch,1e-06,1177,-7.819247857584273e-16,-6.838457220340733e-17,-1.95842193522983,0.5739726654928082,2.164886759416127e-19,5.0487097934144756e-23
GIRDER_5AB,tilt,1e-06,61,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_5AB,tilt,1e-06,62,0.0,0.0,1.8611563782443123e-18,6.6174449004242214e-18,0.0,0.0
GIRDER_5AB,tilt,1e-06,64,0.0,0.0,2.6016484626017826e-18,6.6174449004242214e-18,0.0,0.0
GIRDER_5AB,tilt,1e-06,66,0.0,0.0,-0.0017944213664242738,-0.010775120612867825,0.0,0.0
GIRDER_5AB,tilt,1e-06,68,0.0,0.0,-0.0019560481756172913,-0.010775120612867825,0.0,0.0
GIRDER_5AB,tilt,1e-06,70,0.0,0.0,-0.004407388115044696,-0.010775120612867818,0.0,0.0
GIRDER_5AB,tilt,1e-06,72,0.0,0.0,-0.032876727576349976,-0.007739806549664958,0.0,0.0
GIRDER_5AB,tilt,1e-06,74,0.0,0.0,-0.03599006476095263,-0.007739806549664968,0.0,0.0
GIRDER_5AB,tilt,1e-06,76,0.0,0.0,-0.03679500464211779,-0.007739806549664968,0.0,0.0
GIRDER_5AB,tilt,1e-06,78,0.0,0.0,-0.039140166026666215,-0.007739806549664981,0.0,0.0
GIRDER_5AB,tilt,1e-06,80,0.0,0.0,-0.046964088091035666,-0.03251191202276242,0.0,0.0
GIRDER_5AB,tilt,1e-06,81,0.0,0.0,-0.046964088091035666,-0.03251191202276242,0.0,0.0
GIRDER_5AB,tilt,1e-06,1177,-4.138618953089633e-17,-3.1729941983034043e-18,0.15430571190265782,-0.005502127130547235,1.135959703518257e-21,1.9721522630525295e-25
GIRDER_5CD,x_offset,1e-05,83,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_5CD,x_offset,1e-05,84,0.09024296365744512,0.4909373183589262,0.0,0.0,4.2137242147941267e-13,0.0
GIRDER_5CD,x_offset,1e-05,86,0.1795935555998464,0.4909373183589262,0.0,0.0,4.2137242147941267e-13,0.0
GIRDER_5CD,x_offset,1e-05,87,0.1795935555998464,0.4909373183589262,0.0,0.0,4.2137242147941267e-13,0.0
GIRDER_5CD,x_offset,1e-05,88,0.2738535207258962,0.4909373183589262,0.0,0.0,4.2137242147941267e-13,0.0
GIRDER_5CD,x_offset,1e-05,90,0.4034609727742146,0.4909373183589262,0.0,0.0,4.2137242147941267e-13,0.0
GIRDER_5CD,x_offset,1e-05,92,1.4823515469769912,0.4910471051857805,0.0,0.0,-0.07478945623817312,0.0
GIRDER_5CD,x_offset,1e-05,94,1.6094099854453439,0.4910471051857805,0.0,0.0,-0.07478945623817312,0.0
GIRDER_5CD,x_offset,1e-05,96,1.7559811016100169,0.04996332069835397,0.0,0.0,-0.07478945623769806,0.0
GIRDER_5CD,x_offset,1e-05,98,1.7571802213067775,0.04996332069835397,0.0,0.0,-0.07478945623769806,0.0
GIRDER_5CD,x_offset,1e-05,100,1.761177286962646,0.04996332069835397,0.0,0.0,-0.07478945623769806,0.0
GIRDER_5CD,x_offset,1e-05,102,1.7662285786852503,0.04996332069835397,0.0,0.0,-0.07478945623769806,0.0
GIRDER_5CD,x_offset,1e-05,103,1.7662285786852503,0.04996332069835397,0.0,0.0,-0.07478945623769806,0.0
GIRDER_5CD,x_offset,1e-05,1177,1.3612425115974984,0.12664093007178406,-8.926839866326883e-17,2.0239111405361197e-17,-0.07313851853926749,-0.0007746947521520467
GIRDER_5CD,y_offset,1e-05,83,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_5CD,y_offset,1e-05,84,0.0,0.0,-0.09310063968774887,-0.5222047304344795,0.0,0.0
GIRDER_5CD,y_offset,1e-05,86,0.0,0.0,-0.18814190062811986,-0.5222047304344795,0.0,0.0
GIRDER_5CD,y_offset,1e-05,87,0.0,0.0,-0.18814190062811986,-0.5222047304344795,0.0,0.0
GIRDER_5CD,y_offset,1e-05,88,0.0,0.0,-0.28840520887290716,-0.5222047304344795,0.0,0.0
GIRDER_5CD,y_offset,1e-05,90,0.0,0.0,-0.4262672577094894,-0.5222047304344795,0.0,0.0
GIRDER_5CD,y_offset,1e-05,92,0.0,0.0,0.18511228780323966,1.0147399906206862,0.0,0.0
GIRDER_5CD,y_offset,1e-05,94,0.0,0.0,0.44767626038986025,1.0147399906206862,0.0,0.0
GIRDER_5CD,y_offset,1e-05,96,0.0,0.0,0.8849704981034382,0.8358874915928065,0.0,0.0
GIRDER_5CD,y_offset,1e-05,98,0.0,0.0,0.9050317979023665,0.8358874915928065,0.0,0.0
GIRDER_5CD,y_offset,1e-05,100,0.0,0.0,0.9719027972321271,0.8358874915928065,0.0,0.0
GIRDER_5CD,y_offset,1e-05,102,0.0,0.0,1.0564110226351122,0.8358874915928065,0.0,0.0
GIRDER_5CD,y_offset,1e-05,103,0.0,0.0,1.0564110226351122,0.8358874915928065,0.0,0.0
GIRDER_5CD,y_offset,1e-05,1177,-1.0566405144752376e-15,-8.073282778517549e-17,3.150514089969091,-0.6575965537835046,1.5716431638507524e-18,1.2924697071141056e-21
GIRDER_5CD,z_offset,1e-05,83,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_5CD,z_offset,1e-05,84,-0.003157342097519774,-0.017176486671935946,0.0,0.0,1.4738373282224826e-14,0.0
GIRDER_5CD,z_offset,1e-05,86,-0.006283462671812158,-0.017176486671935946,0.0,0.0,1.4738373282224826e-14,0.0
GIRDER_5CD,z_offset,1e-05,87,-0.006283462671812158,-0.017176486671935946,0.0,0.0,1.4738373282224826e-14,0.0
GIRDER_5CD,z_offset,1e-05,88,-0.00958134811282391,-0.017176486671935946,0.0,0.0,1.4738373282224826e-14,0.0
GIRDER_5CD,z_offset,1e-05,90,-0.014115940594215066,-0.017176486671935946,0.0,0.0,1.4738373282224826e-14,0.0
GIRDER_5CD,z_offset,1e-05,92,0.02291188200345686,-0.017180327798280506,0.0,0.0,-0.0001811920328469812,0.0
GIRDER_5CD,z_offset,1e-05,94,0.01846647218565171,-0.017180327798280506,0.0,0.0,-0.0001811920328469812,0.0
GIRDER_5CD,z_offset,1e-05,96,0.01333836982057459,-0.001748073083931422,0.0,0.0,-0.00018119203286155017,0.0
GIRDER_5CD,z_offset,1e-05,98,0.013296416066560237,-0.001748073083931422,0.0,0.0,-0.00018119203286155017,0.0
GIRDER_5CD,z_offset,1e-05,100,0.013156570219845723,-0.001748073083931422,0.0,0.0,-0.00018119203286155017,0.0
GIRDER_5CD,z_offset,1e-05,102,0.01297984003106025,-0.001748073083931422,0.0,0.0,-0.00018119203286155017,0.0
GIRDER_5CD,z_offset,1e-05,103,0.01297984003106025,-0.001748073083931422,0.0,0.0,-0.00018119203286155017,0.0
GIRDER_5CD,z_offset,1e-05,1177,0.01759730190760241,-0.0011074250794594754,6.690027316449896e-19,9.275119635421687e-19,-0.00017754607068490758,-1.8825447665913524e-06
GIRDER_5CD,x_pitch,1e-06,83,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_5CD,x_pitch,1e-06,84,-0.19267249423596575,-1.0175142288231454,0.0,0.0,-7.451242957877673e-15,0.0
GIRDER_5CD,x_pitch,1e-06,86,-0.377860083881874,-1.017514228823145,0.0,0.0,1.0721584227667324e-13,0.0
GIRDER_5CD,x_pitch,1e-06,87,-0.377860083881874,-1.017514228823145,0.0,0.0,1.0721584227667324e-13,0.0
GIRDER_5CD,x_pitch,1e-06,88,-0.573222815816019,-1.017514228823145,0.0,0.0,2.194410903429676e-13,0.0
GIRDER_5CD,x_pitch,1e-06,90,-0.8418465722254684,-1.017514228823145,0.0,0.0,3.306935740088996e-13,0.0
GIRDER_5CD,x_pitch,1e-06,92,-6.3470254966227895,-4.335663822218766,0.0,0.0,0.2309084887355564,0.0
GIRDER_5CD,x_pitch,1e-06,94,-7.468878510632436,-4.335663822218765,0.0,0.0,0.23090848873590164,0.0
GIRDER_5CD,x_pitch,1e-06,96,-8.29668249821984,1.883690306288753,0.0,0.0,0.23090848873693987,0.0
GIRDER_5CD,x_pitch,1e-06,98,-8.25147393086883,1.883690306288753,0.0,0.0,0.23090848873694214,0.0
GIRDER_5CD,x_pitch,1e-06,100,-8.10077870636546,1.883690306288753,0.0,0.0,0.23090848873694966,0.0
GIRDER_5CD,x_pitch,1e-06,102,-7.910337616399331,1.883690306288753,0.0,0.0,0.2309084887368311,0.0
GIRDER_5CD,x_pitch,1e-06,103,-7.910337616399331,1.883690306288753,0.0,0.0,0.2309084887368311,0.0
GIRDER_5CD,x_pitch,1e-06,1177,-13.66224393445714,1.4634099050165952,-1.7188838385016545e-15,-2.8838326166033667e-16,0.22605151718691568,0.002397191013275663
GIRDER_5CD,y_pitch,1e-06,83,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_5CD,y_pitch,1e-06,84,0.0,0.0,0.1989248436327274,1.0853244009101284,0.0,0.0
GIRDER_5CD,y_pitch,1e-06,86,0.0,0.0,0.3964538845984871,1.0853244009101284,0.0,0.0
GIRDER_5CD,y_pitch,1e-06,87,0.0,0.0,0.3964538845984871,1.0853244009101284,0.0,0.0
GIRDER_5CD,y_pitch,1e-06,88,0.0,0.0,0.6048361695733547,1.0853244009101284,0.0,0.0
GIRDER_5CD,y_pitch,1e-06,90,0.0,0.0,0.8913618114137979,1.0853244009101284,0.0,0.0
GIRDER_5CD,y_pitch,1e-06,92,0.0,0.0,1.8024671930275142,-0.6401886529468941,0.0,0.0
GIRDER_5CD,y_pitch,1e-06,94,0.0,0.0,1.6368183790774715,-0.6401886529468943,0.0,0.0
GIRDER_5CD,y_pitch,1e-06,96,0.0,0.0,1.2986238770250138,-0.8861246673576634,0.0,0.0
GIRDER_5CD,y_pitch,1e-06,98,0.0,0.0,1.2773568850084216,-0.8861246673576634,0.0,0.0
GIRDER_5CD,y_pitch,1e-06,100,0.0,0.0,1.2064669116197806,-0.8861246673576634,0.0,0.0
GIRDER_5CD,y_pitch,1e-06,102,0.0,0.0,1.116879707749885,-0.8861246673576634,0.0,0.0
GIRDER_5CD,y_pitch,1e-06,103,0.0,0.0,1.116879707749885,-0.8861246673576634,0.0,0.0
GIRDER_5CD,y_pitch,1e-06,1177,6.618543499675268e-16,5.0726204829960865e-17,-2.4449858108027613,-0.08312518472151874,-3.069615554396001e-19,-2.271919407036514e-22
GIRDER_5CD,tilt,1e-06,83,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_5CD,tilt,1e-06,84,0.0,0.0,-0.00039042457157868814,-0.0032553321585468246,0.0,0.0
GIRDER_5CD,tilt,1e-06,86,0.0,0.0,-0.00098289502443419,-0.0032553321585468316,0.0,0.0
GIRDER_5CD,tilt,1e-06,87,0.0,0.0,-0.00098289502443419,-0.0032553321585468316,0.0,0.0
GIRDER_5CD,tilt,1e-06,88,0.0,0.0,-0.0016079187988751577,-0.003255332158546838,0.0,0.0
GIRDER_5CD,tilt,1e-06,90,0.0,0.0,-0.0024673264887314955,-0.0032553321585468446,0.0,0.0
GIRDER_5CD,tilt,1e-06,92,0.0,0.0,-0.02195869017611205,-0.009361934201915672,0.0,0.0
GIRDER_5CD,tilt,1e-06,94,0.0,0.0,-0.02438109065085769,-0.009361934201915676,0.0,0.0
GIRDER_5CD,tilt,1e-06,96,0.0,0.0,-0.03448757692474992,-0.037064803340645006,0.0,0.0
GIRDER_5CD,tilt,1e-06,98,0.0,0.0,-0.0353771322049254,-0.037064803340645006,0.0,0.0
GIRDER_5CD,tilt,1e-06,100,0.0,0.0,-0.03834231647217701,-0.037064803340645006,0.0,0.0
GIRDER_5CD,tilt,1e-06,102,0.0,0.0,-0.04208956808991615,-0.037064803340645006,0.0,0.0
GIRDER_5CD,tilt,1e-06,103,0.0,0.0,-0.04208956808991615,-0.037064803340645006,0.0,0.0
GIRDER_5CD,tilt,1e-06,1177,-1.5146129380243427e-22,2.5243548967072378e-23,-0.13779800194962216,0.027500792125993906,1.7670484276950664e-22,2.2186712959340957e-25
GIRDER_6AB,x_offset,1e-05,107,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_6AB,x_offset,1e-05,108,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_6AB,x_offset,1e-05,110,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_6AB,x_offset,1e-05,112,0.12055454534989261,0.5903490712964546,0.0,0.0,6.902974412987725e-13,0.0
GIRDER_6AB,x_offset,1e-05,114,0.12940978141949375,0.5903490712964546,0.0,0.0,6.902973686781308e-13,0.0
GIRDER_6AB,x_offset,1e-05,116,0.2637141951417777,0.5903490712964546,0.0,0.0,6.902974412987725e-13,0.0
GIRDER_6AB,x_offset,1e-05,118,1.3291449138615532,0.4386457437515881,0.0,0.0,-0.06372416823109132,0.0
GIRDER_6AB,x_offset,1e-05,120,1.503396935568548,0.4386457437515881,0.0,0.0,-0.06372416823109134,0.0
GIRDER_6AB,x_offset,1e-05,122,1.551209321637931,0.4386457437515881,0.0,0.0,-0.06372416823109134,0.0
GIRDER_6AB,x_offset,1e-05,124,1.6841189819959408,0.4386457437515881,0.0,0.0,-0.06372416823109134,0.0
GIRDER_6AB,x_offset,1e-05,126,1.7998124762786265,0.04995464905349554,0.0,0.0,-0.06372416823075741,0.0
GIRDER_6AB,x_offset,1e-05,127,1.7998124762786265,0.04995464905349554,0.0,0.0,-0.06372416823075741,0.0
GIRDER_6AB,x_offset,1e-05,1177,-1.9107636153691716,-0.040080845599908585,-1.8932557540502517e-16,5.171913152617881e-17,-0.07303478728671103,-0.0007741049578280522
GIRDER_6AB,y_offset,1e-05,107,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_6AB,y_offset,1e-05,108,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_6AB,y_offset,1e-05,110,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_6AB,y_offset,1e-05,112,0.0,0.0,-0.12570527217045943,-0.641374892326891,0.0,0.0
GIRDER_6AB,y_offset,1e-05,114,0.0,0.0,-0.13532589555556065,-0.641374892326891,0.0,0.0
GIRDER_6AB,y_offset,1e-05,116,0.0,0.0,-0.2812386835629295,-0.641374892326891,0.0,0.0
GIRDER_6AB,y_offset,1e-05,118,0.0,0.0,0.00861363464858956,0.8752601714871457,0.0,0.0
GIRDER_6AB,y_offset,1e-05,120,0.0,0.0,0.3563107377851764,0.8752601714871457,0.0,0.0
GIRDER_6AB,y_offset,1e-05,122,0.0,0.0,0.4517140964809296,0.8752601714871457,0.0,0.0
GIRDER_6AB,y_offset,1e-05,124,0.0,0.0,0.7169179284516931,0.8752601714871457,0.0,0.0
GIRDER_6AB,y_offset,1e-05,126,0.0,0.0,1.0736281730947381,0.8358874915959005,0.0,0.0
GIRDER_6AB,y_offset,1e-05,127,0.0,0.0,1.0736281730947381,0.8358874915959005,0.0,0.0
GIRDER_6AB,y_offset,1e-05,1177,-1.462455322993753e-16,1.588186776101813e-17,0.8412227057753441,1.355873254599146,-6.61744490042422e-19,0.0
GIRDER_6AB,z_offset,1e-05,107,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_6AB,z_offset,1e-05,108,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_6AB,z_offset,1e-05,110,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_6AB,z_offset,1e-05,112,-0.004779398568003884,-0.02340445561623286,0.0,0.0,2.7443867491039328e-14,0.0
GIRDER_6AB,z_offset,1e-05,114,-0.005130465402247387,-0.02340445561623286,0.0,0.0,2.7443870369513885e-14,0.0
GIRDER_6AB,z_offset,1e-05,116,-0.01045497905494051,-0.02340445561623286,0.0,0.0,2.7443867491039328e-14,0.0
GIRDER_6AB,z_offset,1e-05,118,0.02209398493012435,-0.01739016005897596,0.0,0.0,-0.0002719941039413513,0.0
GIRDER_6AB,z_offset,1e-05,120,0.015185743846696041,-0.01739016005897596,0.0,0.0,-0.00027199410394126663,0.0
GIRDER_6AB,z_offset,1e-05,122,0.013290216400267632,-0.01739016005897596,0.0,0.0,-0.0002719941039412666,0.0
GIRDER_6AB,z_offset,1e-05,124,0.008020997902397835,-0.01739016005897596,0.0,0.0,-0.00027199410394126663,0.0
GIRDER_6AB,z_offset,1e-05,126,0.003434316253199434,-0.0019804577045659994,0.0,0.0,-0.0002719941039561744,0.0
GIRDER_6AB,z_offset,1e-05,127,0.003434316253199434,-0.0019804577045659994,0.0,0.0,-0.0002719941039561744,0.0
GIRDER_6AB,z_offset,1e-05,1177,-0.0020146430900740333,0.0019129859704434193,1.8828882069993432e-18,-6.623642657489539e-19,0.00016234935557756322,1.7236686044996469e-06
GIRDER_6AB,x_pitch,1e-06,107,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_6AB,x_pitch,1e-06,108,-2.1175823681357508e-16,0.0,0.0,0.0,4.4932450873880463e-14,0.0
GIRDER_6AB,x_pitch,1e-06,110,-2.1175823681357508e-16,0.0,0.0,0.0,4.4932450873880463e-14,0.0
GIRDER_6AB,x_pitch,1e-06,112,-0.22967973865890898,-1.0835075347222,0.0,0.0,2.76212150143707e-14,0.0
GIRDER_6AB,x_pitch,1e-06,114,-0.24593235167975155,-1.0835075347222,0.0,0.0,2.7189858948352547e-14,0.0
GIRDER_6AB,x_pitch,1e-06,116,-0.4924303158291971,-1.0835075347222,0.0,0.0,1.5842163091615586e-13,0.0
GIRDER_6AB,x_pitch,1e-06,118,-4.960111444306716,-3.3543099122367526,0.0,0.0,0.1755985076998469,0.0
GIRDER_6AB,x_pitch,1e-06,120,-6.292611056950261,-3.354309912236752,0.0,0.0,0.1755985077000469,0.0
GIRDER_6AB,x_pitch,1e-06,122,-6.658230837386124,-3.354309912236752,0.0,0.0,0.17559850770002075,0.0
GIRDER_6AB,x_pitch,1e-06,124,-7.674586740799577,-3.3543099122367512,0.0,0.0,0.1755985077002363,0.0
GIRDER_6AB,x_pitch,1e-06,126,-8.156160099424255,1.8417585645143666,0.0,0.0,0.1755985077008037,0.0
GIRDER_6AB,x_pitch,1e-06,127,-8.156160099424255,1.8417585645143666,0.0,0.0,0.1755985077008037,0.0
GIRDER_6AB,x_pitch,1e-06,1177,7.033577087015594,-1.800508942733237,1.8075240412374966e-15,-6.35826010419558e-16,-0.22668114564073885,-0.0024048946212852427
GIRDER_6AB,y_pitch,1e-06,107,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_6AB,y_pitch,1e-06,108,0.0,0.0,-4.2351647362715017e-16,0.0,0.0,0.0
GIRDER_6AB,y_pitch,1e-06,110,0.0,0.0,-4.2351647362715017e-16,0.0,0.0,0.0
GIRDER_6AB,y_pitch,1e-06,112,0.0,0.0,0.23983947144027679,1.1828591924200131,0.0,0.0
GIRDER_6AB,y_pitch,1e-06,114,0.0,0.0,0.2575823593265894,1.1828591924200131,0.0,0.0
GIRDER_6AB,y_pitch,1e-06,116,0.0,0.0,0.5266828256023306,1.182859192420013,0.0,0.0
GIRDER_6AB,y_pitch,1e-06,118,0.0,0.0,1.6648306406625715,-0.4881111692615269,0.0,0.0
GIRDER_6AB,y_pitch,1e-06,120,0.0,0.0,1.4709284786734067,-0.48811116926152653,0.0,0.0
GIRDER_6AB,y_pitch,1e-06,122,0.0,0.0,1.417724361223894,-0.48811116926152653,0.0,0.0
GIRDER_6AB,y_pitch,1e-06,124,0.0,0.0,1.2698266769376338,-0.4881111692615261,0.0,0.0
GIRDER_6AB,y_pitch,1e-06,126,0.0,0.0,0.9857909996337939,-0.9739744758354019,0.0,0.0
GIRDER_6AB,y_pitch,1e-06,127,0.0,0.0,0.9857909996337939,-0.9739744758354019,0.0,0.0
GIRDER_6AB,y_pitch,1e-06,1177,6.622550155767322e-16,5.0781134792513215e-17,1.7963145232275752,0.6726886428978611,8.077935669463161e-20,7.573064690121713e-23
GIRDER_6AB,tilt,1e-06,107,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_6AB,tilt,1e-06,108,0.0,0.0,-1.5302841332231012e-17,6.6174449004242214e-18,0.0,0.0
GIRDER_6AB,tilt,1e-06,110,0.0,0.0,-1.4562349247873542e-17,6.6174449004242214e-18,0.0,0.0
GIRDER_6AB,tilt,1e-06,112,0.0,0.0,-0.0017944213664242109,-0.010775120612867381,0.0,0.0
GIRDER_6AB,tilt,1e-06,114,0.0,0.0,-0.001956048175617222,-0.010775120612867381,0.0,0.0
GIRDER_6AB,tilt,1e-06,116,0.0,0.0,-0.004407388115044523,-0.010775120612867374,0.0,0.0
GIRDER_6AB,tilt,1e-06,118,0.0,0.0,-0.03287672757634844,-0.0077398065496645145,0.0,0.0
GIRDER_6AB,tilt,1e-06,120,0.0,0.0,-0.0359513657282026,-0.0077398065496645215,0.0,0.0
GIRDER_6AB,tilt,1e-06,122,0.0,0.0,-0.03679500464211603,-0.0077398065496645215,0.0,0.0
GIRDER_6AB,tilt,1e-06,124,0.0,0.0,-0.039140166026664314,-0.0077398065496645276,0.0,0.0
GIRDER_6AB,tilt,1e-06,126,0.0,0.0,-0.04696408809103354,-0.0325119120227618,0.0,0.0
GIRDER_6AB,tilt,1e-06,127,0.0,0.0,-0.04696408809103354,-0.0325119120227618,0.0,0.0
GIRDER_6AB,tilt,1e-06,1177,-2.069342450930655e-17,-1.5866012287911913e-18,-0.0391804954683652,-0.057978737448471734,6.815758221109542e-22,-3.944304526105059e-25
GIRDER_6CD,x_offset,1e-05,129,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_6CD,x_offset,1e-05,130,0.09024299151522572,0.4909374699100682,0.0,0.0,4.212665423610059e-13,0.0
GIRDER_6CD,x_offset,1e-05,132,0.17959361103993482,0.4909374699100682,0.0,0.0,4.2126918933896605e-13,0.0
GIRDER_6CD,x_offset,1e-05,133,0.17959361103993482,0.4909374699100682,0.0,0.0,4.2126918933896605e-13,0.0
GIRDER_6CD,x_offset,1e-05,134,0.27385360526380403,0.4909374699100682,0.0,0.0,4.2126918933896605e-13,0.0
GIRDER_6CD,x_offset,1e-05,136,0.40100640997204406,0.4909374699100682,0.0,0.0,4.2126918933896605e-13,0.0
GIRDER_6CD,x_offset,1e-05,138,1.4823513447352956,0.4910472567698054,0.0,0.0,-0.07478945463074659,0.0
GIRDER_6CD,x_offset,1e-05,140,1.608918775169239,0.4910472567698054,0.0,0.0,-0.07478945463074659,0.0
GIRDER_6CD,x_offset,1e-05,142,1.751684235093813,0.030819620869784296,0.0,0.0,-0.07478945463026833,0.0
GIRDER_6CD,x_offset,1e-05,144,1.7524239059946882,0.030819620869784296,0.0,0.0,-0.07478945463026833,0.0
GIRDER_6CD,x_offset,1e-05,146,1.7548894756642706,0.030819620869784296,0.0,0.0,-0.07478945463026833,0.0
GIRDER_6CD,x_offset,1e-05,148,1.7580053393342066,0.030819620869784296,0.0,0.0,-0.07478945463026833,0.0
GIRDER_6CD,x_offset,1e-05,149,1.7580053393342066,0.030819620869784296,0.0,0.0,-0.07478945463026833,0.0
GIRDER_6CD,x_offset,1e-05,1177,2.073744437442346,-0.038272818799066896,2.2390024991003845e-16,-1.0854157707990504e-16,-0.07312446850846982,-0.000774804092681067
GIRDER_6CD,y_offset,1e-05,129,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_6CD,y_offset,1e-05,130,0.0,0.0,-0.09310063968774887,-0.5222047304344795,0.0,0.0
GIRDER_6CD,y_offset,1e-05,132,0.0,0.0,-0.18814190062811986,-0.5222047304344795,0.0,0.0
GIRDER_6CD,y_offset,1e-05,133,0.0,0.0,-0.18814190062811986,-0.5222047304344795,0.0,0.0
GIRDER_6CD,y_offset,1e-05,134,0.0,0.0,-0.28840520887290716,-0.5222047304344795,0.0,0.0
GIRDER_6CD,y_offset,1e-05,136,0.0,0.0,-0.42365623405728137,-0.5222047304344795,0.0,0.0
GIRDER_6CD,y_offset,1e-05,138,0.0,0.0,0.18511228780323966,1.0147399906206862,0.0,0.0
GIRDER_6CD,y_offset,1e-05,140,0.0,0.0,0.44666152039918733,1.0147399906206862,0.0,0.0
GIRDER_6CD,y_offset,1e-05,142,0.0,0.0,0.8817884915856461,0.8265160270439151,0.0,0.0
GIRDER_6CD,y_offset,1e-05,144,0.0,0.0,0.9016248762353777,0.8265160270439151,0.0,0.0
GIRDER_6CD,y_offset,1e-05,146,0.0,0.0,0.9677461584011493,0.8265160270439151,0.0,0.0
GIRDER_6CD,y_offset,1e-05,148,0.0,0.0,1.0513069287381434,0.8265160270439151,0.0,0.0
GIRDER_6CD,y_offset,1e-05,149,0.0,0.0,1.0513069287381434,0.8265160270439151,0.0,0.0
GIRDER_6CD,y_offset,1e-05,1177,-8.271806125530276e-20,-3.30872245021211e-19,-2.147770452516754,-1.07661346156013,1.323488980084844e-18,0.0
GIRDER_6CD,z_offset,1e-05,129,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_6CD,z_offset,1e-05,130,-0.003156545765793073,-0.017172154489718296,0.0,0.0,1.4738373282224826e-14,0.0
GIRDER_6CD,z_offset,1e-05,132,-0.0062818778829218476,-0.017172154489718296,0.0,0.0,1.4738373282224826e-14,0.0
GIRDER_6CD,z_offset,1e-05,133,-0.0062818778829218476,-0.017172154489718296,0.0,0.0,1.4738373282224826e-14,0.0
GIRDER_6CD,z_offset,1e-05,134,-0.009578931544947811,-0.017172154489718296,0.0,0.0,1.4738373282224826e-14,0.0
GIRDER_6CD,z_offset,1e-05,136,-0.014026519557784917,-0.017172154489718296,0.0,0.0,1.4738373282224826e-14,0.0
GIRDER_6CD,z_offset,1e-05,138,0.022924962728154728,-0.017175994646445477,0.0,0.0,-0.00018185198677950746,0.0
GIRDER_6CD,z_offset,1e-05,140,0.01849785010803334,-0.017175994646445477,0.0,0.0,-0.00018185198677950746,0.0
GIRDER_6CD,z_offset,1e-05,142,0.013504158072205556,-0.001078017717700666,0.0,0.0,-0.00018185198679407643,0.0
GIRDER_6CD,z_offset,1e-05,144,0.013478285646980743,-0.001078017717700666,0.0,0.0,-0.00018185198679407643,0.0
GIRDER_6CD,z_offset,1e-05,146,0.013392044229564687,-0.001078017717700666,0.0,0.0,-0.00018185198679407643,0.0
GIRDER_6CD,z_offset,1e-05,148,0.01328305663830515,-0.001078017717700666,0.0,0.0,-0.00018185198679407643,0.0
GIRDER_6CD,z_offset,1e-05,149,0.01328305663830515,-0.001078017717700666,0.0,0.0,-0.00018185198679407643,0.0
GIRDER_6CD,z_offset,1e-05,1177,0.004883745179585134,-0.0012014279292974872,-2.083588764527843e-18,3.8411050284949883e-19,-0.00017775171285838278,-1.8855036251782552e-06
GIRDER_6CD,x_pitch,1e-06,129,0.0,0.0,0.0,0.0,0.0,0.0
GIRDER_6CD,x_pitch,1e-06,130,-0.19262747138975056,-1.017269296758754,0.0,0.0,-7.424773178275976e-15,0.0
GIRDER_6CD,x_pitch,1e-06,132,-0.3777704833999394,-1.017269296758754,0.0,0.0,1.0716952016237027e-13,0.0
GIRDER_6CD,x_pitch,1e-06,133,-0.3777704833999394,-1.017269296758754,0.0,0.0,1.0716952016237027e-13,0.0
GIRDER_6CD,x_pitch,1e-06,134,-0.5730861883777216,-1.017269296758754,0.0,0.0,2.1930874144495912e-13,0.0
GIRDER_6CD,x_pitch,1e-06,136,-0.8365589362383753,-1.017269296758754,0.0,0.0,3.3056784255579156e-13,0.0
