trials,active_normal_sextupoles,detectors,internal_response_closure,local_kick_solve_closure,local_kick_fixed_point_closure,hh_concatenated_relative_closure,hv_concatenated_relative_closure,vv_concatenated_relative_closure,total_concatenated_relative_closure,hh_reconstruction_signed_projection,hv_reconstruction_signed_projection,vv_reconstruction_signed_projection,total_reconstruction_signed_projection,sum_eta_hh,sum_eta_hv,sum_eta_vv,sum_eta_total,solve_seconds
100,76,99,5.4210108624275222e-20,7.1054273576010019e-15,1.4210854715202004e-14,0.4936767537617921,0.35891300017224043,0.20278246132750874,0.3013811026184533,0.77104466178699771,0.8718056342536904,0.96653658850561375,0.91941082449047029,0.77104466178699782,0.87180563425369073,0.96653658850561386,0.91941082449047029,81.867405899999994
