acquisition,method,target,target_index,relative_x_rmse_um,relative_y_rmse_um,relative_rmse_2d_um,relative_median_2d_um,relative_p90_2d_um,relative_p95_2d_um,relative_p99_2d_um,relative_max_2d_um,absolute_x_rmse_um,absolute_y_rmse_um,absolute_rmse_2d_um,absolute_median_2d_um,absolute_p90_2d_um,absolute_p95_2d_um,absolute_p99_2d_um,absolute_max_2d_um
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_14E,71,20.19425401589502,19.42613094984707,28.021107382455433,19.04893606158019,44.19786272057,56.908836031603975,61.419099954248125,62.546665934909164,21.808779464422877,19.40347659992911,29.19105626543564,21.51682065754016,45.50760686903912,62.2468995880539,65.93682574383531,66.85930728278068
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_13E,72,17.74465151570766,18.045953570746196,25.308676332266636,22.671946324923688,40.910537451490455,41.335801085371045,41.951125020324454,42.10495600406281,17.73847635242747,18.033283494654818,25.29531294339365,22.57489628845626,40.93595305178833,41.32860350473161,42.013856027985966,42.18516915879955
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_12E,73,14.585413309923357,13.186793777080144,19.662802738687308,13.065041644380994,28.054469807011927,32.13008366614607,38.33525910084576,39.88655295952069,14.314743309772341,14.722524293356264,20.53447339459031,15.1004975365754,33.34594584658949,33.87325176770178,34.3517213418953,34.47133873544368
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_11E,74,11.022654531999503,7.52425061011181,13.345907993672709,8.993989756697559,15.522167277088585,20.654728476278706,32.16002790474159,35.036352761857316,10.967787457649454,7.7764771630631255,13.444923160204931,9.029879453066325,16.292036701367664,21.04898400762217,31.92318866813486,34.64173983326304
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_10AE,75,3.9954460301063586,5.597191210934696,6.876927979211159,5.653536651256564,10.617503656056968,11.540833243361874,11.558613547866505,11.563058623992664,4.146342352231545,6.578591635242887,7.776247347223254,5.41643462792772,12.510658643455596,14.059686896718523,14.299019782024832,14.35885300335141
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_09AE,76,9.788378256309207,10.810955490198143,14.583864628404646,10.614638716188882,21.9705601785678,26.226304214411662,32.24574584970467,33.750606258527924,9.972432848949346,12.793365614495523,16.220962384302616,12.246966849163154,24.58420885413067,28.058159809481438,35.373418331060726,37.20223296145555
deterministic_static_readback,exact_local_orbit_oracle,SEX_09AW,1,12.188090433381824,12.333675526030788,17.339812582427307,17.688102938644576,24.824667534111903,25.30075909658638,25.421236215909516,25.4513554957403,12.188090433381822,12.333675526030783,17.339812582427303,17.68810293864457,24.82466753411189,25.30075909658637,25.42123621590956,25.451355495740355
deterministic_static_readback,exact_local_orbit_oracle,SEX_10W,2,7.671483050223944,7.700977873385716,10.869991370569235,9.789519736627621,14.816823926275411,15.348185805847864,16.49184500437124,16.777759804002084,7.671483050223928,7.700977873385713,10.86999137056922,9.789519736627629,14.81682392627535,15.34818580584777,16.491845004371218,16.77775980400208
deterministic_static_readback,exact_local_orbit_oracle,SEX_10AW,3,12.554831704318113,8.989992320444973,15.441624300746694,15.387402222297741,20.54777354382989,21.015036436308087,21.172939111342444,21.212414780101035,12.554831704318113,8.989992320444975,15.441624300746694,15.387402222297766,20.54777354382989,21.015036436308087,21.172939111342444,21.21241478010103
deterministic_static_readback,exact_local_orbit_oracle,SEX_12W,4,11.922906551319304,7.946324682985749,14.32828589186164,12.4407316341424,21.340106589305204,24.74203808823022,26.03269241981799,26.355356002714935,11.922906551319302,7.946324682985747,14.328285891861638,12.4407316341424,21.340106589305204,24.742038088230217,26.032692419817973,26.355356002714913
deterministic_static_readback,exact_local_orbit_oracle,SEX_13W,5,10.697011385369889,14.48182559278797,18.004147441038736,10.8218989531529,29.596617651199097,33.56343452247608,35.247927915065986,35.66905126321346,10.697011385369889,14.481825592787978,18.004147441038743,10.821898953152907,29.596617651199097,33.56343452247609,35.247927915066036,35.66905126321352
deterministic_static_readback,exact_local_orbit_oracle,SEX_14W,6,9.31777427337845,7.013452865734073,11.662308455426258,10.715253333213255,14.894672925727395,16.986255236165903,21.827505639063244,23.037818239787583,9.317774273378452,7.013452865734073,11.66230845542626,10.715253333213255,14.894672925727395,16.986255236165903,21.827505639063244,23.037818239787583
deterministic_static_readback,exact_local_orbit_oracle,SEX_15W,7,4.440529549807258,5.334279889233834,6.940666006904235,6.144508982610901,10.77432517095244,11.64088596425872,12.23719722836197,12.386275044387782,4.440529549807254,5.334279889233834,6.940666006904231,6.144508982610901,10.77432517095244,11.64088596425871,12.237197228361936,12.386275044387743
deterministic_static_readback,exact_local_orbit_oracle,SEX_16W,8,8.191840411730558,8.600151678004144,11.877241187074521,8.3775166628252,18.902632214077947,19.576421599065647,19.77598799241183,19.82587959074838,8.191840411730558,8.600151678004144,11.877241187074521,8.3775166628252,18.902632214077947,19.576421599065647,19.77598799241183,19.82587959074838
deterministic_static_readback,exact_local_orbit_oracle,SEX_17W,9,23.92369297859739,17.110034523435974,29.412520584393324,19.593397195112978,46.156998960710325,52.34576339869091,56.39809294333816,57.41117532949998,23.92369297859739,17.110034523435978,29.412520584393327,19.593397195112978,46.156998960710325,52.34576339869091,56.39809294333816,57.41117532949998
deterministic_static_readback,exact_local_orbit_oracle,SEX_18W,10,43.43361569470195,34.39297568888613,55.40176666002062,38.34671917629063,85.2802893153046,93.02974673697084,110.91515295020645,115.38650450351537,43.43361569470196,34.39297568888613,55.40176666002063,38.346719176290634,85.28028931530461,93.02974673697085,110.91515295020646,115.38650450351538
deterministic_static_readback,exact_local_orbit_oracle,SEX_19W,11,10.495750120603406,5.3939815370157955,11.800669786745736,9.71673777461738,18.026705083272965,19.595796924921316,22.839870788438425,23.650889254317704,10.495750120603407,5.3939815370157955,11.80066978674574,9.716737774617393,18.026705083272965,19.595796924921316,22.839870788438425,23.650889254317704
deterministic_static_readback,exact_local_orbit_oracle,SEX_20W,12,19.275917328590644,10.11942565759681,21.770708865314646,20.49194021780699,29.271807803655467,31.01738045603976,33.730343383115844,34.40858411488487,19.275917328590648,10.119425657596802,21.770708865314646,20.49194021780698,29.271807803655463,31.017380456039746,33.73034338311581,34.408584114884825
deterministic_static_readback,exact_local_orbit_oracle,SEX_21W,13,18.56074781112272,13.217789315771643,22.786208848867854,21.322173435485485,34.019755612482186,40.12801558997375,42.58448872317979,43.198607006481296,18.56074781112272,13.217789315771643,22.786208848867858,21.322173435485485,34.019755612482186,40.12801558997375,42.58448872317979,43.198607006481296
deterministic_static_readback,exact_local_orbit_oracle,SEX_22W,14,17.145978501814362,12.08136795193585,20.974842797378546,17.20305522728553,32.08253935507367,35.04282742820348,35.11966184109258,35.138870444314854,17.14597850181436,12.08136795193585,20.974842797378546,17.20305522728553,32.08253935507366,35.04282742820347,35.11966184109258,35.138870444314854
deterministic_static_readback,exact_local_orbit_oracle,SEX_23W,15,14.753440014255986,4.649082334198282,15.468612051648469,7.443123245344374,22.5231653523961,29.934322063962526,41.71004769699602,44.65397910525441,14.753440014255986,4.649082334198282,15.468612051648469,7.443123245344374,22.5231653523961,29.934322063962526,41.71004769699602,44.65397910525441
