trial,family,element_count,contribution_norm_m,projection_numerator
17,other_sextupole,6,2.3222583344553594e-09,1.5826080384259983e-15
17,quadrupole,122,2.3567931564888468e-07,1.077152697942107e-13
17,rfcavity,4,1.9395458689281544e-08,1.5565485865207087e-14
17,sbend,98,1.3857666015815508e-06,-7.0444537098899035e-14
17,wiggler,3,1.2740782562978257e-09,2.6210096204617302e-15
18,drift,562,6.141182004967893e-07,8.4538447097130153e-14
18,kicker,82,2.3025521376080335e-07,1.402587151651816e-13
18,marker,222,1.8199763901654271e-20,2.0081840620503267e-26
18,normal_sextupole,76,9.9155228632297084e-06,9.4580528814389756e-11
18,octupole,2,1.0403534710017469e-09,-1.120427808237971e-15
18,other_sextupole,6,1.7546449629526237e-09,6.8220655351207622e-16
18,quadrupole,122,2.2398954473006955e-07,5.8512115570219661e-14
18,rfcavity,4,1.9991772005391677e-08,1.4165242402377729e-14
18,sbend,98,9.7622832447953151e-07,2.5821017314605547e-13
18,wiggler,3,7.628166706146937e-09,-1.1371740926976195e-14
19,drift,562,5.6215609509040814e-07,2.3250871075155721e-12
19,kicker,82,2.076095904822596e-07,8.3555637804459966e-13
19,marker,222,9.0090456712249286e-21,-3.2422062207963674e-26
19,normal_sextupole,76,7.2220552629989741e-06,5.7603477353621189e-11
19,octupole,2,2.4190112745284362e-09,6.7585493618665848e-15
19,other_sextupole,6,1.0200452569678427e-09,5.3353924562284296e-15
19,quadrupole,122,1.8714642590008043e-07,7.8775275181906511e-13
19,rfcavity,4,6.5680042649823802e-09,1.9935164383883292e-14
19,sbend,98,1.216247145378907e-06,6.1841781848528865e-12
19,wiggler,3,3.5427879185662075e-09,7.4539758082297153e-15
20,drift,562,7.9252673873019125e-07,1.4447471686544587e-12
20,kicker,82,3.4882901888912224e-07,6.1966294756743922e-13
20,marker,222,8.8365324769648877e-21,1.3492026001132366e-26
20,normal_sextupole,76,6.3099456837273931e-06,3.7830531343486791e-11
20,octupole,2,1.7575095840398743e-09,3.1366331416424065e-15
20,other_sextupole,6,1.727480013988694e-09,3.6154274955700712e-15
20,quadrupole,122,2.9241626600487359e-07,5.2371145609751284e-13
20,rfcavity,4,2.0461888826843059e-08,4.1112229799968304e-14
20,sbend,98,1.2859145662736388e-06,2.8883373732197376e-12
20,wiggler,3,9.1361275085828432e-10,-4.4835749822126116e-16
21,drift,562,9.1819113431573924e-07,2.5096683348425021e-12
21,kicker,82,2.7904331083694487e-07,7.603005147207586e-13
21,marker,222,3.3574227737343711e-20,1.6201899765173763e-25
21,normal_sextupole,76,1.7293722219580695e-05,2.9885628050531472e-10
21,octupole,2,4.0714346062412557e-09,7.3188032407246791e-16
21,other_sextupole,6,1.2985453894413997e-09,1.1270328100641699e-15
21,quadrupole,122,2.9040565826483156e-07,8.236739674945926e-13
21,rfcavity,4,3.99408861408221e-09,1.3422385322305112e-14
21,sbend,98,1.4373398774827733e-06,4.2969317583442597e-12
21,wiggler,3,8.6990127438375795e-09,-9.5353910290490025e-15
22,drift,562,2.7639037051699399e-06,1.2988136350653547e-11
22,kicker,82,1.0674688938654067e-06,4.7615265550487977e-12
22,marker,222,4.2043440863522333e-20,4.6201765425625067e-26
22,normal_sextupole,76,1.9093038023290715e-05,3.3112947085690048e-10
22,octupole,2,6.4699457932717876e-09,3.2920146179879445e-14
22,other_sextupole,6,4.2955355965976292e-09,1.7466653857671999e-14
22,quadrupole,122,9.9461091064374181e-07,4.7546130012221103e-12
22,rfcavity,4,9.3309416396871059e-08,3.7860923341719856e-13
22,sbend,98,3.4681120248140396e-06,1.4504922084301877e-11
22,wiggler,3,3.6547222185851404e-08,-1.390565634696526e-13
23,drift,562,8.5635335288102051e-07,-1.3617428642105956e-12
23,kicker,82,2.5627127352295525e-07,2.320484281101046e-13
23,marker,222,1.3440777513485981e-20,3.054235805825335e-26
23,normal_sextupole,76,1.1533350558425619e-05,1.180554410973618e-10
23,octupole,2,4.4592843343818648e-09,-1.927055533326369e-14
23,other_sextupole,6,2.6798472323997592e-09,-7.7869160873445008e-15
23,quadrupole,122,2.5203213098732941e-07,-2.7971523775928737e-13
23,rfcavity,4,2.0964495178509905e-08,2.1764865287173615e-14
23,sbend,98,1.8797894630314188e-06,-3.1075492267572123e-12
23,wiggler,3,3.7412639552242734e-09,-3.0564096887426563e-15
24,drift,562,4.2676584549508998e-07,-1.1503087131194909e-13
24,kicker,82,6.102846012009389e-08,1.2062950509345088e-13
24,marker,222,2.5913557381324092e-20,-8.3048664764909652e-26
24,normal_sextupole,76,1.2103811479522361e-05,1.4478142592915531e-10
24,octupole,2,5.8317168713047344e-09,-1.9241392008553736e-16
24,other_sextupole,6,1.3666294875100363e-09,-3.0838392755337829e-15
24,quadrupole,122,1.0182011767436516e-07,-9.1017959787530874e-15
24,rfcavity,4,1.9872330682477405e-09,-1.0581952029404343e-14
24,sbend,98,9.4638230709113856e-07,6.6466655393277677e-13
24,wiggler,3,2.9478095150930485e-10,-1.738226880072844e-15
25,drift,562,1.3200859580471026e-06,6.7132243535880312e-12
25,kicker,82,4.4124317209000521e-07,2.1534099027156963e-12
25,marker,222,2.0971882730090051e-20,1.4901044915346541e-25
25,normal_sextupole,76,1.1987686087683403e-05,1.4712084588558385e-10
25,octupole,2,6.9683130715861041e-09,4.1008100765201561e-14
25,other_sextupole,6,2.1896023345672871e-09,1.2076062947891117e-14
25,quadrupole,122,4.2133373615048401e-07,2.0949392277574291e-12
25,rfcavity,4,2.4661760429690678e-08,1.0310670106867672e-13
25,sbend,98,2.3944831239915956e-06,1.3516275622073526e-11
25,wiggler,3,9.4402795565235279e-09,6.1080836000758926e-14
26,drift,562,5.925641533165425e-07,1.0139817075496634e-13
26,kicker,82,2.1968707686278608e-07,-3.6556106127918609e-15
26,marker,222,1.1141174935332996e-20,-2.0258547759672112e-26
