trials,output_plane,output_coordinate,elements,active_normal_sextupoles,detectors,first_fixed_point_closure_max,second_fixed_point_closure_max,periodic_source_closure_max,element_response_check_max,independent_target_check_max,family_partition_check_max,family_partition_relative_check_max,total_all_element_relative_closure,total_all_element_signed_projection,total_target_rms_m,solve_seconds
100,x,1,1177,76,144,1.0842021724855044e-19,8.4703294725430034e-22,1.0884373372217759e-19,1.4932926162297298e-19,0,1.32560656245298e-19,3.0845145567137568e-14,1.3086385718384987e-14,1.0000000000000002,1.4448685397161022e-05,7032.5915795999999
