element_order,element_index,element_name,element_type,s_m,k2l_m2,eta_total,magnitude_total
150,150,d062,Drift,39.242550000000001,0,7.2828908086892797e-06,5.4126742008414432e-05
151,151,hs7a,SBend,39.405000000000001,0,3.7211760120497889e-06,2.7455634145931645e-05
152,152,d063,Drift,39.490000000000002,0,2.0260843377870378e-06,1.487599125649674e-05
153,153,unds7a!s1,Drift,39.891000000000005,0,2.5055909644209651e-05,0.00018396642520528524
154,154,ls_7a,Marker,40.262,0,-1.0886450269928042e-18,1.0449717082094593e-17
155,155,unds7a!s2,Drift,40.633000000000003,0,2.5055909644208912e-05,0.00018396642520528993
156,156,d064,Drift,41.107000000000006,0,6.9562228931347819e-06,5.1074236647291165e-05
157,157,hs7b,SBend,41.235000000000007,0,1.6922322629851374e-06,1.2432432256771865e-05
158,158,d065!s1,Drift,41.292500000000004,0,2.2048791844666865e-06,1.6229934889041141e-05
159,159,sector_7,Marker,41.325000000000003,0,0,0
160,160,d065!s2,Drift,41.4255,0,6.8181648627371271e-06,5.0187952503022933e-05
161,161,unds7b!s1,Drift,41.897000000000006,0,2.5169543921141745e-05,0.00018527094904099306
162,162,ls_7b1_7b2,Marker,42.268000000000001,0,-2.3399541779514757e-19,3.8560339490896502e-18
163,163,unds7b!s2,Drift,42.639000000000003,0,2.5169543921144191e-05,0.00018527094904099536
164,164,d066,Drift,43.012,0,1.3568487288903511e-07,9.9876522394081858e-07
165,165,hs7c,SBend,43.069000000000003,0,3.751888112763721e-06,2.7429656579556245e-05
166,166,d067,Drift,43.155500000000004,0,2.1605805447848483e-06,1.573033069929635e-05
167,167,det_s7c,Marker,43.187000000000005,0,1.1706637550929677e-37,1.1172316244418779e-33
168,168,det_9w,Marker,43.187000000000005,0,1.1706637550929677e-37,1.1172316244418779e-33
169,169,d068,Drift,43.192250000000008,0,3.5753079394973354e-07,2.6217507417538428e-06
170,170,q09w,Quadrupole,43.268000000000001,0,4.4688879693248155e-06,3.2492018002105272e-05
171,171,d069,Drift,43.803249999999998,0,2.7628030836114217e-05,0.00020126667130974948
172,172,rf_w1,RFCavity,45.167999999999999,0,5.3501633765140352e-05,0.00038975448655109056
173,173,d070,Drift,46.667499999999997,0,3.5637540443447181e-05,0.00025961749921358905
174,174,rf_w2,RFCavity,48.166999999999994,0,5.3500155724342051e-05,0.00038974760778301583
175,175,d071,Drift,49.342999999999989,0,1.6406487789516236e-05,0.00011952155032096199
176,176,det_9aw,Marker,49.618999999999993,0,8.8594964812736457e-35,5.0804970452353935e-33
177,177,d072,Drift,49.667999999999992,0,2.8970946127197206e-06,2.1215585336466277e-05
178,178,q09aw,Quadrupole,50.016999999999996,0,4.8957958872081039e-05,0.00038768270346185927
179,179,d073,Drift,50.346999999999994,0,9.7035191280753337e-06,7.8392846715643838e-05
180,180,sex_09aw,Sextupole,50.512999999999991,0.61250385707040012,-0.036608716791369712,0.3826126200405453
181,181,d074,Drift,50.74199999999999,0,2.9510446602210715e-05,0.0002383879512319202
182,182,hkick_9aw,Kicker,50.866999999999997,0,1.0158527841268812e-05,8.2063728724754358e-05
183,183,d075,Drift,50.925499999999992,0,8.4161710386809079e-06,6.7995943553322567e-05
184,184,det_i10w,Marker,50.951999999999991,0,-7.8337727919669577e-18,9.6931810038522776e-17
185,185,d076,Drift,51.206299999999992,0,8.0681663306003313e-05,0.00065251305755987827
186,186,det_10w,Marker,51.460599999999992,0,5.0931315482903194e-37,7.7526148452003055e-35
187,187,d077,Drift,51.502799999999993,0,1.3375681126935933e-05,0.00010828307302593398
188,188,q10w,Quadrupole,51.844999999999999,0,2.7624477974541099e-05,0.00021057172520156029
189,189,d078,Drift,52.183999999999997,0,2.6894438137080264e-06,2.1573544416580402e-05
190,190,sex_10w,Sextupole,52.358999999999995,-0.24066952067328001,0.022826775924801281,0.22976820049930702
191,191,d079,Drift,53.219000000000001,0,4.9524263582216948e-05,0.00039718582673819769
192,192,det_i10aw1,Marker,53.942999999999998,0,8.2325638379468217e-20,1.425108117782523e-16
193,193,d080,Drift,53.950699999999998,0,5.2290623046888181e-07,4.2218662398049687e-06
194,194,sk_q10aw,Quadrupole,54.034399999999998,0,5.0111414558544999e-06,4.1620202642203261e-05
195,195,d081,Drift,54.161700000000003,0,3.2812630922509612e-06,2.8148713055071788e-05
196,196,det_i10aw2,Marker,54.213000000000001,0,-5.1394558123407857e-33,2.9312750112179118e-31
197,197,d082,Drift,54.4129425,0,1.2683446560551719e-05,0.00010964630457089288
198,198,fdbk_10w1_v,Kicker,55.252135000000003,0,4.0551124517414919e-05,0.00035055778634818181
199,199,d083,Drift,56.039134999999995,0,9.3725907664445555e-06,8.1024502046076412e-05
200,200,fdbk_10w2_h,Kicker,56.825634999999998,0,4.0519406782192203e-05,0.00035028359175584155
201,201,d084,Drift,57.524985000000001,0,3.8441895123212047e-06,3.3232384595544007e-05
202,202,det_i10aw3,Marker,57.585585000000002,0,3.9314644100561573e-34,3.8152436933357302e-31
203,203,d085,Drift,57.626585000000006,0,2.5730726868343649e-06,2.2465376804931738e-05
204,204,det_i10aw4,Marker,57.667585000000003,0,-7.6233128480147007e-34,3.6989422533753917e-31
205,205,d086,Drift,57.861285000000002,0,1.2024238031602365e-05,0.00010604672313034352
206,206,q10aw,Quadrupole,58.354985000000006,0,7.7608022122587528e-06,5.9997057250417713e-05
207,207,d087,Drift,58.752985000000002,0,4.9081157911087038e-06,4.7212872141828654e-05
208,208,det_10aw,Marker,58.850985000000001,0,-7.7180458789958068e-19,7.0771787499484369e-17
209,209,d088,Drift,58.909685000000003,0,2.9440098554648296e-06,2.8315244382783587e-05
210,210,sex_10aw,Sextupole,59.104385000000001,-0.11116394997904001,-0.0030175252975124843,0.088532132926582602
211,211,d089,Drift,59.384204500000003,0,7.2130498365300437e-06,6.9374519412450351e-05
212,212,b11w,SBend,62.815155000000004,0,0.00024060862898866702,0.0018678492671168859
213,213,d090,Drift,66.220270499999998,0,6.3527665943045559e-06,5.8745200166003443e-05
214,214,det_11w,Marker,66.338255000000004,0,9.937202918958323e-19,1.0620705061036034e-17
215,215,d091,Drift,66.433454999999995,0,5.1224376250168363e-06,4.7420355585829678e-05
216,216,q11w,Quadrupole,66.828654999999998,0,1.0420451356076824e-05,0.00010918111777855795
