index,element_id,name,key,s,length,p0c,x,px,y,py,z,pz,beta_a,alpha_a,phi_a,beta_b,alpha_b,phi_b,eta_x,etap_x,eta_y,etap_y
223,0>>223,D095,Drift,75.62903200000001,0.427,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,20.421072259275658,-2.299372975600449,18.766560204706966,14.542236012624507,1.2456315561929814,15.825641792925142,1.586877276345715,0.18174641529320418,-7.654829334053545e-19,1.340252444735176e-19
224,0>>224,DET_12W2,Marker,75.62903200000001,0.0,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,20.421072259275658,-2.299372975600449,18.766560204706966,14.542236012624507,1.2456315561929814,15.825641792925142,1.586877276345715,0.18174641529320418,-7.654829334053545e-19,1.340252444735176e-19
225,0>>225,D096,Drift,75.93403200000002,0.305,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,21.85232974814072,-2.3932745288751605,18.78099886124498,13.798723040148317,1.1921158945486212,15.847174486354168,1.6423099330101423,0.18174641529320418,-7.246052338409316e-19,1.340252444735176e-19
226,0>>226,DET_12W3,Marker,75.93403200000002,0.0,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,21.85232974814072,-2.3932745288751605,18.78099886124498,13.798723040148317,1.1921158945486212,15.847174486354168,1.6423099330101423,0.18174641529320418,-7.246052338409316e-19,1.340252444735176e-19
227,0>>227,D097,Drift,76.23903200000002,0.305,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,23.340867184503356,-2.487176082149872,18.794504206005822,13.087854621275188,1.138600232904261,15.86987226992556,1.6977425896745695,0.18174641529320418,-6.837275342765087e-19,1.340252444735176e-19
228,0>>228,DET_12W,Marker,76.23903200000002,0.0,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,23.340867184503356,-2.487176082149872,18.794504206005822,13.087854621275188,1.138600232904261,15.86987226992556,1.6977425896745695,0.18174641529320418,-6.837275342765087e-19,1.340252444735176e-19
229,0>>229,D098,Drift,76.32443200000003,0.0854,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,23.767922233276458,-2.513468517066791,18.798130013311226,12.894661367996381,1.1236158476438403,15.87644615030006,1.7132637335406091,0.18174641529320418,-6.722817783984703e-19,1.340252444735176e-19
230,0>>230,Q12W,Quadrupole,76.92443200000002,0.6,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,23.93443854457897,2.2470561455857943,18.822791895353134,13.101276355000275,-1.481548068856662,15.92354858417243,1.719066023230556,-0.16259793716629237,-6.307239318439424e-19,5.874100949050238e-21
231,0>>231,D099,Drift,76.98688200000002,0.06245,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,23.654766930249004,2.231272346487322,18.82541648845192,13.287272795389528,-1.4967776379368256,15.928281832987203,1.708911782054521,-0.16259793716629237,-6.303570942396743e-19,5.874100949050238e-21
232,0>>232,SEX_12W,Sextupole,77.25888200000003,0.272,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,22.459653710389222,2.1625262559383325,18.837217469684102,14.119562175324308,-1.563109788293983,15.948141360478356,1.6646851431452894,-0.16259793716629237,-6.287593387815326e-19,5.874100949050238e-21
233,0>>233,D100,Drift,77.86150400000002,0.602622,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,19.94506635645332,2.0102177758691666,18.865693825341562,16.092052404419768,-1.7100701306194646,15.9881307159727,1.566700049054264,-0.16259793716629237,-6.25219476319414e-19,5.874100949050238e-21
234,0>>234,B13W,SBend,84.43679000000003,6.575286,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,4.4040836011916635,0.3508410511941482,19.641225609957903,48.95199280378083,-3.271689739903745,16.22460223880277,0.8633718703074446,-0.05144514286767431,-5.84627365513791e-19,6.4533378799100456e-21
235,0>>235,D101,Drift,84.62604500000003,0.189255,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,4.28042059732489,0.30257895814126556,19.68482837036699,50.198923698500614,-3.316938802115129,16.228420063878872,0.8536356197940228,-0.05144514286767431,-5.834060390533286e-19,6.4533378799100456e-21
236,0>>236,Q13W,Quadrupole,85.22604500000003,0.6,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,4.378670500055402,-0.47111216471474826,19.82593283126755,49.73656963362337,4.064752730309484,16.240252578465842,0.860213376254962,0.07353182166558325,-5.540659538321738e-19,9.062748011180178e-20
237,0>>237,D102,Drift,85.28884500000002,0.0628,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,4.438942787351961,-0.48863763300116997,19.840177863141996,49.22742610721562,4.0426282634444926,16.24152174403481,0.8648311746555606,0.07353182166558325,-5.483745480811527e-19,9.062748011180178e-20
238,0>>238,SEX_13W,Sextupole,85.56084500000003,0.272,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,4.725408224126614,-0.5645441198468181,19.899602302817566,47.054300926751175,3.9468025470865653,16.24717329942804,0.8848318301485992,0.07353182166558325,-5.237238734907426e-19,9.062748011180178e-20
239,0>>239,D103,Drift,85.58044500000003,0.0196,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,4.74764556037456,-0.5700138519871663,19.903740379173072,46.89972160663772,3.93989745870195,16.24759052535553,0.8862730538532446,0.07353182166558325,-5.219475748805514e-19,9.062748011180178e-20
240,0>>240,DET_13W,Marker,85.58044500000003,0.0,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,4.74764556037456,-0.5700138519871663,19.903740379173072,46.89972160663772,3.93989745870195,16.24759052535553,0.8862730538532446,0.07353182166558325,-5.219475748805514e-19,9.062748011180178e-20
241,0>>241,D104#1,Drift,86.38,0.7995549999999652,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,5.837565268556448,-0.793144039817569,20.056207871021183,40.82461368709617,3.65821389016313,16.265864219008083,0.9450657895250675,0.07353182166558325,-4.494859200197629e-19,9.062748011180178e-20
242,0>>242,D14BW_RFA4_SEG,Marker,86.38,0.0,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,5.837565268556448,-0.793144039817569,20.056207871021183,40.82461368709617,3.65821389016313,16.265864219008083,0.9450657895250675,0.07353182166558325,-4.494859200197629e-19,9.062748011180178e-20
243,0>>243,D104#2,Drift,87.962,1.5820000000000078,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,9.045503107540313,-1.2346295625742452,20.27567332128155,30.13173567445151,3.100874613404889,16.310985429045875,1.0613931314000207,0.07353182166558325,-3.061132464828917e-19,9.062748011180178e-20
244,0>>244,D14BW_RFA1_APS,Marker,87.962,0.0,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,9.045503107540313,-1.2346295625742452,20.27567332128155,30.13173567445151,3.100874613404889,16.310985429045875,1.0613931314000207,0.07353182166558325,-3.061132464828917e-19,9.062748011180178e-20
245,0>>245,D104#3,Drift,88.057,0.09499999999999886,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,9.282601312825673,-1.2611410193769528,20.28604096759388,29.54574900926536,3.067406072765172,16.31416936822055,1.068378654458251,0.07353182166558325,-2.975036358722706e-19,9.062748011180178e-20
246,0>>246,D14BW_RFA2_SEG,Marker,88.057,0.0,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,9.282601312825673,-1.2611410193769528,20.28604096759388,29.54574900926536,3.067406072765172,16.31416936822055,1.068378654458251,0.07353182166558325,-2.975036358722706e-19,9.062748011180178e-20
247,0>>247,D104#4,Drift,88.164,0.10699999999999932,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,9.555680540119015,-1.291001291775792,20.297402252759632,28.893357597291345,3.0297099269920174,16.317831536023068,1.0762465593764683,0.07353182166558325,-2.878064955003079e-19,9.062748011180178e-20
248,0>>248,D14BW_RFA3_APS,Marker,88.164,0.0,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,9.555680540119015,-1.291001291775792,20.297402252759632,28.893357597291345,3.0297099269920174,16.317831536023068,1.0762465593764683,0.07353182166558325,-2.878064955003079e-19,9.062748011180178e-20
249,0>>249,D104#5,Drift,91.50200300000003,3.338003000000029,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,21.283861872789743,-2.2225310006369545,20.53365578834208,12.592420330010638,1.8537300421393965,16.49373528312608,1.3216960006916523,0.07353182166558325,1.470830499532936e-20,9.062748011180178e-20
250,0>>250,DET_14W,Marker,91.50200300000003,0.0,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,21.283861872789743,-2.2225310006369545,20.53365578834208,12.592420330010638,1.8537300421393965,16.49373528312608,1.3216960006916523,0.07353182166558325,1.470830499532936e-20,9.062748011180178e-20
251,0>>251,D105,Drift,91.53040300000004,0.0284,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,21.410326718684857,-2.2304565308811326,20.534986186408315,12.487412615050156,1.84372470999026,16.49600007279009,1.3237843044269548,0.07353182166558325,1.728212543050453e-20,9.062748011180178e-20
252,0>>252,Q14W,Quadrupole,92.13040300000003,0.6,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,21.701899631996547,1.7626024598581318,20.562312850152658,11.676273645038734,-0.4422103407587088,16.546634660947362,1.2943548006643948,-0.17072177443692166,7.363670735679303e-20,9.89541897503416e-20
253,0>>253,D106,Drift,92.19555300000003,0.06515,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,21.473035745345904,1.7502737742269618,20.56533085185565,11.734328255033494,-0.4488811403580932,16.552200561131226,1.2832322770598295,-0.17072177443692166,8.008357281902778e-20,9.89541897503416e-20
254,0>>254,SEX_14W,Sextupole,92.46755300000004,0.272,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,20.534887203229157,1.6988017482610638,20.578284382745174,11.986094920600284,-0.47673160069627507,16.575137687809633,1.2367959544129867,-0.17072177443692166,1.069991124311207e-19,9.89541897503416e-20
255,0>>255,D107,Drift,92.62420700000004,0.156654,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,20.00728295156759,1.669157267541719,20.586013067519378,12.137971478574794,-0.4927716228058984,16.58812567303939,1.2100517055603452,-0.17072177443692166,1.225006820722707e-19,9.89541897503416e-20
256,0>>256,B15W,SBend,99.19949300000005,6.575286,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,6.193353849966476,0.4295194863926226,21.216389327252333,22.948327993245645,-1.1461418875753788,16.993075498218964,0.45454113814433506,-0.059201913728208475,7.7276714330603e-19,9.852556344035024e-20
257,0>>257,D108,Drift,100.13043000000005,0.930937,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,5.559389421594596,0.2514765728164099,21.375713888761567,25.169674444155476,-1.239998582628114,17.031820406029638,0.3994278861839378,-0.059201913728208475,8.644882357584993e-19,9.852556344035024e-20
258,0>>258,Q15AW#1,Quadrupole,100.318,0.18756999999995683,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,5.47177919994732,0.2156035660506647,21.40972879661765,25.63839459847901,-1.2589093148162613,17.03920426021861,0.3883233832259403,-0.059201913728208475,8.829686756930016e-19,9.852556344035024e-20
259,0>>259,D15W_RFA1_CVC3,Marker,100.318,0.0,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,5.47177919994732,0.2156035660506647,21.40972879661765,25.63839459847901,-1.2589093148162613,17.03920426021861,0.3883233832259403,-0.059201913728208475,8.829686756930016e-19,9.852556344035024e-20
260,0>>260,Q15AW#2,Quadrupole,100.711,0.3930000000000007,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,5.331853369414947,0.1404418042607136,21.48255255739853,26.64346880617361,-1.2985314172310596,17.054241499846537,0.36505703113075433,-0.059201913728208475,9.216892221250592e-19,9.852556344035024e-20
261,0>>261,D15W_SP1_CSP1,Marker,100.711,0.0,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,5.331853369414947,0.1404418042607136,21.48255255739853,26.64346880617361,-1.2985314172310596,17.054241499846537,0.36505703113075433,-0.059201913728208475,9.216892221250592e-19,9.852556344035024e-20
262,0>>262,Q15AW#3,Quadrupole,100.73043000000004,0.01943000000004247,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,5.326468003030127,0.1367257914577061,21.48619854345004,26.693967798956354,-1.3004903420400193,17.054970069184105,0.3639067379470127,-0.059201913728208475,9.236035738227094e-19,9.852556344035024e-20
263,0>>263,D109#1,Drift,100.74,0.009569999999955336,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,5.323868587113031,0.13489551649504333,21.487995670771852,26.718868417655777,-1.3014551856026346,17.05532841005954,0.36334017563263643,-0.059201913728208475,9.245464634648291e-19,9.852556344035024e-20
264,0>>264,D15W_SP2_CSP1,Marker,100.74,0.0,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,5.323868587113031,0.13489551649504333,21.487995670771852,26.718868417655777,-1.3014551856026346,17.05532841005954,0.36334017563263643,-0.059201913728208475,9.245464634648291e-19,9.852556344035024e-20
265,0>>265,D109#2,Drift,100.81,0.07000000000000739,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,5.30592034618482,0.12150792533652648,21.501166604668132,26.90156615967536,-1.3085125575340244,17.05793937307818,0.3591960416716614,-0.059201913728208475,9.314432529056543e-19,9.852556344035024e-20
266,0>>266,D15W_SP3O_CSP1,Marker,100.81,0.0,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,5.30592034618482,0.12150792533652648,21.501166604668132,26.90156615967536,-1.3085125575340244,17.05793937307818,0.3591960416716614,-0.059201913728208475,9.314432529056543e-19,9.852556344035024e-20
267,0>>267,D15W_SP3I_CSP1,Marker,100.81,0.0,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,5.30592034618482,0.12150792533652648,21.501166604668132,26.90156615967536,-1.3085125575340244,17.05793937307818,0.3591960416716614,-0.059201913728208475,9.314432529056543e-19,9.852556344035024e-20
268,0>>268,D109#3,Drift,101.39499400000004,0.5849940000000373,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,5.229207165976401,0.009627061019596747,21.6124550203038,28.46701242936419,-1.367491418043042,17.07908030048635,0.32456327735213963,-0.059201913728208475,9.890801163648823e-19,9.852556344035024e-20
269,0>>269,DET_15W,Marker,101.39499400000004,0.0,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,5.229207165976401,0.009627061019596747,21.6124550203038,28.46701242936419,-1.367491418043042,17.07908030048635,0.32456327735213963,-0.059201913728208475,9.890801163648823e-19,9.852556344035024e-20
270,0>>270,D110,Drift,101.46239400000005,0.0674,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,5.228778246916835,-0.003263276753030977,21.62534504909654,28.651808271758036,-1.3742866590169793,17.081440307730276,0.3205730683668584,-0.059201913728208475,9.95720739340762e-19,9.852556344035024e-20
271,0>>271,Q15W,Quadrupole,102.06239400000004,0.6,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,5.655996231062728,-0.724362442570978,21.737126057274704,28.415114815725286,1.760058800764721,17.102239390058923,0.2952968411082053,-0.02551505320264584,1.021510388561264e-18,-1.3033384380786546e-20
272,0>>272,D111,Drift,102.12729400000003,0.0649,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,5.7511539181028315,-0.7418576967218223,21.748505526842514,28.1872666067274,1.7506994272458671,17.10453260038252,0.2936409141553536,-0.02551505320264584,1.0206645219149508e-18,-1.3033384380786546e-20
273,0>>273,SEX_15W,Sextupole,102.39929400000004,0.272,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,6.174668555706499,-0.8151814121151912,21.794165483936172,27.245555515692686,1.7114737015582207,17.11434785481832,0.28670081968423394,-0.02551505320264584,1.017119441363377e-18,-1.3033384380786546e-20
274,0>>274,D112,Drift,102.93544200000004,0.536148,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,7.126274194482873,-0.9597121597649118,21.875078910008202,25.451803590609163,1.6341546045877047,17.13470925240537,0.27302097493974176,-0.02551505320264584,1.010131618394387e-18,-1.3033384380786546e-20
275,0>>275,B16W,SBend,109.50970400000004,6.574262,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,31.325214996621476,-2.7194300992434313,22.330238929311424,10.15696591749211,0.6890630457960671,17.55594587097036,0.3508148081157576,0.04918675105444263,9.230336478670494e-19,-1.3444735675723214e-20
276,0>>276,D113,Drift,109.66684700000005,0.157143,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,32.18651188829964,-2.7615451378219342,22.33518787657076,9.94398864656542,0.6662456280022646,17.57158276276941,0.3585441617367059,0.04918675105444263,9.209209017687592e-19,-1.3444735675723214e-20
277,0>>277,Q16W,Quadrupole,110.26684700000004,0.6,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,31.59039391666349,3.71465766484423,22.35362799076629,10.385927723255401,-1.4322949077277356,17.631857920913685,0.365980897913354,-0.02464820406254925,9.689952682901989e-19,1.753059201113959e-19
278,0>>278,D114,Drift,110.33349700000004,0.06665,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,31.09731103178508,3.6834351315310467,22.355754471937587,10.578157794985254,-1.4518772112498126,17.638216724521133,0.3643380951125851,-0.02464820406254925,9.806794078656233e-19,1.753059201113959e-19
279,0>>279,SEX_16W,Sextupole,110.60549700000004,0.272,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,29.128180503347608,3.5560153406655415,22.364792146918916,11.38971608933467,-1.5317929885642156,17.66299961123987,0.3576337836075717,-0.02464820406254925,1.028362618135923e-18,1.753059201113959e-19
280,0>>280,D115,Drift,110.64324700000004,0.03775,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,28.860368922942506,3.538331160131818,22.366094142351944,11.505785154741153,-1.5428842407466374,17.666297250641875,0.35670331390421045,-0.02464820406254925,1.0349804166201282e-18,1.753059201113959e-19
281,0>>281,DET_16W,Marker,110.64324700000004,0.0,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,28.860368922942506,3.538331160131818,22.366094142351944,11.505785154741153,-1.5428842407466374,17.666297250641875,0.35670331390421045,-0.02464820406254925,1.0349804166201282e-18,1.753059201113959e-19
282,0>>282,D116,Drift,111.13988600000005,0.496639,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,25.46136701742107,3.30567808103015,22.384416161040434,13.110765959074875,-1.6888007544585777,17.70674432186842,0.34446205448679007,-0.02464820406254925,1.1220441734783317e-18,1.753059201113959e-19
283,0>>283,B17W,SBend,117.71414800000005,6.574262,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,2.235990322047027,0.22544609419765438,23.44062272622473,47.94693652179026,-3.60265823665775,17.972058004577644,0.42784955169502115,0.050021984450316095,2.2729815795847755e-18,1.7458350477307015e-19
284,0>>284,D117,Drift,117.87129200000005,0.157144,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,2.1767406227132278,0.15159470490252824,23.511912531697718,49.08640849016944,-3.6484742811550612,17.975297202629157,0.4357102064194816,0.050021984450316095,2.300416329858835e-18,1.7458350477307015e-19
285,0>>285,Q17W,Quadrupole,118.47129200000005,0.6,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,2.419696608899111,-0.572118236409436,23.781714753436063,47.7359336974327,5.811213393338977,17.987453376224643,0.491925113277001,0.13917587653203028,2.2705010652651207e-18,-2.733315150423694e-19
286,0>>286,D118,Drift,118.53459200000005,0.0633,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,2.494324748364209,-0.6068413128022188,23.807483590506934,47.00315264569985,5.765106539249447,17.988789718274425,0.5007349462614785,0.13917587653203028,2.253199180362939e-18,-2.733315150423694e-19
287,0>>287,SEX_17W,Sextupole,118.80659200000005,0.272,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,2.8650301837267778,-0.7560463172072249,23.909408426907966,43.92082362188622,5.566985460065371,17.994776215231717,0.5385907846781908,0.13917587653203028,2.1788530082714144e-18,-2.733315150423694e-19
288,0>>288,D119,Drift,118.85679200000006,0.0502,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,2.942319596398283,-0.7835834172849135,23.92669925666214,43.36373384435885,5.530420466774781,17.995926499658335,0.5455774136800987,0.13917587653203028,2.1651317662162874e-18,-2.733315150423694e-19
289,0>>289,DET_17W,Marker,118.85679200000006,0.0,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,2.942319596398283,-0.7835834172849135,23.92669925666214,43.36373384435885,5.530420466774781,17.995926499658335,0.5455774136800987,0.13917587653203028,2.1651317662162874e-18,-2.733315150423694e-19
290,0>>290,D120,Drift,119.34433900000006,0.487547,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,3.836778039052034,-1.051026256559353,24.072320327359293,38.14419297113009,5.1752979013594915,18.007914571595666,0.6134321947556605,0.13917587653203028,2.0318698060519254e-18,-2.733315150423694e-19
291,0>>291,B18W,SBend,125.91860100000007,6.574262,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,41.277862292717764,-4.641416087387352,24.621415098084878,1.5667382111779946,0.38065439578681826,19.02470180051322,1.7724618985939697,0.2135024763708405,2.320744029961486e-19,-2.738132516007017e-19
292,0>>292,D121,Drift,126.07574400000007,0.157143,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,42.75008028023477,-4.727235316219579,24.62515593682127,1.4651490078008609,0.2658217652711584,19.128607092926753,1.8060123182383128,0.2135024763708405,1.8904656719985954e-19,-2.738132516007017e-19
293,0>>293,Q18W,Quadrupole,126.67574400000007,0.6,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,43.253432639621124,3.9220578981562824,24.638832815970957,1.5763166238961068,-0.45843545449367007,19.54310913702443,1.8245573282948564,-0.15230363240828423,3.2889162171927616e-20,-2.518933445314874e-19
294,0>>294,D122,Drift,126.73334400000006,0.0576,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,42.8028681944068,3.9002414979256694,24.64017149323553,1.631675484790588,-0.5026558804799628,19.579032523791184,1.8157846390681391,-0.15230363240828423,1.8380105526913943e-20,-2.518933445314874e-19
295,0>>295,SEX_18W,Sextupole,127.00534400000006,0.272,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,40.70915877360922,3.7972196079477754,24.646687619294557,1.9619189642607484,-0.7114745587485676,19.731648037427213,1.7743580510530859,-0.15230363240828423,-5.013488418565063e-20,-2.518933445314874e-19
296,0>>296,D123,Drift,127.03314400000006,0.0278,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,40.49832608192736,3.786690164780917,24.6473722876084,2.002070271151114,-0.7328170560127852,19.745675491248303,1.7701240100721356,-0.15230363240828423,-5.713751916362598e-20,-2.518933445314874e-19
297,0>>297,DET_18W,Marker,127.03314400000006,0.0,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,40.49832608192736,3.786690164780917,24.6473722876084,2.002070271151114,-0.7328170560127852,19.745675491248303,1.7701240100721356,-0.15230363240828423,-5.713751916362598e-20,-2.518933445314874e-19
298,0>>298,D124,Drift,132.66335100000006,5.630207,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,9.8649310865318,1.6542101423295597,24.932918727809103,34.589891836467345,-5.055215527037221,20.488764593320536,0.9126230327615867,-0.15230363240828423,-1.4753491907982181e-18,-2.518933445314874e-19
299,0>>299,DET_19W,Marker,132.66335100000006,0.0,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,9.8649310865318,1.6542101423295597,24.932918727809103,34.589891836467345,-5.055215527037221,20.488764593320536,0.9126230327615867,-0.15230363240828423,-1.4753491907982181e-18,-2.518933445314874e-19
300,0>>300,D125,Drift,132.73575100000005,0.0724,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,9.627386810944579,1.6267881392619143,24.940347915365862,35.325911226381606,-5.110798145811659,20.49083577210133,0.901596249775227,-0.15230363240828423,-1.4935862689422978e-18,-2.518933445314874e-19
301,0>>301,Q19W,Quadrupole,133.33575100000004,0.6,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,8.861600679765846,-0.2997287968565474,25.006665390577098,37.16436311770501,2.170516152267597,20.50706589715803,0.8631210283082881,0.022770389090548154,-1.552813357081039e-18,5.645187879268761e-20
302,0>>302,D126,Drift,133.39865100000006,0.0629,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,8.899793138544027,-0.30746450645315093,25.013748243644017,36.89192017714163,2.16085015239663,20.50876461745839,0.8645532857820836,0.022770389090548154,-1.549262533904979e-18,5.645187879268761e-20
303,0>>303,SEX_19W,Sextupole,133.67065100000005,0.272,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,9.076152697126005,-0.3409162236276527,25.044016985499184,35.72778700003204,2.119051234035691,20.516256729760546,0.8707468316147127,0.022770389090548154,-1.5339076228733679e-18,5.645187879268761e-20
304,0>>304,D127,Drift,134.20880300000005,0.538152,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,9.478699363950359,-0.40710044605740453,25.102069849889197,33.491548398974494,2.036352074058574,20.531814659552477,0.8830007620445693,0.022770389090548154,-1.5035279313973255e-18,5.645187879268761e-20
305,0>>305,B20W,SBend,140.78306500000005,6.574262,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,20.098091625180075,-1.2074435603407412,25.598025090861118,13.3022089006085,1.0303185814028606,20.848555225591426,1.2770867024020056,0.09714507113205617,-1.1302951841469059e-18,5.701232055528378e-20
306,0>>306,D128,Drift,140.94020400000005,0.157139,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,20.480584391227495,-1.2266610607107988,25.60577041761376,12.982229269709403,1.0059654149258421,20.860513205409074,1.2923519817346258,0.09714507113205617,-1.1213363251071692e-18,5.701232055528378e-20
307,0>>307,Q20W,Quadrupole,141.54020400000005,0.6,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,19.800344466705194,2.320096122048019,25.63504661991485,13.16957586230864,-1.3291527613634775,20.90723135349426,1.2818009768919787,-0.1320042245499014,-1.146410679989786e-18,-1.4132966285091052e-19
308,0>>308,D129,Drift,141.60655400000005,0.06635,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,19.493886845540928,2.298707512680977,25.63842381508473,13.346879267824502,-1.3430914815281931,20.912235925933874,1.2730424965930927,-0.1320042245499014,-1.1557879031199438e-18,-1.4132966285091052e-19
309,0>>309,SEX_20W,Sextupole,141.87855400000004,0.272,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,18.267239466938047,2.211025496888431,25.652838271259906,14.093063494554531,-1.400232881449861,20.932069674700582,1.2371373475155194,-0.1320042245499014,-1.1942295714153915e-18,-1.4132966285091052e-19
310,0>>310,D130,Drift,141.92470400000005,0.04615,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,18.06384838390642,2.196148566635394,25.655378837787218,14.222752419803658,-1.409928012355688,20.935329377046873,1.2310453525525415,-0.1320042245499014,-1.200751935355961e-18,-1.4132966285091052e-19
311,0>>311,DET_20W,Marker,141.92470400000005,0.0,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,18.06384838390642,2.196148566635394,25.655378837787218,14.222752419803658,-1.409928012355688,20.935329377046873,1.2310453525525415,-0.1320042245499014,-1.200751935355961e-18,-1.4132966285091052e-19
312,0>>312,D131,Drift,142.41324000000006,0.488536,5999999978.240006,0.0,0.0,0.0,0.0,0.0,0.0,15.994990026234072,2.0386639296235294,25.68412363533868,15.650492539025992,-1.512559008503232,20.96807991078736,1.166556536707831,-0.1320042245499014,-1.2697965635264935e-18,-1.4132966285091052e-19
