scenario,rho,trials,converged_trials,mean_x_rmse_m,max_trial_x_rmse_m,mean_x_max_abs_m,global_x_max_abs_m,mean_y_rmse_m,max_trial_y_rmse_m,mean_y_max_abs_m,global_y_max_abs_m,mean_newton_iterations,max_closure_norm
all,0,1,1,0,0,0,0,0,0,0,0,0,3.1357568361342511e-15
all,1.6000000000000001,600,600,2.8978282958866041e-06,1.2255263368397343e-05,9.3624720156333049e-06,3.9676954327201808e-05,2.3112648892567588e-06,1.0279340765637636e-05,7.0113407151180964e-06,2.7889435228660691e-05,4.96,9.9937527632491444e-14
all,2.2599999999999998,600,600,5.7816534697306961e-06,2.4504702430308494e-05,1.8678929208018103e-05,7.9222914281641276e-05,4.6112385733484474e-06,2.0587460596909579e-05,1.398862425745834e-05,5.5768816971395684e-05,5.3466666666666667,9.9646468678859959e-14
all,3.2000000000000002,600,600,1.1591832215429453e-05,4.9284400010761816e-05,3.7447437042866479e-05,0.00015902837911885488,9.2453560925036797e-06,4.1504139531211185e-05,2.8046170383943461e-05,0.00011215565648946019,5.8116666666666665,9.9772692970445826e-14
all,4.5300000000000002,600,600,2.3232689038560852e-05,9.9220897448802869e-05,7.5045732554296707e-05,0.00031934725382595764,1.8532108025197862e-05,8.3844795273515531e-05,5.6220783452543441e-05,0.00022570272490088426,6.4016666666666664,9.9907621592085592e-14
horizontal,0,1,1,0,0,0,0,0,0,0,0,0,3.1357568361342511e-15
horizontal,1.6000000000000001,600,600,1.4650652566576691e-06,6.178096924159839e-06,4.3639885273074667e-06,1.9771371498671043e-05,2.5250175256176182e-19,7.3267582060507561e-19,6.9339090600956976e-19,2.0420795378683241e-18,4.4333333333333336,9.9985728224958856e-14
horizontal,2.2599999999999998,600,600,2.9229400677178077e-06,1.2325716549183112e-05,8.7071250624301145e-06,3.9236811768322485e-05,3.5335925093163004e-19,1.1248670553821647e-18,9.7544387502336267e-19,3.66110627457327e-18,4.7216666666666667,9.9918247913851269e-14
horizontal,3.2000000000000002,600,600,5.8598141522424859e-06,2.4708591349208297e-05,1.745756914897343e-05,7.8072389516447736e-05,4.921676317945281e-19,2.0622092749025047e-18,1.3581404865233462e-18,6.12385824128397e-18,5.253333333333333,9.9885444697328646e-14
horizontal,4.5300000000000002,600,600,1.1742340422702772e-05,4.9503567463173575e-05,3.4987673848035871e-05,0.0001548112535189358,7.0442720655770157e-19,2.6661869183305662e-18,1.9343163891053411e-18,7.0607354929525402e-18,5.7566666666666668,9.9897645680280547e-14
vertical,0,1,1,0,0,0,0,0,0,0,0,0,3.1357568361342511e-15
vertical,1.6000000000000001,600,600,2.1105189981378657e-06,1.0370833361262196e-05,7.0168969860495688e-06,4.09517619854933e-05,2.3445552452792529e-08,1.8775937543194243e-07,6.9909217576470454e-08,6.1472712368712545e-07,4.3183333333333334,9.9754961999512175e-14
vertical,2.2599999999999998,600,600,4.2109857591608521e-06,2.0687190056078548e-05,1.4000259657724777e-05,8.1683040170897936e-05,6.6077365472779874e-08,5.2927748499291046e-07,1.9702704689745572e-07,1.7319506236930862e-06,4.7766666666666664,9.9753046271181032e-14
vertical,3.2000000000000002,600,600,8.4431075853916964e-06,4.1457701794793082e-05,2.8070331621588124e-05,0.0001636733221349302,1.8759947580783799e-07,1.5032907616021381e-06,5.5937501025873064e-07,4.9139890359621227e-06,5.1483333333333334,9.9836462398868874e-14
vertical,4.5300000000000002,600,600,1.6922710928346938e-05,8.301234251016873e-05,5.6260150587557113e-05,0.00032764150819332194,5.3233535552533862e-07,4.2693324236828351e-06,1.5872790865893719e-06,1.3926017495451311e-05,5.6200000000000001,9.9683632947167114e-14
