model,zero_offset_rmse_2d_um,uncorrected_offset_rmse_2d_um,corrected_offset_rmse_2d_um,corrected_rmse_reduction_percent_vs_uncorrected,corrected_rmse_excess_percent_vs_zero_offset,zero_offset_p99_2d_um,uncorrected_offset_p99_2d_um,corrected_offset_p99_2d_um,zero_offset_worst_target_rmse_2d_um,uncorrected_offset_worst_target_rmse_2d_um,corrected_offset_worst_target_rmse_2d_um
physics_gls,33.92278740794494,100.97026612475896,34.18122269952183,66.14723917109669,0.7618338919765932,86.55899121015013,376.01263864999174,86.81188765797324,60.069721002095186,395.1660596625649,60.670813253062434
shared_target_local_ridge,33.07848173570432,99.7960473121992,33.4774449424783,66.45413736903988,1.206110999778276,84.15870372416205,379.33036960883805,83.02559265262404,60.873006859685084,361.0840681563894,60.015768901653416
shared_joint_ridge,33.093764096376724,99.61822787305091,33.45814120657354,66.41363541498538,1.101044623197489,84.2165233719811,377.8444179397941,83.39620691687959,62.31338303216051,362.5134710849344,59.851057908133754
shared_joint_random_feature,33.09190129382134,99.11944235536374,33.44362075022283,66.25927269614722,1.0628565982915061,84.80978160871102,371.9176173057756,84.48567834198275,62.13579263172913,354.5701330783309,59.58488836184287
