case,target,target_index,x_rmse_um,y_rmse_um,rmse_2d_um,median_2d_um,p90_2d_um,p99_2d_um,max_2d_um
corrector_gain,SEX_45W,37,2.137650526113805,3.3332950660853085,3.9598492104350758,2.743197702860562,5.7715392551328035,6.053138738944287,6.084427570478896
corrector_gain,SEX_47W,38,10.196747659850573,3.832240667462812,10.893104762739773,10.265047488157688,14.095816112145814,14.943938408716244,15.038174219446292
corrector_gain,SEX_47E,39,6.471843037389308,6.904204242184698,9.463233512833003,8.9870230214608,10.399484150864172,10.91989301120371,10.977716217908103
corrector_gain,SEX_45E,40,2.508602448426022,1.8500987984550592,3.117042156964497,3.093492847533622,3.959003329835976,4.12436649192523,4.142740176601814
corrector_gain,SEX_44E,41,1.9449979893638427,9.2461758263406,9.448533462407523,7.64286872146318,13.4148139476171,13.919339887642682,13.975398325423303
corrector_gain,SEX_43E,42,5.281239907534743,2.1373361461462803,5.697341552211962,3.787975649420587,8.263343763274964,9.625424806866384,9.77676714504321
corrector_gain,SEX_42E,43,5.6275408164949745,1.41452376994339,5.802593656034496,6.11788268087433,7.24249180534907,7.625273383058937,7.6678046694711455
corrector_gain,SEX_41E,44,2.8028961871706763,1.7265024850369592,3.291965653966443,3.4149320977992237,4.1046143429883655,4.171937418238619,4.1794177599330915
corrector_gain,SEX_40E,45,4.500890439325211,3.522207300132929,5.715239191137917,5.659269240352618,7.267471767401771,7.309253650915683,7.313896082417229
corrector_gain,SEX_39E,46,3.9076751471299422,5.676572823971584,6.891545841199182,6.885781147189392,8.496055139682397,8.694166869702741,8.716179284149446
corrector_gain,SEX_38E,47,2.0266543104502586,3.0040808762841977,3.623786639045275,3.4332322773726665,4.584630048598591,4.8550949677681565,4.885146625453664
corrector_gain,SEX_37E,48,3.856680745609856,0.9627104393966955,3.9750217312212484,3.2260901785646396,5.637280743021429,5.742729377441995,5.754445892377613
corrector_gain,SEX_36E,49,4.3377545098117425,3.4139252058045213,5.520054302107866,4.856724331090298,7.477932311348346,7.736746811669679,7.76550397837205
corrector_gain,SEX_35E,50,1.104026964201213,1.1326190915517256,1.5816768140902877,1.4073937166341106,2.1233111866466703,2.3864869760718626,2.41572873045244
corrector_gain,SEX_34E,51,3.8814386849051963,1.0713221991832247,4.026573918251267,1.6156906467543424,5.90780576850324,7.470083645408556,7.643670076175815
corrector_gain,SEX_33E,52,3.7760442833905734,3.0236010071386157,4.837424260957094,3.858060354392417,6.212339533082338,7.0988891129704275,7.1973946218468825
corrector_gain,SEX_32E,53,3.7779859223143633,2.1028629033525448,4.3237957883671845,4.131580334408498,5.605646302377724,6.144304370671973,6.204155267149113
corrector_gain,SEX_31E,54,1.9503399465851765,2.9787394545439048,3.5604374233094433,2.700913416115334,5.127674985047789,5.721697206763645,5.787699675843186
corrector_gain,SEX_30E,55,1.4104790817151707,2.8788195784363046,3.2057843666011365,3.322374325074404,4.067169657724451,4.290365202231477,4.315164707176702
corrector_gain,SEX_29E,56,4.249766517003017,3.002126541318651,5.20319894095256,5.069212424703776,5.847010623008427,6.0837462510175335,6.1100502096852125
corrector_gain,SEX_28E,57,9.990558193332017,8.580905935349097,13.1697835853769,13.884736500908094,16.264651961682254,16.355793119778035,16.36591991512201
corrector_gain,SEX_27E,58,5.227045129788392,3.912714590109633,6.529267665864323,6.032119182724017,8.017773332080644,8.456068298042402,8.50476773870482
corrector_gain,SEX_26E,59,2.6342666159402364,3.6618924614955435,4.51096630484147,4.198839146482332,5.670420757270993,5.869429740392492,5.891541849628215
corrector_gain,SEX_25E,60,2.4954135829592192,3.283033794864901,4.123760401410635,3.987387305592894,5.130656346451309,5.194398854616539,5.201481355523787
corrector_gain,SEX_24E,61,6.1357853997487215,7.697960094598375,9.84410748060984,8.261603729891192,13.775314471685649,15.347455085387999,15.522137375799373
corrector_gain,SEX_23E,62,3.407752673671425,1.9655764573644863,3.9339889545676505,2.4338745372346313,5.695567539938745,6.718171102806587,6.831793720903015
corrector_gain,SEX_22E,63,4.144973921322819,2.806162704611495,5.005532732207309,5.4443364537843255,6.096507221808006,6.1817646100734445,6.191237653214049
corrector_gain,SEX_21E,64,2.8963084127316807,4.51134650993661,5.361049314675023,4.688734970941893,7.389963249130117,7.444783668356086,7.45087482604786
corrector_gain,SEX_20E,65,7.442976689803266,2.6718638154376553,7.908018604758075,7.567429066947518,8.843783285529499,9.302641302479714,9.353625526585294
corrector_gain,SEX_19E,66,1.831136643467207,2.2028718250552104,2.8645602951710445,2.5160894714447273,3.7920748879321136,3.995117981287945,4.017678324994149
corrector_gain,SEX_18E,67,5.088782917960734,2.6869759749470656,5.754611322762964,5.1919606244861125,7.671001215198229,8.233423304382384,8.295914647625068
corrector_gain,SEX_17E,68,5.634889477957424,2.4408747963852493,6.140834568723051,6.703670005892947,7.449274561234392,7.579372764304395,7.593828120201062
corrector_gain,SEX_16E,69,2.061118290510705,4.263097974904677,4.7352099162670855,4.583890001244912,5.80305148833529,6.0807573805244886,6.111613590767733
corrector_gain,SEX_15E,70,3.9520053795186634,2.2697462460614437,4.557421918283897,3.7137023113841963,5.844098888167893,6.660152414182226,6.75082502818382
corrector_gain,SEX_14E,71,1.8639347887902418,3.4367271980253493,3.909647903649342,2.7237905766480424,5.608919275436645,6.636973415650344,6.751201653451867
corrector_gain,SEX_13E,72,3.713747343855207,12.434747461462049,12.977475246145858,6.3152032862615135,18.753349244986083,23.54919109785459,24.082062414839985
corrector_gain,SEX_12E,73,2.613789800369367,6.62543036005878,7.122374925297287,6.186066394255585,9.88316910198403,10.252192834841658,10.29319547182584
corrector_gain,SEX_11E,74,1.769713235005021,3.6581731974188396,4.06375639974464,4.175721153055965,5.269177872481623,5.394036340402282,5.407909503504578
corrector_gain,SEX_10AE,75,0.7524491209403203,2.1356984480824153,2.2643735426703553,0.9516537447820712,3.3368784464869017,4.205423120966081,4.301928084797102
corrector_gain,SEX_09AE,76,1.3884794661441895,1.7373441797354277,2.2240143944598514,2.021290029173281,2.8837384056876774,3.1681933424433435,3.1997994465273067
k2_calibration,SEX_09AW,1,2.5720350530340825,3.3145210337559665,4.195403913480412,4.472787445176058,4.879309722654458,4.9345659145254155,4.940705491399966
k2_calibration,SEX_10W,2,3.3318650347114716,4.167222075255414,5.3354535359263435,5.107526489832921,6.930369434020988,7.402846368755258,7.455343805947955
k2_calibration,SEX_10AW,3,1.6668825630406923,2.0388614895213095,2.6335249481298177,1.3188365763446657,3.9164671669433933,4.784168293202246,4.880579529453231
k2_calibration,SEX_12W,4,1.4551162272207314,1.375859129846455,2.0025862228385924,2.0972443644310026,2.2722800602710476,2.314328065909437,2.319000066535925
k2_calibration,SEX_13W,5,4.255365248324063,7.2574705041137095,8.413026299419526,9.292710140484665,9.883412631184115,9.908002111309536,9.910734275767917
k2_calibration,SEX_14W,6,1.6526281614638907,3.4235730530167063,3.8015828663078817,3.9696512012699783,4.7542759667053875,4.78254882829745,4.785690257363235
k2_calibration,SEX_15W,7,1.749283710517311,1.2755350315671055,2.164944137070541,1.7442910589090892,3.0681711043966233,3.3463623777647133,3.377272519250057
k2_calibration,SEX_16W,8,3.196769928448552,5.441685186821638,6.311202393197909,5.447982824051144,8.088045095463615,8.77250955700571,8.848561163843721
k2_calibration,SEX_17W,9,4.244728262866739,7.2520559727021086,8.402977677989155,6.257213571468012,12.145154199725564,12.950177158011707,13.039624153376835
k2_calibration,SEX_18W,10,11.332864326980514,13.339516445218717,17.50361427951405,17.257470002553234,21.347669997837123,22.62844628995926,22.77075476686172
k2_calibration,SEX_19W,11,1.9839496474159888,1.424904879492238,2.4426236138797184,1.6680588891041548,3.6210706611865233,4.0101046263890945,4.053330622522714
k2_calibration,SEX_20W,12,3.960923956877165,5.371232008764301,6.673758452636539,6.354700170045259,8.090446843084303,8.550604923205281,8.60173359877428
k2_calibration,SEX_21W,13,6.181211964019106,4.217153134794392,7.482764322524069,7.6856923286559535,8.650390341100305,8.930829926507553,8.961989880441692
k2_calibration,SEX_22W,14,4.093953692492198,2.9682323409019262,5.0567637937565,5.210950833832742,6.091558292452405,6.276032616830718,6.296529763983864
k2_calibration,SEX_23W,15,3.9973025410920906,0.9320201570400181,4.104520578356282,2.59076776819065,6.067245098781544,7.104194484505064,7.21941108291879
k2_calibration,SEX_24W,16,9.002354353128936,5.922231884901666,10.775676980953236,10.454240822540914,13.839761507076126,15.0310300664841,15.163393239751654
k2_calibration,SEX_25W,17,2.9258356364767715,2.8145876871268323,4.0598544333760795,3.4635946526778456,5.568004391165,5.963891779219794,6.007879266781438
k2_calibration,SEX_26W,18,1.8776515718648696,1.8228708962191684,2.61695122797684,2.900763687959647,3.0305336413580353,3.0635732783816847,3.0672443491620904
k2_calibration,SEX_27W,19,2.421147168356959,1.8142429444659849,3.0254637780656917,2.9928316500849093,3.795174744021912,3.816117203506515,3.818444143449249
k2_calibration,SEX_28W,20,4.426108349997539,6.413090694624601,7.792186303175675,8.13685219390997,9.314814583363642,9.581702949499933,9.611357212403965
k2_calibration,SEX_29W,21,1.9830146964604927,3.368759884052822,3.9090779530193416,1.7572165212160384,5.662076534946404,7.108937472482175,7.26969979887504
k2_calibration,SEX_30W,22,2.4559632587886195,0.9937372350730855,2.6493903489086534,2.4691200943271028,3.474777197752787,3.8035234850685793,3.84005085032589
k2_calibration,SEX_31W,23,1.8120223989280837,0.8767775177462693,2.012998755549143,1.8603174260510746,2.700906543485558,2.9754752468113708,3.0059828805142392
k2_calibration,SEX_32W,24,3.8727106007752323,2.003718420731432,4.360364079630888,3.8564032982432104,5.963794124651204,6.662931963547572,6.740613945647169
k2_calibration,SEX_33W,25,1.9596412046689597,5.439286546842599,5.7815250401342455,5.4654459001296605,7.874805976499984,8.179250966210581,8.213078187289536
k2_calibration,SEX_34W,26,2.7349458071647215,2.593749517501578,3.769279125730484,3.240720745459939,5.23861416269434,5.254430307327346,5.256187656731013
k2_calibration,SEX_35W,27,1.1476986321614278,1.1008687176135175,1.5903220062884253,1.213942638872466,2.189737485626796,2.4864448133735495,2.5194122942343
k2_calibration,SEX_36W,28,1.6032189444985399,1.9516461969091015,2.5257145250223294,1.8451911234062939,3.4859031111186485,4.031546264874191,4.09217328195814
k2_calibration,SEX_37W,29,2.8710065768096262,1.2264728948467394,3.122004888829912,2.1727023807547243,4.415055835758314,5.191925502809661,5.278244354704256
k2_calibration,SEX_38W,30,3.1426150384595677,1.5212472160092028,3.4914498954113578,3.30904032363751,4.283782023078425,4.621020293556951,4.65849121249901
k2_calibration,SEX_39W,31,3.785078040096419,5.0998685877268155,6.351021601419953,6.307061609378282,8.419641452429685,8.857199363987045,8.905816909715641
k2_calibration,SEX_40W,32,5.896704879660203,5.237054893996724,7.886562774779865,6.834654148606024,10.801995771197115,11.249166591616206,11.298852238329438
k2_calibration,SEX_41W,33,2.219238746453635,1.692922223663729,2.791237408235933,3.032619098169186,3.1310792329904413,3.1595915480383265,3.162759583043647
k2_calibration,SEX_42W,34,4.921526174710936,4.187928445210039,6.462210500329143,5.87575082658915,7.747687973878592,8.359754951529922,8.427762393491182
k2_calibration,SEX_43W,35,3.5672047223530043,2.0347506230714374,4.106721274845321,2.922338916496127,5.766576333892779,6.80138300475223,6.916361523736615
k2_calibration,SEX_44W,36,6.877370644567103,4.060370361733213,7.986540831749052,7.0411768028376,10.715910212926488,11.170280887320503,11.220766517808729
k2_calibration,SEX_45W,37,2.243594614638236,3.346194191241868,4.028738308743137,2.860816139129189,5.821180183204892,6.014463307334653,6.035939210015738
k2_calibration,SEX_47W,38,9.79417049014986,3.8102686071576723,10.50923034521623,9.802655546650335,13.565554069102841,14.4842856352186,14.586366920342574
k2_calibration,SEX_47E,39,6.100686785404698,6.559547636704822,8.95801565369314,8.600656014904757,9.884460815962987,10.354265576778708,10.406466105758234
k2_calibration,SEX_45E,40,2.533243194032748,1.9779554882241808,3.2139740187981296,3.279684097982181,4.014853034330344,4.129466183159963,4.142200977474364
k2_calibration,SEX_44E,41,1.6879655222832572,9.303695348769017,9.455579027596524,6.91096973801596,13.736381082364959,14.709177090125703,14.817265535432453
k2_calibration,SEX_43E,42,5.225357853501099,1.8269102369224466,5.535518558447586,3.493264250253948,8.082195760480868,9.565122870319707,9.72989254919069
k2_calibration,SEX_42E,43,5.76148253640656,1.424476599916795,5.934965425428212,6.311547548197814,7.434676923843853,7.68387012114705,7.71155825418074
k2_calibration,SEX_41E,44,2.7633995260895925,1.727210127400751,3.2587776489027145,3.4586462661340533,3.987930675419474,4.059342001433861,4.067276593213237
k2_calibration,SEX_40E,45,4.543286800790714,3.5149099187991455,5.744218544894661,5.460732818875427,7.359843647637785,7.535922433046722,7.555486742536605
k2_calibration,SEX_39E,46,4.077261998632612,5.895123046596578,7.167743099470552,6.978525716045446,8.478795317529462,8.59497697418807,8.607886047150137
k2_calibration,SEX_38E,47,2.0533194609927414,2.8434700921174736,3.507341297002343,3.3644852735235857,4.4871474509669245,4.631089677043313,4.647083257718467
k2_calibration,SEX_37E,48,3.8043601236565032,0.9313779779267004,3.916710467756655,3.262473402045753,5.520299686591574,5.592358064558061,5.600364550998782
k2_calibration,SEX_36E,49,4.266657149311199,3.3837885366064193,5.445584274459206,4.794618483656546,7.358096142619707,7.60502652758805,7.632463237028977
k2_calibration,SEX_35E,50,1.2679352380332116,0.8221113676001732,1.511134298659045,1.4333160571284274,2.0316741545727464,2.1415315982703116,2.1537379809033745
k2_calibration,SEX_34E,51,3.841102132697295,0.9737294574474501,3.9626020050104223,1.7510800053743822,5.77184358646317,7.318778435323673,7.490660085197064
k2_calibration,SEX_33E,52,3.8928763912268916,3.0846449078102594,4.966842136071115,4.031068278301717,6.338276311886577,7.192033740674899,7.286895677206935
k2_calibration,SEX_32E,53,3.7471524748982934,2.28816622267858,4.390541690127035,4.241573836692604,5.727128908471426,6.178079854745625,6.228185515442759
k2_calibration,SEX_31E,54,1.8890172434037766,3.249350864137604,3.758545886928693,2.681296210973112,5.485719977361828,6.259045098204591,6.344970111631565
k2_calibration,SEX_30E,55,1.482537098871776,3.109575081091765,3.444905431862825,3.7472673092800495,4.191411729597699,4.252144985761221,4.258893125334946
k2_calibration,SEX_29E,56,4.134919021617255,3.0021098712535617,5.109815945257742,4.9134053554567325,5.802352133617829,5.993449981136066,6.014683075304759
k2_calibration,SEX_28E,57,10.255681286819037,8.323529456451286,13.208336052252093,13.363207144153721,16.738075302034403,17.07206979309175,17.10918029209812
k2_calibration,SEX_27E,58,4.9909906179606915,3.922640528071045,6.347999374687833,6.203619015993967,7.558464480619085,7.7634189750645275,7.786191696669577
k2_calibration,SEX_26E,59,2.7702541655256177,3.7335813070569888,4.649079211845869,4.492200296340291,5.774328266980777,6.055338164212951,6.0865614861276365
k2_calibration,SEX_25E,60,2.558844564670923,3.5811152138166813,4.401371568133645,4.25266644300486,5.300563571668971,5.435429673931331,5.450414796404927
k2_calibration,SEX_24E,61,6.204515685749307,7.617345555732739,9.824457654758888,8.39075753952493,13.682102018585375,15.173338158991754,15.339031063481354
k2_calibration,SEX_23E,62,3.2883001670422134,1.8614251331988412,3.7786004704221074,2.204996351886328,5.451032223911655,6.534583616626044,6.6549782158165325
k2_calibration,SEX_22E,63,4.40704421109091,2.887718592229776,5.268866799077333,5.717289548407926,6.442149972930127,6.539484773734959,6.550299751602162
k2_calibration,SEX_21E,64,2.6133130876711563,4.1817707976994365,4.931187716837105,4.2656607510250515,6.7870741883939525,6.943438122769054,6.960811893255177
k2_calibration,SEX_20E,65,7.658831036471777,2.65499788019316,8.105967344435427,7.924033331532652,9.042189797080683,9.320337631449416,9.351242946379275
k2_calibration,SEX_19E,66,1.8353606729097216,2.218510396142355,2.879294562467573,2.539708572346877,3.8311001626433123,4.02714854949817,4.048931703593154
k2_calibration,SEX_18E,67,4.848098022946293,2.5534642807839947,5.479437404819539,5.118749174644644,7.268049734185308,7.687874438516716,7.734521627886873
k2_calibration,SEX_17E,68,5.608746228482362,2.398599828695476,6.1001078182056006,6.525206366085293,7.529869390814507,7.700281377842601,7.719216043067945
k2_calibration,SEX_16E,69,1.9581082402159364,4.423594654291245,4.83760039129687,4.876331748235833,5.8431215729155435,5.887265081543054,5.892169915835
k2_calibration,SEX_15E,70,4.000813155602251,2.271461784131221,4.60065696860879,3.693171772355433,5.924606283380134,6.77486168005714,6.869334501910141
k2_calibration,SEX_14E,71,1.8700760787983406,3.338646983613154,3.8267150693098366,2.6292105924433598,5.4437237404053445,6.484076805044026,6.59967159000388
k2_calibration,SEX_13E,72,3.710666848164051,12.486623695878487,13.02631259338336,6.368934126819119,18.842611962373567,23.62880992683911,24.16060970066862
k2_calibration,SEX_12E,73,2.5535096130657435,6.586582694044483,7.064239727635624,6.123781892083486,9.820186265379466,10.172237808091337,10.211354646170435
k2_calibration,SEX_11E,74,1.6556328233459925,3.7138956599633923,4.06621949958872,4.158328104728465,5.309293477288066,5.347676909577398,5.351941735387324
k2_calibration,SEX_10AE,75,0.7592403603027225,2.1344155133182725,2.265430534844605,0.9542839092012156,3.345627498518959,4.205088248736777,4.300583887649869
k2_calibration,SEX_09AE,76,1.377898756435229,1.7467045914542174,2.2247655860321545,2.0811000883781743,2.8106655711949773,3.0594104201374432,3.0870487366866066
quadrupole_strength,SEX_09AW,1,2.849068601012335,3.2973310146573733,4.357703949730386,4.49139942247511,5.260264315357675,5.538533490446473,5.569452287678562
quadrupole_strength,SEX_10W,2,3.2385368327231463,4.292404072677486,5.377067373582252,4.820202421800759,7.1029074480671035,7.631831721293816,7.690601084985674
quadrupole_strength,SEX_10AW,3,1.7542475965435127,1.4201862458116639,2.2570586174867766,2.004351730566845,2.8602853928702294,3.109876761296392,3.137609135565966
quadrupole_strength,SEX_12W,4,2.499076276289167,2.4615167471703536,3.5077695094335164,2.1918606647677135,4.922343889693644,5.919093864593819,6.029843861804951
quadrupole_strength,SEX_13W,5,3.981287326354276,8.585050936268603,9.463284226594677,9.38730475874846,12.190502461556706,12.43816913782673,12.465687657412289
quadrupole_strength,SEX_14W,6,2.008957530525972,2.9777910853657854,3.5920955036776174,3.800036999155802,4.523784583733625,4.669375963162405,4.685552783098936
quadrupole_strength,SEX_15W,7,2.170218964229719,0.9497650459005227,2.3689457560519904,1.883407547174403,3.2672706293886398,3.741673941197346,3.7943854202872025
quadrupole_strength,SEX_16W,8,3.8596437349342128,4.454543739654202,5.894048667012292,5.3086100255447635,7.7811586174487335,8.065692153550021,8.097306990894609
quadrupole_strength,SEX_17W,9,3.9369394697759934,8.294144891902807,9.181085550007554,7.215725182024883,13.054304684119028,13.421022036636646,13.461768409138605
quadrupole_strength,SEX_18W,10,9.45722709423491,12.795818459257738,15.911383169109214,14.944303486286707,20.354004724714898,21.966109354472632,22.145232091112383
quadrupole_strength,SEX_19W,11,2.306344636183145,0.779092647745987,2.4343810167314843,0.7221663012073672,3.608649707418989,4.614546827399984,4.72631317406454
quadrupole_strength,SEX_20W,12,3.2363847763910334,5.694358097249326,6.549801566502958,6.001828871154599,8.44945815895561,9.041704903469642,9.107510097304534
quadrupole_strength,SEX_21W,13,6.229392129246645,4.06399903859463,7.437836680488361,6.78070483419987,9.032831854937795,9.602685918166381,9.666003036302891
quadrupole_strength,SEX_22W,14,3.4502212867613444,3.3384631317291347,4.800975214426316,4.657731312467403,5.774259701972522,5.9334328262833615,5.951118728984566
quadrupole_strength,SEX_23W,15,4.029039500373053,1.6575829766410224,4.35668918101997,2.9741066385201766,6.350348458454794,7.199753550196134,7.294131893722951
quadrupole_strength,SEX_24W,16,9.062338086079093,6.076563870995832,10.911031118308276,11.394120847908685,13.398772653633356,13.691482494071426,13.724005809675656
quadrupole_strength,SEX_25W,17,2.7646998920357575,2.7458505308928935,3.896570367775656,4.089006322047659,4.47203581628128,4.570341032174472,4.581263833940382
quadrupole_strength,SEX_26W,18,2.741108053551102,3.149341084108378,4.175167376919833,2.8527910847836466,5.839634798152022,6.926470687778857,7.047230231070729
quadrupole_strength,SEX_27W,19,3.0707515267096746,2.093019682105001,3.716213977755953,3.32136804473243,4.926449133883397,5.542249546483326,5.610671814549986
quadrupole_strength,SEX_28W,20,4.343760616190132,6.273732014492701,7.630725370529013,8.466290326709078,8.694325158160474,8.745580730570776,8.75127579417192
quadrupole_strength,SEX_29W,21,1.6541107650438691,2.418395379864813,2.929969050414268,1.4229869833356474,4.285983310946941,5.278242446503374,5.388493461565202
quadrupole_strength,SEX_30W,22,2.666224451204398,1.0306077739754598,2.8584795272974834,2.8548242977474967,3.159861758305955,3.2100327160722,3.215607266935116
quadrupole_strength,SEX_31W,23,1.1168169260652314,0.942647281038215,1.461459524856755,1.4907109052768361,1.8117502005555917,1.8697237614786728,1.8761652682479042
quadrupole_strength,SEX_32W,24,2.9593586991214056,2.116359078636988,3.6382385380558455,3.065586344966589,4.936070158024012,5.630393569291924,5.707540614988359
quadrupole_strength,SEX_33W,25,2.2217058074834313,5.247882046807781,5.698793089085884,4.782481959242753,7.705008304483387,8.251897047262132,8.312662463126438
quadrupole_strength,SEX_34W,26,2.669802168549513,2.96844576978382,3.9924320792393115,3.2360069357570076,5.701502101294554,5.893236158549293,5.914539942688708
quadrupole_strength,SEX_35W,27,1.2101778184760608,1.064631600228292,1.6118221975565825,1.580913497841365,1.9172609224228503,1.9920494460599634,2.0003592820196427
quadrupole_strength,SEX_36W,28,1.9061846609792568,1.9555258918679668,2.7308646021944427,2.0040147035460754,3.7281101383971453,4.286583822140405,4.348636453667434
quadrupole_strength,SEX_37W,29,2.8676509488560544,1.1091705481869742,3.074683930006533,2.5167767936726246,4.228075058023861,4.753923161791526,4.812350728876823
quadrupole_strength,SEX_38W,30,3.74344522812787,1.1988847313437647,3.930738706024928,3.658969177111768,5.383308228035123,5.786003710257544,5.830747652726703
quadrupole_strength,SEX_39W,31,4.980218809822899,4.2707518191965095,6.5606326291664985,5.750960386539132,9.21526110802965,9.823136940302886,9.890678699444358
quadrupole_strength,SEX_40W,32,5.817720687415397,4.425556391917758,7.309680114397976,6.615408414073309,9.992010645643008,10.77455910217116,10.861508930674288
quadrupole_strength,SEX_41W,33,2.495225641814599,1.4338580515735633,2.877863776420178,2.89927832144253,3.1615506345206543,3.2139090015055922,3.2197265978372522
quadrupole_strength,SEX_42W,34,4.643901277985372,4.100376730044051,6.195071299667253,5.838798391527655,7.50821804885991,8.031367722075833,8.089495463544269
quadrupole_strength,SEX_43W,35,3.476927624051717,1.7545543869672964,3.8945457757895334,1.611241246260105,5.7030137405832,7.159787670348336,7.321651440322241
quadrupole_strength,SEX_44W,36,6.708382992674207,3.5632988000882295,7.596018741097915,6.752077362814278,10.189912545738592,10.609178567231343,10.655763680730537
quadrupole_strength,SEX_45W,37,1.8636844948749218,3.2840135182261907,3.775985260078428,3.289082426786372,5.330448279917445,5.56328055086593,5.58915080319354
quadrupole_strength,SEX_47W,38,8.033168272714903,3.272236329371288,8.674060357929879,8.237798955214007,11.288909979293056,11.93133745489485,12.002718285517272
quadrupole_strength,SEX_47E,39,7.364374022525371,6.781921277627418,10.01141653111996,10.379263378914313,11.356749176193523,11.44314051579167,11.452739553524799
quadrupole_strength,SEX_45E,40,2.4288843683598933,1.1673530285617415,2.6948455184212894,2.3887269525529575,3.602838892819388,4.038031755917366,4.086386518483809
quadrupole_strength,SEX_44E,41,2.1641069367562165,8.465196103595463,8.7374426410732,7.751385354464069,12.081665814502712,12.397917128586151,12.433056163484311
quadrupole_strength,SEX_43E,42,5.331311457471312,1.8148323810663292,5.631740266376972,3.395796949490334,7.975141091237703,9.621626255504978,9.804569051534678
quadrupole_strength,SEX_42E,43,6.020575625298428,1.6770368251574246,6.249782666051009,6.410255073112113,7.816798206013306,8.356375665754978,8.416328716837386
quadrupole_strength,SEX_41E,44,2.6092607492269257,2.1290951192811645,3.367682836076333,3.2205257701223493,4.3533301471883386,4.580883298559164,4.606166982044812
quadrupole_strength,SEX_40E,45,3.6850397817782854,3.479303825988052,5.068044327630102,5.036397107573652,6.1275668175895435,6.224378402546719,6.235135245319738
quadrupole_strength,SEX_39E,46,4.264244713496128,4.648073522508429,6.30780234687356,5.689980378074676,7.535763739214028,8.18249922582843,8.254358724341142
quadrupole_strength,SEX_38E,47,2.4530761848223865,3.2578925750891607,4.078167088210566,3.6484130646000623,5.6610297783373325,6.0301737973866905,6.071189799503286
quadrupole_strength,SEX_37E,48,4.418033089001813,1.071115075620569,4.5460206643543275,3.8361190551227047,6.382992860833275,6.456566459613928,6.46474130392289
quadrupole_strength,SEX_36E,49,4.769472716793451,3.4138660268889414,5.865351758060516,5.258379482430996,7.80838044290854,7.964531385995831,7.981881490783308
quadrupole_strength,SEX_35E,50,1.436476686448792,1.3537623285582996,1.9738636510495071,1.9691384577875095,2.3014396057084996,2.379035009184224,2.3876567206815267
quadrupole_strength,SEX_34E,51,4.345318970993153,1.5877448644233048,4.6263085407455895,2.221412002306707,7.012095790559111,8.337857664674392,8.485164539576092
quadrupole_strength,SEX_33E,52,3.3752684005632902,2.468613523105713,4.181685007541993,2.801577082823092,5.922474548187718,6.992894198978554,7.1118297157330925
quadrupole_strength,SEX_32E,53,3.817351257697225,2.8113933332631458,4.740896866517879,4.517310599356602,6.304989722410614,6.746283002622739,6.795315589312976
quadrupole_strength,SEX_31E,54,3.056842103951857,2.446917232214109,3.915569893361523,2.8625647476024194,5.67605372109871,6.147430137936524,6.199805295362949
quadrupole_strength,SEX_30E,55,1.237730644451642,3.1002295864901805,3.338173248524371,3.410329057651977,4.175879107714018,4.351023133871846,4.370483581222715
quadrupole_strength,SEX_29E,56,3.5520171592599823,2.981022407695838,4.6371672920935305,4.486146440344227,5.2248571649831455,5.421303148229531,5.4431304797013516
quadrupole_strength,SEX_28E,57,8.827530589562727,7.4437547082734286,11.547068046331436,11.230238412804596,15.219383180982492,15.554565859903523,15.591808379783638
quadrupole_strength,SEX_27E,58,4.162540234136465,4.401498911078523,6.058047033907073,6.321998109080754,7.1277705788342764,7.382547655155905,7.4108562191916425
quadrupole_strength,SEX_26E,59,2.481352111775475,3.578476830190849,4.354607298807248,4.5076557270366,5.464315193797433,5.6210774816461475,5.638495513629338
quadrupole_strength,SEX_25E,60,2.3404541046027525,3.382560482191475,4.1133247904141115,3.674787396959779,4.98444871552182,5.464114566089853,5.517410771708524
quadrupole_strength,SEX_24E,61,6.34877886328249,5.663931304385129,8.508061522794504,7.708938378815906,11.780696550665578,12.245402537486427,12.297036536022077
quadrupole_strength,SEX_23E,62,3.4791191071573193,1.5759543823486202,3.8194112081616667,2.807290321074776,5.4264843047352445,6.055548172965805,6.125444158324757
quadrupole_strength,SEX_22E,63,4.170341365259894,2.948856405580796,5.107592505626565,5.633218472411541,6.252170341352193,6.328477169917547,6.336955706424809
quadrupole_strength,SEX_21E,64,2.644166735997611,3.6825523743848385,4.533520675793117,3.662566789003678,6.412951525455681,6.785925554325157,6.827367113088433
quadrupole_strength,SEX_20E,65,8.320627547228558,2.318241009118934,8.637539241940352,7.683824590136529,10.526901100745159,11.372005773693688,11.465906292910192
quadrupole_strength,SEX_19E,66,1.6312655199592594,2.026541240990751,2.6015181333298996,2.64486285668179,3.2413759283111427,3.4554677283690114,3.479255706153219
quadrupole_strength,SEX_18E,67,4.388262602824721,2.227740738806651,4.921349151471453,3.904559978848427,6.83788373998215,7.481933796033898,7.553494913372982
quadrupole_strength,SEX_17E,68,4.448649399593837,2.3657950695288714,5.0385978001338545,5.253144818919505,6.412308322629725,6.552294664962453,6.567848702999423
quadrupole_strength,SEX_16E,69,2.076405754127358,4.8392202088716285,5.265881985548553,5.221024472419373,6.89752337960307,7.299091055534756,7.343709686193833
quadrupole_strength,SEX_15E,70,2.8407552622072085,2.132868737908406,3.5523259299936063,3.523273996580386,4.010612593406374,4.022536100189863,4.023860934276918
