source_target_index,source_target,observation_index,observation_sextupole,observation_plane,kick_px_response,kick_py_response,bump_x_response_m_per_m,bump_y_response_m_per_m,normal_source_response,skew_source_response,k2_bx_center_x_response,k2_bx_center_y_response,k2_by_center_x_response,k2_by_center_y_response
1,SEX_09AW,13,SEX_21W,x,-4.17521767662713,-8.492629667462755e-15,0.002265354234809805,5.091125523377102e-16,1.1356592080425796,-2.3099952695498698e-15,-1.1356592080425796,2.3099952695499455e-15,2.3099952696917586e-15,1.1356592080425794
1,SEX_09AW,13,SEX_21W,y,9.69905874670665e-15,-7.916452741224065,-1.3403126366619837e-16,0.537846735846177,-2.638143979104209e-15,-2.153275145612946,2.638143979104353e-15,2.153275145612946,2.1532751456129455,-2.6381439793732386e-15
1,SEX_09AW,14,SEX_22W,x,-12.968028847553727,-1.8619459991957954e-14,0.002474058631141244,1.2079163662895172e-15,3.527303846534614,-5.064493117812564e-15,-3.527303846534614,5.0644931178128e-15,5.0644931182532646e-15,3.5273038465346134
1,SEX_09AW,14,SEX_22W,y,3.844739794531751e-15,-0.007853619132904832,3.706578110102304e-16,0.22718139217062605,-1.0457692241126364e-15,-0.0021361844041501146,1.0457692241126366e-15,0.0021361844041501146,0.002136184404150114,-1.045769224112903e-15
1,SEX_09AW,15,SEX_23W,x,-1.8182408377356767,-4.129178874197827e-17,-0.0005234712437031198,5.608999472852075e-17,0.4945615078641041,-1.123136653781809e-17,-0.4945615078641041,1.123136653785113e-17,1.1231366599608535e-17,0.494561507864104
1,SEX_09AW,15,SEX_23W,y,3.638249852605692e-15,6.992906831643859,1.3040813586591331e-15,0.24966190100408578,-9.896039599087483e-16,1.9020706582071298,9.896039599086213e-16,-1.9020706582071298,-1.9020706582071296,-9.896039596711038e-16
1,SEX_09AW,16,SEX_24W,x,8.106834902184753,2.3333117613513304e-14,-0.0037520707942380223,-8.556328736070629e-16,-2.205059093394253,6.3466079908756194e-15,2.205059093394253,-6.346607990875767e-15,-6.346607991151118e-15,-2.2050590933942527
1,SEX_09AW,16,SEX_24W,y,-4.0238185814309545e-15,5.555209644576004,4.286693494051281e-16,-0.12131194236944562,1.0944786541492197e-15,1.5110170233246731,-1.0944786541493206e-15,-1.5110170233246731,-1.511017023324673,1.0944786543380057e-15
1,SEX_09AW,17,SEX_25W,x,3.403691186756208,5.261767662896775e-15,0.000556587678302152,-3.246800912946611e-16,-0.9258040027976887,1.431200804307923e-15,0.9258040027976887,-1.431200804307985e-15,-1.4312008044235927e-15,-0.9258040027976886
1,SEX_09AW,17,SEX_25W,y,-1.4686541837837407e-14,11.990500608454632,3.95863793562703e-16,-0.5452133855604113,3.994739379891775e-15,3.26141616549966,-3.994739379891992e-15,-3.26141616549966,-3.2614161654996594,3.9947393802992544e-15
1,SEX_09AW,18,SEX_26W,x,3.4258120145415294,2.5185073367961287e-15,0.005662601532754865,-5.580555037117813e-16,-0.9318208679552961,6.85033995608547e-16,0.9318208679552961,-6.850339956086092e-16,-6.850339957249685e-16,-0.931820867955296
1,SEX_09AW,18,SEX_26W,y,-1.5299514409362494e-15,0.6919301708864634,-2.5684952609101737e-16,-0.18130657624014973,4.161467919346599e-16,0.18820500648111804,-4.1614679193467245e-16,-0.18820500648111804,-0.18820500648111801,4.1614679195817414e-16
1,SEX_09AW,19,SEX_27W,x,-2.396101153124929,-5.611996576580751e-15,0.0027241755217616405,1.367968994207028e-16,0.6517395136499807,-1.5264630688299645e-15,-0.6517395136499807,1.526463068830008e-15,1.5264630689113925e-15,0.6517395136499806
1,SEX_09AW,19,SEX_27W,y,8.286113392376995e-15,-8.635975350975652,-1.2039476363187514e-15,-0.09961430387944112,-2.253822842726543e-15,-2.3489852954653774,2.2538228427267e-15,2.3489852954653774,2.348985295465377,-2.2538228430200245e-15
1,SEX_09AW,20,SEX_28W,x,-9.862450193826016,-2.2827959086673256e-14,0.0036174346781175483,8.381776641540207e-16,2.6825864527206766,-6.209204871575126e-15,-2.6825864527206766,6.2092048715753054e-15,6.209204871910287e-15,2.682586452720676
1,SEX_09AW,20,SEX_28W,y,7.287200365140606e-15,-7.882715681564251,-7.106822081307027e-16,0.11621534150967722,-1.982118499318245e-15,-2.1440986653854766,1.982118499318388e-15,2.1440986653854766,2.144098665385476,-1.982118499586128e-15
