sample_id,scenario,rho,trial_id,active_rms_rad,global_rms_rad,maximum_abs_kick_rad,converged,newton_iterations,closure_norm,x_rmse_m,x_max_abs_m,y_rmse_m,y_max_abs_m
2957,horizontal,0.10000000000000001,557,5.0000000000000008e-07,3.4906838799266588e-07,1.2308395750036908e-06,true,1,7.7146496605666922e-14,6.1118174516631621e-10,1.4870281325740642e-09,2.9035339984361471e-11,7.6932202755096608e-11
2958,horizontal,0.10000000000000001,558,5.0000000000000008e-07,3.4906838799266593e-07,1.3895783747092629e-06,true,1,7.8614300460333383e-14,8.2109799878006232e-10,2.7055012050136718e-09,2.8861607115188624e-11,6.6017927601957731e-11
2959,horizontal,0.10000000000000001,559,5.0000000000000008e-07,3.4906838799266593e-07,1.4635544356026377e-06,true,1,9.5815796067442725e-14,2.3087036501166441e-09,5.1341377173969027e-09,5.1248702659587673e-11,3.671264235541663e-10
2960,horizontal,0.10000000000000001,560,5.0000000000000008e-07,3.4906838799266593e-07,1.2834821775670482e-06,true,5,6.6565287911980784e-14,1.7056762770235333e-09,4.9909621609167676e-09,6.3654448859516735e-11,2.0533702786505371e-10
2961,horizontal,0.10000000000000001,561,5.0000000000000008e-07,3.4906838799266598e-07,1.126980084624303e-06,true,1,5.4141979200040876e-14,1.5147216747459545e-09,7.2257092774419274e-09,3.6874007449210284e-11,1.0010227913373254e-10
2962,horizontal,0.10000000000000001,562,5.0000000000000008e-07,3.4906838799266598e-07,1.8279904965100194e-06,true,2,7.1112045786127603e-16,7.3393729637269061e-10,2.2294841433082024e-09,8.6779207275056903e-12,4.1341943865687292e-11
2963,horizontal,0.10000000000000001,563,5.0000000000000008e-07,3.4906838799266593e-07,1.2741348020715385e-06,true,1,8.49860677542941e-14,2.099220718976797e-09,8.0697686801085855e-09,5.6444999313391112e-11,2.8955677276471664e-10
2964,horizontal,0.10000000000000001,564,5.0000000000000019e-07,3.4906838799266598e-07,1.1514754758170033e-06,true,4,1.5570053336023194e-14,1.3769011651658468e-09,4.8902979094597038e-09,1.9799468762933855e-11,1.4433291963943801e-10
2965,horizontal,0.10000000000000001,565,5.0000000000000008e-07,3.4906838799266593e-07,1.7263094600383146e-06,true,4,8.3679319309659213e-14,1.2701864293417228e-09,4.4687153127193069e-09,9.5045441103865408e-12,4.2357944625773247e-11
2966,horizontal,0.10000000000000001,566,5.0000000000000008e-07,3.4906838799266598e-07,1.1930584677245813e-06,true,5,2.928359078834906e-15,2.2681247168162874e-09,7.0114171447921425e-09,7.228998032936492e-11,2.1480301641129546e-10
2967,horizontal,0.10000000000000001,567,5.0000000000000008e-07,3.4906838799266593e-07,1.0404236187597639e-06,true,1,2.9765609419288549e-14,6.7350259141941211e-10,2.9235951003875327e-09,1.8527945448240772e-11,5.813057327164195e-11
2968,horizontal,0.10000000000000001,568,5.0000000000000019e-07,3.4906838799266588e-07,1.4619323601688969e-06,true,1,2.257507022994051e-14,1.0643750263267301e-09,4.7124794691488781e-09,5.4790567284279374e-11,1.662226463988877e-10
2969,horizontal,0.10000000000000001,569,5.0000000000000008e-07,3.4906838799266588e-07,1.1340002074102677e-06,true,5,1.8016822224940815e-14,1.3407444217612029e-09,3.5924805925208192e-09,3.7825969136353253e-11,2.1860963701162556e-10
2970,horizontal,0.10000000000000001,570,5.0000000000000008e-07,3.4906838799266598e-07,1.0673300879302551e-06,true,2,1.9043420143463121e-14,5.3004215513183123e-10,1.4163897832375483e-09,1.5521213758920506e-11,9.7592305872869212e-11
2971,horizontal,0.10000000000000001,571,5.0000000000000008e-07,3.4906838799266588e-07,1.2106146232792116e-06,true,3,3.7701863316257346e-14,1.3182989824575715e-09,5.2117321465428024e-09,1.2573219215717613e-11,9.6717332276688439e-11
2972,horizontal,0.10000000000000001,572,5.0000000000000008e-07,3.4906838799266598e-07,1.5302205685295002e-06,true,2,9.725764003298837e-15,2.3207797632703939e-09,7.605362145612915e-09,5.4073071345080335e-11,3.7563919216918734e-10
2973,horizontal,0.10000000000000001,573,5.0000000000000008e-07,3.4906838799266593e-07,1.0925290527812986e-06,true,3,4.3944651432434037e-14,1.8919946609836491e-09,7.4968978577144574e-09,4.1548371808171302e-11,1.964777422789471e-10
2974,horizontal,0.10000000000000001,574,5.0000000000000008e-07,3.4906838799266593e-07,1.3878953397418353e-06,true,3,1.9433744201099496e-14,8.0363084637803026e-10,2.0953722697919508e-09,4.4023618523590537e-11,1.5846267600333897e-10
2975,horizontal,0.10000000000000001,575,4.9999999999999998e-07,3.4906838799266588e-07,1.4561149191063633e-06,true,6,9.374567411212383e-14,5.8182105987561533e-10,1.8745509606371558e-09,2.4366255556474049e-11,5.7627039425078852e-11
2976,horizontal,0.10000000000000001,576,5.0000000000000008e-07,3.4906838799266593e-07,1.2313709495576947e-06,true,1,9.5067714933839896e-14,1.8411957217473983e-09,5.5304959920216609e-09,3.8583187783126436e-11,1.7819472850413853e-10
2977,horizontal,0.10000000000000001,577,5.0000000000000008e-07,3.4906838799266593e-07,9.928534144295114e-07,true,1,3.2122883235981862e-14,1.6289500700954136e-09,7.7944781219640991e-09,9.5119746505616488e-11,3.581742937134703e-10
