plane,element_order,element_index,element_name,s_m,k2l_m2,nominal_beta_sext_m,actual_rms_relative_magnitude,predictor_source_only_rad_rms,predictor_nominal_beta_envelope_m_rms,predictor_direction_beta_envelope_m_rms,predictor_nominal_beta_phase_m_rms,predictor_direction_beta_phase_m_rms,actual_element_magnitude_share,predictor_source_only_rad_element_share,predictor_nominal_beta_envelope_m_element_share,predictor_direction_beta_envelope_m_element_share,predictor_nominal_beta_phase_m_element_share,predictor_direction_beta_phase_m_element_share
x,29,463,sex_37w,285.3708140000001,-0.24388335733168,8.304757539684738,0.02774367415991199,7.721458102741449e-09,5.265817979119341e-07,5.311762570207025e-07,3.4424477404072e-07,3.4377632192657084e-07,0.0039325248715762675,0.0044920881771267785,0.00424423237147489,0.004270848688233749,0.004003277101462263,0.003997175937285404
x,30,471,sex_38w,293.5732200000001,0.5352854288832001,40.96745212072413,0.014076065112897027,1.6771434618426658e-09,2.5403452011237765e-07,2.536156665637738e-07,1.6831295487883583e-07,1.6812645704711517e-07,0.001995210721959047,0.000975706429542636,0.0020475100696765026,0.002039161431903395,0.0019573380598834934,0.001954849667259282
x,31,479,sex_39w,302.00263300000006,-0.559232035088,2.137517280798861,0.033945472748950815,1.6054192922866514e-08,5.554517504475113e-07,5.547841869274815e-07,4.1870434972840546e-07,4.203860980994618e-07,0.004811598315826204,0.009339796870297916,0.004476923261285959,0.004460664959465074,0.004869179322246151,0.00488793755857155
x,32,487,sex_40w,310.20857100000006,-0.05745380593984,35.03494948873299,0.002137842330183558,2.682698468517842e-10,3.7577307103421996e-08,3.783276105253599e-08,2.538504932688139e-08,2.5388729874574448e-08,0.0003030282898543844,0.00015607049747438917,0.0003028718878503082,0.00030418904417858187,0.00029520676667635766,0.00029520130870026715
x,33,495,sex_41w,318.4135080000001,-0.9733108082928,3.8453517056835107,0.040909335538448666,1.6216132724998598e-08,7.525205583065825e-07,7.52641605652543e-07,5.033651098534872e-07,5.016664056946839e-07,0.005798690489130176,0.009434008075083902,0.006065291520576449,0.0060515099681611425,0.005853712735558154,0.005833004652995155
x,34,503,sex_42w,326.61844500000007,0.4969129114608,18.003477431366726,0.10478584095497785,1.6667397790334478e-08,1.6735898944321208e-06,1.6667993116366486e-06,1.2670962818753027e-06,1.271455670547693e-06,0.014852860632998174,0.009696539120098047,0.013489080774702317,0.013401667637743923,0.014735263722491114,0.014783542924529455
x,35,511,sex_43w,334.81838200000004,-0.640818777808,6.867510809083736,0.013922641572125579,4.011397524571433e-09,2.487702387196989e-07,2.4982554619071455e-07,1.7349899607567352e-07,1.7346672704085435e-07,0.0019734637144613594,0.0023336980080854476,0.0020050801307990927,0.0020086874971038254,0.002017647355873226,0.0020169423634576575
x,36,527,sex_44w,345.82340900000014,-0.4546276694144,6.609848250393606,0.0361377458105302,1.0553863596751932e-08,6.421112312430115e-07,6.401332994240408e-07,4.4837332063806543e-07,4.4828532337529724e-07,0.0051223418853424815,0.006139887733010668,0.005175395892026188,0.005146902607194946,0.005214204492773627,0.0052123290446300175
x,37,537,sex_45w,352.17121200000014,0.4515561870704,25.731992245417352,0.05611047305791515,7.499229811968941e-09,9.002360773593191e-07,8.952113215544801e-07,6.675739705106014e-07,6.688790062662173e-07,0.007953374509242052,0.004362803129624177,0.007255873857867359,0.007197821905288849,0.0077633236325069434,0.0077772286753762295
x,38,551,sex_47w,366.02044100000023,0.9929501410624,17.63802486913138,0.08735241320235106,1.6047634552234533e-08,1.5949205211694025e-06,1.5997900217886557e-06,1.0500150490199794e-06,1.0456602928965085e-06,0.012381760812589588,0.009335981427827707,0.012855008153944716,0.012862888778816835,0.012210791619556249,0.01215816184755591
x,39,627,sex_47e,402.24480300000033,0.9358136365376001,16.106919751575887,0.010350081277263357,2.054759769006253e-09,1.9515080464094957e-07,1.960022514631263e-07,1.268060294319257e-07,1.2627003464622012e-07,0.0014670714416220325,0.0011953910702321411,0.0015729092149801389,0.001575928794798388,0.001474647437616962,0.001468174251383934
x,40,641,sex_45e,416.5451530000003,0.48130360546400003,37.26551253194703,0.1580121670967144,1.9112021800848637e-08,2.7609797819166385e-06,2.780625660706571e-06,1.9430585729983822e-06,1.9483957958285837e-06,0.022397421968621684,0.011118740272915545,0.022253408328705745,0.02235723321314588,0.02259613646644422,0.022654500309237588
