plane,element_order,element_index,element_name,s_m,k2l_m2,nominal_beta_sext_m,actual_rms_relative_magnitude,predictor_source_only_rad_rms,predictor_nominal_beta_envelope_m_rms,predictor_direction_beta_envelope_m_rms,predictor_nominal_beta_phase_m_rms,predictor_direction_beta_phase_m_rms,actual_element_magnitude_share,predictor_source_only_rad_element_share,predictor_nominal_beta_envelope_m_element_share,predictor_direction_beta_envelope_m_element_share,predictor_nominal_beta_phase_m_element_share,predictor_direction_beta_phase_m_element_share
x,11,303,sex_19w,133.67065100000005,-0.4434807016048,9.076158941022594,0.15923246328047624,4.158963891879249e-08,2.9650992916205807e-06,2.9990901200672035e-06,1.9442019184885003e-06,1.947124200502679e-06,0.022570392753445388,0.02419547225306433,0.023898605018318513,0.024113766260988205,0.022609432612572814,0.022639715142504215
x,12,309,sex_20w,141.87855400000004,0.3489547540528001,18.267250200519168,0.03262054663459086,5.787775774150672e-09,5.853981305214471e-07,5.867804915134437e-07,3.924276054750596e-07,3.929106967401053e-07,0.004623796769870549,0.003367135945177529,0.004718290122469309,0.0047179267885907655,0.004563602893777388,0.00456847398247239
x,13,317,sex_21w,150.08049100000005,-1.0296646092624,4.289043244943737,0.04278951915723107,1.4734485488145573e-08,7.221347309946616e-07,7.215632288868146e-07,5.373165186655286e-07,5.369464671316773e-07,0.006065196965575023,0.00857203486396501,0.005820382728774897,0.005801628609783387,0.006248539055981982,0.006243215024237716
x,14,325,sex_22w,158.28717800000007,0.7338528077808001,39.2565474627426,0.05987328616133113,7.055327314854206e-09,1.0461073712848114e-06,1.0519015183087882e-06,7.192051627659658e-07,7.186133081466546e-07,0.008486734151190908,0.004104555382559645,0.008431591799889813,0.00845766760136849,0.008363750959989471,0.008355502227260453
x,15,333,sex_23w,166.49091600000008,-1.0421456713024,4.022362654839816,0.2824018184125333,1.1079344564644198e-07,5.258449722683602e-06,5.305106718713676e-06,3.430413035998903e-06,3.4327371333477825e-06,0.04002902313098587,0.06445595128138008,0.04238293580462763,0.04265497143573436,0.03989281752741325,0.039913319775917076
x,16,345,sex_24w,176.6935180000001,0.6850736806816001,23.170340658482274,0.09501088708704197,1.3111616772460152e-08,1.4935697242571133e-06,1.4833254487734068e-06,1.1304730667113649e-06,1.1309580243800455e-06,0.013467310579944552,0.0076279036812585835,0.01203812398735251,0.011926471605960231,0.013146450674223174,0.013149940565416098
x,17,353,sex_25w,184.8993210000001,-0.4611058832960001,3.7250371522749464,0.08666495436996668,3.550640289542729e-08,1.621716838191662e-06,1.6376044518619259e-06,1.0801421055454824e-06,1.08189284890371e-06,0.012284317015457532,0.020656447336315966,0.0130709856081468,0.013166930435310602,0.012561143940398568,0.012579447118765675
x,18,361,sex_26w,193.1057580000001,0.36295188395360006,35.65034813747423,0.036545909402651025,4.717574924490478e-09,6.665822407486285e-07,6.673412451919966e-07,4.4009617719304466e-07,4.3969887693526863e-07,0.005180197001014448,0.0027445285930502482,0.005372631442359015,0.005365664304384435,0.005117948278249219,0.005112492217868565
x,19,371,sex_27w,201.53545100000008,-0.8104851617568001,3.680649586412961,0.12882881237080618,4.696209277855519e-08,2.132125299564398e-06,2.116843618376143e-06,1.5888046346544283e-06,1.5873126353168456e-06,0.018260829690534212,0.027320987686092542,0.017184861406784165,0.017020186183482545,0.018476461205063428,0.018456093297178254
x,20,379,sex_28w,209.73865400000005,0.21971819696992,19.518330835062763,0.026428928178439125,4.237068749629299e-09,4.4298588995563315e-07,4.449361558216948e-07,3.182901136203622e-07,3.186294589019241e-07,0.0037461663077412825,0.0024649860405414207,0.003570452039382392,0.0035774471699791927,0.003701446236995002,0.0037047868768142764
x,21,389,sex_29w,218.16687800000005,-0.870838024992,6.620673680373858,0.5650348357836253,1.7620204965113262e-07,1.0729144449698571e-05,1.080681431907326e-05,6.9777552798946375e-06,6.967266278462905e-06,0.080090817539834,0.10250850726527112,0.08647655952448333,0.08689068486884736,0.08114542336757555,0.08101020151958128
x,22,399,sex_30w,227.45108200000004,0.013216716393568003,36.28007736237497,0.00273699498299436,3.3366460563177083e-10,4.756059589158553e-08,4.7477151507386e-08,3.272505466320442e-08,3.2627301335232524e-08,0.00038795513463595727,0.00019411499876584065,0.0003833368747080427,0.00038173342192230486,0.00038056485343132757,0.0003793660455288946
x,23,407,sex_31w,235.88254100000003,-0.6974617610992001,3.2700307668687767,0.06298717620595137,2.3436831179483955e-08,1.002946705350458e-06,1.000280902067e-06,7.584970178792324e-07,7.591714535585345e-07,0.008928112246148381,0.013634770900757345,0.008083718219262114,0.008042619228539081,0.008820682177862678,0.008827082241825612
x,24,415,sex_32w,244.08174300000002,0.15971704782816004,20.246598541367742,0.022999036975291917,3.919411103636667e-09,4.173495017358182e-07,4.1982140115519953e-07,2.792304190157557e-07,2.7936023118707387e-07,0.003259996653879552,0.002280183359888294,0.003363823574058125,0.0033755154842063225,0.003247214850515816,0.0032481934406581128
x,25,423,sex_33w,252.514452,-0.16336358603872,20.998897935523487,0.08428340780800177,1.479506488737367e-08,1.6044203819961774e-06,1.6087930742402283e-06,1.0476487443860562e-06,1.0466415234493862e-06,0.01194674488878959,0.008607277948811038,0.012931576726966768,0.012935276567699877,0.012183273487487385,0.012169570868203148
x,26,433,sex_34w,258.456968,0.10186211028,54.41190681233548,0.04268424370103765,4.50074271116787e-09,7.856592074755007e-07,7.88296359506215e-07,5.159808843552997e-07,5.149045621863851e-07,0.006050274704469268,0.002618382804401742,0.006332387968093979,0.006338187048908969,0.0060004235790881814,0.0059869281119643535
x,27,439,sex_35w,266.38390699999997,-0.16437443436752003,7.720631571924584,0.08658696587491992,2.3340848021906656e-08,1.5347798543190687e-06,1.5307111389835028e-06,1.0532192228861205e-06,1.0505275950575635e-06,0.012273262542473873,0.013578931083766923,0.012370276311521704,0.012307469646064557,0.012248053465878163,0.01221475522480957
x,28,455,sex_36w,277.35561000000007,0.17684188730640002,12.898859707359621,0.011919517412748307,2.302644389917557e-09,1.9570664738834643e-07,1.9645880320330752e-07,1.441099394429069e-07,1.4466159030027527e-07,0.0016895310409372187,0.0013396021195016925,0.0015773892896642733,0.001579599635456064,0.001675877352888038,0.0016820176112106089
