target,location,coordinate,qx_power,qy_power,qk_power,total_order,coefficient
SEX_28E,entry,x,0,0,0,0,5.5642169965572416e-14
SEX_28E,entry,x,0,0,1,1,1.2937080421285177e-28
SEX_28E,entry,x,0,1,0,1,1.897025137355749e-18
SEX_28E,entry,x,1,0,0,1,0.0010000000000006965
SEX_28E,entry,x,0,0,2,2,6.077896487359165e-43
SEX_28E,entry,x,0,1,1,2,3.192694234476306e-32
SEX_28E,entry,x,0,2,0,2,-8.427610185791369e-6
SEX_28E,entry,x,1,0,1,2,4.659809274758567e-18
SEX_28E,entry,x,1,1,0,2,-3.487475461264158e-20
SEX_28E,entry,x,2,0,0,2,4.042861611648822e-6
SEX_28E,entry,x,0,0,3,3,3.56644397620143e-57
SEX_28E,entry,x,0,1,2,3,2.493257114771489e-46
SEX_28E,entry,x,0,2,1,3,-3.666507508444621e-8
SEX_28E,entry,x,0,3,0,3,3.2915905141313627e-21
SEX_28E,entry,x,1,0,2,3,3.283833450894585e-32
SEX_28E,entry,x,1,1,1,3,6.055439426649419e-22
SEX_28E,entry,x,1,2,0,3,-1.8290054856611315e-7
SEX_28E,entry,x,2,0,1,3,4.196049727037339e-8
SEX_28E,entry,x,2,1,0,3,6.61699576709809e-22
SEX_28E,entry,x,3,0,0,3,-2.0072859261607196e-8
SEX_28E,entry,x,0,0,4,4,2.3435390645440813e-71
SEX_28E,entry,x,0,1,3,4,1.8641962371788165e-60
SEX_28E,entry,x,0,2,2,4,-7.487947263402457e-23
SEX_28E,entry,x,0,3,1,4,-9.182618612453195e-23
SEX_28E,entry,x,0,4,0,4,3.901604781874619e-9
SEX_28E,entry,x,1,0,3,4,2.5692293948747785e-46
SEX_28E,entry,x,1,1,2,4,9.165294798105845e-36
SEX_28E,entry,x,1,2,1,4,-2.5674910896191415e-9
SEX_28E,entry,x,1,3,0,4,7.651758607216064e-23
SEX_28E,entry,x,2,0,2,4,5.914089479856618e-22
SEX_28E,entry,x,2,1,1,4,8.382735179787414e-23
SEX_28E,entry,x,2,2,0,4,-2.4843886151268586e-9
SEX_28E,entry,x,3,0,1,4,-3.354635844946379e-11
SEX_28E,entry,x,3,1,0,4,-5.242843772771282e-24
SEX_28E,entry,x,4,0,0,4,-2.314018085446342e-10
SEX_28E,entry,px,0,0,0,0,4.840526206461716e-15
SEX_28E,entry,px,0,0,1,1,3.5377949769049306e-29
SEX_28E,entry,px,0,1,0,1,9.240957170417023e-20
SEX_28E,entry,px,1,0,0,1,0.00010251245946249185
SEX_28E,entry,px,0,0,2,2,1.6620896009904103e-43
SEX_28E,entry,px,0,1,1,2,4.4264574593315665e-33
SEX_28E,entry,px,0,2,0,2,-1.8737548271787598e-6
SEX_28E,entry,px,1,0,1,2,1.2742914958289027e-18
