acquisition,quantity,x_rmse_um,y_rmse_um,rmse_2d_um,median_2d_um,p90_2d_um,p95_2d_um,p99_2d_um,max_2d_um
finite_calibration_readbacks,relative_local_orbit_nonzero_bumps,10.197878999899347,10.176981803085846,14.407209817203627,9.786832785034914,23.605506311592546,28.035353468958863,36.82125585548705,50.164156847894894
finite_calibration_readbacks,absolute_reference_orbit,3.815053593570741,7.002049537472014,7.973915703531677,1.8900848464580153,7.134453961861636,12.475425402536745,39.987601875871505,80.18594205541248
