trials,elements,active_normal_sextupoles,detectors,first_fixed_point_closure_max,second_fixed_point_closure_max,periodic_source_closure_max,sextupole_response_check_max,independent_target_check_max,family_partition_check_max,hh_all_element_relative_closure,hv_all_element_relative_closure,vv_all_element_relative_closure,total_all_element_relative_closure,hh_sextupole_relative_closure,hv_sextupole_relative_closure,vv_sextupole_relative_closure,total_sextupole_relative_closure,hh_sextupole_signed_projection,hv_sextupole_signed_projection,vv_sextupole_signed_projection,total_sextupole_signed_projection,solve_seconds
100,869,76,99,4.3368086899420177e-19,8.4703294725430034e-22,4.2563405599528592e-20,6.7339119306716877e-20,0,3.22931311140702e-20,7.3805369470468175e-15,9.8699745909893676e-14,8.7284325317924332e-15,8.9985232930847431e-15,0.48451713031694627,0.35659131936576227,0.19985108220346159,0.2964002512239397,0.77530567874760681,0.87250968971400478,0.96695209365186463,0.92068807449951717,146.4275657
