trial,element_order,element_index,element_name,s_m,k2l_m2,projection_numerator,contribution_norm_m
30,15,188,sex_22w,158.14596077919489,0.26101228800000004,1.2291434262117922e-14,1.5997544768938808e-08
30,16,196,sex_23w,166.3497027791949,-0.52340416000000001,3.5644592014258005e-13,5.0229164760995163e-07
30,17,206,sex_24w,176.55229577919491,0.13662179200000002,-1.9294407660872959e-13,1.2268162424469726e-07
30,18,214,sex_25w,184.75808777919491,-0.39794144000000004,2.9830158252412027e-12,1.6310273777133161e-06
30,19,222,sex_26w,192.96452977919492,0.23971496000000006,6.3002620721518846e-14,3.9539899574980192e-08
30,20,232,sex_27w,201.39422177919491,-0.40337600000000007,7.1468216890535363e-13,1.2760220268452451e-06
30,21,240,sex_28w,209.59741377919488,0.14284324800000006,5.3771800437434806e-14,1.2228623136156195e-07
30,22,250,sex_29w,218.02560577919488,-0.14515660800000002,-2.8012171384519268e-13,2.144903415410734e-07
30,23,260,sex_30w,227.30979777919487,0.28505872000000004,-1.4005612411356056e-13,7.9757110253981922e-08
30,24,268,sex_31w,235.74123977919484,-0.50427440000000001,-1.1614952295270389e-13,8.0790395044920938e-08
30,25,276,sex_32w,243.94043177919482,0.30627744000000001,5.6283074031534383e-14,1.7742356277235189e-07
30,26,284,sex_33w,252.37312377919483,-0.49414784,7.566104433571506e-13,1.3096825118086282e-06
30,27,292,sex_34w,258.31562377919482,0.17423313600000001,-2.4133750547716086e-14,2.5582959840869153e-08
30,28,298,sex_35w,266.24257577919485,-0.16527236800000006,3.6075711818307646e-13,2.5111156197309117e-07
30,29,310,sex_36w,277.21423877919489,0.16991948800000006,-1.344959371286695e-13,8.6895598880642828e-08
30,30,318,sex_37w,285.22943077919496,-0.037644799999999999,3.8935850367924365e-14,4.6455704499816574e-08
30,31,326,sex_38w,293.43187277919498,0.20518374400000003,2.4194719983161258e-15,9.9238256502505268e-08
30,32,334,sex_39w,301.86131477919497,-0.45719936,-1.0767896576820471e-13,1.2701580326365576e-07
30,33,342,sex_40w,310.06725677919502,0.24519304000000003,-5.0039952759123888e-14,3.6285144742030544e-08
30,34,350,sex_41w,318.27219977919509,-0.49659312,-1.2244804848153049e-13,7.6615766195922043e-08
30,35,358,sex_42w,326.47714177919511,0.11078288,5.8505318311193775e-15,4.7672953759653256e-09
30,36,366,sex_43w,334.67708377919513,-0.022612475200000003,1.9860389683633207e-15,3.6701364932923019e-09
30,37,376,sex_44w,345.68227077919522,-0.10419966400000001,-5.1119614127337013e-14,5.8761990117533356e-08
30,38,388,sex_45w,352.02348077919532,0.039331744000000002,1.3395959369797553e-13,1.1459026149659506e-07
30,39,480,sex_45e,416.40351263697158,0.039202544000000006,-2.839399293223447e-13,3.7346213890011908e-07
30,40,492,sex_44e,422.74312263697158,-0.104066112,8.5673730434032217e-14,7.1869190455219971e-08
30,41,502,sex_43e,433.74671063697156,-0.0224741904,-3.7625655391684711e-15,2.2189099855698046e-09
30,42,510,sex_42e,441.95415263697157,0.110769824,-6.3903983764856018e-13,4.6141699907021583e-07
30,43,518,sex_41e,450.15579463697156,-0.49661216000000002,-1.1679445210243626e-13,2.0993336850056422e-07
30,44,526,sex_40e,458.35913663697158,0.24519358400000002,3.1874336938327359e-13,5.3859851709119298e-07
30,45,534,sex_39e,466.56317863697166,-0.45728368000000003,5.3102684764696975e-13,3.9960870226538709e-07
30,46,544,sex_38e,474.99622063697166,0.205352384,7.8875916202675826e-13,4.4859486838790922e-07
30,47,552,sex_37e,483.19826263697166,-0.037763935999999998,-7.021161379085462e-14,4.0868093708948987e-08
30,48,560,sex_36e,491.2136046369717,0.16982945599999999,9.1243571535426571e-13,1.2647442185278697e-06
30,49,572,sex_35e,502.18641763697167,-0.165141808,-6.9466940248663133e-14,1.1988694476597518e-07
30,50,578,sex_34e,510.10486963697167,0.17428128000000001,2.2718983927429322e-13,1.8692098155990029e-07
30,51,584,sex_33e,516.05336963697175,-0.49391936000000003,-3.8534427151940119e-13,2.5910476706112859e-07
30,52,592,sex_32e,524.48571163697181,0.30635088000000005,-1.4284973777371381e-12,7.750824090520861e-07
30,53,600,sex_31e,532.68725363697195,-0.50422272000000001,8.0016651248254996e-13,4.9290446536822351e-07
30,54,608,sex_30e,541.115995636972,0.28501520000000002,-6.7383934436182225e-13,1.4446106728671681e-06
30,55,618,sex_29e,550.40073763697205,-0.145252624,4.7274715875704606e-13,6.9880343357173575e-07
30,56,628,sex_28e,558.82987963697212,0.14307091200000002,-5.8185313878663487e-14,3.7543160011991941e-08
30,57,636,sex_27e,567.03492163697229,-0.40346848000000007,2.4014253444341904e-14,1.252723512136332e-08
30,58,646,sex_26e,575.4652636369724,0.23959555200000002,4.4968020961868125e-12,2.760615912756336e-06
30,59,654,sex_25e,583.66900563697243,-0.39789247999999999,1.5431007856317449e-12,1.7206295074987676e-06
30,60,662,sex_24e,591.87254763697251,0.13653937599999999,6.0469832992638418e-15,7.9355911615816478e-08
30,61,672,sex_23e,602.07849063697267,-0.52328991999999996,9.0456814416406116e-14,8.2095959661135916e-08
30,62,680,sex_22e,610.28253263697275,0.26098780799999999,-2.349395080669193e-12,1.4945935780328874e-06
