method,x_rmse_um,y_rmse_um,rmse_2d_um,median_2d_um,p90_2d_um,p99_2d_um,max_2d_um
command_only,10.301610466247638,20.45114607023725,22.899182382445087,13.02565713370534,37.963698424510085,64.56930163005431,91.68858546903722
two_sided_transport,0.2368455385391913,0.18524761474051973,0.30068669390741515,0.049334727367888534,0.2502831782529537,1.3328908374460742,4.384959475111106
global_map,7.0480524545897305,13.664760034573508,15.375327970652389,8.468656187408802,24.094591983284673,46.535141588393834,96.67820533764244
